Daily Mean data	    supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London N. Kensington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"PM10 particulate matter (Daily measured)",Status,"PM10 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status,"Daily measured PM10 (uncorrected)",Status,"Daily measured PM10 (uncorrected)",Status,"Daily measured PM2.5 (uncorrected)",Status,"Daily measured PM2.5 (uncorrected)",Status,"Modelled Wind Direction",Status,"Modelled Wind Speed",Status,"Modelled Temperature",Status
2012-02-04,15,V ugm-3,55,V ugm-3,64,V ugm-3,148,V ugm-3,5,V ugm-3,0.44,V mgm-3,46,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),40,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-05,11,V ugm-3,25,V ugm-3,58,V ugm-3,97,V ugm-3,4,V ugm-3,0.38,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-06,2,V ugm-3,99,V ugm-3,83,V ugm-3,235,V ugm-3,8,V ugm-3,0.56,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-07,17,V ugm-3,39,V ugm-3,62,V ugm-3,122,V ugm-3,6,V ugm-3,0.36,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-08,40,V ugm-3,6,V ugm-3,37,V ugm-3,47,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-09,21,V ugm-3,29,V ugm-3,57,V ugm-3,102,V ugm-3,4,V ugm-3,0.35,V mgm-3,37,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-10,10,V ugm-3,38,V ugm-3,66,V ugm-3,125,V ugm-3,3,V ugm-3,0.39,V mgm-3,41,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-11,8,V ugm-3,63,V ugm-3,81,V ugm-3,177,V ugm-3,4,V ugm-3,0.56,V mgm-3,59,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),51,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-12,4,V ugm-3,78,V ugm-3,77,V ugm-3,197,V ugm-3,5,V ugm-3,0.69,V mgm-3,61,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),56,V ugm-3 (TEOM FDMS),39,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2012-02-13,13,V ugm-3,36,V ugm-3,52,V ugm-3,107,V ugm-3,1,V ugm-3,0.39,V mgm-3,27,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
