Daily Mean data	    supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Bloomsbury",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2015-06-27,44,V ugm-3,9,V ugm-3,34,V ugm-3,47,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-06-28,40,V ugm-3,2,V ugm-3,27,V ugm-3,30,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-06-29,46,V ugm-3,6,V ugm-3,35,V ugm-3,44,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-06-30,51,V ugm-3,6,V ugm-3,54,V ugm-3,64,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-07-01,79,V ugm-3,10,V ugm-3,73,V ugm-3,88,V ugm-3,4,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-07-02,45,V ugm-3,8,V ugm-3,36,V ugm-3,48,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-03,44,V ugm-3,9,V ugm-3,46,V ugm-3,59,V ugm-3,3,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-04,54,V ugm-3,2,V ugm-3,27,V ugm-3,30,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-07-05,41,V ugm-3,3,V ugm-3,32,V ugm-3,37,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-06,43,V ugm-3,3,V ugm-3,26,V ugm-3,31,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-07,41,V ugm-3,5,V ugm-3,34,V ugm-3,42,V ugm-3,3,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-08,29,V ugm-3,23,V ugm-3,51,V ugm-3,87,V ugm-3,3,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-09,42,V ugm-3,19,V ugm-3,49,V ugm-3,78,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-10,60,V ugm-3,5,V ugm-3,44,V ugm-3,51,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-11,46,V ugm-3,10,V ugm-3,47,V ugm-3,63,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-12,38,V ugm-3,2,V ugm-3,19,V ugm-3,22,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-13,26,V ugm-3,5,V ugm-3,27,V ugm-3,34,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-14,20,V ugm-3,8,V ugm-3,34,V ugm-3,47,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-15,11,V ugm-3,29,V ugm-3,43,V ugm-3,88,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-16,41,V ugm-3,13,V ugm-3,56,V ugm-3,75,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-07-17,46,V ugm-3,5,V ugm-3,36,V ugm-3,45,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-18,58,V ugm-3,2,V ugm-3,25,V ugm-3,28,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-19,52,V ugm-3,3,V ugm-3,31,V ugm-3,35,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-20,22,V ugm-3,7,V ugm-3,32,V ugm-3,42,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-21,45,V ugm-3,3,V ugm-3,24,V ugm-3,29,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-22,39,V ugm-3,5,V ugm-3,34,V ugm-3,41,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-23,40,V ugm-3,6,V ugm-3,40,V ugm-3,50,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-07-24,22,V ugm-3,20,V ugm-3,57,V ugm-3,87,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-25,34,V ugm-3,12,V ugm-3,42,V ugm-3,60,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2015-07-26,32,V ugm-3,4,V ugm-3,35,V ugm-3,41,V ugm-3,3,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-07-27,42,V ugm-3,2,V ugm-3,23,V ugm-3,26,V ugm-3,4,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-07-28,47,V ugm-3,4,V ugm-3,31,V ugm-3,37,V ugm-3,3,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-07-29,37,V ugm-3,8,V ugm-3,38,V ugm-3,50,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-07-30,29,V ugm-3,12,V ugm-3,43,V ugm-3,61,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-07-31,44,V ugm-3,14,V ugm-3,47,V ugm-3,68,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-08-01,44,V ugm-3,5,V ugm-3,40,V ugm-3,47,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-08-02,59,V ugm-3,2,V ugm-3,36,V ugm-3,39,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-08-03,46,V ugm-3,3,V ugm-3,34,V ugm-3,38,V ugm-3,1,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-08-04,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-08-05,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-08-06,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-08-07,27,V ugm-3,15,V ugm-3,59,V ugm-3,82,V ugm-3,2,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS)
2015-08-08,48,V ugm-3,6,V ugm-3,41,V ugm-3,50,V ugm-3,2,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-08-09,58,V ugm-3,1,V ugm-3,26,V ugm-3,28,V ugm-3,2,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2015-08-10,30,V ugm-3,4,V ugm-3,23,V ugm-3,30,V ugm-3,2,V ugm-3,No data,,9,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-11,18,V ugm-3,13,V ugm-3,51,V ugm-3,71,V ugm-3,2,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-12,34,V ugm-3,12,V ugm-3,40,V ugm-3,58,V ugm-3,1,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-13,23,V ugm-3,17,V ugm-3,46,V ugm-3,72,V ugm-3,3,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-08-14,26,V ugm-3,6,V ugm-3,41,V ugm-3,51,V ugm-3,4,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-08-15,28,V ugm-3,10,V ugm-3,40,V ugm-3,55,V ugm-3,3,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-08-16,26,V ugm-3,9,V ugm-3,44,V ugm-3,57,V ugm-3,2,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS)
2015-08-17,23,V ugm-3,13,V ugm-3,56,V ugm-3,77,V ugm-3,3,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-08-18,29,V ugm-3,8,V ugm-3,50,V ugm-3,62,V ugm-3,4,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-08-19,40,V ugm-3,4,V ugm-3,33,V ugm-3,39,V ugm-3,2,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-08-20,20,V ugm-3,6,V ugm-3,27,V ugm-3,35,V ugm-3,2,V ugm-3,No data,,8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-21,24,V ugm-3,7,V ugm-3,28,V ugm-3,38,V ugm-3,1,V ugm-3,No data,,9,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-22,35,V ugm-3,13,V ugm-3,53,V ugm-3,73,V ugm-3,4,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-08-23,52,V ugm-3,3,V ugm-3,40,V ugm-3,45,V ugm-3,3,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-08-24,14,V ugm-3,25,V ugm-3,56,V ugm-3,93,V ugm-3,4,V ugm-3,No data,,11,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-25,26,V ugm-3,6,V ugm-3,31,V ugm-3,41,V ugm-3,1,V ugm-3,No data,,11,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-26,33,V ugm-3,4,V ugm-3,29,V ugm-3,35,V ugm-3,2,V ugm-3,No data,,12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-27,28,V ugm-3,6,V ugm-3,35,V ugm-3,44,V ugm-3,2,V ugm-3,No data,,12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS)
2015-08-28,34,V ugm-3,4,V ugm-3,31,V ugm-3,38,V ugm-3,2,V ugm-3,No data,,11,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS)
2015-08-29,31,V ugm-3,8,V ugm-3,45,V ugm-3,57,V ugm-3,1,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-08-30,26,V ugm-3,15,V ugm-3,46,V ugm-3,69,V ugm-3,2,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2015-08-31,20,V ugm-3,17,V ugm-3,48,V ugm-3,75,V ugm-3,5,V ugm-3,No data,,9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-09-01,16,V ugm-3,24,V ugm-3,57,V ugm-3,94,V ugm-3,1,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-09-02,12,V ugm-3,25,V ugm-3,59,V ugm-3,98,V ugm-3,2,V ugm-3,No data,,11,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-09-03,20,V ugm-3,19,V ugm-3,55,V ugm-3,85,V ugm-3,2,V ugm-3,No data,,9,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-09-04,13,V ugm-3,21,V ugm-3,58,V ugm-3,90,V ugm-3,2,V ugm-3,No data,,9,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-09-05,11,V ugm-3,19,V ugm-3,56,V ugm-3,85,V ugm-3,2,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-09-06,23,V ugm-3,16,V ugm-3,47,V ugm-3,73,V ugm-3,1,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS)
2015-09-07,17,V ugm-3,17,V ugm-3,48,V ugm-3,74,V ugm-3,1,V ugm-3,No data,,12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS)
2015-09-08,24,V ugm-3,12,V ugm-3,44,V ugm-3,63,V ugm-3,2,V ugm-3,No data,,9,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-09-09,29,V ugm-3,12,V ugm-3,49,V ugm-3,68,V ugm-3,1,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
2015-09-10,22,V ugm-3,20,V ugm-3,55,V ugm-3,86,V ugm-3,2,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2015-09-11,22,V ugm-3,22,V ugm-3,64,V ugm-3,98,V ugm-3,3,V ugm-3,No data,,28,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-09-12,43,V ugm-3,2,V ugm-3,37,V ugm-3,41,V ugm-3,2,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS)
