Daily Mean data	    supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Bloomsbury",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2013-02-10,23,V ugm-3,12,V ugm-3,41,V ugm-3,60,V ugm-3,5,V ugm-3,No data,,9,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-11,11,V ugm-3,51,V ugm-3,59,V ugm-3,136,V ugm-3,7,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-12,8,V ugm-3,38,V ugm-3,56,V ugm-3,114,V ugm-3,7,V ugm-3,No data,,38,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-13,14,V ugm-3,20,V ugm-3,46,V ugm-3,76,V ugm-3,6,V ugm-3,No data,,42,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-14,11,V ugm-3,33,V ugm-3,65,V ugm-3,116,V ugm-3,No data,V ugm-3,No data,,12,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-15,7,V ugm-3,54,V ugm-3,81,V ugm-3,163,V ugm-3,4,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-16,16,V ugm-3,27,V ugm-3,59,V ugm-3,101,V ugm-3,3,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-17,10,V ugm-3,44,V ugm-3,60,V ugm-3,127,V ugm-3,5,V ugm-3,No data,,37,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-18,6,V ugm-3,54,V ugm-3,61,V ugm-3,144,V ugm-3,7,V ugm-3,No data,,38,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-19,2,V ugm-3,148,V ugm-3,92,V ugm-3,319,V ugm-3,10,V ugm-3,No data,,43,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-20,13,V ugm-3,32,V ugm-3,53,V ugm-3,102,V ugm-3,4,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-21,25,V ugm-3,26,V ugm-3,55,V ugm-3,94,V ugm-3,2,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-22,26,V ugm-3,31,V ugm-3,52,V ugm-3,99,V ugm-3,2,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-23,28,V ugm-3,25,V ugm-3,51,V ugm-3,89,V ugm-3,2,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-24,29,V ugm-3,22,V ugm-3,48,V ugm-3,81,V ugm-3,2,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-25,23,V ugm-3,33,V ugm-3,50,V ugm-3,100,V ugm-3,2,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-26,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,37,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-27,No data,V ugm-3,37,V ugm-3,68,V ugm-3,124,V ugm-3,5,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-02-28,21,V ugm-3,46,V ugm-3,78,V ugm-3,149,V ugm-3,4,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-01,25,V ugm-3,44,V ugm-3,76,V ugm-3,143,V ugm-3,4,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-02,32,V ugm-3,33,V ugm-3,69,V ugm-3,119,V ugm-3,3,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-03,17,V ugm-3,68,V ugm-3,90,V ugm-3,194,V ugm-3,6,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-04,10,V ugm-3,77,V ugm-3,94,V ugm-3,211,V ugm-3,6,V ugm-3,No data,,39,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-05,12,V ugm-3,107,V ugm-3,102,V ugm-3,265,V ugm-3,8,V ugm-3,No data,,40,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-06,2,V ugm-3,114,V ugm-3,109,V ugm-3,284,V ugm-3,9,V ugm-3,No data,,50,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-07,1,V ugm-3,140,V ugm-3,105,V ugm-3,319,V ugm-3,7,V ugm-3,No data,,51,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-08,1,V ugm-3,124,V ugm-3,76,V ugm-3,266,V ugm-3,6,V ugm-3,No data,,38,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-09,4,V ugm-3,66,V ugm-3,50,V ugm-3,151,V ugm-3,4,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-10,35,V ugm-3,20,V ugm-3,45,V ugm-3,75,V ugm-3,2,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-11,47,V ugm-3,25,V ugm-3,47,V ugm-3,85,V ugm-3,3,V ugm-3,No data,,10,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-12,39,V ugm-3,37,V ugm-3,60,V ugm-3,116,V ugm-3,3,V ugm-3,No data,,12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-13,14,V ugm-3,65,V ugm-3,86,V ugm-3,186,V ugm-3,6,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-14,16,V ugm-3,46,V ugm-3,82,V ugm-3,152,V ugm-3,7,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-15,41,V ugm-3,7,V ugm-3,46,V ugm-3,57,V ugm-3,3,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-16,55,V ugm-3,5,V ugm-3,34,V ugm-3,41,V ugm-3,3,V ugm-3,No data,,10,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-17,38,V ugm-3,15,V ugm-3,54,V ugm-3,76,V ugm-3,4,V ugm-3,No data,,10,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-18,6,V ugm-3,73,V ugm-3,98,V ugm-3,210,V ugm-3,7,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-19,14,V ugm-3,39,V ugm-3,73,V ugm-3,133,V ugm-3,5,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-20,12,V ugm-3,54,V ugm-3,69,V ugm-3,152,V ugm-3,5,V ugm-3,No data,,38,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-21,17,V ugm-3,45,V ugm-3,84,V ugm-3,152,V ugm-3,5,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-22,16,V ugm-3,40,V ugm-3,74,V ugm-3,136,V ugm-3,6,V ugm-3,No data,,40,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-23,22,V ugm-3,31,V ugm-3,66,V ugm-3,114,V ugm-3,4,V ugm-3,No data,,31,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-24,36,V ugm-3,21,V ugm-3,54,V ugm-3,86,V ugm-3,3,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-25,39,V ugm-3,28,V ugm-3,62,V ugm-3,105,V ugm-3,4,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-26,35,V ugm-3,30,V ugm-3,68,V ugm-3,113,V ugm-3,4,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-27,27,V ugm-3,33,V ugm-3,77,V ugm-3,128,V ugm-3,5,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-28,32,V ugm-3,34,V ugm-3,75,V ugm-3,127,V ugm-3,5,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-29,45,V ugm-3,17,V ugm-3,63,V ugm-3,89,V ugm-3,4,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-30,46,V ugm-3,20,V ugm-3,60,V ugm-3,91,V ugm-3,4,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-31,43,V ugm-3,14,V ugm-3,61,V ugm-3,83,V ugm-3,3,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-01,54,V ugm-3,13,V ugm-3,48,V ugm-3,68,V ugm-3,1,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-02,50,V ugm-3,22,V ugm-3,55,V ugm-3,88,V ugm-3,1,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-03,44,V ugm-3,24,V ugm-3,58,V ugm-3,94,V ugm-3,1,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-04,39,V ugm-3,27,V ugm-3,62,V ugm-3,104,V ugm-3,2,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-05,42,V ugm-3,27,V ugm-3,60,V ugm-3,101,V ugm-3,2,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-06,40,V ugm-3,20,V ugm-3,63,V ugm-3,94,V ugm-3,1,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-07,45,V ugm-3,10,V ugm-3,63,V ugm-3,79,V ugm-3,2,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-08,34,V ugm-3,25,V ugm-3,70,V ugm-3,109,V ugm-3,4,V ugm-3,No data,,34,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-09,15,V ugm-3,45,V ugm-3,71,V ugm-3,139,V ugm-3,4,V ugm-3,No data,,35,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-10,21,V ugm-3,32,V ugm-3,55,V ugm-3,105,V ugm-3,3,V ugm-3,No data,,47,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-11,21,V ugm-3,40,V ugm-3,68,V ugm-3,129,V ugm-3,4,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-12,30,V ugm-3,12,V ugm-3,59,V ugm-3,78,V ugm-3,3,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-13,41,V ugm-3,5,V ugm-3,36,V ugm-3,44,V ugm-3,2,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-14,67,V ugm-3,2,V ugm-3,15,V ugm-3,18,V ugm-3,2,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-15,67,V ugm-3,3,V ugm-3,25,V ugm-3,30,V ugm-3,3,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-16,58,V ugm-3,4,V ugm-3,28,V ugm-3,34,V ugm-3,2,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-17,53,V ugm-3,4,V ugm-3,24,V ugm-3,30,V ugm-3,2,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-18,68,V ugm-3,4,V ugm-3,25,V ugm-3,30,V ugm-3,2,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-19,28,V ugm-3,34,V ugm-3,64,V ugm-3,116,V ugm-3,3,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-20,33,V ugm-3,15,V ugm-3,51,V ugm-3,75,V ugm-3,2,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-21,53,V ugm-3,8,V ugm-3,38,V ugm-3,51,V ugm-3,3,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-22,54,V ugm-3,4,V ugm-3,23,V ugm-3,29,V ugm-3,3,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-23,31,V ugm-3,21,V ugm-3,53,V ugm-3,85,V ugm-3,3,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-24,16,V ugm-3,14,V ugm-3,40,V ugm-3,62,V ugm-3,2,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-25,34,V ugm-3,18,V ugm-3,38,V ugm-3,66,V ugm-3,3,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-26,29,V ugm-3,36,V ugm-3,57,V ugm-3,112,V ugm-3,4,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-27,34,V ugm-3,23,V ugm-3,50,V ugm-3,86,V ugm-3,4,V ugm-3,No data,,12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-28,51,V ugm-3,5,V ugm-3,29,V ugm-3,37,V ugm-3,3,V ugm-3,No data,,11,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
