Daily Maximum data	   supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Bloomsbury",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2015-01-14,61,V ugm-3,16,V ugm-3,71,V ugm-3,95,V ugm-3,3,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-01-15,76,V ugm-3,16,V ugm-3,77,V ugm-3,100,V ugm-3,5,V ugm-3,No data,,28,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-01-16,55,V ugm-3,70,V ugm-3,108,V ugm-3,203,V ugm-3,4,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2015-01-17,41,V ugm-3,57,V ugm-3,104,V ugm-3,190,V ugm-3,4,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-01-18,46,V ugm-3,80,V ugm-3,87,V ugm-3,210,V ugm-3,3,V ugm-3,No data,,32,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-01-19,18,V ugm-3,140,V ugm-3,110,V ugm-3,326,V ugm-3,7,V ugm-3,No data,,43,V ugm-3 (TEOM FDMS),39,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2015-01-20,36,V ugm-3,325,V ugm-3,136,V ugm-3,629,V ugm-3,14,V ugm-3,No data,,64,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2015-01-21,46,V ugm-3,98,V ugm-3,82,V ugm-3,228,V ugm-3,5,V ugm-3,No data,,42,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-01-22,8,V ugm-3,178,V ugm-3,92,V ugm-3,365,V ugm-3,7,V ugm-3,No data,,57,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS)
2015-01-23,21,V ugm-3,257,V ugm-3,110,V ugm-3,504,V ugm-3,9,V ugm-3,No data,,58,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2015-01-24,32,V ugm-3,75,V ugm-3,122,V ugm-3,197,V ugm-3,4,V ugm-3,No data,,35,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-01-25,35,V ugm-3,42,V ugm-3,80,V ugm-3,144,V ugm-3,2,V ugm-3,No data,,30,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-01-26,40,V ugm-3,80,V ugm-3,99,V ugm-3,219,V ugm-3,4,V ugm-3,No data,,25,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-01-27,36,V ugm-3,87,V ugm-3,120,V ugm-3,253,V ugm-3,4,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2015-01-28,61,V ugm-3,30,V ugm-3,78,V ugm-3,116,V ugm-3,6,V ugm-3,No data,,75,V ugm-3 (TEOM FDMS),73,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2015-01-29,52,V ugm-3,76,V ugm-3,115,V ugm-3,231,V ugm-3,9,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-01-30,43,V ugm-3,96,V ugm-3,122,V ugm-3,239,V ugm-3,7,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-01-31,22,V ugm-3,75,V ugm-3,102,V ugm-3,191,V ugm-3,5,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-02-01,33,V ugm-3,74,V ugm-3,91,V ugm-3,205,V ugm-3,3,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-02-02,21,V ugm-3,97,V ugm-3,113,V ugm-3,253,V ugm-3,4,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-02-03,16,V ugm-3,92,V ugm-3,100,V ugm-3,241,V ugm-3,4,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-02-04,22,V ugm-3,95,V ugm-3,97,V ugm-3,238,V ugm-3,4,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-02-05,23,V ugm-3,87,V ugm-3,79,V ugm-3,212,V ugm-3,4,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-06,24,V ugm-3,76,V ugm-3,73,V ugm-3,187,V ugm-3,3,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-07,17,V ugm-3,68,V ugm-3,83,V ugm-3,185,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-08,29,V ugm-3,63,V ugm-3,117,V ugm-3,189,V ugm-3,4,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-09,26,V ugm-3,105,V ugm-3,101,V ugm-3,262,V ugm-3,5,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-10,39,V ugm-3,127,V ugm-3,91,V ugm-3,285,V ugm-3,5,V ugm-3,No data,,38,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2015-02-11,38,V ugm-3,69,V ugm-3,89,V ugm-3,195,V ugm-3,3,V ugm-3,No data,,47,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2015-02-12,11,V ugm-3,64,V ugm-3,75,V ugm-3,166,V ugm-3,4,V ugm-3,No data,,54,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2015-02-13,40,V ugm-3,32,V ugm-3,81,V ugm-3,129,V ugm-3,5,V ugm-3,No data,,56,V ugm-3 (TEOM FDMS),43,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),52,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS)
2015-02-14,50,V ugm-3,85,V ugm-3,106,V ugm-3,234,V ugm-3,6,V ugm-3,No data,,32,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-02-15,25,V ugm-3,77,V ugm-3,103,V ugm-3,222,V ugm-3,3,V ugm-3,No data,,50,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2015-02-16,22,V ugm-3,122,V ugm-3,93,V ugm-3,271,V ugm-3,6,V ugm-3,No data,,48,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2015-02-17,26,V ugm-3,71,V ugm-3,100,V ugm-3,209,V ugm-3,4,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-02-18,48,V ugm-3,36,V ugm-3,80,V ugm-3,128,V ugm-3,4,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-02-19,46,V ugm-3,16,V ugm-3,72,V ugm-3,92,V ugm-3,5,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-02-20,44,V ugm-3,73,V ugm-3,111,V ugm-3,203,V ugm-3,5,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-02-21,29,V ugm-3,60,V ugm-3,113,V ugm-3,183,V ugm-3,4,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-02-22,57,V ugm-3,21,V ugm-3,97,V ugm-3,130,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-02-23,64,V ugm-3,15,V ugm-3,64,V ugm-3,87,V ugm-3,5,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-02-24,62,V ugm-3,36,V ugm-3,122,V ugm-3,178,V ugm-3,5,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-02-25,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-26,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-27,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2015-02-28,62,V ugm-3,6,V ugm-3,42,V ugm-3,49,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-03-01,69,V ugm-3,8,V ugm-3,61,V ugm-3,73,V ugm-3,5,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-03-02,54,V ugm-3,20,V ugm-3,58,V ugm-3,86,V ugm-3,4,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-03-03,54,V ugm-3,24,V ugm-3,68,V ugm-3,104,V ugm-3,3,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-03-04,45,V ugm-3,81,V ugm-3,114,V ugm-3,229,V ugm-3,4,V ugm-3,No data,,26,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2015-03-05,43,V ugm-3,77,V ugm-3,110,V ugm-3,206,V ugm-3,33,V ugm-3,No data,,37,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-03-06,63,V ugm-3,14,V ugm-3,69,V ugm-3,84,V ugm-3,2,V ugm-3,No data,,35,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-03-07,65,V ugm-3,7,V ugm-3,71,V ugm-3,80,V ugm-3,2,V ugm-3,No data,,38,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-03-08,64,V ugm-3,25,V ugm-3,72,V ugm-3,110,V ugm-3,1,V ugm-3,No data,,31,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-03-09,43,V ugm-3,40,V ugm-3,70,V ugm-3,132,V ugm-3,3,V ugm-3,No data,,28,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2015-03-10,41,V ugm-3,102,V ugm-3,95,V ugm-3,240,V ugm-3,3,V ugm-3,No data,,44,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-03-11,51,V ugm-3,47,V ugm-3,69,V ugm-3,137,V ugm-3,9,V ugm-3,No data,,65,V ugm-3 (TEOM FDMS),52,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2015-03-12,45,V ugm-3,50,V ugm-3,82,V ugm-3,141,V ugm-3,4,V ugm-3,No data,,60,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),53,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS)
2015-03-13,46,V ugm-3,87,V ugm-3,84,V ugm-3,217,V ugm-3,6,V ugm-3,No data,,53,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS)
2015-03-14,44,V ugm-3,31,V ugm-3,61,V ugm-3,106,V ugm-3,2,V ugm-3,No data,,46,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2015-03-15,34,V ugm-3,34,V ugm-3,56,V ugm-3,108,V ugm-3,2,V ugm-3,No data,,44,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2015-03-16,20,V ugm-3,86,V ugm-3,64,V ugm-3,182,V ugm-3,4,V ugm-3,No data,,58,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),58,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2015-03-17,15,V ugm-3,103,V ugm-3,69,V ugm-3,219,V ugm-3,5,V ugm-3,No data,,91,V ugm-3 (TEOM FDMS),71,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),88,V ugm-3 (TEOM FDMS),65,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS)
2015-03-18,38,V ugm-3,60,V ugm-3,75,V ugm-3,151,V ugm-3,4,V ugm-3,No data,,69,V ugm-3 (TEOM FDMS),53,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),63,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS)
2015-03-19,62,V ugm-3,46,V ugm-3,87,V ugm-3,151,V ugm-3,2,V ugm-3,No data,,60,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),48,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2015-03-20,62,V ugm-3,75,V ugm-3,122,V ugm-3,238,V ugm-3,7,V ugm-3,No data,,60,V ugm-3 (TEOM FDMS),51,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),54,V ugm-3 (TEOM FDMS),43,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2015-03-21,41,V ugm-3,29,V ugm-3,60,V ugm-3,103,V ugm-3,3,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2015-03-22,54,V ugm-3,19,V ugm-3,52,V ugm-3,76,V ugm-3,2,V ugm-3,No data,,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2015-03-23,62,V ugm-3,26,V ugm-3,89,V ugm-3,125,V ugm-3,4,V ugm-3,No data,,40,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2015-03-24,44,V ugm-3,69,V ugm-3,91,V ugm-3,191,V ugm-3,4,V ugm-3,No data,,33,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2015-03-25,41,V ugm-3,91,V ugm-3,108,V ugm-3,212,V ugm-3,4,V ugm-3,No data,,44,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2015-03-26,61,V ugm-3,102,V ugm-3,100,V ugm-3,256,V ugm-3,6,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2015-03-27,62,V ugm-3,51,V ugm-3,89,V ugm-3,163,V ugm-3,3,V ugm-3,No data,,34,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-03-28,61,V ugm-3,7,V ugm-3,58,V ugm-3,66,V ugm-3,4,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2015-03-29,76,V ugm-3,38,V ugm-3,69,V ugm-3,125,V ugm-3,4,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2015-03-30,61,V ugm-3,62,V ugm-3,86,V ugm-3,165,V ugm-3,4,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2015-03-31,75,V ugm-3,63,V ugm-3,69,V ugm-3,165,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2015-04-01,62,V ugm-3,45,V ugm-3,79,V ugm-3,140,V ugm-3,2,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2015-04-02,55,V ugm-3,66,V ugm-3,81,V ugm-3,182,V ugm-3,4,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
