Daily Maximum data	   supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Bloomsbury",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2013-03-07,2,V ugm-3,202,V ugm-3,126,V ugm-3,434,V ugm-3,9,V ugm-3,No data,,61,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-08,1,V ugm-3,179,V ugm-3,98,V ugm-3,356,V ugm-3,8,V ugm-3,No data,,52,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-09,11,V ugm-3,99,V ugm-3,71,V ugm-3,217,V ugm-3,6,V ugm-3,No data,,39,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-10,47,V ugm-3,30,V ugm-3,62,V ugm-3,105,V ugm-3,3,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-11,66,V ugm-3,48,V ugm-3,71,V ugm-3,144,V ugm-3,4,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-12,66,V ugm-3,71,V ugm-3,98,V ugm-3,206,V ugm-3,5,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-13,24,V ugm-3,104,V ugm-3,105,V ugm-3,258,V ugm-3,12,V ugm-3,No data,,33,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-14,35,V ugm-3,108,V ugm-3,110,V ugm-3,265,V ugm-3,25,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-15,57,V ugm-3,18,V ugm-3,70,V ugm-3,98,V ugm-3,4,V ugm-3,No data,,33,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-16,72,V ugm-3,13,V ugm-3,61,V ugm-3,82,V ugm-3,4,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-17,67,V ugm-3,53,V ugm-3,100,V ugm-3,179,V ugm-3,5,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-18,38,V ugm-3,212,V ugm-3,129,V ugm-3,453,V ugm-3,13,V ugm-3,No data,,34,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-19,48,V ugm-3,88,V ugm-3,115,V ugm-3,237,V ugm-3,8,V ugm-3,No data,,56,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-20,34,V ugm-3,126,V ugm-3,89,V ugm-3,278,V ugm-3,8,V ugm-3,No data,,61,V ugm-3 (TEOM FDMS),50,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-21,27,V ugm-3,104,V ugm-3,107,V ugm-3,266,V ugm-3,8,V ugm-3,No data,,37,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-22,20,V ugm-3,67,V ugm-3,92,V ugm-3,187,V ugm-3,8,V ugm-3,No data,,50,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-23,36,V ugm-3,53,V ugm-3,80,V ugm-3,161,V ugm-3,4,V ugm-3,No data,,37,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-24,48,V ugm-3,32,V ugm-3,76,V ugm-3,124,V ugm-3,4,V ugm-3,No data,,34,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-25,63,V ugm-3,56,V ugm-3,84,V ugm-3,169,V ugm-3,5,V ugm-3,No data,,31,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-26,62,V ugm-3,54,V ugm-3,93,V ugm-3,165,V ugm-3,6,V ugm-3,No data,,31,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-27,42,V ugm-3,56,V ugm-3,97,V ugm-3,180,V ugm-3,8,V ugm-3,No data,,39,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-28,45,V ugm-3,105,V ugm-3,103,V ugm-3,265,V ugm-3,9,V ugm-3,No data,,42,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-29,65,V ugm-3,27,V ugm-3,83,V ugm-3,125,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-30,68,V ugm-3,40,V ugm-3,89,V ugm-3,137,V ugm-3,5,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-03-31,68,V ugm-3,25,V ugm-3,83,V ugm-3,114,V ugm-3,4,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-01,79,V ugm-3,22,V ugm-3,65,V ugm-3,99,V ugm-3,3,V ugm-3,No data,,32,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-02,69,V ugm-3,67,V ugm-3,98,V ugm-3,201,V ugm-3,3,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-03,60,V ugm-3,62,V ugm-3,87,V ugm-3,182,V ugm-3,4,V ugm-3,No data,,31,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-04,58,V ugm-3,54,V ugm-3,92,V ugm-3,170,V ugm-3,3,V ugm-3,No data,,40,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-05,68,V ugm-3,58,V ugm-3,87,V ugm-3,173,V ugm-3,3,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-06,68,V ugm-3,49,V ugm-3,97,V ugm-3,167,V ugm-3,3,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-07,93,V ugm-3,26,V ugm-3,104,V ugm-3,145,V ugm-3,5,V ugm-3,No data,,73,V ugm-3 (TEOM FDMS),70,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-08,59,V ugm-3,57,V ugm-3,92,V ugm-3,180,V ugm-3,8,V ugm-3,No data,,82,V ugm-3 (TEOM FDMS),70,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-09,32,V ugm-3,126,V ugm-3,92,V ugm-3,282,V ugm-3,9,V ugm-3,No data,,56,V ugm-3 (TEOM FDMS),43,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-10,41,V ugm-3,102,V ugm-3,89,V ugm-3,245,V ugm-3,8,V ugm-3,No data,,69,V ugm-3 (TEOM FDMS),54,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-11,48,V ugm-3,116,V ugm-3,114,V ugm-3,285,V ugm-3,8,V ugm-3,No data,,47,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-12,53,V ugm-3,38,V ugm-3,89,V ugm-3,130,V ugm-3,5,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-13,65,V ugm-3,18,V ugm-3,67,V ugm-3,95,V ugm-3,3,V ugm-3,No data,,48,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-14,90,V ugm-3,5,V ugm-3,20,V ugm-3,25,V ugm-3,3,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-15,96,V ugm-3,8,V ugm-3,45,V ugm-3,48,V ugm-3,4,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-16,74,V ugm-3,9,V ugm-3,40,V ugm-3,51,V ugm-3,4,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-17,72,V ugm-3,9,V ugm-3,43,V ugm-3,55,V ugm-3,4,V ugm-3,No data,,42,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-18,86,V ugm-3,8,V ugm-3,44,V ugm-3,57,V ugm-3,4,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-19,63,V ugm-3,88,V ugm-3,88,V ugm-3,220,V ugm-3,5,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-20,66,V ugm-3,37,V ugm-3,76,V ugm-3,122,V ugm-3,3,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-21,86,V ugm-3,44,V ugm-3,83,V ugm-3,150,V ugm-3,5,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-22,69,V ugm-3,13,V ugm-3,39,V ugm-3,59,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-23,54,V ugm-3,65,V ugm-3,111,V ugm-3,177,V ugm-3,6,V ugm-3,No data,,23,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-24,35,V ugm-3,36,V ugm-3,80,V ugm-3,125,V ugm-3,3,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-25,90,V ugm-3,40,V ugm-3,77,V ugm-3,136,V ugm-3,4,V ugm-3,No data,,33,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-26,58,V ugm-3,67,V ugm-3,81,V ugm-3,181,V ugm-3,7,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-27,62,V ugm-3,44,V ugm-3,76,V ugm-3,143,V ugm-3,5,V ugm-3,No data,,18,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-28,73,V ugm-3,23,V ugm-3,71,V ugm-3,106,V ugm-3,4,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-29,60,V ugm-3,53,V ugm-3,103,V ugm-3,157,V ugm-3,6,V ugm-3,No data,,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-04-30,43,V ugm-3,62,V ugm-3,75,V ugm-3,170,V ugm-3,8,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-01,58,V ugm-3,68,V ugm-3,82,V ugm-3,185,V ugm-3,6,V ugm-3,No data,,33,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-02,68,V ugm-3,78,V ugm-3,94,V ugm-3,214,V ugm-3,7,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-03,70,V ugm-3,92,V ugm-3,110,V ugm-3,250,V ugm-3,10,V ugm-3,No data,,30,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-04,76,V ugm-3,11,V ugm-3,61,V ugm-3,74,V ugm-3,No data,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-05,58,V ugm-3,13,V ugm-3,69,V ugm-3,85,V ugm-3,No data,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-06,81,V ugm-3,54,V ugm-3,60,V ugm-3,142,V ugm-3,No data,V ugm-3,No data,,36,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-07,43,V ugm-3,99,V ugm-3,126,V ugm-3,245,V ugm-3,No data,V ugm-3,No data,,55,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-08,62,V ugm-3,24,V ugm-3,97,V ugm-3,131,V ugm-3,No data,V ugm-3,No data,,57,V ugm-3 (TEOM FDMS),40,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-05-09,69,V ugm-3,6,V ugm-3,26,V ugm-3,34,V ugm-3,No data,V ugm-3,No data,,22,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-05-10,69,V ugm-3,10,V ugm-3,43,V ugm-3,55,V ugm-3,3,V ugm-3,No data,,21,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-05-11,74,V ugm-3,30,V ugm-3,58,V ugm-3,98,V ugm-3,3,V ugm-3,No data,,13,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-05-12,64,V ugm-3,17,V ugm-3,50,V ugm-3,75,V ugm-3,2,V ugm-3,No data,,30,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-05-13,76,V ugm-3,11,V ugm-3,56,V ugm-3,64,V ugm-3,3,V ugm-3,No data,,16,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-05-14,80,V ugm-3,13,V ugm-3,65,V ugm-3,85,V ugm-3,4,V ugm-3,No data,,17,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-05-15,78,V ugm-3,34,V ugm-3,71,V ugm-3,118,V ugm-3,3,V ugm-3,No data,,20,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-05-16,70,V ugm-3,63,V ugm-3,110,V ugm-3,196,V ugm-3,5,V ugm-3,No data,,24,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-05-17,52,V ugm-3,51,V ugm-3,91,V ugm-3,168,V ugm-3,4,V ugm-3,No data,,19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-05-18,50,V ugm-3,74,V ugm-3,86,V ugm-3,195,V ugm-3,6,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2013-05-19,52,V ugm-3,50,V ugm-3,107,V ugm-3,167,V ugm-3,4,V ugm-3,No data,,36,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2013-05-20,44,V ugm-3,71,V ugm-3,85,V ugm-3,185,V ugm-3,4,V ugm-3,No data,,37,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2013-05-21,62,V ugm-3,59,V ugm-3,81,V ugm-3,167,V ugm-3,4,V ugm-3,No data,,27,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-05-22,54,V ugm-3,77,V ugm-3,91,V ugm-3,203,V ugm-3,4,V ugm-3,No data,,29,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-05-23,51,V ugm-3,78,V ugm-3,88,V ugm-3,208,V ugm-3,6,V ugm-3,No data,,15,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
