Daily Maximum data	   supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London N. Kensington",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2012-03-07,68,V ugm-3,11,V ugm-3,55,V ugm-3,63,V ugm-3,3,V ugm-3,0.35,V mgm-3,25,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-03-08,72,V ugm-3,35,V ugm-3,99,V ugm-3,153,V ugm-3,13,V ugm-3,0.47,V mgm-3,42,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2012-03-09,58,V ugm-3,10,V ugm-3,73,V ugm-3,80,V ugm-3,0,V ugm-3,0.47,V mgm-3,35,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2012-03-10,52,V ugm-3,7,V ugm-3,48,V ugm-3,55,V ugm-3,3,V ugm-3,0.58,V mgm-3,33,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-03-11,56,V ugm-3,133,V ugm-3,105,V ugm-3,306,V ugm-3,5,V ugm-3,0.93,V mgm-3,52,V ugm-3 (TEOM FDMS),43,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-03-12,16,V ugm-3,156,V ugm-3,80,V ugm-3,302,V ugm-3,8,V ugm-3,0.81,V mgm-3,55,V ugm-3 (TEOM FDMS),43,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),40,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2012-03-13,32,V ugm-3,41,V ugm-3,78,V ugm-3,130,V ugm-3,3,V ugm-3,0.58,V mgm-3,62,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),53,V ugm-3 (TEOM FDMS),40,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2012-03-14,34,V ugm-3,96,V ugm-3,88,V ugm-3,233,V ugm-3,51,V ugm-3,0.7,V mgm-3,93,V ugm-3 (TEOM FDMS),63,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),74,V ugm-3 (TEOM FDMS),54,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS)
2012-03-15,32,V ugm-3,210,V ugm-3,94,V ugm-3,415,V ugm-3,11,V ugm-3,0.93,V mgm-3,97,V ugm-3 (TEOM FDMS),74,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),93,V ugm-3 (TEOM FDMS),67,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS)
2012-03-16,64,V ugm-3,26,V ugm-3,52,V ugm-3,90,V ugm-3,3,V ugm-3,0.58,V mgm-3,59,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),52,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS)
2012-03-17,60,V ugm-3,5,V ugm-3,52,V ugm-3,55,V ugm-3,3,V ugm-3,0.35,V mgm-3,63,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2012-03-18,68,V ugm-3,42,V ugm-3,92,V ugm-3,157,V ugm-3,3,V ugm-3,0.58,V mgm-3,31,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-03-19,72,V ugm-3,87,V ugm-3,77,V ugm-3,210,V ugm-3,11,V ugm-3,0.58,V mgm-3,34,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-03-20,72,V ugm-3,183,V ugm-3,122,V ugm-3,404,V ugm-3,11,V ugm-3,1.5,V mgm-3,52,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2012-03-21,58,V ugm-3,52,V ugm-3,82,V ugm-3,153,V ugm-3,8,V ugm-3,0.47,V mgm-3,44,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-03-22,52,V ugm-3,84,V ugm-3,96,V ugm-3,203,V ugm-3,13,V ugm-3,0.58,V mgm-3,81,V ugm-3 (TEOM FDMS),58,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),71,V ugm-3 (TEOM FDMS),50,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS)
2012-03-23,74,V ugm-3,155,V ugm-3,111,V ugm-3,329,V ugm-3,13,V ugm-3,0.81,V mgm-3,101,V ugm-3 (TEOM FDMS),76,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),90,V ugm-3 (TEOM FDMS),64,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS)
2012-03-24,74,V ugm-3,94,V ugm-3,80,V ugm-3,208,V ugm-3,13,V ugm-3,0.58,V mgm-3,97,V ugm-3 (TEOM FDMS),68,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),86,V ugm-3 (TEOM FDMS),60,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS)
2012-03-25,46,V ugm-3,22,V ugm-3,78,V ugm-3,101,V ugm-3,0,V ugm-3,0.47,V mgm-3,41,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-03-26,70,V ugm-3,100,V ugm-3,78,V ugm-3,222,V ugm-3,21,V ugm-3,0.58,V mgm-3,74,V ugm-3 (TEOM FDMS),54,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),65,V ugm-3 (TEOM FDMS),47,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS)
2012-03-27,62,V ugm-3,72,V ugm-3,101,V ugm-3,199,V ugm-3,16,V ugm-3,0.47,V mgm-3,36,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-03-28,80,V ugm-3,238,V ugm-3,124,V ugm-3,488,V ugm-3,No data,V ugm-3,1.1,V mgm-3,87,V ugm-3 (TEOM FDMS),62,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),48,V ugm-3 (TEOM FDMS),40,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-03-29,88,V ugm-3,153,V ugm-3,103,V ugm-3,339,V ugm-3,No data,V ugm-3,0.81,V mgm-3,73,V ugm-3 (TEOM FDMS),61,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),56,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS)
2012-03-30,58,V ugm-3,29,V ugm-3,77,V ugm-3,107,V ugm-3,5,V ugm-3,0.47,V mgm-3,72,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS)
2012-03-31,80,V ugm-3,4,V ugm-3,38,V ugm-3,38,V ugm-3,3,V ugm-3,0.23,V mgm-3,39,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-04-01,88,V ugm-3,66,V ugm-3,98,V ugm-3,199,V ugm-3,5,V ugm-3,0.7,V mgm-3,39,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-04-02,86,V ugm-3,142,V ugm-3,92,V ugm-3,310,V ugm-3,8,V ugm-3,0.7,V mgm-3,63,V ugm-3 (TEOM FDMS),54,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),40,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-04-03,70,V ugm-3,92,V ugm-3,84,V ugm-3,226,V ugm-3,5,V ugm-3,0.58,V mgm-3,52,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2012-04-04,66,V ugm-3,40,V ugm-3,61,V ugm-3,120,V ugm-3,5,V ugm-3,0.35,V mgm-3,44,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-04-05,68,V ugm-3,7,V ugm-3,55,V ugm-3,63,V ugm-3,3,V ugm-3,0.35,V mgm-3,46,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-04-06,82,V ugm-3,42,V ugm-3,80,V ugm-3,145,V ugm-3,3,V ugm-3,0.35,V mgm-3,31,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-04-07,78,V ugm-3,5,V ugm-3,52,V ugm-3,55,V ugm-3,3,V ugm-3,0.35,V mgm-3,26,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-04-08,54,V ugm-3,9,V ugm-3,57,V ugm-3,59,V ugm-3,0,V ugm-3,0.35,V mgm-3,38,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-04-09,76,V ugm-3,2,V ugm-3,19,V ugm-3,23,V ugm-3,0,V ugm-3,0.23,V mgm-3,22,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-04-10,90,V ugm-3,9,V ugm-3,52,V ugm-3,55,V ugm-3,3,V ugm-3,0.35,V mgm-3,19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2012-04-11,72,V ugm-3,30,V ugm-3,71,V ugm-3,105,V ugm-3,5,V ugm-3,0.35,V mgm-3,22,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-04-12,68,V ugm-3,69,V ugm-3,80,V ugm-3,176,V ugm-3,3,V ugm-3,0.58,V mgm-3,29,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-04-13,70,V ugm-3,25,V ugm-3,90,V ugm-3,113,V ugm-3,5,V ugm-3,0.47,V mgm-3,48,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS)
2012-04-14,82,V ugm-3,7,V ugm-3,65,V ugm-3,77,V ugm-3,3,V ugm-3,0.35,V mgm-3,54,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS)
2012-04-15,82,V ugm-3,6,V ugm-3,42,V ugm-3,46,V ugm-3,3,V ugm-3,0.23,V mgm-3,23,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2012-04-16,80,V ugm-3,26,V ugm-3,71,V ugm-3,109,V ugm-3,3,V ugm-3,0.35,V mgm-3,28,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-04-17,88,V ugm-3,6,V ugm-3,52,V ugm-3,54,V ugm-3,3,V ugm-3,0.35,V mgm-3,23,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-04-18,84,V ugm-3,5,V ugm-3,50,V ugm-3,52,V ugm-3,3,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-04-19,58,V ugm-3,17,V ugm-3,82,V ugm-3,92,V ugm-3,3,V ugm-3,0.47,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-04-20,88,V ugm-3,31,V ugm-3,63,V ugm-3,111,V ugm-3,5,V ugm-3,0.7,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-04-21,92,V ugm-3,15,V ugm-3,54,V ugm-3,73,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2012-04-22,94,V ugm-3,5,V ugm-3,34,V ugm-3,38,V ugm-3,3,V ugm-3,0.7,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2012-04-23,72,V ugm-3,11,V ugm-3,57,V ugm-3,75,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2012-04-24,80,V ugm-3,7,V ugm-3,59,V ugm-3,61,V ugm-3,0,V ugm-3,0.81,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-04-25,88,V ugm-3,7,V ugm-3,52,V ugm-3,63,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-04-26,104,V ugm-3,5,V ugm-3,33,V ugm-3,38,V ugm-3,0,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2012-04-27,98,V ugm-3,7,V ugm-3,77,V ugm-3,88,V ugm-3,0,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2012-04-28,80,V ugm-3,7,V ugm-3,40,V ugm-3,50,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-04-29,84,V ugm-3,19,V ugm-3,55,V ugm-3,84,V ugm-3,3,V ugm-3,0.47,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-04-30,94,V ugm-3,11,V ugm-3,52,V ugm-3,67,V ugm-3,8,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2012-05-01,92,V ugm-3,49,V ugm-3,78,V ugm-3,151,V ugm-3,3,V ugm-3,0.47,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),43,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2012-05-02,80,V ugm-3,11,V ugm-3,44,V ugm-3,57,V ugm-3,0,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2012-05-03,78,V ugm-3,11,V ugm-3,54,V ugm-3,71,V ugm-3,3,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-05-04,76,V ugm-3,11,V ugm-3,57,V ugm-3,69,V ugm-3,0,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-05-05,86,V ugm-3,5,V ugm-3,29,V ugm-3,34,V ugm-3,3,V ugm-3,0.12,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-05-06,84,V ugm-3,17,V ugm-3,103,V ugm-3,130,V ugm-3,3,V ugm-3,0.47,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2012-05-07,84,V ugm-3,17,V ugm-3,78,V ugm-3,90,V ugm-3,3,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-05-08,92,V ugm-3,12,V ugm-3,61,V ugm-3,77,V ugm-3,0,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-05-09,56,V ugm-3,49,V ugm-3,84,V ugm-3,155,V ugm-3,3,V ugm-3,0.47,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2012-05-10,58,V ugm-3,10,V ugm-3,31,V ugm-3,42,V ugm-3,0,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2012-05-11,86,V ugm-3,7,V ugm-3,27,V ugm-3,29,V ugm-3,8,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2012-05-12,96,V ugm-3,5,V ugm-3,61,V ugm-3,69,V ugm-3,0,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2012-05-13,110,V ugm-3,27,V ugm-3,63,V ugm-3,105,V ugm-3,3,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2012-05-14,80,V ugm-3,5,V ugm-3,38,V ugm-3,44,V ugm-3,5,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2012-05-15,66,V ugm-3,10,V ugm-3,67,V ugm-3,73,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2012-05-16,82,V ugm-3,17,V ugm-3,55,V ugm-3,77,V ugm-3,5,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2012-05-17,92,V ugm-3,7,V ugm-3,69,V ugm-3,75,V ugm-3,11,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2012-05-18,76,V ugm-3,22,V ugm-3,57,V ugm-3,86,V ugm-3,11,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2012-05-19,No data,V ugm-3,6,V ugm-3,34,V ugm-3,42,V ugm-3,3,V ugm-3,0.35,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),49,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2012-05-20,No data,V ugm-3,4,V ugm-3,23,V ugm-3,25,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2012-05-21,No data,V ugm-3,7,V ugm-3,36,V ugm-3,42,V ugm-3,3,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
