Date,Bikes in service
29/03/2016,"10,677"
30/03/2016,"10,634"
31/03/2016,"10,563"
01/04/2016,"10,575"
02/04/2016,"10,464"
03/04/2016,"10,457"
04/04/2016,"10,407"
05/04/2016,"10,402"
06/04/2016,"10,548"
07/04/2016,"10,663"
08/04/2016,"10,697"
09/04/2016,"10,817"
10/04/2016,"10,793"
11/04/2016,"10,792"
12/04/2016,"10,848"
13/04/2016,"10,949"
14/04/2016,"10,961"
15/04/2016,"10,951"
16/04/2016,"10,988"
17/04/2016,"11,058"
18/04/2016,"10,950"
19/04/2016,"11,077"
20/04/2016,"11,072"
21/04/2016,"11,076"
22/04/2016,"11,116"
23/04/2016,"11,216"
24/04/2016,"11,304"
25/04/2016,"11,266"
26/04/2016,"11,321"
27/04/2016,"11,389"
28/04/2016,"11,355"
29/04/2016,"11,351"
30/04/2016,"11,378"
01/05/2016,"11,342"
02/05/2016,"11,248"
03/05/2016,"11,120"
04/05/2016,"11,018"
05/05/2016,"11,142"
06/05/2016,"11,080"
07/05/2016,"11,088"
08/05/2016,"11,006"
09/05/2016,"10,876"
10/05/2016,"10,943"
11/05/2016,"10,886"
12/05/2016,"10,866"
13/05/2016,"10,792"
14/05/2016,"10,866"
15/05/2016,"10,760"
16/05/2016,"10,681"
17/05/2016,"10,745"
18/05/2016,"10,751"
19/05/2016,"10,834"
20/05/2016,"10,813"
21/05/2016,"10,799"
22/05/2016,"10,686"
23/05/2016,"10,568"
24/05/2016,"10,732"
25/05/2016,"10,632"
26/05/2016,"10,838"
27/05/2016,"10,755"
28/05/2016,"10,825"
29/05/2016,"10,726"
30/05/2016,"10,659"
31/05/2016,"10,613"
01/06/2016,"10,689"
02/06/2016,"10,624"
03/06/2016,"10,638"
04/06/2016,"10,808"
05/06/2016,"10,722"
06/06/2016,"10,616"
07/06/2016,"10,628"
08/06/2016,"10,709"
09/06/2016,"10,700"
10/06/2016,"10,721"
11/06/2016,"10,781"
12/06/2016,"10,827"
13/06/2016,"10,786"
14/06/2016,"10,732"
15/06/2016,"10,565"
16/06/2016,"10,581"
17/06/2016,"10,671"
18/06/2016,"10,719"
19/06/2016,"10,745"
20/06/2016,"10,700"
21/06/2016,"10,679"
22/06/2016,"10,622"
23/06/2016,"10,646"
24/06/2016,"10,749"
25/06/2016,"10,807"
26/06/2016,"10,721"
27/06/2016,"10,655"
28/06/2016,"10,615"
29/06/2016,"10,570"
30/06/2016,"10,610"
01/07/2016,"10,397"
02/07/2016,"10,486"
03/07/2016,"10,564"
04/07/2016,"10,446"
05/07/2016,"10,431"
06/07/2016,"10,516"
07/07/2016,"10,307"
08/07/2016,"10,064"
09/07/2016,"10,026"
10/07/2016,"9,933"
11/07/2016,"9,935"
12/07/2016,"9,833"
13/07/2016,"9,660"
14/07/2016,"9,719"
15/07/2016,"9,744"
16/07/2016,"9,771"
17/07/2016,"9,656"
18/07/2016,"9,961"
19/07/2016,"9,590"
20/07/2016,"9,902"
21/07/2016,"9,960"
22/07/2016,"9,973"
23/07/2016,"9,984"
24/07/2016,"9,890"
25/07/2016,"9,751"
26/07/2016,"9,761"
27/07/2016,"9,967"
28/07/2016,"9,985"
29/07/2016,"10,286"
30/07/2016,"10,232"
31/07/2016,"10,288"
01/08/2016,"10,265"
02/08/2016,"10,371"
03/08/2016,"10,386"
04/08/2016,"10,321"
05/08/2016,"10,481"
06/08/2016,"10,379"
07/08/2016,"10,253"
08/08/2016,"10,115"
09/08/2016,"10,100"
10/08/2016,"10,199"
11/08/2016,"10,228"
12/08/2016,"10,023"
13/08/2016,"9,940"
14/08/2016,"9,948"
15/08/2016,"9,915"
16/08/2016,"9,946"
17/08/2016,"10,021"
18/08/2016,"10,126"
19/08/2016,"10,220"
20/08/2016,"10,362"
21/08/2016,"10,420"
22/08/2016,"10,323"
23/08/2016,"10,107"
24/08/2016,"10,286"
25/08/2016,"10,152"
26/08/2016,"10,237"
27/08/2016,"10,209"
28/08/2016,"10,225"
29/08/2016,"10,231"
30/08/2016,"10,154"
31/08/2016,"10,145"
01/09/2016,"10,219"
02/09/2016,"10,364"
03/09/2016,"10,412"
04/09/2016,"10,434"
05/09/2016,"10,360"
06/09/2016,"10,241"
07/09/2016,"10,255"
08/09/2016,"10,060"
09/09/2016,"10,117"
10/09/2016,"10,105"
11/09/2016,"10,192"
12/09/2016,"10,072"
13/09/2016,"10,231"
14/09/2016,"10,154"
15/09/2016,"10,079"
16/09/2016,"10,192"
17/09/2016,"10,393"
18/09/2016,"10,409"
19/09/2016,"10,370"
20/09/2016,"10,312"
21/09/2016,"10,266"
22/09/2016,"10,239"
23/09/2016,"10,362"
24/09/2016,"10,371"
25/09/2016,"10,322"
26/09/2016,"10,324"
27/09/2016,"10,379"
28/09/2016,"10,368"
29/09/2016,"10,393"
30/09/2016,"10,335"
01/10/2016,"10,381"
02/10/2016,"10,420"
03/10/2016,"10,313"
04/10/2016,"10,368"
05/10/2016,"10,343"
06/10/2016,"10,343"
07/10/2016,"10,305"
08/10/2016,"10,393"
09/10/2016,"10,413"
10/10/2016,"10,349"
11/10/2016,"10,345"
12/10/2016,"10,348"
13/10/2016,"10,431"
14/10/2016,"10,401"
15/10/2016,"10,422"
16/10/2016,"10,418"
17/10/2016,"10,374"
18/10/2016,"10,474"
19/10/2016,"9,873"
20/10/2016,"9,724"
21/10/2016,"9,881"
22/10/2016,"9,848"
23/10/2016,"9,834"
24/10/2016,"9,829"
25/10/2016,"9,819"
26/10/2016,"9,684"
27/10/2016,"9,601"
28/10/2016,"9,651"
29/10/2016,"9,746"
30/10/2016,"9,769"
31/10/2016,"9,765"
01/11/2016,"9,958"
02/11/2016,"9,921"
03/11/2016,"9,933"
04/11/2016,"9,892"
05/11/2016,"9,985"
06/11/2016,"9,958"
07/11/2016,"9,907"
08/11/2016,"10,033"
09/11/2016,"10,003"
10/11/2016,"10,014"
11/11/2016,"10,074"
12/11/2016,"10,105"
13/11/2016,"10,099"
14/11/2016,"10,025"
15/11/2016,"10,081"
16/11/2016,"10,077"
17/11/2016,"10,032"
18/11/2016,"10,052"
19/11/2016,"10,125"
20/11/2016,"10,119"
21/11/2016,"10,111"
22/11/2016,"10,231"
23/11/2016,"10,242"
24/11/2016,"10,261"
25/11/2016,"10,325"
26/11/2016,"10,407"
27/11/2016,"10,410"
28/11/2016,"10,320"
29/11/2016,"10,347"
30/11/2016,"10,513"
01/12/2016,"10,523"
02/12/2016,"10,597"
03/12/2016,"10,663"
04/12/2016,"10,568"
05/12/2016,"10,516"
06/12/2016,"10,488"
07/12/2016,"10,555"
08/12/2016,"10,618"
09/12/2016,"10,674"
10/12/2016,"10,737"
11/12/2016,"10,777"
12/12/2016,"10,708"
13/12/2016,"10,732"
14/12/2016,"10,724"
15/12/2016,"10,770"
16/12/2016,"10,828"
17/12/2016,"10,920"
18/12/2016,"10,881"
19/12/2016,"10,829"
20/12/2016,"10,899"
21/12/2016,"10,951"
22/12/2016,"10,971"
23/12/2016,"11,058"
24/12/2016,"11,223"
25/12/2016,"11,093"
26/12/2016,"11,045"
27/12/2016,"11,028"
28/12/2016,"10,992"
29/12/2016,"11,167"
30/12/2016,"11,277"
31/12/2016,"11,369"
01/01/2017,"11,362"
02/01/2017,"11,350"
03/01/2017,"11,248"
04/01/2017,"11,193"
05/01/2017,"11,160"
06/01/2017,"11,190"
07/01/2017,"11,250"
08/01/2017,"11,176"
09/01/2017,"11,042"
10/01/2017,"11,032"
11/01/2017,"11,106"
12/01/2017,"11,096"
13/01/2017,"11,160"
14/01/2017,"11,279"
15/01/2017,"11,274"
16/01/2017,"11,255"
17/01/2017,"11,232"
18/01/2017,"11,220"
19/01/2017,"11,176"
20/01/2017,"11,140"
21/01/2017,"11,120"
22/01/2017,"11,105"
23/01/2017,"11,043"
24/01/2017,"11,064"
25/01/2017,"11,169"
26/01/2017,"11,213"
27/01/2017,"11,303"
28/01/2017,"11,257"
29/01/2017,"11,203"
30/01/2017,"11,203"
31/01/2017,"11,084"
01/02/2017,"11,219"
02/02/2017,"11,273"
03/02/2017,"11,270"
04/02/2017,"11,284"
05/02/2017,"11,229"
06/02/2017,"11,164"
07/02/2017,"11,214"
08/02/2017,"11,138"
09/02/2017,"11,095"
10/02/2017,"11,155"
11/02/2017,"11,248"
12/02/2017,"11,241"
13/02/2017,"11,181"
14/02/2017,"11,027"
15/02/2017,"11,110"
16/02/2017,"11,143"
17/02/2017,"11,063"
18/02/2017,"11,135"
19/02/2017,"11,093"
20/02/2017,"11,021"
21/02/2017,"11,063"
22/02/2017,"11,138"
23/02/2017,"11,200"
24/02/2017,"11,140"
25/02/2017,"11,166"
26/02/2017,"11,165"
27/02/2017,"11,092"
28/02/2017,"11,093"
01/03/2017,"11,213"
02/03/2017,"11,183"
03/03/2017,"11,185"
04/03/2017,"11,178"
05/03/2017,"11,147"
06/03/2017,"11,139"
07/03/2017,"11,189"
08/03/2017,"11,227"
09/03/2017,"11,224"
10/03/2017,"11,095"
11/03/2017,"11,151"
12/03/2017,"11,121"
13/03/2017,"11,131"
14/03/2017,"11,155"
15/03/2017,"11,128"
16/03/2017,"11,126"
17/03/2017,"11,149"
18/03/2017,"11,219"
19/03/2017,"11,245"
20/03/2017,"11,228"
21/03/2017,"11,190"
22/03/2017,"11,214"
23/03/2017,"11,161"
24/03/2017,"11,132"
25/03/2017,"11,197"
26/03/2017,"11,119"
27/03/2017,"11,061"
28/03/2017,"11,071"
29/03/2017,"11,131"
30/03/2017,"11,201"
31/03/2017,"11,255"
01/04/2017,"11,180"
02/04/2017,"11,071"
03/04/2017,"11,007"
04/04/2017,"11,099"
05/04/2017,"11,180"
06/04/2017,"11,160"
07/04/2017,"11,022"
08/04/2017,"11,149"
09/04/2017,"11,078"
10/04/2017,"10,975"
11/04/2017,"11,069"
12/04/2017,"11,090"
13/04/2017,"11,080"
14/04/2017,"11,096"
15/04/2017,"11,144"
16/04/2017,"11,118"
17/04/2017,"11,084"
18/04/2017,"11,086"
19/04/2017,"11,060"
20/04/2017,"11,026"
21/04/2017,"11,039"
22/04/2017,"11,073"
23/04/2017,"11,009"
24/04/2017,"10,960"
25/04/2017,"11,040"
26/04/2017,"11,071"
27/04/2017,"11,162"
28/04/2017,"11,221"
29/04/2017,"11,232"
30/04/2017,"11,048"
01/05/2017,"10,999"
02/05/2017,"11,020"
03/05/2017,"11,046"
04/05/2017,"11,046"
05/05/2017,"11,058"
06/05/2017,"11,060"
07/05/2017,"11,012"
08/05/2017,"10,938"
09/05/2017,"10,992"
10/05/2017,"11,015"
11/05/2017,"10,979"
12/05/2017,"10,974"
13/05/2017,"11,096"
14/05/2017,"11,075"
15/05/2017,"11,011"
16/05/2017,"11,084"
17/05/2017,"11,097"
18/05/2017,"11,096"
19/05/2017,"11,144"
20/05/2017,"11,145"
21/05/2017,"11,063"
22/05/2017,"10,978"
23/05/2017,"10,984"
24/05/2017,"10,930"
25/05/2017,"10,981"
26/05/2017,"10,966"
27/05/2017,"10,969"
28/05/2017,"10,896"
29/05/2017,"10,922"
30/05/2017,"10,915"
31/05/2017,"10,870"
01/06/2017,"10,891"
02/06/2017,"10,876"
03/06/2017,"10,856"
04/06/2017,"10,764"
05/06/2017,"10,785"
06/06/2017,"10,860"
07/06/2017,"10,969"
08/06/2017,"11,088"
09/06/2017,"11,170"
10/06/2017,"11,178"
11/06/2017,"11,091"
12/06/2017,"11,055"
13/06/2017,"11,126"
14/06/2017,"11,057"
15/06/2017,"11,041"
16/06/2017,"11,121"
17/06/2017,"11,181"
18/06/2017,"11,109"
19/06/2017,"11,021"
20/06/2017,"10,992"
21/06/2017,"11,030"
22/06/2017,"11,055"
23/06/2017,"11,155"
24/06/2017,"11,129"
25/06/2017,"11,067"
26/06/2017,"11,024"
27/06/2017,"11,017"
28/06/2017,"11,122"
29/06/2017,"11,095"
30/06/2017,"11,128"
01/07/2017,"11,168"
02/07/2017,"11,060"
03/07/2017,"10,912"
04/07/2017,"10,928"
05/07/2017,"10,946"
06/07/2017,"10,976"
07/07/2017,"10,964"
08/07/2017,"10,945"
09/07/2017,"10,879"
10/07/2017,"10,823"
11/07/2017,"10,798"
12/07/2017,"10,672"
13/07/2017,"10,362"
14/07/2017,"10,292"
15/07/2017,"10,389"
16/07/2017,"10,384"
17/07/2017,"10,322"
18/07/2017,"10,269"
19/07/2017,"10,206"
20/07/2017,"10,218"
21/07/2017,"10,230"
22/07/2017,"10,258"
23/07/2017,"10,256"
24/07/2017,"10,209"
25/07/2017,"10,220"
26/07/2017,"10,213"
27/07/2017,"10,253"
28/07/2017,"10,319"
29/07/2017,"10,353"
30/07/2017,"9,957"
31/07/2017,"9,844"
01/08/2017,"9,478"
02/08/2017,"9,446"
03/08/2017,"9,558"
04/08/2017,"9,638"
05/08/2017,"9,674"
06/08/2017,"9,703"
07/08/2017,"9,613"
08/08/2017,"9,578"
09/08/2017,"9,619"
10/08/2017,"9,742"
11/08/2017,"9,714"
12/08/2017,"9,764"
13/08/2017,"9,698"
14/08/2017,"9,478"
15/08/2017,"9,427"
16/08/2017,"9,454"
17/08/2017,"9,568"
18/08/2017,"9,601"
19/08/2017,"9,600"
20/08/2017,"9,567"
21/08/2017,"9,527"
22/08/2017,"9,576"
23/08/2017,"9,607"
24/08/2017,"9,644"
25/08/2017,"9,744"
26/08/2017,"9,794"
27/08/2017,"9,719"
28/08/2017,"9,530"
29/08/2017,"9,515"
30/08/2017,"9,670"
31/08/2017,"9,905"
01/09/2017,"9,990"
02/09/2017,"9,974"
03/09/2017,"9,909"
04/09/2017,"9,911"
05/09/2017,"9,914"
06/09/2017,"9,959"
07/09/2017,"10,028"
08/09/2017,"10,026"
09/09/2017,"9,996"
10/09/2017,"9,974"
11/09/2017,"9,939"
12/09/2017,"9,907"
13/09/2017,"9,815"
14/09/2017,"9,832"
15/09/2017,"10,036"
16/09/2017,"10,256"
17/09/2017,"10,221"
18/09/2017,"10,194"
19/09/2017,"10,206"
20/09/2017,"7,718"
21/09/2017,"10,194"
22/09/2017,"10,281"
23/09/2017,"10,351"
24/09/2017,"10,271"
25/09/2017,"10,208"
26/09/2017,"10,265"
27/09/2017,"10,319"
28/09/2017,"10,278"
29/09/2017,"10,267"
30/09/2017,"10,311"
01/10/2017,"10,266"
02/10/2017,"10,201"
03/10/2017,"10,246"
04/10/2017,"10,226"
05/10/2017,"10,298"
06/10/2017,"10,328"
07/10/2017,"10,378"
08/10/2017,"10,332"
09/10/2017,"10,261"
10/10/2017,"10,290"
11/10/2017,"10,320"
12/10/2017,"10,282"
13/10/2017,"10,275"
14/10/2017,"10,296"
15/10/2017,"10,192"
16/10/2017,"10,146"
17/10/2017,"10,186"
18/10/2017,"10,254"
19/10/2017,"10,327"
20/10/2017,"10,306"
21/10/2017,"10,326"
22/10/2017,"10,324"
23/10/2017,"10,218"
24/10/2017,"10,250"
25/10/2017,"10,231"
26/10/2017,"10,191"
27/10/2017,"10,177"
28/10/2017,"10,218"
29/10/2017,"10,212"
30/10/2017,"10,202"
31/10/2017,"10,330"
01/11/2017,"10,359"
02/11/2017,"10,416"
03/11/2017,"10,436"
04/11/2017,"10,522"
05/11/2017,"10,561"
06/11/2017,"10,495"
07/11/2017,"10,503"
08/11/2017,"10,510"
09/11/2017,"9,937"
10/11/2017,"10,503"
11/11/2017,"10,619"
12/11/2017,"10,567"
13/11/2017,"10,529"
14/11/2017,"10,529"
15/11/2017,"10,537"
16/11/2017,"10,587"
17/11/2017,"10,616"
18/11/2017,"10,677"
19/11/2017,"10,131"
20/11/2017,"10,690"
21/11/2017,"10,723"
22/11/2017,"10,714"
23/11/2017,"10,702"
24/11/2017,"10,678"
25/11/2017,"10,719"
26/11/2017,"10,710"
27/11/2017,"10,685"
28/11/2017,"10,673"
29/11/2017,"10,712"
30/11/2017,"10,804"
01/12/2017,"10,865"
02/12/2017,"10,978"
03/12/2017,"10,976"
04/12/2017,"10,934"
05/12/2017,"10,879"
06/12/2017,"10,860"
07/12/2017,"10,876"
08/12/2017,"10,854"
09/12/2017,"10,952"
10/12/2017,"10,929"
11/12/2017,"10,834"
12/12/2017,"10,850"
13/12/2017,"10,811"
14/12/2017,"10,800"
15/12/2017,"10,820"
16/12/2017,"10,915"
17/12/2017,"10,902"
18/12/2017,"10,884"
19/12/2017,"10,835"
20/12/2017,"10,811"
21/12/2017,"10,819"
22/12/2017,"10,899"
23/12/2017,"11,018"
24/12/2017,"10,948"
25/12/2017,"10,859"
26/12/2017,"10,853"
27/12/2017,"10,993"
28/12/2017,"11,092"
29/12/2017,"11,171"
30/12/2017,"11,188"
31/12/2017,"11,144"
01/01/2018,"11,070"
02/01/2018,"11,023"
03/01/2018,"10,957"
04/01/2018,"10,900"
05/01/2018,"10,888"
06/01/2018,"11,019"
07/01/2018,"10,975"
08/01/2018,"10,899"
09/01/2018,"10,889"
10/01/2018,"10,891"
11/01/2018,"10,882"
12/01/2018,"10,922"
13/01/2018,"10,977"
14/01/2018,"10,947"
15/01/2018,"10,897"
16/01/2018,"10,874"
17/01/2018,"10,813"
18/01/2018,"10,799"
19/01/2018,"10,802"
20/01/2018,"10,858"
21/01/2018,"10,885"
22/01/2018,"10,723"
23/01/2018,"10,681"
24/01/2018,"10,685"
25/01/2018,"10,782"
26/01/2018,"10,822"
27/01/2018,"10,892"
28/01/2018,"10,888"
29/01/2018,"10,793"
30/01/2018,"10,712"
31/01/2018,"10,745"
