Date,Bikes in service
01/12/2011,"6,598"
02/12/2011,"6,598"
03/12/2011,"6,602"
04/12/2011,"6,602"
05/12/2011,"6,602"
06/12/2011,"6,602"
07/12/2011,"6,602"
08/12/2011,"6,602"
09/12/2011,"6,603"
10/12/2011,"6,603"
11/12/2011,"6,603"
12/12/2011,"6,603"
13/12/2011,"6,603"
14/12/2011,"6,603"
15/12/2011,"6,603"
16/12/2011,"6,603"
17/12/2011,"6,603"
18/12/2011,"6,603"
19/12/2011,"6,603"
20/12/2011,"6,603"
21/12/2011,"6,603"
22/12/2011,"6,603"
23/12/2011,"6,603"
24/12/2011,"6,603"
25/12/2011,"6,603"
26/12/2011,"6,603"
27/12/2011,"6,603"
28/12/2011,"6,603"
29/12/2011,"6,603"
30/12/2011,"6,603"
31/12/2011,"6,603"
01/01/2012,"6,603"
02/01/2012,"6,603"
03/01/2012,"6,603"
04/01/2012,"6,603"
05/01/2012,"6,603"
06/01/2012,"6,603"
07/01/2012,"6,603"
08/01/2012,"6,603"
09/01/2012,"6,603"
10/01/2012,"6,603"
11/01/2012,"6,603"
12/01/2012,"6,603"
13/01/2012,"6,603"
14/01/2012,"6,603"
15/01/2012,"6,603"
16/01/2012,"6,603"
17/01/2012,"6,603"
18/01/2012,"6,606"
19/01/2012,"6,606"
20/01/2012,"6,783"
21/01/2012,"6,608"
22/01/2012,"6,608"
23/01/2012,"6,608"
24/01/2012,"6,616"
25/01/2012,"6,616"
26/01/2012,"6,616"
27/01/2012,"6,617"
28/01/2012,"6,617"
29/01/2012,"6,617"
30/01/2012,"6,617"
31/01/2012,"6,617"
01/02/2012,"6,617"
02/02/2012,"6,619"
03/02/2012,"6,619"
04/02/2012,"6,619"
05/02/2012,"6,619"
06/02/2012,"6,619"
07/02/2012,"6,619"
08/02/2012,"6,619"
09/02/2012,"6,619"
10/02/2012,"6,619"
11/02/2012,"6,619"
12/02/2012,"6,619"
13/02/2012,"6,619"
14/02/2012,"6,619"
15/02/2012,"6,619"
16/02/2012,"6,619"
17/02/2012,"6,619"
18/02/2012,"6,619"
19/02/2012,"6,619"
20/02/2012,"6,619"
21/02/2012,"6,619"
22/02/2012,"6,619"
23/02/2012,"6,619"
24/02/2012,"6,619"
25/02/2012,"6,626"
26/02/2012,"6,671"
27/02/2012,"6,702"
28/02/2012,"6,765"
29/02/2012,"6,765"
01/03/2012,"6,765"
02/03/2012,"6,765"
03/03/2012,"6,765"
04/03/2012,"6,765"
05/03/2012,"6,765"
06/03/2012,"6,765"
07/03/2012,"6,765"
08/03/2012,
09/03/2012,
10/03/2012,"9,200"
11/03/2012,"9,200"
12/03/2012,"9,200"
13/03/2012,"9,200"
14/03/2012,"9,200"
15/03/2012,"9,200"
16/03/2012,"9,200"
17/03/2012,"9,200"
18/03/2012,"9,200"
19/03/2012,"9,200"
20/03/2012,"9,200"
21/03/2012,"9,200"
22/03/2012,"9,200"
23/03/2012,"9,200"
24/03/2012,"9,200"
25/03/2012,"9,200"
26/03/2012,"9,200"
27/03/2012,"9,200"
28/03/2012,"9,200"
29/03/2012,"9,200"
30/03/2012,"9,200"
31/03/2012,"9,200"
01/04/2012,"9,200"
02/04/2012,"9,200"
03/04/2012,"9,200"
04/04/2012,"9,200"
05/04/2012,"9,200"
06/04/2012,"9,200"
07/04/2012,"9,200"
08/04/2012,"9,200"
09/04/2012,"9,200"
10/04/2012,"9,200"
11/04/2012,"9,200"
12/04/2012,"9,202"
13/04/2012,"9,202"
14/04/2012,"9,202"
15/04/2012,"9,202"
16/04/2012,"9,202"
17/04/2012,"9,202"
18/04/2012,"9,202"
19/04/2012,"9,202"
20/04/2012,"9,202"
21/04/2012,"9,202"
22/04/2012,"9,202"
23/04/2012,"9,202"
24/04/2012,"9,202"
25/04/2012,"9,202"
26/04/2012,"9,202"
27/04/2012,"9,202"
28/04/2012,"9,202"
29/04/2012,"9,202"
30/04/2012,"9,202"
01/05/2012,"9,202"
02/05/2012,"9,202"
03/05/2012,"9,202"
04/05/2012,"9,202"
05/05/2012,"9,202"
06/05/2012,"9,202"
07/05/2012,"9,202"
08/05/2012,"9,202"
09/05/2012,"9,202"
10/05/2012,"9,202"
11/05/2012,"9,202"
12/05/2012,"9,202"
13/05/2012,"9,202"
14/05/2012,"9,202"
15/05/2012,"9,202"
16/05/2012,"9,202"
17/05/2012,"9,202"
18/05/2012,"9,202"
19/05/2012,"9,202"
20/05/2012,"9,202"
21/05/2012,"9,202"
22/05/2012,"9,202"
23/05/2012,"9,202"
24/05/2012,"9,202"
25/05/2012,"9,202"
26/05/2012,"9,202"
27/05/2012,"9,202"
28/05/2012,"9,202"
29/05/2012,"9,202"
30/05/2012,"9,202"
31/05/2012,"9,202"
01/06/2012,"9,202"
02/06/2012,"9,202"
03/06/2012,"9,202"
04/06/2012,"9,202"
05/06/2012,"9,202"
06/06/2012,"9,202"
07/06/2012,"9,202"
08/06/2012,"9,202"
09/06/2012,"9,202"
10/06/2012,"9,202"
11/06/2012,"9,202"
12/06/2012,"9,202"
13/06/2012,"9,202"
14/06/2012,"9,202"
15/06/2012,"9,202"
16/06/2012,"9,202"
17/06/2012,"9,202"
18/06/2012,"9,202"
19/06/2012,"9,202"
20/06/2012,"9,202"
21/06/2012,"9,202"
22/06/2012,"9,202"
23/06/2012,"9,202"
24/06/2012,"9,202"
25/06/2012,"9,202"
26/06/2012,"9,202"
27/06/2012,"9,202"
28/06/2012,"9,202"
29/06/2012,"9,202"
30/06/2012,"9,202"
01/07/2012,"9,202"
02/07/2012,"9,202"
03/07/2012,"9,202"
04/07/2012,"9,202"
05/07/2012,"9,202"
06/07/2012,"9,202"
07/07/2012,"9,202"
08/07/2012,"9,202"
09/07/2012,"9,202"
10/07/2012,"9,202"
11/07/2012,"9,202"
12/07/2012,"9,202"
13/07/2012,"9,202"
14/07/2012,"9,202"
15/07/2012,"9,202"
16/07/2012,"9,202"
17/07/2012,"9,202"
18/07/2012,"9,202"
19/07/2012,"9,202"
20/07/2012,"9,202"
21/07/2012,"9,202"
22/07/2012,"9,202"
23/07/2012,"9,202"
24/07/2012,"9,202"
25/07/2012,"9,202"
26/07/2012,"9,202"
27/07/2012,"9,202"
28/07/2012,"9,202"
29/07/2012,"9,202"
30/07/2012,"9,202"
31/07/2012,"9,202"
01/08/2012,"9,203"
02/08/2012,"9,203"
03/08/2012,"9,203"
04/08/2012,"9,207"
05/08/2012,"9,207"
06/08/2012,"9,207"
07/08/2012,"9,207"
08/08/2012,"9,207"
09/08/2012,"9,207"
10/08/2012,"9,207"
11/08/2012,"9,207"
12/08/2012,"9,207"
13/08/2012,"9,207"
14/08/2012,"9,207"
15/08/2012,"9,207"
16/08/2012,"9,207"
17/08/2012,"9,207"
18/08/2012,"9,207"
19/08/2012,"9,207"
20/08/2012,"9,207"
21/08/2012,"9,207"
22/08/2012,"9,207"
23/08/2012,"9,207"
24/08/2012,"9,207"
25/08/2012,"9,207"
26/08/2012,"9,207"
27/08/2012,"9,207"
28/08/2012,"9,207"
29/08/2012,"9,212"
30/08/2012,"9,212"
31/08/2012,"9,212"
01/09/2012,"9,212"
02/09/2012,"9,212"
03/09/2012,"9,212"
04/09/2012,"9,213"
05/09/2012,"9,214"
06/09/2012,"9,214"
07/09/2012,"9,214"
08/09/2012,"9,214"
09/09/2012,"9,214"
10/09/2012,"9,214"
11/09/2012,"9,214"
12/09/2012,"9,214"
13/09/2012,"9,214"
14/09/2012,"9,214"
15/09/2012,"9,214"
16/09/2012,"9,214"
17/09/2012,"9,214"
18/09/2012,"9,214"
19/09/2012,"9,214"
20/09/2012,"9,214"
21/09/2012,"9,214"
22/09/2012,"9,214"
23/09/2012,"9,214"
24/09/2012,"9,214"
25/09/2012,"9,214"
26/09/2012,"9,214"
27/09/2012,"9,214"
28/09/2012,"9,214"
29/09/2012,"9,214"
30/09/2012,"9,214"
01/10/2012,"9,214"
02/10/2012,"9,214"
03/10/2012,"9,214"
04/10/2012,"9,214"
05/10/2012,"9,214"
06/10/2012,"9,214"
07/10/2012,"9,214"
08/10/2012,"9,214"
09/10/2012,"9,214"
10/10/2012,"9,215"
11/10/2012,"9,215"
12/10/2012,"9,215"
13/10/2012,"9,221"
14/10/2012,"9,221"
15/10/2012,"9,221"
16/10/2012,"9,227"
17/10/2012,"9,227"
18/10/2012,"9,227"
19/10/2012,"9,227"
20/10/2012,"9,227"
21/10/2012,"9,227"
22/10/2012,"9,227"
23/10/2012,"9,227"
24/10/2012,"9,227"
25/10/2012,"9,227"
26/10/2012,"9,227"
27/10/2012,"9,227"
28/10/2012,"9,227"
29/10/2012,"9,227"
30/10/2012,"9,227"
31/10/2012,"9,227"
01/11/2012,"9,227"
02/11/2012,"9,227"
03/11/2012,"9,227"
04/11/2012,"9,227"
05/11/2012,"9,227"
06/11/2012,"9,227"
07/11/2012,"9,227"
08/11/2012,"9,227"
09/11/2012,"9,227"
10/11/2012,"9,227"
11/11/2012,"9,227"
12/11/2012,"9,227"
13/11/2012,"9,227"
14/11/2012,"9,227"
15/11/2012,"9,227"
16/11/2012,"9,227"
17/11/2012,"9,227"
18/11/2012,"9,227"
19/11/2012,"9,227"
20/11/2012,"9,227"
21/11/2012,"9,227"
22/11/2012,"9,227"
23/11/2012,"9,227"
24/11/2012,"9,227"
25/11/2012,"9,227"
26/11/2012,"9,227"
27/11/2012,"9,227"
28/11/2012,"9,227"
29/11/2012,"9,227"
30/11/2012,"9,227"
01/12/2012,"9,227"
02/12/2012,"9,227"
03/12/2012,"9,227"
04/12/2012,"9,227"
05/12/2012,"9,227"
06/12/2012,"9,227"
07/12/2012,"9,227"
08/12/2012,"9,227"
09/12/2012,"9,227"
10/12/2012,"9,227"
11/12/2012,"9,227"
12/12/2012,"9,227"
13/12/2012,"9,227"
14/12/2012,"9,228"
15/12/2012,"9,228"
16/12/2012,"9,228"
17/12/2012,"9,228"
18/12/2012,"9,228"
19/12/2012,"9,228"
20/12/2012,"9,228"
21/12/2012,"9,229"
22/12/2012,"9,229"
23/12/2012,"9,229"
24/12/2012,"9,229"
25/12/2012,"9,229"
26/12/2012,"9,229"
27/12/2012,"9,229"
28/12/2012,"9,229"
29/12/2012,"9,229"
30/12/2012,"9,229"
31/12/2012,"9,229"
01/01/2013,"9,229"
02/01/2013,"9,229"
03/01/2013,"9,229"
04/01/2013,"9,229"
05/01/2013,"9,229"
06/01/2013,"9,229"
07/01/2013,"9,229"
08/01/2013,"9,229"
09/01/2013,"9,229"
10/01/2013,"9,229"
11/01/2013,"9,229"
12/01/2013,"9,229"
13/01/2013,"9,229"
14/01/2013,"9,229"
15/01/2013,"9,229"
16/01/2013,"9,229"
17/01/2013,"9,229"
18/01/2013,"9,229"
19/01/2013,"9,229"
20/01/2013,"9,229"
21/01/2013,"9,229"
22/01/2013,"9,229"
23/01/2013,"9,473"
24/01/2013,"9,473"
25/01/2013,"9,473"
26/01/2013,"9,473"
27/01/2013,"9,473"
28/01/2013,"9,473"
29/01/2013,"9,473"
30/01/2013,"9,473"
31/01/2013,"9,489"
01/02/2013,"9,409"
02/02/2013,"9,409"
03/02/2013,"9,409"
04/02/2013,"9,409"
05/02/2013,"9,409"
06/02/2013,"9,409"
07/02/2013,"9,409"
08/02/2013,"9,409"
09/02/2013,"9,409"
10/02/2013,"9,409"
11/02/2013,"9,409"
12/02/2013,"9,409"
13/02/2013,"9,409"
14/02/2013,"9,409"
15/02/2013,"9,409"
16/02/2013,"9,409"
17/02/2013,"9,409"
18/02/2013,"9,409"
19/02/2013,"9,409"
20/02/2013,"9,409"
21/02/2013,"9,409"
22/02/2013,"9,409"
23/02/2013,"9,409"
24/02/2013,"9,409"
25/02/2013,"9,409"
26/02/2013,"9,409"
27/02/2013,"9,409"
28/02/2013,"9,412"
01/03/2013,"9,414"
02/03/2013,"9,414"
03/03/2013,"9,414"
04/03/2013,"9,414"
05/03/2013,"9,414"
06/03/2013,"9,414"
07/03/2013,"9,414"
08/03/2013,"9,414"
09/03/2013,"9,414"
10/03/2013,"9,414"
11/03/2013,"9,414"
12/03/2013,"9,414"
13/03/2013,"9,414"
14/03/2013,"9,414"
15/03/2013,"9,414"
16/03/2013,"9,415"
17/03/2013,"9,415"
18/03/2013,"9,415"
19/03/2013,"9,415"
20/03/2013,"9,415"
21/03/2013,"9,415"
22/03/2013,"9,415"
23/03/2013,"9,415"
24/03/2013,"9,415"
25/03/2013,"9,415"
26/03/2013,"9,415"
27/03/2013,"9,415"
28/03/2013,"9,415"
29/03/2013,"9,415"
30/03/2013,"9,415"
31/03/2013,"9,415"
01/04/2013,"9,415"
02/04/2013,"9,415"
03/04/2013,"9,415"
04/04/2013,"9,415"
05/04/2013,"9,415"
06/04/2013,"9,415"
07/04/2013,"9,415"
08/04/2013,"9,415"
09/04/2013,"9,415"
10/04/2013,"9,415"
11/04/2013,"9,415"
12/04/2013,"9,415"
13/04/2013,"9,415"
14/04/2013,"9,415"
15/04/2013,"9,415"
16/04/2013,"9,415"
17/04/2013,"9,416"
