Asked for under FOI,,,,,Additional data,,,,,
Date,Annual member hires using a key,Member hires made through the app,Casual hires at terminal,,24 hour members using a key,,,,,
09/01/2013," 14,883 ", -   ," 4,077 ",, 997 ,,,,,
10/01/2013," 14,528 ", -   ," 3,648 ",, 937 ,,,,,
11/01/2013," 13,926 ", -   ," 4,161 ",, 983 ,,,,,
12/01/2013," 6,084 ", -   ," 4,282 ",, 519 ,,,,,
13/01/2013," 5,484 ", -   ," 4,044 ",, 402 ,,,,,
14/01/2013," 11,182 ", -   ," 2,031 ",, 632 ,,,,,
15/01/2013," 14,048 ", -   ," 2,886 ",, 936 ,,,,,
16/01/2013," 13,885 ", -   ," 2,840 ",, 906 ,,,,,
17/01/2013," 13,496 ", -   ," 3,013 ",, 924 ,,,,,
18/01/2013," 8,290 ", -   ," 1,491 ",, 610 ,,,,,
19/01/2013," 4,182 ", -   ," 1,699 ",, 328 ,,,,,
20/01/2013," 1,963 ", -   , 890 ,, 149 ,,,,,
21/01/2013," 8,534 ", -   ," 1,507 ",, 520 ,,,,,
22/01/2013," 11,545 ", -   ," 1,996 ",, 707 ,,,,,
23/01/2013," 12,342 ", -   ," 2,110 ",, 788 ,,,,,
24/01/2013," 12,942 ", -   ," 2,538 ",, 815 ,,,,,
25/01/2013," 12,386 ", -   ," 2,795 ",, 823 ,,,,,
26/01/2013," 5,913 ", -   ," 5,262 ",, 538 ,,,,,
27/01/2013," 5,354 ", -   ," 5,317 ",, 509 ,,,,,
28/01/2013," 11,669 ", -   ," 2,466 ",, 674 ,,,,,
29/01/2013," 13,210 ", -   ," 2,744 ",, 846 ,,,,,
30/01/2013," 14,180 ", -   ," 3,318 ",, 962 ,,,,,
31/01/2013," 13,355 ", -   ," 3,160 ",, 926 ,,,,,
01/02/2013," 10,288 ", -   ," 3,275 ",, 741 ,,,,,
02/02/2013," 6,414 ", -   ," 5,813 ",, 575 ,,,,,
03/02/2013," 5,486 ", -   ," 5,106 ",, 462 ,,,,,
04/02/2013," 13,930 ", -   ," 3,468 ",, 851 ,,,,,
05/02/2013," 13,407 ", -   ," 2,627 ",, 823 ,,,,,
06/02/2013," 13,068 ", -   ," 2,535 ",, 826 ,,,,,
07/02/2013," 12,814 ", -   ," 2,997 ",, 867 ,,,,,
08/02/2013," 12,361 ", -   ," 3,246 ",, 784 ,,,,,
09/02/2013," 5,225 ", -   ," 3,534 ",, 386 ,,,,,
10/02/2013," 2,496 ", -   ," 1,278 ",, 154 ,,,,,
11/02/2013," 8,789 ", -   ," 1,360 ",, 544 ,,,,,
12/02/2013," 13,015 ", -   ," 2,293 ",, 781 ,,,,,
13/02/2013," 13,365 ", -   ," 2,492 ",, 845 ,,,,,
14/02/2013," 12,748 ", -   ," 3,166 ",, 857 ,,,,,
15/02/2013," 13,251 ", -   ," 4,334 ",, 842 ,,,,,
16/02/2013," 6,740 ", -   ," 8,454 ",, 600 ,,,,,
17/02/2013," 5,909 ", -   ," 9,492 ",, 506 ,,,,,
18/02/2013," 13,239 ", -   ," 4,222 ",, 776 ,,,,,
19/02/2013," 13,931 ", -   ," 4,806 ",, 913 ,,,,,
20/02/2013," 12,540 ", -   ," 3,315 ",, 825 ,,,,,
21/02/2013," 12,272 ", -   ," 2,785 ",, 720 ,,,,,
22/02/2013," 11,200 ", -   ," 2,647 ",, 794 ,,,,,
23/02/2013," 5,232 ", -   ," 3,534 ",, 385 ,,,,,
24/02/2013," 4,458 ", -   ," 2,827 ",, 308 ,,,,,
25/02/2013," 12,811 ", -   ," 2,253 ",, 737 ,,,,,
26/02/2013," 12,716 ", -   ," 2,248 ",, 728 ,,,,,
27/02/2013," 13,442 ", -   ," 2,963 ",, 872 ,,,,,
28/02/2013," 13,709 ", -   ," 3,103 ",, 820 ,,,,,
01/03/2013," 11,896 ", -   ," 3,119 ",, 699 ,,,,,
02/03/2013," 5,967 ", -   ," 6,258 ",, 504 ,,,,,
03/03/2013," 5,443 ", -   ," 6,251 ",, 435 ,,,,,
04/03/2013," 14,226 ", -   ," 3,668 ",, 820 ,,,,,
05/03/2013," 15,582 ", -   ," 5,503 ",," 1,013 ",,,,,
06/03/2013," 14,676 ", -   ," 4,098 ",, 923 ,,,,,
07/03/2013," 11,071 ", -   ," 2,206 ",, 624 ,,,,,
08/03/2013," 8,934 ", -   ," 1,794 ",, 513 ,,,,,
09/03/2013," 5,917 ", -   ," 5,230 ",, 451 ,,,,,
10/03/2013," 4,673 ", -   ," 3,350 ",, 346 ,,,,,
11/03/2013," 11,095 ", -   ," 1,719 ",, 566 ,,,,,
12/03/2013," 12,286 ", -   ," 2,234 ",, 713 ,,,,,
13/03/2013," 13,027 ", -   ," 2,702 ",, 734 ,,,,,
14/03/2013," 13,732 ", -   ," 3,387 ",, 819 ,,,,,
15/03/2013," 10,735 ", -   ," 2,734 ",, 598 ,,,,,
16/03/2013," 4,487 ", -   ," 2,690 ",, 343 ,,,,,
17/03/2013," 3,843 ", -   ," 2,368 ",, 268 ,,,,,
18/03/2013," 10,397 ", -   ," 1,958 ",, 522 ,,,,,
19/03/2013," 14,279 ", -   ," 3,188 ",, 808 ,,,,,
20/03/2013," 14,191 ", -   ," 2,955 ",, 777 ,,,,,
21/03/2013," 13,982 ", -   ," 3,150 ",, 804 ,,,,,
22/03/2013," 10,410 ", -   ," 2,267 ",, 569 ,,,,,
23/03/2013," 2,937 ", -   ," 1,096 ",, 177 ,,,,,
24/03/2013," 3,626 ", -   ," 1,666 ",, 217 ,,,,,
25/03/2013," 11,539 ", -   ," 2,018 ",, 578 ,,,,,
26/03/2013," 12,092 ", -   ," 2,293 ",, 659 ,,,,,
27/03/2013," 12,513 ", -   ," 2,622 ",, 658 ,,,,,
28/03/2013," 11,143 ", -   ," 3,118 ",, 625 ,,,,,
29/03/2013," 4,248 ", -   ," 4,618 ",, 294 ,,,,,
30/03/2013," 3,667 ", -   ," 4,454 ",, 235 ,,,,,
31/03/2013," 2,690 ", -   ," 4,739 ",, 199 ,,,,,
01/04/2013," 3,647 ", -   ," 4,227 ",, 224 ,,,,,
02/04/2013," 11,129 ", -   ," 4,208 ",, 601 ,,,,,
03/04/2013," 11,494 ", -   ," 2,633 ",, 585 ,,,,,
04/04/2013," 10,302 ", -   ," 2,084 ",, 509 ,,,,,
05/04/2013," 10,841 ", -   ," 3,562 ",, 579 ,,,,,
06/04/2013," 5,962 ", -   ," 9,220 ",, 439 ,,,,,
07/04/2013," 5,410 ", -   ," 9,793 ",, 446 ,,,,,
08/04/2013," 12,918 ", -   ," 4,647 ",, 641 ,,,,,
09/04/2013," 10,866 ", -   ," 3,137 ",, 550 ,,,,,
10/04/2013," 13,098 ", -   ," 4,657 ",, 701 ,,,,,
11/04/2013," 11,533 ", -   ," 3,822 ",, 601 ,,,,,
12/04/2013," 9,143 ", -   ," 2,877 ",, 448 ,,,,,
13/04/2013," 4,634 ", -   ," 4,410 ",, 330 ,,,,,
14/04/2013," 6,369 ", -   ," 14,786 ",, 540 ,,,,,
15/04/2013," 14,678 ", -   ," 5,303 ",, 830 ,,,,,
16/04/2013," 15,342 ", -   ," 5,548 ",, 844 ,,,,,
17/04/2013," 14,854 ", -   ," 5,742 ",, 846 ,,,,,
18/04/2013," 14,676 ", -   ," 4,568 ",, 831 ,,,,,
19/04/2013," 13,967 ", -   ," 5,668 ",, 823 ,,,,,
20/04/2013," 7,561 ", -   ," 15,029 ",, 675 ,,,,,
21/04/2013," 6,330 ", -   ," 12,697 ",, 490 ,,,,,
22/04/2013," 15,106 ", -   ," 5,545 ",, 766 ,,,,,
23/04/2013," 16,974 ", -   ," 8,633 ",, 935 ,,,,,
24/04/2013," 16,784 ", -   ," 7,692 ",, 996 ,,,,,
25/04/2013," 16,986 ", -   ," 9,178 ",, 941 ,,,,,
26/04/2013," 12,660 ", -   ," 6,249 ",, 687 ,,,,,
27/04/2013," 6,435 ", -   ," 8,030 ",, 435 ,,,,,
28/04/2013," 6,067 ", -   ," 10,118 ",, 463 ,,,,,
29/04/2013," 15,929 ", -   ," 6,606 ",, 776 ,,,,,
30/04/2013," 16,899 ", -   ," 6,888 ",, 876 ,,,,,
01/05/2013," 17,090 ", -   ," 8,241 ",, 939 ,,,,,
02/05/2013," 16,974 ", -   ," 8,466 ",, 943 ,,,,,
03/05/2013," 15,644 ", -   ," 10,303 ",, 847 ,,,,,
04/05/2013," 6,125 ", -   ," 10,219 ",, 408 ,,,,,
05/05/2013," 5,756 ", -   ," 15,358 ",, 430 ,,,,,
06/05/2013," 6,683 ", -   ," 18,192 ",, 568 ,,,,,
07/05/2013," 16,667 ", -   ," 8,538 ",, 877 ,,,,,
08/05/2013," 14,920 ", -   ," 6,288 ",, 783 ,,,,,
09/05/2013," 14,610 ", -   ," 5,126 ",, 702 ,,,,,
10/05/2013," 14,862 ", -   ," 6,758 ",, 730 ,,,,,
11/05/2013," 6,345 ", -   ," 7,518 ",, 434 ,,,,,
12/05/2013," 5,512 ", -   ," 7,797 ",, 365 ,,,,,
13/05/2013," 15,116 ", -   ," 5,208 ",, 725 ,,,,,
14/05/2013," 11,757 ", -   ," 2,924 ",, 483 ,,,,,
15/05/2013," 14,980 ", -   ," 4,513 ",, 762 ,,,,,
16/05/2013," 15,403 ", -   ," 5,955 ",, 749 ,,,,,
17/05/2013," 14,668 ", -   ," 5,851 ",, 742 ,,,,,
18/05/2013," 7,548 ", -   ," 11,386 ",, 600 ,,,,,
19/05/2013," 6,928 ", -   ," 13,711 ",, 466 ,,,,,
20/05/2013," 15,155 ", -   ," 6,244 ",, 695 ,,,,,
21/05/2013," 16,396 ", -   ," 6,371 ",, 771 ,,,,,
22/05/2013," 16,005 ", -   ," 6,063 ",, 799 ,,,,,
23/05/2013," 15,117 ", -   ," 5,089 ",, 729 ,,,,,
24/05/2013," 8,240 ", -   ," 2,329 ",, 355 ,,,,,
25/05/2013," 6,667 ", -   ," 11,297 ",, 498 ,,,,,
26/05/2013," 6,009 ", -   ," 17,766 ",, 408 ,,,,,
27/05/2013," 6,613 ", -   ," 15,745 ",, 488 ,,,,,
28/05/2013," 9,070 ", -   ," 2,967 ",, 378 ,,,,,
29/05/2013," 13,627 ", -   ," 4,028 ",, 608 ,,,,,
30/05/2013," 13,308 ", -   ," 4,913 ",, 616 ,,,,,
31/05/2013," 14,440 ", -   ," 9,950 ",, 733 ,,,,,
01/06/2013," 7,593 ", -   ," 13,644 ",, 512 ,,,,,
02/06/2013," 6,987 ", -   ," 16,578 ",, 490 ,,,,,
03/06/2013," 16,330 ", -   ," 8,666 ",, 774 ,,,,,
04/06/2013," 17,668 ", -   ," 9,237 ",, 871 ,,,,,
05/06/2013," 17,384 ", -   ," 9,636 ",, 871 ,,,,,
06/06/2013," 17,176 ", -   ," 10,126 ",, 850 ,,,,,
07/06/2013," 14,708 ", -   ," 9,498 ",, 758 ,,,,,
08/06/2013," 7,684 ", -   ," 15,671 ",, 561 ,,,,,
09/06/2013," 6,035 ", -   ," 10,742 ",, 340 ,,,,,
10/06/2013," 15,595 ", -   ," 7,418 ",, 706 ,,,,,
11/06/2013," 15,491 ", -   ," 6,707 ",, 692 ,,,,,
12/06/2013," 14,478 ", -   ," 5,791 ",, 675 ,,,,,
13/06/2013," 15,396 ", -   ," 6,558 ",, 707 ,,,,,
14/06/2013," 15,256 ", -   ," 8,936 ",, 750 ,,,,,
15/06/2013," 5,783 ", -   ," 7,878 ",, 400 ,,,,,
16/06/2013," 6,210 ", -   ," 11,138 ",, 369 ,,,,,
17/06/2013," 16,074 ", -   ," 8,006 ",, 676 ,,,,,
18/06/2013," 17,076 ", -   ," 8,805 ",, 791 ,,,,,
19/06/2013," 16,686 ", -   ," 10,095 ",, 834 ,,,,,
20/06/2013," 16,628 ", -   ," 8,482 ",, 799 ,,,,,
21/06/2013," 15,225 ", -   ," 9,232 ",, 728 ,,,,,
22/06/2013," 6,428 ", -   ," 10,314 ",, 388 ,,,,,
23/06/2013," 5,870 ", -   ," 10,616 ",, 344 ,,,,,
24/06/2013," 15,723 ", -   ," 7,676 ",, 632 ,,,,,
25/06/2013," 17,434 ", -   ," 9,424 ",, 770 ,,,,,
26/06/2013," 16,853 ", -   ," 9,326 ",, 795 ,,,,,
27/06/2013," 15,188 ", -   ," 7,817 ",, 699 ,,,,,
28/06/2013," 12,277 ", -   ," 6,327 ",, 547 ,,,,,
29/06/2013," 7,556 ", -   ," 17,698 ",, 553 ,,,,,
30/06/2013," 6,813 ", -   ," 20,323 ",, 556 ,,,,,
01/07/2013," 16,359 ", -   ," 10,104 ",, 670 ,,,,,
02/07/2013," 16,608 ", -   ," 9,048 ",, 667 ,,,,,
03/07/2013," 16,981 ", -   ," 9,044 ",, 750 ,,,,,
04/07/2013," 16,981 ", -   ," 10,810 ",, 789 ,,,,,
05/07/2013," 16,105 ", -   ," 13,448 ",, 819 ,,,,,
06/07/2013," 8,094 ", -   ," 21,871 ",, 555 ,,,,,
07/07/2013," 6,643 ", -   ," 20,868 ",, 432 ,,,,,
08/07/2013," 16,703 ", -   ," 12,678 ",, 702 ,,,,,
09/07/2013," 17,603 ", -   ," 12,576 ",, 836 ,,,,,
10/07/2013," 17,187 ", -   ," 11,286 ",, 779 ,,,,,
11/07/2013," 16,963 ", -   ," 11,874 ",, 815 ,,,,,
12/07/2013," 15,554 ", -   ," 13,020 ",, 711 ,,,,,
13/07/2013," 7,700 ", -   ," 21,484 ",, 589 ,,,,,
14/07/2013," 7,089 ", -   ," 20,955 ",, 572 ,,,,,
15/07/2013," 16,525 ", -   ," 13,194 ",, 716 ,,,,,
16/07/2013," 17,439 ", -   ," 13,121 ",, 720 ,,,,,
17/07/2013," 17,152 ", -   ," 12,846 ",, 774 ,,,,,
18/07/2013," 16,906 ", -   ," 13,093 ",, 824 ,,,,,
19/07/2013," 15,708 ", -   ," 14,686 ",, 777 ,,,,,
20/07/2013," 7,180 ", -   ," 17,675 ",, 528 ,,,,,
21/07/2013," 6,809 ", -   ," 19,617 ",, 444 ,,,,,
22/07/2013," 15,908 ", -   ," 12,579 ",, 728 ,,,,,
23/07/2013," 15,976 ", -   ," 11,112 ",, 676 ,,,,,
24/07/2013," 17,000 ", -   ," 12,234 ",, 706 ,,,,,
25/07/2013," 16,126 ", -   ," 12,767 ",, 725 ,,,,,
26/07/2013," 15,033 ", -   ," 14,927 ",, 642 ,,,,,
27/07/2013," 6,549 ", -   ," 16,218 ",, 389 ,,,,,
28/07/2013," 6,484 ", -   ," 18,492 ",, 438 ,,,,,
29/07/2013," 14,895 ", -   ," 11,251 ",, 584 ,,,,,
30/07/2013," 12,557 ", -   ," 6,771 ",, 423 ,,,,,
31/07/2013," 14,648 ", -   ," 10,209 ",, 560 ,,,,,
01/08/2013," 16,129 ", -   ," 13,801 ",, 683 ,,,,,
02/08/2013," 13,096 ", -   ," 12,028 ",, 547 ,,,,,
03/08/2013," 7,512 ", -   ," 23,182 ",, 546 ,,,,,
04/08/2013," 6,687 ", -   ," 22,313 ",, 409 ,,,,,
05/08/2013," 12,010 ", -   ," 8,731 ",, 339 ,,,,,
06/08/2013," 16,022 ", -   ," 13,177 ",, 590 ,,,,,
07/08/2013," 15,945 ", -   ," 12,682 ",, 562 ,,,,,
08/08/2013," 15,846 ", -   ," 13,479 ",, 612 ,,,,,
09/08/2013," 12,675 ", -   ," 11,909 ",, 490 ,,,,,
10/08/2013," 6,928 ", -   ," 18,744 ",, 378 ,,,,,
11/08/2013," 6,126 ", -   ," 20,264 ",, 395 ,,,,,
12/08/2013," 14,275 ", -   ," 12,489 ",, 430 ,,,,,
13/08/2013," 15,177 ", -   ," 12,004 ",, 469 ,,,,,
14/08/2013," 15,239 ", -   ," 12,221 ",, 489 ,,,,,
15/08/2013," 15,209 ", -   ," 11,659 ",, 494 ,,,,,
16/08/2013," 11,680 ", -   ," 10,752 ",, 416 ,,,,,
17/08/2013," 6,530 ", -   ," 14,737 ",, 328 ,,,,,
18/08/2013," 6,282 ", -   ," 17,728 ",, 343 ,,,,,
19/08/2013," 14,937 ", -   ," 12,482 ",, 456 ,,,,,
20/08/2013," 15,985 ", -   ," 13,354 ",, 478 ,,,,,
21/08/2013," 15,842 ", -   ," 13,150 ",, 554 ,,,,,
22/08/2013," 11,689 ", -   ," 7,736 ",, 343 ,,,,,
23/08/2013," 13,340 ", -   ," 13,677 ",, 437 ,,,,,
24/08/2013," 2,708 ", -   ," 3,697 ",, 108 ,,,,,
25/08/2013," 4,821 ", -   ," 14,500 ",, 263 ,,,,,
26/08/2013," 5,955 ", -   ," 18,745 ",, 403 ,,,,,
27/08/2013," 14,461 ", -   ," 11,446 ",, 425 ,,,,,
28/08/2013," 15,754 ", -   ," 12,131 ",, 546 ,,,,,
29/08/2013," 15,607 ", -   ," 11,999 ",, 537 ,,,,,
30/08/2013," 14,480 ", -   ," 12,833 ",, 550 ,,,,,
31/08/2013," 7,401 ", -   ," 19,084 ",, 425 ,,,,,
01/09/2013," 6,168 ", -   ," 15,095 ",, 343 ,,,,,
02/09/2013," 16,113 ", -   ," 11,234 ",, 521 ,,,,,
03/09/2013," 16,953 ", -   ," 10,648 ",, 558 ,,,,,
04/09/2013," 17,215 ", -   ," 11,910 ",, 623 ,,,,,
05/09/2013," 17,047 ", -   ," 12,207 ",, 677 ,,,,,
06/09/2013," 11,853 ", -   ," 6,408 ",, 320 ,,,,,
07/09/2013," 6,665 ", -   ," 12,075 ",, 338 ,,,,,
08/09/2013," 5,280 ", -   ," 10,702 ",, 299 ,,,,,
09/09/2013," 11,495 ", -   ," 4,151 ",, 238 ,,,,,
10/09/2013," 14,920 ", -   ," 6,411 ",, 415 ,,,,,
11/09/2013," 14,037 ", -   ," 6,278 ",, 389 ,,,,,
12/09/2013," 13,766 ", -   ," 7,352 ",, 440 ,,,,,
13/09/2013," 9,464 ", -   ," 3,923 ",, 225 ,,,,,
14/09/2013, 181 , -   ," 6,091 ",, 356 ,,,,,
15/09/2013, 96 , -   , -   ,, 85 ,,,,,
16/09/2013, 538 , -   ," 5,383 ",," 1,184 ",,,,,
17/09/2013, 559 , -   ," 4,257 ",, 961 ,,,,,
18/09/2013, 845 , -   ," 6,686 ",," 1,374 ",,,,,
19/09/2013, 749 , -   ," 3,661 ",, 815 ,,,,,
20/09/2013, 941 , -   ," 8,716 ",," 1,367 ",,,,,
21/09/2013, 511 , -   ," 12,532 ",," 1,011 ",,,,,
22/09/2013, 481 , -   ," 13,741 ",," 1,043 ",,,,,
23/09/2013," 1,286 ", -   ," 8,056 ",," 1,277 ",,,,,
24/09/2013," 1,460 ", -   ," 8,612 ",," 1,562 ",,,,,
25/09/2013," 1,620 ", -   ," 8,143 ",," 1,439 ",,,,,
26/09/2013," 1,769 ", -   ," 8,936 ",," 1,617 ",,,,,
27/09/2013," 1,650 ", -   ," 9,241 ",," 1,416 ",,,,,
28/09/2013, 782 , -   ," 12,626 ",, 960 ,,,,,
29/09/2013, 717 , -   ," 12,489 ",, 902 ,,,,,
30/09/2013," 2,095 ", -   ," 7,997 ",," 1,340 ",,,,,
01/10/2013," 2,246 ", -   ," 8,108 ",," 1,467 ",,,,,
02/10/2013," 2,275 ", -   ," 7,808 ",," 1,378 ",,,,,
03/10/2013," 2,237 ", -   ," 6,835 ",," 1,342 ",,,,,
04/10/2013," 2,270 ", -   ," 8,864 ",," 1,346 ",,,,,
05/10/2013," 1,051 ", -   ," 13,512 ",, 960 ,,,,,
06/10/2013, 992 , -   ," 15,737 ",, 981 ,,,,,
07/10/2013," 2,604 ", -   ," 8,139 ",," 1,321 ",,,,,
08/10/2013," 2,919 ", -   ," 7,902 ",," 1,487 ",,,,,
09/10/2013," 2,871 ", -   ," 7,138 ",," 1,542 ",,,,,
10/10/2013," 2,761 ", -   ," 6,051 ",," 1,269 ",,,,,
11/10/2013," 1,916 ", -   ," 3,681 ",, 820 ,,,,,
12/10/2013," 1,209 ", -   ," 8,456 ",, 860 ,,,,,
13/10/2013, 586 , -   ," 3,169 ",, 269 ,,,,,
14/10/2013," 2,646 ", -   ," 3,934 ",, 900 ,,,,,
15/10/2013," 3,238 ", -   ," 6,175 ",," 1,364 ",,,,,
16/10/2013," 2,901 ", -   ," 4,220 ",," 1,097 ",,,,,
17/10/2013," 3,399 ", -   ," 6,386 ",," 1,442 ",,,,,
18/10/2013," 3,299 ", -   ," 7,086 ",," 1,348 ",,,,,
19/10/2013," 1,488 ", -   ," 8,906 ",, 836 ,,,,,
20/10/2013," 1,122 ", -   ," 5,289 ",, 471 ,,,,,
21/10/2013," 3,214 ", -   ," 5,192 ",, 983 ,,,,,
22/10/2013," 3,476 ", -   ," 5,443 ",," 1,131 ",,,,,
23/10/2013," 3,687 ", -   ," 6,174 ",," 1,273 ",,,,,
24/10/2013," 4,029 ", -   ," 7,230 ",," 1,424 ",,,,,
25/10/2013," 3,347 ", -   ," 7,433 ",," 1,217 ",,,,,
26/10/2013," 1,522 ", -   ," 8,854 ",, 738 ,,,,,
27/10/2013," 1,341 ", -   ," 8,501 ",, 644 ,,,,,
28/10/2013," 2,295 ", -   ," 4,131 ",, 690 ,,,,,
29/10/2013," 3,820 ", -   ," 5,838 ",," 1,163 ",,,,,
30/10/2013," 3,948 ", -   ," 6,816 ",," 1,251 ",,,,,
31/10/2013," 3,267 ", -   ," 5,253 ",, 998 ,,,,,
01/11/2013," 3,371 ", -   ," 5,777 ",," 1,022 ",,,,,
02/11/2013," 1,551 ", -   ," 7,641 ",, 682 ,,,,,
03/11/2013," 1,294 ", -   ," 6,837 ",, 544 ,,,,,
04/11/2013," 3,867 ", -   ," 4,155 ",," 1,046 ",,,,,
05/11/2013," 3,762 ", -   ," 3,575 ",," 1,026 ",,,,,
06/11/2013," 3,624 ", -   ," 3,347 ",, 926 ,,,,,
07/11/2013," 4,372 ", -   ," 4,692 ",," 1,295 ",,,,,
08/11/2013," 3,270 ", -   ," 1,921 ",, 793 ,,,,,
09/11/2013," 1,177 ", -   ," 1,478 ",, 485 ,,,,,
10/11/2013," 1,538 ", -   ," 3,735 ",, 137 ,,,,,
11/11/2013," 3,404 ", -   ," 1,986 ",, 233 ,,,,,
12/11/2013," 4,165 ", -   ," 3,883 ",," 1,037 ",,,,,
13/11/2013," 4,529 ", -   ," 4,430 ",," 1,213 ",,,,,
14/11/2013," 4,552 ", -   ," 4,052 ",," 1,159 ",,,,,
15/11/2013," 4,299 ", -   ," 4,866 ",," 1,074 ",,,,,
16/11/2013," 1,886 ", -   ," 7,461 ",, 660 ,,,,,
17/11/2013," 1,522 ", -   ," 6,172 ",, 503 ,,,,,
18/11/2013," 4,207 ", -   ," 3,433 ",, 875 ,,,,,
19/11/2013," 4,610 ", -   ," 3,523 ",," 1,092 ",,,,,
20/11/2013," 3,464 ", -   ," 2,104 ",, 724 ,,,,,
21/11/2013," 4,337 ", -   ," 3,214 ",, 920 ,,,,,
22/11/2013," 4,311 ", -   ," 3,967 ",, 954 ,,,,,
23/11/2013," 1,845 ", -   ," 6,132 ",, 655 ,,,,,
24/11/2013," 1,504 ", -   ," 4,695 ",, 510 ,,,,,
25/11/2013," 4,750 ", -   ," 3,272 ",, 938 ,,,,,
26/11/2013," 5,010 ", -   ," 3,574 ",," 1,155 ",,,,,
27/11/2013," 4,880 ", -   ," 3,775 ",," 1,111 ",,,,,
28/11/2013," 4,851 ", -   ," 4,130 ",," 1,111 ",,,,,
29/11/2013," 4,449 ", -   ," 4,431 ",, 979 ,,,,,
30/11/2013," 1,851 ", -   ," 6,274 ",, 663 ,,,,,
01/12/2013," 1,676 ", -   ," 5,584 ",, 555 ,,,,,
02/12/2013," 4,925 ", -   ," 3,803 ",, 965 ,,,,,
03/12/2013," 5,168 ", -   ," 3,720 ",," 1,068 ",,,,,
04/12/2013," 4,999 ", -   ," 3,811 ",," 1,097 ",,,,,
05/12/2013," 4,738 ", -   ," 3,427 ",," 1,006 ",,,,,
06/12/2013," 4,433 ", -   ," 4,086 ",, 918 ,,,,,
07/12/2013," 2,015 ", -   ," 6,342 ",, 629 ,,,,,
08/12/2013," 1,896 ", -   ," 6,479 ",, 613 ,,,,,
09/12/2013," 5,089 ", -   ," 4,035 ",, 970 ,,,,,
10/12/2013," 5,356 ", -   ," 3,959 ",," 1,078 ",,,,,
11/12/2013," 4,987 ", -   ," 3,621 ",," 1,073 ",,,,,
12/12/2013," 5,015 ", -   ," 3,925 ",," 1,105 ",,,,,
13/12/2013," 4,075 ", -   ," 4,276 ",, 942 ,,,,,
14/12/2013," 2,092 ", -   ," 6,574 ",, 815 ,,,,,
15/12/2013," 1,372 ", -   ," 3,791 ",, 410 ,,,,,
16/12/2013," 3,598 ", -   ," 2,653 ",, 655 ,,,,,
17/12/2013," 4,095 ", -   ," 3,066 ",, 908 ,,,,,
18/12/2013," 4,435 ", -   ," 3,506 ",," 1,028 ",,,,,
19/12/2013," 4,431 ", -   ," 4,217 ",," 1,002 ",,,,,
20/12/2013," 4,146 ", -   ," 5,107 ",, 992 ,,,,,
21/12/2013," 1,024 ", -   ," 2,207 ",, 278 ,,,,,
22/12/2013," 1,350 ", -   ," 4,651 ",, 480 ,,,,,
23/12/2013," 1,589 ", -   ," 1,504 ",, 270 ,,,,,
24/12/2013," 1,321 ", -   ," 1,968 ",, 288 ,,,,,
25/12/2013, 490 , -   ," 23,551 ",, 319 ,,,,,
26/12/2013, 605 , -   ," 5,500 ",, 210 ,,,,,
27/12/2013," 1,117 ", -   ," 3,565 ",, 231 ,,,,,
28/12/2013," 1,134 ", -   ," 6,551 ",, 406 ,,,,,
29/12/2013," 1,092 ", -   ," 7,054 ",, 447 ,,,,,
30/12/2013," 1,744 ", -   ," 3,192 ",, 330 ,,,,,
31/12/2013," 1,417 ", -   ," 3,275 ",, 314 ,,,,,
01/01/2014, 485 , -   ," 2,737 ",, 140 ,,,,,
02/01/2014," 3,456 ", -   ," 5,904 ",, 698 ,,,,,
03/01/2014," 2,993 ", -   ," 3,451 ",, 514 ,,,,,
04/01/2014," 1,406 ", -   ," 2,852 ",, 375 ,,,,,
05/01/2014," 1,697 ", -   ," 4,316 ",, 468 ,,,,,
06/01/2014," 3,937 ", -   ," 2,708 ",, 580 ,,,,,
07/01/2014," 5,387 ", -   ," 3,295 ",, 870 ,,,,,
08/01/2014," 5,953 ", -   ," 4,204 ",," 1,013 ",,,,,
09/01/2014," 5,896 ", -   ," 4,074 ",," 1,051 ",,,,,
10/01/2014," 5,636 ", -   ," 4,509 ",, 950 ,,,,,
11/01/2014," 2,766 ", -   ," 8,092 ",, 810 ,,,,,
12/01/2014," 2,248 ", -   ," 6,090 ",, 586 ,,,,,
13/01/2014," 5,979 ", -   ," 3,520 ",, 826 ,,,,,
14/01/2014," 6,682 ", -   ," 4,376 ",," 1,108 ",,,,,
15/01/2014," 6,388 ", -   ," 3,763 ",," 1,019 ",,,,,
16/01/2014," 6,250 ", -   ," 3,971 ",," 1,003 ",,,,,
17/01/2014," 5,694 ", -   ," 4,060 ",, 886 ,,,,,
18/01/2014," 2,979 ", -   ," 7,578 ",, 780 ,,,,,
19/01/2014," 2,714 ", -   ," 8,985 ",, 932 ,,,,,
20/01/2014," 6,985 ", -   ," 4,975 ",," 1,020 ",,,,,
21/01/2014," 7,213 ", -   ," 4,830 ",," 1,138 ",,,,,
22/01/2014," 6,992 ", -   ," 4,579 ",," 1,175 ",,,,,
23/01/2014," 6,812 ", -   ," 4,344 ",," 1,126 ",,,,,
24/01/2014," 6,311 ", -   ," 4,563 ",," 1,061 ",,,,,
25/01/2014," 2,785 ", -   ," 7,525 ",, 778 ,,,,,
26/01/2014," 1,807 ", -   ," 2,916 ",, 296 ,,,,,
27/01/2014," 6,684 ", -   ," 3,538 ",, 915 ,,,,,
28/01/2014," 7,093 ", -   ," 3,985 ",," 1,035 ",,,,,
