Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,CO,19/12/2016 00:00,,mg m-3,P
BL0,CO,20/12/2016 00:00,,mg m-3,P
BL0,CO,21/12/2016 00:00,,mg m-3,P
BL0,CO,22/12/2016 00:00,,mg m-3,P
BL0,CO,23/12/2016 00:00,,mg m-3,P
BL0,CO,24/12/2016 00:00,,mg m-3,P
BL0,CO,25/12/2016 00:00,,mg m-3,P
BL0,CO,26/12/2016 00:00,,mg m-3,P
BL0,CO,27/12/2016 00:00,,mg m-3,P
BL0,CO,28/12/2016 00:00,,mg m-3,P
BL0,CO,29/12/2016 00:00,,mg m-3,P
BL0,CO,30/12/2016 00:00,,mg m-3,P
BL0,CO,31/12/2016 00:00,,mg m-3,P
BL0,CO,01/01/2017 00:00,,mg m-3,P
BL0,CO,02/01/2017 00:00,,mg m-3,P
BL0,CO,03/01/2017 00:00,,mg m-3,P
BL0,CO,04/01/2017 00:00,,mg m-3,P
BL0,CO,05/01/2017 00:00,,mg m-3,P
BL0,CO,06/01/2017 00:00,,mg m-3,P
BL0,CO,07/01/2017 00:00,,mg m-3,P
BL0,CO,08/01/2017 00:00,,mg m-3,P
BL0,CO,09/01/2017 00:00,,mg m-3,P
BL0,CO,10/01/2017 00:00,,mg m-3,P
BL0,CO,11/01/2017 00:00,,mg m-3,P
BL0,CO,12/01/2017 00:00,,mg m-3,P
BL0,CO,13/01/2017 00:00,,mg m-3,P
BL0,CO,14/01/2017 00:00,,mg m-3,P
BL0,CO,15/01/2017 00:00,,mg m-3,P
BL0,CO,16/01/2017 00:00,,mg m-3,P
BL0,CO,17/01/2017 00:00,,mg m-3,P
BL0,CO,18/01/2017 00:00,,mg m-3,P
BL0,CO,19/01/2017 00:00,,mg m-3,P
BL0,CO,20/01/2017 00:00,,mg m-3,P
BL0,CO,21/01/2017 00:00,,mg m-3,P
BL0,CO,22/01/2017 00:00,,mg m-3,P
BL0,CO,23/01/2017 00:00,,mg m-3,P
BL0,CO,24/01/2017 00:00,,mg m-3,P
BL0,CO,25/01/2017 00:00,,mg m-3,P
BL0,CO,26/01/2017 00:00,,mg m-3,P
BL0,CO,27/01/2017 00:00,,mg m-3,P
BL0,CO,28/01/2017 00:00,,mg m-3,P
BL0,CO,29/01/2017 00:00,,mg m-3,P
BL0,CO,30/01/2017 00:00,,mg m-3,P
BL0,CO,31/01/2017 00:00,,mg m-3,P
BL0,CO,01/02/2017 00:00,,mg m-3,P
BL0,CO,02/02/2017 00:00,,mg m-3,P
BL0,CO,03/02/2017 00:00,,mg m-3,P
BL0,CO,04/02/2017 00:00,,mg m-3,P
BL0,CO,05/02/2017 00:00,,mg m-3,P
BL0,CO,06/02/2017 00:00,,mg m-3,P
BL0,CO,07/02/2017 00:00,,mg m-3,P
BL0,CO,08/02/2017 00:00,,mg m-3,P
BL0,CO,09/02/2017 00:00,,mg m-3,P
BL0,CO,10/02/2017 00:00,,mg m-3,P
BL0,CO,11/02/2017 00:00,,mg m-3,P
BL0,CO,12/02/2017 00:00,,mg m-3,P
BL0,CO,13/02/2017 00:00,,mg m-3,P
BL0,CO,14/02/2017 00:00,,mg m-3,P
BL0,CO,15/02/2017 00:00,,mg m-3,P
BL0,CO,16/02/2017 00:00,,mg m-3,P
BL0,CO,17/02/2017 00:00,,mg m-3,P
BL0,CO,18/02/2017 00:00,,mg m-3,P
BL0,CO,19/02/2017 00:00,,mg m-3,P
BL0,CO,20/02/2017 00:00,,mg m-3,P
BL0,CO,21/02/2017 00:00,,mg m-3,P
BL0,CO,22/02/2017 00:00,,mg m-3,P
BL0,CO,23/02/2017 00:00,,mg m-3,P
BL0,CO,24/02/2017 00:00,,mg m-3,P
BL0,CO,25/02/2017 00:00,,mg m-3,P
BL0,CO,26/02/2017 00:00,,mg m-3,P
BL0,CO,27/02/2017 00:00,,mg m-3,P
BL0,CO,28/02/2017 00:00,,mg m-3,P
BL0,CO,01/03/2017 00:00,,mg m-3,P
BL0,CO,02/03/2017 00:00,,mg m-3,P
BL0,CO,03/03/2017 00:00,,mg m-3,P
BL0,CO,04/03/2017 00:00,,mg m-3,P
BL0,CO,05/03/2017 00:00,,mg m-3,P
BL0,CO,06/03/2017 00:00,,mg m-3,P
BL0,CO,07/03/2017 00:00,,mg m-3,P
BL0,CO,08/03/2017 00:00,,mg m-3,P
BL0,CO,09/03/2017 00:00,,mg m-3,P
BL0,CO,10/03/2017 00:00,,mg m-3,P
BL0,CO,11/03/2017 00:00,,mg m-3,P
BL0,CO,12/03/2017 00:00,,mg m-3,P
BL0,CO,13/03/2017 00:00,,mg m-3,P
BL0,CO,14/03/2017 00:00,,mg m-3,P
BL0,CO,15/03/2017 00:00,,mg m-3,P
BL0,CO,16/03/2017 00:00,,mg m-3,P
BL0,CO,17/03/2017 00:00,,mg m-3,P
BL0,CO,18/03/2017 00:00,,mg m-3,P
BL0,CO,19/03/2017 00:00,,mg m-3,P
BL0,CO,20/03/2017 00:00,,mg m-3,P
BL0,CO,21/03/2017 00:00,,mg m-3,P
BL0,CO,22/03/2017 00:00,,mg m-3,P
BL0,CO,23/03/2017 00:00,,mg m-3,P
BL0,CO,24/03/2017 00:00,,mg m-3,P
BL0,CO,25/03/2017 00:00,,mg m-3,P
BL0,CO,26/03/2017 00:00,,mg m-3,P
BL0,CO,27/03/2017 00:00,,mg m-3,P
BL0,CO,28/03/2017 00:00,,mg m-3,P
BL0,CO,29/03/2017 00:00,,mg m-3,P
BL0,CO,30/03/2017 00:00,,mg m-3,P
BL0,CO,31/03/2017 00:00,,mg m-3,P
BL0,CO,01/04/2017 00:00,,mg m-3,P
BL0,CO,02/04/2017 00:00,,mg m-3,P
BL0,CO,03/04/2017 00:00,,mg m-3,P
BL0,CO,04/04/2017 00:00,,mg m-3,P
BL0,CO,05/04/2017 00:00,,mg m-3,P
BL0,CO,06/04/2017 00:00,,mg m-3,P
BL0,CO,07/04/2017 00:00,,mg m-3,P
BL0,CO,08/04/2017 00:00,,mg m-3,P
BL0,CO,09/04/2017 00:00,,mg m-3,P
BL0,CO,10/04/2017 00:00,,mg m-3,P
BL0,CO,11/04/2017 00:00,,mg m-3,P
BL0,CO,12/04/2017 00:00,,mg m-3,P
BL0,CO,13/04/2017 00:00,,mg m-3,P
BL0,CO,14/04/2017 00:00,,mg m-3,P
BL0,CO,15/04/2017 00:00,,mg m-3,P
BL0,CO,16/04/2017 00:00,,mg m-3,P
BL0,CO,17/04/2017 00:00,,mg m-3,P
BL0,CO,18/04/2017 00:00,,mg m-3,P
BL0,CO,19/04/2017 00:00,,mg m-3,P
BL0,CO,20/04/2017 00:00,,mg m-3,P
BL0,CO,21/04/2017 00:00,,mg m-3,P
BL0,CO,22/04/2017 00:00,,mg m-3,P
BL0,CO,23/04/2017 00:00,,mg m-3,P
BL0,CO,24/04/2017 00:00,,mg m-3,P
BL0,CO,25/04/2017 00:00,,mg m-3,P
BL0,CO,26/04/2017 00:00,,mg m-3,P
BL0,CO,27/04/2017 00:00,,mg m-3,P
BL0,CO,28/04/2017 00:00,,mg m-3,P
BL0,CO,29/04/2017 00:00,,mg m-3,P
BL0,CO,30/04/2017 00:00,,mg m-3,P
BL0,CO,01/05/2017 00:00,,mg m-3,P
BL0,CO,02/05/2017 00:00,,mg m-3,P
BL0,CO,03/05/2017 00:00,,mg m-3,P
BL0,CO,04/05/2017 00:00,,mg m-3,P
BL0,CO,05/05/2017 00:00,,mg m-3,P
BL0,CO,06/05/2017 00:00,,mg m-3,P
BL0,CO,07/05/2017 00:00,,mg m-3,P
BL0,CO,08/05/2017 00:00,,mg m-3,P
BL0,CO,09/05/2017 00:00,,mg m-3,P
BL0,CO,10/05/2017 00:00,,mg m-3,P
BL0,CO,11/05/2017 00:00,,mg m-3,P
BL0,CO,12/05/2017 00:00,,mg m-3,P
BL0,CO,13/05/2017 00:00,,mg m-3,P
BL0,CO,14/05/2017 00:00,,mg m-3,P
BL0,CO,15/05/2017 00:00,,mg m-3,P
BL0,CO,16/05/2017 00:00,,mg m-3,P
BL0,CO,17/05/2017 00:00,,mg m-3,P
BL0,CO,18/05/2017 00:00,,mg m-3,P
BL0,CO,19/05/2017 00:00,,mg m-3,P
BL0,CO,20/05/2017 00:00,,mg m-3,P
BL0,CO,21/05/2017 00:00,,mg m-3,P
BL0,CO,22/05/2017 00:00,,mg m-3,P
BL0,CO,23/05/2017 00:00,,mg m-3,P
BL0,CO,24/05/2017 00:00,,mg m-3,P
BL0,CO,25/05/2017 00:00,,mg m-3,P
BL0,CO,26/05/2017 00:00,,mg m-3,P
BL0,CO,27/05/2017 00:00,,mg m-3,P
BL0,CO,28/05/2017 00:00,,mg m-3,P
BL0,CO,29/05/2017 00:00,,mg m-3,P
BL0,CO,30/05/2017 00:00,,mg m-3,P
BL0,CO,31/05/2017 00:00,,mg m-3,P
BL0,CO,01/06/2017 00:00,,mg m-3,P
BL0,CO,02/06/2017 00:00,,mg m-3,P
BL0,CO,03/06/2017 00:00,,mg m-3,P
BL0,CO,04/06/2017 00:00,,mg m-3,P
BL0,CO,05/06/2017 00:00,,mg m-3,P
BL0,CO,06/06/2017 00:00,,mg m-3,P
BL0,CO,07/06/2017 00:00,,mg m-3,P
BL0,CO,08/06/2017 00:00,,mg m-3,P
BL0,CO,09/06/2017 00:00,,mg m-3,P
BL0,CO,10/06/2017 00:00,,mg m-3,P
BL0,CO,11/06/2017 00:00,,mg m-3,P
BL0,CO,12/06/2017 00:00,,mg m-3,P
BL0,CO,13/06/2017 00:00,,mg m-3,P
BL0,CO,14/06/2017 00:00,,mg m-3,P
BL0,CO,15/06/2017 00:00,,mg m-3,P
BL0,CO,16/06/2017 00:00,,mg m-3,P
BL0,CO,17/06/2017 00:00,,mg m-3,P
BL0,CO,18/06/2017 00:00,,mg m-3,P
BL0,CO,19/06/2017 00:00,,mg m-3,P
BL0,CO,20/06/2017 00:00,,mg m-3,P
BL0,CO,21/06/2017 00:00,,mg m-3,P
BL0,CO,22/06/2017 00:00,,mg m-3,P
BL0,CO,23/06/2017 00:00,,mg m-3,P
BL0,CO,24/06/2017 00:00,,mg m-3,P
BL0,CO,25/06/2017 00:00,,mg m-3,P
BL0,CO,26/06/2017 00:00,,mg m-3,P
BL0,CO,27/06/2017 00:00,,mg m-3,P
BL0,CO,28/06/2017 00:00,,mg m-3,P
BL0,CO,29/06/2017 00:00,,mg m-3,P
BL0,CO,30/06/2017 00:00,,mg m-3,P
BL0,CO,01/07/2017 00:00,,mg m-3,P
BL0,CO,02/07/2017 00:00,,mg m-3,P
BL0,CO,03/07/2017 00:00,,mg m-3,P
BL0,CO,04/07/2017 00:00,,mg m-3,P
BL0,CO,05/07/2017 00:00,,mg m-3,P
BL0,CO,06/07/2017 00:00,,mg m-3,P
BL0,CO,07/07/2017 00:00,,mg m-3,P
BL0,CO,08/07/2017 00:00,,mg m-3,P
BL0,CO,09/07/2017 00:00,,mg m-3,P
BL0,CO,10/07/2017 00:00,,mg m-3,P
BL0,CO,11/07/2017 00:00,,mg m-3,P
BL0,CO,12/07/2017 00:00,,mg m-3,P
BL0,CO,13/07/2017 00:00,,mg m-3,P
BL0,CO,14/07/2017 00:00,,mg m-3,P
BL0,CO,15/07/2017 00:00,,mg m-3,P
BL0,CO,16/07/2017 00:00,,mg m-3,P
BL0,CO,17/07/2017 00:00,,mg m-3,P
BL0,CO,18/07/2017 00:00,,mg m-3,P
BL0,CO,19/07/2017 00:00,,mg m-3,P
BL0,CO,20/07/2017 00:00,,mg m-3,P
BL0,CO,21/07/2017 00:00,,mg m-3,P
BL0,CO,22/07/2017 00:00,,mg m-3,P
BL0,CO,23/07/2017 00:00,,mg m-3,P
BL0,CO,24/07/2017 00:00,,mg m-3,P
BL0,CO,25/07/2017 00:00,,mg m-3,P
BL0,CO,26/07/2017 00:00,,mg m-3,P
BL0,CO,27/07/2017 00:00,,mg m-3,P
BL0,CO,28/07/2017 00:00,,mg m-3,P
BL0,CO,29/07/2017 00:00,,mg m-3,P
BL0,CO,30/07/2017 00:00,,mg m-3,P
BL0,CO,31/07/2017 00:00,,mg m-3,P
BL0,CO,01/08/2017 00:00,,mg m-3,P
BL0,CO,02/08/2017 00:00,,mg m-3,P
BL0,CO,03/08/2017 00:00,,mg m-3,P
BL0,CO,04/08/2017 00:00,,mg m-3,P
BL0,CO,05/08/2017 00:00,,mg m-3,P
BL0,CO,06/08/2017 00:00,,mg m-3,P
BL0,CO,07/08/2017 00:00,,mg m-3,P
BL0,CO,08/08/2017 00:00,,mg m-3,P
BL0,CO,09/08/2017 00:00,,mg m-3,P
BL0,CO,10/08/2017 00:00,,mg m-3,P
BL0,CO,11/08/2017 00:00,,mg m-3,P
BL0,CO,12/08/2017 00:00,,mg m-3,P
BL0,CO,13/08/2017 00:00,,mg m-3,P
BL0,CO,14/08/2017 00:00,,mg m-3,P
BL0,CO,15/08/2017 00:00,,mg m-3,P
BL0,CO,16/08/2017 00:00,,mg m-3,P
BL0,CO,17/08/2017 00:00,,mg m-3,P
BL0,CO,18/08/2017 00:00,,mg m-3,P
BL0,CO,19/08/2017 00:00,,mg m-3,P
BL0,CO,20/08/2017 00:00,,mg m-3,P
BL0,CO,21/08/2017 00:00,,mg m-3,P
BL0,CO,22/08/2017 00:00,,mg m-3,P
BL0,CO,23/08/2017 00:00,,mg m-3,P
BL0,CO,24/08/2017 00:00,,mg m-3,P
BL0,CO,25/08/2017 00:00,,mg m-3,P
BL0,CO,26/08/2017 00:00,,mg m-3,P
BL0,CO,27/08/2017 00:00,,mg m-3,P
BL0,CO,28/08/2017 00:00,,mg m-3,P
BL0,CO,29/08/2017 00:00,,mg m-3,P
BL0,CO,30/08/2017 00:00,,mg m-3,P
BL0,CO,31/08/2017 00:00,,mg m-3,P
BL0,CO,01/09/2017 00:00,,mg m-3,P
BL0,CO,02/09/2017 00:00,,mg m-3,P
BL0,CO,03/09/2017 00:00,,mg m-3,P
BL0,CO,04/09/2017 00:00,,mg m-3,P
BL0,CO,05/09/2017 00:00,,mg m-3,P
BL0,CO,06/09/2017 00:00,,mg m-3,P
BL0,CO,07/09/2017 00:00,,mg m-3,P
BL0,CO,08/09/2017 00:00,,mg m-3,P
BL0,CO,09/09/2017 00:00,,mg m-3,P
BL0,CO,10/09/2017 00:00,,mg m-3,P
BL0,CO,11/09/2017 00:00,,mg m-3,P
BL0,CO,12/09/2017 00:00,,mg m-3,P
BL0,CO,13/09/2017 00:00,,mg m-3,P
BL0,CO,14/09/2017 00:00,,mg m-3,P
BL0,CO,15/09/2017 00:00,,mg m-3,P
BL0,CO,16/09/2017 00:00,,mg m-3,P
BL0,CO,17/09/2017 00:00,,mg m-3,P
BL0,CO,18/09/2017 00:00,,mg m-3,P
BL0,CO,19/09/2017 00:00,,mg m-3,P
BL0,CO,20/09/2017 00:00,,mg m-3,P
BL0,CO,21/09/2017 00:00,,mg m-3,P
BL0,CO,22/09/2017 00:00,,mg m-3,P
BL0,CO,23/09/2017 00:00,,mg m-3,P
BL0,CO,24/09/2017 00:00,,mg m-3,P
BL0,CO,25/09/2017 00:00,,mg m-3,P
BL0,CO,26/09/2017 00:00,,mg m-3,P
BL0,CO,27/09/2017 00:00,,mg m-3,P
BL0,CO,28/09/2017 00:00,,mg m-3,P
BL0,CO,29/09/2017 00:00,,mg m-3,P
BL0,CO,30/09/2017 00:00,,mg m-3,P
BL0,CO,01/10/2017 00:00,,mg m-3,P
BL0,CO,02/10/2017 00:00,,mg m-3,P
BL0,CO,03/10/2017 00:00,,mg m-3,P
BL0,CO,04/10/2017 00:00,,mg m-3,P
BL0,CO,05/10/2017 00:00,,mg m-3,P
BL0,CO,06/10/2017 00:00,,mg m-3,P
BL0,CO,07/10/2017 00:00,,mg m-3,P
BL0,CO,08/10/2017 00:00,,mg m-3,P
BL0,CO,09/10/2017 00:00,,mg m-3,P
BL0,CO,10/10/2017 00:00,,mg m-3,P
BL0,CO,11/10/2017 00:00,,mg m-3,P
BL0,CO,12/10/2017 00:00,,mg m-3,P
BL0,CO,13/10/2017 00:00,,mg m-3,P
BL0,CO,14/10/2017 00:00,,mg m-3,P
BL0,CO,15/10/2017 00:00,,mg m-3,P
BL0,CO,16/10/2017 00:00,,mg m-3,P
BL0,CO,17/10/2017 00:00,,mg m-3,P
BL0,CO,18/10/2017 00:00,,mg m-3,P
BL0,CO,19/10/2017 00:00,,mg m-3,P
BL0,CO,20/10/2017 00:00,,mg m-3,P
BL0,CO,21/10/2017 00:00,,mg m-3,P
BL0,CO,22/10/2017 00:00,,mg m-3,P
BL0,CO,23/10/2017 00:00,,mg m-3,P
BL0,CO,24/10/2017 00:00,,mg m-3,P
BL0,CO,25/10/2017 00:00,,mg m-3,P
BL0,CO,26/10/2017 00:00,,mg m-3,P
BL0,CO,27/10/2017 00:00,,mg m-3,P
BL0,CO,28/10/2017 00:00,,mg m-3,P
BL0,CO,29/10/2017 00:00,,mg m-3,P
BL0,CO,30/10/2017 00:00,,mg m-3,P
BL0,CO,31/10/2017 00:00,,mg m-3,P
BL0,CO,01/11/2017 00:00,,mg m-3,P
BL0,CO,02/11/2017 00:00,,mg m-3,P
BL0,CO,03/11/2017 00:00,,mg m-3,P
BL0,CO,04/11/2017 00:00,,mg m-3,P
BL0,CO,05/11/2017 00:00,,mg m-3,P
BL0,CO,06/11/2017 00:00,,mg m-3,P
BL0,CO,07/11/2017 00:00,,mg m-3,P
BL0,CO,08/11/2017 00:00,,mg m-3,P
BL0,CO,09/11/2017 00:00,,mg m-3,P
BL0,CO,10/11/2017 00:00,,mg m-3,P
BL0,CO,11/11/2017 00:00,,mg m-3,P
BL0,CO,12/11/2017 00:00,,mg m-3,P
BL0,CO,13/11/2017 00:00,,mg m-3,P
BL0,CO,14/11/2017 00:00,,mg m-3,P
BL0,CO,15/11/2017 00:00,,mg m-3,P
BL0,CO,16/11/2017 00:00,,mg m-3,P
BL0,CO,17/11/2017 00:00,,mg m-3,P
BL0,CO,18/11/2017 00:00,,mg m-3,P
BL0,CO,19/11/2017 00:00,,mg m-3,P
BL0,CO,20/11/2017 00:00,,mg m-3,P
BL0,CO,21/11/2017 00:00,,mg m-3,P
BL0,CO,22/11/2017 00:00,,mg m-3,P
BL0,CO,23/11/2017 00:00,,mg m-3,P
BL0,CO,24/11/2017 00:00,,mg m-3,P
BL0,CO,25/11/2017 00:00,,mg m-3,P
BL0,CO,26/11/2017 00:00,,mg m-3,P
BL0,CO,27/11/2017 00:00,,mg m-3,P
BL0,CO,28/11/2017 00:00,,mg m-3,P
BL0,CO,29/11/2017 00:00,,mg m-3,P
BL0,CO,30/11/2017 00:00,,mg m-3,P
BL0,CO,01/12/2017 00:00,,mg m-3,P
BL0,CO,02/12/2017 00:00,,mg m-3,P
BL0,CO,03/12/2017 00:00,,mg m-3,P
BL0,CO,04/12/2017 00:00,,mg m-3,P
BL0,CO,05/12/2017 00:00,,mg m-3,P
BL0,CO,06/12/2017 00:00,,mg m-3,P
BL0,CO,07/12/2017 00:00,,mg m-3,P
BL0,CO,08/12/2017 00:00,,mg m-3,P
BL0,CO,09/12/2017 00:00,,mg m-3,P
BL0,CO,10/12/2017 00:00,,mg m-3,P
BL0,CO,11/12/2017 00:00,,mg m-3,P
BL0,CO,12/12/2017 00:00,,mg m-3,P
BL0,CO,13/12/2017 00:00,,mg m-3,P
BL0,CO,14/12/2017 00:00,,mg m-3,P
BL0,CO,15/12/2017 00:00,,mg m-3,P
BL0,CO,16/12/2017 00:00,,mg m-3,P
BL0,CO,17/12/2017 00:00,,mg m-3,P
BL0,CO,18/12/2017 00:00,,mg m-3,P
BL0,CO,19/12/2017 00:00,,mg m-3,P
BL0,CO,20/12/2017 00:00,,mg m-3,P
BL0,CO,21/12/2017 00:00,,mg m-3,P
BL0,CO,22/12/2017 00:00,,mg m-3,P
BL0,CO,23/12/2017 00:00,,mg m-3,P
BL0,CO,24/12/2017 00:00,,mg m-3,P
BL0,CO,25/12/2017 00:00,,mg m-3,P
BL0,CO,26/12/2017 00:00,,mg m-3,P
BL0,CO,27/12/2017 00:00,,mg m-3,P
BL0,CO,28/12/2017 00:00,,mg m-3,P
BL0,CO,29/12/2017 00:00,,mg m-3,P
BL0,CO,30/12/2017 00:00,,mg m-3,P
BL0,CO,31/12/2017 00:00,,mg m-3,P
BL0,NO,01/01/2012 00:00,1.3,ug m-3,R
BL0,NO,02/01/2012 00:00,3.4,ug m-3,R
BL0,NO,03/01/2012 00:00,4.1,ug m-3,R
BL0,NO,04/01/2012 00:00,6.6,ug m-3,R
BL0,NO,05/01/2012 00:00,54.3,ug m-3,R
BL0,NO,06/01/2012 00:00,25,ug m-3,R
BL0,NO,07/01/2012 00:00,26.2,ug m-3,R
BL0,NO,08/01/2012 00:00,22.4,ug m-3,R
BL0,NO,09/01/2012 00:00,14.9,ug m-3,R
BL0,NO,10/01/2012 00:00,10.5,ug m-3,R
BL0,NO,11/01/2012 00:00,14,ug m-3,R
BL0,NO,12/01/2012 00:00,47.2,ug m-3,R
BL0,NO,13/01/2012 00:00,70.2,ug m-3,R
BL0,NO,14/01/2012 00:00,92.5,ug m-3,R
BL0,NO,15/01/2012 00:00,58.1,ug m-3,R
BL0,NO,16/01/2012 00:00,103.7,ug m-3,R
BL0,NO,17/01/2012 00:00,105.3,ug m-3,R
BL0,NO,18/01/2012 00:00,18.3,ug m-3,R
BL0,NO,19/01/2012 00:00,22.2,ug m-3,R
BL0,NO,20/01/2012 00:00,20,ug m-3,R
BL0,NO,21/01/2012 00:00,18.5,ug m-3,R
BL0,NO,22/01/2012 00:00,34.8,ug m-3,R
BL0,NO,23/01/2012 00:00,31.3,ug m-3,R
BL0,NO,24/01/2012 00:00,48.7,ug m-3,R
BL0,NO,25/01/2012 00:00,11.7,ug m-3,R
BL0,NO,26/01/2012 00:00,11.4,ug m-3,R
BL0,NO,27/01/2012 00:00,20.7,ug m-3,R
BL0,NO,28/01/2012 00:00,52.9,ug m-3,R
BL0,NO,29/01/2012 00:00,34.2,ug m-3,R
BL0,NO,30/01/2012 00:00,54.8,ug m-3,R
BL0,NO,31/01/2012 00:00,51.5,ug m-3,R
BL0,NO,01/02/2012 00:00,30.9,ug m-3,R
BL0,NO,02/02/2012 00:00,35.5,ug m-3,R
BL0,NO,03/02/2012 00:00,75.8,ug m-3,R
BL0,NO,04/02/2012 00:00,38,ug m-3,R
BL0,NO,05/02/2012 00:00,35.6,ug m-3,R
BL0,NO,06/02/2012 00:00,83.8,ug m-3,R
BL0,NO,07/02/2012 00:00,66.3,ug m-3,R
BL0,NO,08/02/2012 00:00,40.5,ug m-3,R
BL0,NO,09/02/2012 00:00,53,ug m-3,R
BL0,NO,10/02/2012 00:00,54.7,ug m-3,R
BL0,NO,11/02/2012 00:00,65.2,ug m-3,R
BL0,NO,12/02/2012 00:00,95.7,ug m-3,R
BL0,NO,13/02/2012 00:00,75,ug m-3,R
BL0,NO,14/02/2012 00:00,69.9,ug m-3,R
BL0,NO,15/02/2012 00:00,69,ug m-3,R
BL0,NO,16/02/2012 00:00,38.9,ug m-3,R
BL0,NO,17/02/2012 00:00,18.6,ug m-3,R
BL0,NO,18/02/2012 00:00,14.3,ug m-3,R
BL0,NO,19/02/2012 00:00,51.6,ug m-3,R
BL0,NO,20/02/2012 00:00,20.8,ug m-3,R
BL0,NO,21/02/2012 00:00,6.2,ug m-3,R
BL0,NO,22/02/2012 00:00,4.5,ug m-3,R
BL0,NO,23/02/2012 00:00,22.1,ug m-3,R
BL0,NO,24/02/2012 00:00,19.7,ug m-3,R
BL0,NO,25/02/2012 00:00,43.2,ug m-3,R
BL0,NO,26/02/2012 00:00,22.6,ug m-3,R
BL0,NO,27/02/2012 00:00,,ug m-3,R
BL0,NO,28/02/2012 00:00,,ug m-3,R
BL0,NO,29/02/2012 00:00,9.3,ug m-3,R
BL0,NO,01/03/2012 00:00,58.6,ug m-3,R
BL0,NO,02/03/2012 00:00,52.7,ug m-3,R
BL0,NO,03/03/2012 00:00,11.8,ug m-3,R
BL0,NO,04/03/2012 00:00,29.7,ug m-3,R
BL0,NO,05/03/2012 00:00,31.9,ug m-3,R
BL0,NO,06/03/2012 00:00,35.1,ug m-3,R
BL0,NO,07/03/2012 00:00,34.4,ug m-3,R
BL0,NO,08/03/2012 00:00,30.2,ug m-3,R
BL0,NO,09/03/2012 00:00,7.2,ug m-3,R
BL0,NO,10/03/2012 00:00,29.4,ug m-3,R
BL0,NO,11/03/2012 00:00,31.2,ug m-3,R
BL0,NO,12/03/2012 00:00,63.4,ug m-3,R
BL0,NO,13/03/2012 00:00,34.3,ug m-3,R
BL0,NO,14/03/2012 00:00,35.5,ug m-3,R
BL0,NO,15/03/2012 00:00,77.5,ug m-3,R
BL0,NO,16/03/2012 00:00,3.6,ug m-3,R
BL0,NO,17/03/2012 00:00,4.4,ug m-3,R
BL0,NO,18/03/2012 00:00,19.6,ug m-3,R
BL0,NO,19/03/2012 00:00,23.8,ug m-3,R
BL0,NO,20/03/2012 00:00,24.2,ug m-3,R
BL0,NO,21/03/2012 00:00,22.8,ug m-3,R
BL0,NO,22/03/2012 00:00,42.2,ug m-3,R
BL0,NO,23/03/2012 00:00,74,ug m-3,R
BL0,NO,24/03/2012 00:00,54.2,ug m-3,R
BL0,NO,25/03/2012 00:00,20.1,ug m-3,R
BL0,NO,26/03/2012 00:00,38.7,ug m-3,R
BL0,NO,27/03/2012 00:00,39.5,ug m-3,R
BL0,NO,28/03/2012 00:00,79.7,ug m-3,R
BL0,NO,29/03/2012 00:00,79,ug m-3,R
BL0,NO,30/03/2012 00:00,39.2,ug m-3,R
BL0,NO,31/03/2012 00:00,21.5,ug m-3,R
BL0,NO,01/04/2012 00:00,22.5,ug m-3,R
BL0,NO,02/04/2012 00:00,49,ug m-3,R
BL0,NO,03/04/2012 00:00,17.8,ug m-3,R
BL0,NO,04/04/2012 00:00,16.4,ug m-3,R
BL0,NO,05/04/2012 00:00,21.7,ug m-3,R
BL0,NO,06/04/2012 00:00,34.5,ug m-3,R
BL0,NO,07/04/2012 00:00,24.2,ug m-3,R
BL0,NO,08/04/2012 00:00,8.6,ug m-3,R
BL0,NO,09/04/2012 00:00,1.8,ug m-3,R
BL0,NO,10/04/2012 00:00,6,ug m-3,R
BL0,NO,11/04/2012 00:00,27.6,ug m-3,R
BL0,NO,12/04/2012 00:00,27.8,ug m-3,R
BL0,NO,13/04/2012 00:00,22.3,ug m-3,R
BL0,NO,14/04/2012 00:00,22.5,ug m-3,R
BL0,NO,15/04/2012 00:00,21,ug m-3,R
BL0,NO,16/04/2012 00:00,17,ug m-3,R
BL0,NO,17/04/2012 00:00,7.1,ug m-3,R
BL0,NO,18/04/2012 00:00,11.5,ug m-3,R
BL0,NO,19/04/2012 00:00,18.4,ug m-3,R
BL0,NO,20/04/2012 00:00,12.2,ug m-3,R
BL0,NO,21/04/2012 00:00,9.2,ug m-3,R
BL0,NO,22/04/2012 00:00,2.9,ug m-3,R
BL0,NO,23/04/2012 00:00,12.9,ug m-3,R
BL0,NO,24/04/2012 00:00,20.8,ug m-3,R
BL0,NO,25/04/2012 00:00,9.1,ug m-3,R
BL0,NO,26/04/2012 00:00,4,ug m-3,R
BL0,NO,27/04/2012 00:00,12.6,ug m-3,R
BL0,NO,28/04/2012 00:00,19.9,ug m-3,R
BL0,NO,29/04/2012 00:00,9.1,ug m-3,R
BL0,NO,30/04/2012 00:00,9.9,ug m-3,R
BL0,NO,01/05/2012 00:00,29,ug m-3,R
BL0,NO,02/05/2012 00:00,44.8,ug m-3,R
BL0,NO,03/05/2012 00:00,44.7,ug m-3,R
BL0,NO,04/05/2012 00:00,35.6,ug m-3,R
BL0,NO,05/05/2012 00:00,19.6,ug m-3,R
