Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,CO,15/04/2012 00:00,0.2,mg m-3,R
BL0,CO,16/04/2012 00:00,0.2,mg m-3,R
BL0,CO,17/04/2012 00:00,0.2,mg m-3,R
BL0,CO,18/04/2012 00:00,0.2,mg m-3,R
BL0,CO,19/04/2012 00:00,0.3,mg m-3,R
BL0,CO,20/04/2012 00:00,0.2,mg m-3,R
BL0,CO,21/04/2012 00:00,0.2,mg m-3,R
BL0,CO,22/04/2012 00:00,0.2,mg m-3,R
BL0,CO,23/04/2012 00:00,0.2,mg m-3,R
BL0,CO,24/04/2012 00:00,0.2,mg m-3,R
BL0,CO,25/04/2012 00:00,0.2,mg m-3,R
BL0,CO,26/04/2012 00:00,0.2,mg m-3,R
BL0,CO,27/04/2012 00:00,0.2,mg m-3,R
BL0,CO,28/04/2012 00:00,0.2,mg m-3,R
BL0,CO,29/04/2012 00:00,0.2,mg m-3,R
BL0,CO,30/04/2012 00:00,0.2,mg m-3,R
BL0,CO,01/05/2012 00:00,0.2,mg m-3,R
BL0,CO,02/05/2012 00:00,0.2,mg m-3,R
BL0,CO,03/05/2012 00:00,0.2,mg m-3,R
BL0,CO,04/05/2012 00:00,0.2,mg m-3,R
BL0,CO,05/05/2012 00:00,0.2,mg m-3,R
BL0,CO,06/05/2012 00:00,0.2,mg m-3,R
BL0,CO,07/05/2012 00:00,0.2,mg m-3,R
BL0,CO,08/05/2012 00:00,0.1,mg m-3,R
BL0,CO,09/05/2012 00:00,0.2,mg m-3,R
BL0,CO,10/05/2012 00:00,0.2,mg m-3,R
BL0,CO,11/05/2012 00:00,0.2,mg m-3,R
BL0,CO,12/05/2012 00:00,0.1,mg m-3,R
BL0,CO,13/05/2012 00:00,0.2,mg m-3,R
BL0,CO,14/05/2012 00:00,0.2,mg m-3,R
BL0,CO,15/05/2012 00:00,0.2,mg m-3,R
BL0,CO,16/05/2012 00:00,,mg m-3,R
BL0,CO,17/05/2012 00:00,0.2,mg m-3,R
BL0,CO,18/05/2012 00:00,0.2,mg m-3,R
BL0,CO,19/05/2012 00:00,0.2,mg m-3,R
BL0,CO,20/05/2012 00:00,0.2,mg m-3,R
BL0,CO,21/05/2012 00:00,0.2,mg m-3,R
BL0,CO,22/05/2012 00:00,0.2,mg m-3,R
BL0,CO,23/05/2012 00:00,0.2,mg m-3,R
BL0,CO,24/05/2012 00:00,0.3,mg m-3,R
BL0,CO,25/05/2012 00:00,0.2,mg m-3,R
BL0,CO,26/05/2012 00:00,0.2,mg m-3,R
BL0,CO,27/05/2012 00:00,0.2,mg m-3,R
BL0,CO,28/05/2012 00:00,0.3,mg m-3,R
BL0,CO,29/05/2012 00:00,0.2,mg m-3,R
BL0,CO,30/05/2012 00:00,0.2,mg m-3,R
BL0,CO,31/05/2012 00:00,0.2,mg m-3,R
BL0,CO,01/06/2012 00:00,0.2,mg m-3,R
BL0,CO,02/06/2012 00:00,0.1,mg m-3,R
BL0,CO,03/06/2012 00:00,0.2,mg m-3,R
BL0,CO,04/06/2012 00:00,0.1,mg m-3,R
BL0,CO,05/06/2012 00:00,0.2,mg m-3,R
BL0,CO,06/06/2012 00:00,0.2,mg m-3,R
BL0,CO,07/06/2012 00:00,0.2,mg m-3,R
BL0,CO,08/06/2012 00:00,0.2,mg m-3,R
BL0,CO,09/06/2012 00:00,0.1,mg m-3,R
BL0,CO,10/06/2012 00:00,0.1,mg m-3,R
BL0,CO,11/06/2012 00:00,0.3,mg m-3,R
BL0,CO,12/06/2012 00:00,0.2,mg m-3,R
BL0,CO,13/06/2012 00:00,0.2,mg m-3,R
BL0,CO,14/06/2012 00:00,0.2,mg m-3,R
BL0,CO,15/06/2012 00:00,0.1,mg m-3,R
BL0,CO,16/06/2012 00:00,0.2,mg m-3,R
BL0,CO,17/06/2012 00:00,0.2,mg m-3,R
BL0,CO,18/06/2012 00:00,0.2,mg m-3,R
BL0,CO,19/06/2012 00:00,0.3,mg m-3,R
BL0,CO,20/06/2012 00:00,0.2,mg m-3,R
BL0,CO,21/06/2012 00:00,0.3,mg m-3,R
BL0,CO,22/06/2012 00:00,0.2,mg m-3,R
BL0,CO,23/06/2012 00:00,0.2,mg m-3,R
BL0,CO,24/06/2012 00:00,0.1,mg m-3,R
BL0,CO,25/06/2012 00:00,0.2,mg m-3,R
BL0,CO,26/06/2012 00:00,0.2,mg m-3,R
BL0,CO,27/06/2012 00:00,0.2,mg m-3,R
BL0,CO,28/06/2012 00:00,0.2,mg m-3,R
BL0,CO,29/06/2012 00:00,0.1,mg m-3,R
BL0,CO,30/06/2012 00:00,0.1,mg m-3,R
BL0,CO,01/07/2012 00:00,0.2,mg m-3,R
BL0,CO,02/07/2012 00:00,0.1,mg m-3,R
BL0,CO,03/07/2012 00:00,0.1,mg m-3,R
BL0,CO,04/07/2012 00:00,0.1,mg m-3,R
BL0,CO,05/07/2012 00:00,0.2,mg m-3,R
BL0,CO,06/07/2012 00:00,0.2,mg m-3,R
BL0,CO,07/07/2012 00:00,0.1,mg m-3,R
BL0,CO,08/07/2012 00:00,0.2,mg m-3,R
BL0,CO,09/07/2012 00:00,0.2,mg m-3,R
BL0,CO,10/07/2012 00:00,0.2,mg m-3,R
