Date,Start hour,Casual hires at terminal
20/11/2015,17,641
20/11/2015,18,604
20/11/2015,19,439
20/11/2015,20,280
20/11/2015,21,190
20/11/2015,22,205
20/11/2015,23,144
21/11/2015,0,69
21/11/2015,1,162
21/11/2015,2,122
21/11/2015,3,86
21/11/2015,4,80
21/11/2015,5,39
21/11/2015,6,37
21/11/2015,7,37
21/11/2015,8,62
21/11/2015,9,145
21/11/2015,10,240
21/11/2015,11,461
21/11/2015,12,599
21/11/2015,13,632
21/11/2015,14,656
21/11/2015,15,566
21/11/2015,16,403
21/11/2015,17,370
21/11/2015,18,274
21/11/2015,19,236
21/11/2015,20,196
21/11/2015,21,163
21/11/2015,22,169
21/11/2015,23,177
22/11/2015,0,171
22/11/2015,1,138
22/11/2015,2,113
22/11/2015,3,98
22/11/2015,4,36
22/11/2015,5,43
22/11/2015,6,32
22/11/2015,7,50
22/11/2015,8,70
22/11/2015,9,194
22/11/2015,10,367
22/11/2015,11,567
22/11/2015,12,727
22/11/2015,13,842
22/11/2015,14,753
22/11/2015,15,615
22/11/2015,16,523
22/11/2015,17,343
22/11/2015,18,275
22/11/2015,19,276
22/11/2015,20,190
22/11/2015,21,159
22/11/2015,22,110
22/11/2015,23,115
23/11/2015,0,65
23/11/2015,1,28
23/11/2015,2,27
23/11/2015,3,20
23/11/2015,4,19
23/11/2015,5,30
23/11/2015,6,82
23/11/2015,7,250
23/11/2015,8,586
23/11/2015,9,423
23/11/2015,10,246
23/11/2015,11,262
23/11/2015,12,307
23/11/2015,13,279
23/11/2015,14,327
23/11/2015,15,291
23/11/2015,16,329
23/11/2015,17,485
23/11/2015,18,549
23/11/2015,19,365
23/11/2015,20,221
23/11/2015,21,166
23/11/2015,22,124
23/11/2015,23,50
24/11/2015,0,46
24/11/2015,1,37
24/11/2015,2,26
24/11/2015,3,14
24/11/2015,4,6
24/11/2015,5,15
24/11/2015,6,53
24/11/2015,7,197
24/11/2015,8,449
24/11/2015,9,337
24/11/2015,10,194
24/11/2015,11,185
24/11/2015,12,183
24/11/2015,13,226
24/11/2015,14,199
24/11/2015,15,293
24/11/2015,16,322
24/11/2015,17,460
24/11/2015,18,514
24/11/2015,19,320
24/11/2015,20,246
24/11/2015,21,178
24/11/2015,22,149
24/11/2015,23,109
25/11/2015,0,87
25/11/2015,1,71
25/11/2015,2,44
25/11/2015,3,11
25/11/2015,4,22
25/11/2015,5,21
25/11/2015,6,93
25/11/2015,7,273
25/11/2015,8,672
25/11/2015,9,362
25/11/2015,10,258
25/11/2015,11,266
25/11/2015,12,310
25/11/2015,13,334
25/11/2015,14,361
25/11/2015,15,387
25/11/2015,16,411
25/11/2015,17,572
25/11/2015,18,669
25/11/2015,19,384
25/11/2015,20,285
25/11/2015,21,264
25/11/2015,22,197
25/11/2015,23,160
26/11/2015,0,96
26/11/2015,1,78
26/11/2015,2,44
26/11/2015,3,25
26/11/2015,4,23
26/11/2015,5,30
26/11/2015,6,83
26/11/2015,7,287
26/11/2015,8,700
26/11/2015,9,477
26/11/2015,10,280
26/11/2015,11,303
26/11/2015,12,369
26/11/2015,13,400
26/11/2015,14,380
26/11/2015,15,450
26/11/2015,16,406
26/11/2015,17,566
26/11/2015,18,545
26/11/2015,19,423
26/11/2015,20,321
26/11/2015,21,244
26/11/2015,22,217
26/11/2015,23,212
27/11/2015,0,143
27/11/2015,1,110
27/11/2015,2,106
27/11/2015,3,55
27/11/2015,4,32
27/11/2015,5,35
27/11/2015,6,98
27/11/2015,7,257
27/11/2015,8,601
27/11/2015,9,455
27/11/2015,10,280
27/11/2015,11,314
27/11/2015,12,442
27/11/2015,13,517
27/11/2015,14,435
27/11/2015,15,469
27/11/2015,16,424
27/11/2015,17,575
27/11/2015,18,577
27/11/2015,19,335
27/11/2015,20,157
27/11/2015,21,124
27/11/2015,22,175
27/11/2015,23,149
28/11/2015,0,168
28/11/2015,1,154
28/11/2015,2,123
28/11/2015,3,95
28/11/2015,4,64
28/11/2015,5,42
28/11/2015,6,57
28/11/2015,7,92
28/11/2015,8,148
28/11/2015,9,342
28/11/2015,10,564
28/11/2015,11,677
28/11/2015,12,821
28/11/2015,13,761
28/11/2015,14,834
28/11/2015,15,785
28/11/2015,16,630
28/11/2015,17,536
28/11/2015,18,346
28/11/2015,19,276
28/11/2015,20,228
28/11/2015,21,237
28/11/2015,22,239
28/11/2015,23,225
29/11/2015,0,310
29/11/2015,1,271
29/11/2015,2,208
29/11/2015,3,135
29/11/2015,4,104
29/11/2015,5,48
29/11/2015,6,46
29/11/2015,7,68
29/11/2015,8,103
29/11/2015,9,195
29/11/2015,10,404
29/11/2015,11,553
29/11/2015,12,424
29/11/2015,13,525
29/11/2015,14,556
29/11/2015,15,561
29/11/2015,16,373
29/11/2015,17,293
29/11/2015,18,152
29/11/2015,19,103
29/11/2015,20,74
29/11/2015,21,97
29/11/2015,22,111
29/11/2015,23,84
30/11/2015,0,112
30/11/2015,1,52
30/11/2015,2,42
30/11/2015,3,12
30/11/2015,4,11
30/11/2015,5,22
30/11/2015,6,65
30/11/2015,7,225
30/11/2015,8,524
30/11/2015,9,346
30/11/2015,10,234
30/11/2015,11,303
30/11/2015,12,285
30/11/2015,13,261
30/11/2015,14,264
30/11/2015,15,289
30/11/2015,16,282
30/11/2015,17,337
30/11/2015,18,511
30/11/2015,19,342
30/11/2015,20,242
30/11/2015,21,151
30/11/2015,22,125
30/11/2015,23,92
01/12/2015,0,50
01/12/2015,1,17
01/12/2015,2,21
01/12/2015,3,17
01/12/2015,4,10
01/12/2015,5,31
01/12/2015,6,88
01/12/2015,7,277
01/12/2015,8,682
01/12/2015,9,419
01/12/2015,10,228
01/12/2015,11,263
01/12/2015,12,322
01/12/2015,13,359
01/12/2015,14,336
01/12/2015,15,386
01/12/2015,16,429
01/12/2015,17,585
01/12/2015,18,700
01/12/2015,19,435
01/12/2015,20,291
01/12/2015,21,214
01/12/2015,22,221
01/12/2015,23,142
02/12/2015,0,113
02/12/2015,1,84
02/12/2015,2,50
02/12/2015,3,32
02/12/2015,4,29
02/12/2015,5,30
02/12/2015,6,100
02/12/2015,7,353
02/12/2015,8,701
02/12/2015,9,470
02/12/2015,10,307
02/12/2015,11,323
02/12/2015,12,366
02/12/2015,13,390
02/12/2015,14,393
02/12/2015,15,439
02/12/2015,16,396
02/12/2015,17,602
02/12/2015,18,702
02/12/2015,19,451
02/12/2015,20,285
02/12/2015,21,273
02/12/2015,22,272
02/12/2015,23,187
03/12/2015,0,17
03/12/2015,1,2
03/12/2015,2,78
03/12/2015,3,46
03/12/2015,4,23
03/12/2015,5,43
03/12/2015,6,87
03/12/2015,7,329
03/12/2015,8,747
03/12/2015,9,531
03/12/2015,10,321
03/12/2015,11,312
03/12/2015,12,378
03/12/2015,13,408
03/12/2015,14,366
03/12/2015,15,440
03/12/2015,16,404
03/12/2015,17,617
03/12/2015,18,661
03/12/2015,19,294
03/12/2015,20,194
03/12/2015,21,160
03/12/2015,22,158
03/12/2015,23,121
04/12/2015,0,90
04/12/2015,1,112
04/12/2015,2,80
04/12/2015,3,46
04/12/2015,4,32
04/12/2015,5,28
04/12/2015,6,92
04/12/2015,7,293
04/12/2015,8,714
04/12/2015,9,522
04/12/2015,10,358
04/12/2015,11,411
04/12/2015,12,496
04/12/2015,13,558
04/12/2015,14,477
04/12/2015,15,500
04/12/2015,16,471
04/12/2015,17,644
04/12/2015,18,619
04/12/2015,19,457
04/12/2015,20,306
04/12/2015,21,281
04/12/2015,22,248
04/12/2015,23,200
05/12/2015,0,281
05/12/2015,1,283
05/12/2015,2,218
05/12/2015,3,118
05/12/2015,4,118
05/12/2015,5,44
05/12/2015,6,53
05/12/2015,7,78
05/12/2015,8,141
05/12/2015,9,262
05/12/2015,10,413
05/12/2015,11,515
05/12/2015,12,738
05/12/2015,13,747
05/12/2015,14,676
05/12/2015,15,709
05/12/2015,16,590
05/12/2015,17,465
05/12/2015,18,460
05/12/2015,19,405
05/12/2015,20,305
05/12/2015,21,275
05/12/2015,22,311
05/12/2015,23,261
06/12/2015,0,272
06/12/2015,1,286
06/12/2015,2,253
06/12/2015,3,162
06/12/2015,4,69
06/12/2015,5,58
06/12/2015,6,55
06/12/2015,7,52
06/12/2015,8,87
06/12/2015,9,252
06/12/2015,10,393
06/12/2015,11,675
06/12/2015,12,797
06/12/2015,13,823
06/12/2015,14,836
06/12/2015,15,875
06/12/2015,16,614
06/12/2015,17,496
06/12/2015,18,479
06/12/2015,19,260
06/12/2015,20,237
06/12/2015,21,194
06/12/2015,22,178
06/12/2015,23,129
07/12/2015,0,84
07/12/2015,1,65
07/12/2015,2,47
07/12/2015,3,21
07/12/2015,4,16
07/12/2015,5,34
07/12/2015,6,94
07/12/2015,7,276
07/12/2015,8,622
07/12/2015,9,317
07/12/2015,10,285
07/12/2015,11,287
07/12/2015,12,359
07/12/2015,13,367
07/12/2015,14,369
07/12/2015,15,426
07/12/2015,16,448
07/12/2015,17,566
07/12/2015,18,641
07/12/2015,19,473
07/12/2015,20,322
07/12/2015,21,232
07/12/2015,22,218
07/12/2015,23,140
08/12/2015,0,124
08/12/2015,1,78
08/12/2015,2,29
08/12/2015,3,30
08/12/2015,4,9
08/12/2015,5,23
08/12/2015,6,82
08/12/2015,7,279
08/12/2015,8,504
08/12/2015,9,304
08/12/2015,10,218
08/12/2015,11,227
08/12/2015,12,262
08/12/2015,13,359
08/12/2015,14,395
08/12/2015,15,377
08/12/2015,16,376
08/12/2015,17,577
08/12/2015,18,616
08/12/2015,19,388
08/12/2015,20,284
08/12/2015,21,204
08/12/2015,22,192
08/12/2015,23,156
09/12/2015,0,90
09/12/2015,1,87
09/12/2015,2,63
09/12/2015,3,45
09/12/2015,4,24
09/12/2015,5,27
09/12/2015,6,96
09/12/2015,7,301
09/12/2015,8,733
09/12/2015,9,479
09/12/2015,10,301
09/12/2015,11,340
09/12/2015,12,379
09/12/2015,13,483
09/12/2015,14,450
09/12/2015,15,489
09/12/2015,16,480
09/12/2015,17,594
09/12/2015,18,655
09/12/2015,19,466
09/12/2015,20,265
09/12/2015,21,260
09/12/2015,22,224
09/12/2015,23,212
10/12/2015,0,189
10/12/2015,1,128
10/12/2015,2,68
10/12/2015,3,39
10/12/2015,4,26
10/12/2015,5,36
10/12/2015,6,99
10/12/2015,7,309
10/12/2015,8,728
10/12/2015,9,484
10/12/2015,10,266
10/12/2015,11,194
10/12/2015,12,285
10/12/2015,13,330
10/12/2015,14,297
10/12/2015,15,370
10/12/2015,16,397
10/12/2015,17,535
10/12/2015,18,439
10/12/2015,19,273
10/12/2015,20,128
10/12/2015,21,71
10/12/2015,22,74
10/12/2015,23,117
11/12/2015,0,173
11/12/2015,1,167
11/12/2015,2,88
11/12/2015,3,50
11/12/2015,4,51
11/12/2015,5,51
11/12/2015,6,90
11/12/2015,7,257
11/12/2015,8,615
11/12/2015,9,424
11/12/2015,10,303
11/12/2015,11,332
11/12/2015,12,390
11/12/2015,13,370
11/12/2015,14,301
11/12/2015,15,292
11/12/2015,16,365
11/12/2015,17,500
11/12/2015,18,487
11/12/2015,19,360
11/12/2015,20,243
11/12/2015,21,231
11/12/2015,22,249
11/12/2015,23,203
12/12/2015,0,289
12/12/2015,1,322
12/12/2015,2,258
12/12/2015,3,171
12/12/2015,4,119
12/12/2015,5,75
12/12/2015,6,45
12/12/2015,7,86
12/12/2015,8,145
12/12/2015,9,272
12/12/2015,10,424
12/12/2015,11,482
12/12/2015,12,641
12/12/2015,13,711
12/12/2015,14,721
12/12/2015,15,688
12/12/2015,16,493
12/12/2015,17,466
12/12/2015,18,418
12/12/2015,19,383
12/12/2015,20,360
12/12/2015,21,287
12/12/2015,22,273
12/12/2015,23,268
13/12/2015,0,229
13/12/2015,1,187
13/12/2015,2,131
13/12/2015,3,105
13/12/2015,4,58
13/12/2015,5,31
13/12/2015,6,49
13/12/2015,7,44
13/12/2015,8,57
13/12/2015,9,124
13/12/2015,10,278
13/12/2015,11,349
13/12/2015,12,501
13/12/2015,13,564
13/12/2015,14,585
13/12/2015,15,565
13/12/2015,16,439
13/12/2015,17,363
13/12/2015,18,383
13/12/2015,19,268
13/12/2015,20,227
13/12/2015,21,174
13/12/2015,22,196
13/12/2015,23,144
14/12/2015,0,113
14/12/2015,1,53
14/12/2015,2,36
14/12/2015,3,33
14/12/2015,4,18
14/12/2015,5,27
14/12/2015,6,73
14/12/2015,7,240
14/12/2015,8,574
14/12/2015,9,401
14/12/2015,10,229
14/12/2015,11,270
14/12/2015,12,331
14/12/2015,13,358
14/12/2015,14,393
14/12/2015,15,399
14/12/2015,16,311
14/12/2015,17,514
14/12/2015,18,583
14/12/2015,19,436
14/12/2015,20,283
14/12/2015,21,92
14/12/2015,23,55
15/12/2015,0,79
15/12/2015,1,59
15/12/2015,2,51
15/12/2015,3,20
15/12/2015,4,15
15/12/2015,5,26
15/12/2015,6,96
15/12/2015,7,268
15/12/2015,8,580
15/12/2015,9,383
15/12/2015,10,265
15/12/2015,11,252
15/12/2015,12,336
15/12/2015,13,292
15/12/2015,14,353
15/12/2015,15,267
15/12/2015,16,191
15/12/2015,17,213
15/12/2015,18,313
15/12/2015,19,183
15/12/2015,20,170
15/12/2015,21,148
15/12/2015,22,164
15/12/2015,23,161
16/12/2015,0,109
16/12/2015,1,74
16/12/2015,2,42
16/12/2015,3,43
16/12/2015,4,29
16/12/2015,5,20
16/12/2015,6,113
16/12/2015,7,264
16/12/2015,8,654
16/12/2015,9,430
16/12/2015,10,281
16/12/2015,11,275
16/12/2015,12,290
16/12/2015,13,352
16/12/2015,14,335
16/12/2015,15,416
16/12/2015,16,399
16/12/2015,17,543
16/12/2015,18,696
16/12/2015,19,459
16/12/2015,20,325
16/12/2015,21,255
16/12/2015,22,272
16/12/2015,23,227
17/12/2015,0,219
17/12/2015,1,156
17/12/2015,2,144
17/12/2015,3,77
17/12/2015,4,36
17/12/2015,5,32
17/12/2015,6,90
17/12/2015,7,295
17/12/2015,8,672
17/12/2015,9,497
17/12/2015,10,316
17/12/2015,11,313
17/12/2015,12,399
17/12/2015,13,443
17/12/2015,14,434
17/12/2015,15,456
17/12/2015,16,335
17/12/2015,17,446
17/12/2015,18,492
17/12/2015,19,409
17/12/2015,20,286
17/12/2015,21,242
17/12/2015,22,235
17/12/2015,23,251
18/12/2015,0,231
18/12/2015,1,218
18/12/2015,2,168
18/12/2015,3,115
18/12/2015,4,79
18/12/2015,5,49
18/12/2015,6,100
18/12/2015,7,246
18/12/2015,8,614
18/12/2015,9,465
18/12/2015,10,340
18/12/2015,11,414
18/12/2015,12,507
18/12/2015,13,533
18/12/2015,14,527
18/12/2015,15,507
18/12/2015,16,540
18/12/2015,17,595
18/12/2015,18,608
18/12/2015,19,475
18/12/2015,20,329
18/12/2015,21,312
18/12/2015,22,309
18/12/2015,23,315
19/12/2015,0,252
19/12/2015,1,367
19/12/2015,2,308
19/12/2015,3,231
19/12/2015,4,128
19/12/2015,5,72
19/12/2015,6,56
19/12/2015,7,83
19/12/2015,8,144
19/12/2015,9,267
19/12/2015,10,505
19/12/2015,11,670
19/12/2015,12,826
19/12/2015,13,928
19/12/2015,14,971
19/12/2015,15,992
19/12/2015,16,734
19/12/2015,17,661
19/12/2015,18,544
19/12/2015,19,427
19/12/2015,20,372
19/12/2015,21,319
19/12/2015,22,382
19/12/2015,23,290
20/12/2015,0,375
20/12/2015,1,303
20/12/2015,2,260
20/12/2015,3,209
20/12/2015,4,124
20/12/2015,5,97
20/12/2015,6,84
20/12/2015,7,74
20/12/2015,8,118
20/12/2015,9,265
20/12/2015,10,433
20/12/2015,11,525
20/12/2015,12,675
20/12/2015,13,741
20/12/2015,14,789
20/12/2015,15,388
20/12/2015,16,337
20/12/2015,17,243
20/12/2015,18,312
20/12/2015,19,230
20/12/2015,20,220
20/12/2015,21,195
20/12/2015,22,192
20/12/2015,23,171
21/12/2015,0,141
21/12/2015,1,97
21/12/2015,2,47
21/12/2015,3,32
21/12/2015,4,24
21/12/2015,5,25
21/12/2015,6,46
21/12/2015,7,168
21/12/2015,8,436
21/12/2015,9,420
21/12/2015,10,391
21/12/2015,11,402
21/12/2015,12,249
21/12/2015,13,221
21/12/2015,14,206
21/12/2015,15,223
21/12/2015,16,261
21/12/2015,17,414
21/12/2015,18,415
21/12/2015,19,284
21/12/2015,20,222
21/12/2015,21,165
21/12/2015,22,229
21/12/2015,23,171
22/12/2015,0,113
22/12/2015,1,67
22/12/2015,2,65
22/12/2015,3,28
22/12/2015,4,34
22/12/2015,5,20
22/12/2015,6,52
22/12/2015,7,133
22/12/2015,8,370
22/12/2015,9,284
22/12/2015,10,311
22/12/2015,11,295
22/12/2015,12,364
22/12/2015,13,382
22/12/2015,14,426
22/12/2015,15,436
22/12/2015,16,442
22/12/2015,17,449
22/12/2015,18,358
22/12/2015,19,248
22/12/2015,20,168
22/12/2015,21,70
22/12/2015,22,74
22/12/2015,23,73
23/12/2015,0,90
23/12/2015,1,67
23/12/2015,2,73
23/12/2015,3,32
23/12/2015,4,36
23/12/2015,5,18
23/12/2015,6,52
23/12/2015,7,140
23/12/2015,8,285
23/12/2015,9,301
23/12/2015,10,359
23/12/2015,11,442
23/12/2015,12,520
23/12/2015,13,575
23/12/2015,14,625
23/12/2015,15,611
23/12/2015,16,513
23/12/2015,17,467
23/12/2015,18,403
23/12/2015,19,338
23/12/2015,20,234
23/12/2015,21,217
23/12/2015,22,235
23/12/2015,23,172
24/12/2015,0,120
24/12/2015,1,126
24/12/2015,2,76
24/12/2015,3,65
24/12/2015,4,50
24/12/2015,5,30
24/12/2015,6,44
24/12/2015,7,76
24/12/2015,8,168
24/12/2015,9,207
24/12/2015,10,173
24/12/2015,11,94
24/12/2015,12,113
24/12/2015,13,263
24/12/2015,14,334
24/12/2015,15,344
24/12/2015,16,268
24/12/2015,17,227
24/12/2015,18,192
24/12/2015,19,181
24/12/2015,20,145
24/12/2015,21,157
24/12/2015,22,166
24/12/2015,23,150
25/12/2015,0,185
25/12/2015,1,283
25/12/2015,2,137
25/12/2015,3,92
25/12/2015,4,61
25/12/2015,5,61
25/12/2015,6,104
25/12/2015,7,153
25/12/2015,8,258
25/12/2015,9,667
25/12/2015,10,881
25/12/2015,11,1303
25/12/2015,12,2028
25/12/2015,13,2194
25/12/2015,14,2053
25/12/2015,15,2004
25/12/2015,16,1861
25/12/2015,17,1562
25/12/2015,18,1165
25/12/2015,19,954
25/12/2015,20,790
25/12/2015,21,754
25/12/2015,22,561
25/12/2015,23,384
26/12/2015,0,300
26/12/2015,1,192
26/12/2015,2,124
26/12/2015,3,75
26/12/2015,4,41
26/12/2015,5,49
26/12/2015,6,84
26/12/2015,7,107
26/12/2015,8,193
26/12/2015,9,325
26/12/2015,10,506
26/12/2015,11,636
26/12/2015,12,666
26/12/2015,13,686
26/12/2015,14,687
26/12/2015,15,613
26/12/2015,16,496
26/12/2015,17,404
26/12/2015,18,387
26/12/2015,19,294
26/12/2015,20,268
26/12/2015,21,273
26/12/2015,22,317
26/12/2015,23,178
27/12/2015,0,159
27/12/2015,1,132
27/12/2015,2,90
27/12/2015,3,73
27/12/2015,4,36
27/12/2015,5,42
27/12/2015,6,40
27/12/2015,7,35
27/12/2015,8,91
27/12/2015,9,173
27/12/2015,10,328
27/12/2015,11,423
27/12/2015,12,468
27/12/2015,13,523
27/12/2015,14,661
27/12/2015,15,602
27/12/2015,16,508
27/12/2015,17,433
27/12/2015,18,390
27/12/2015,19,374
27/12/2015,20,357
27/12/2015,21,295
27/12/2015,22,298
27/12/2015,23,210
28/12/2015,0,191
28/12/2015,1,126
28/12/2015,2,91
28/12/2015,3,83
28/12/2015,4,60
28/12/2015,5,30
28/12/2015,6,26
28/12/2015,7,57
28/12/2015,8,122
28/12/2015,9,259
28/12/2015,10,499
28/12/2015,11,774
28/12/2015,12,965
28/12/2015,13,1131
28/12/2015,14,1056
28/12/2015,15,944
28/12/2015,16,705
28/12/2015,17,505
28/12/2015,18,452
28/12/2015,19,341
28/12/2015,20,364
28/12/2015,21,307
28/12/2015,22,267
28/12/2015,23,211
29/12/2015,0,115
29/12/2015,1,68
29/12/2015,2,77
29/12/2015,3,30
29/12/2015,4,22
29/12/2015,5,20
29/12/2015,6,37
29/12/2015,7,77
29/12/2015,8,176
29/12/2015,9,283
29/12/2015,10,442
29/12/2015,11,593
29/12/2015,12,731
29/12/2015,13,951
29/12/2015,14,951
29/12/2015,15,887
29/12/2015,16,675
29/12/2015,17,533
29/12/2015,18,460
29/12/2015,19,365
29/12/2015,20,294
29/12/2015,21,308
29/12/2015,22,330
29/12/2015,23,189
30/12/2015,0,154
30/12/2015,1,114
30/12/2015,2,70
30/12/2015,3,46
30/12/2015,4,22
30/12/2015,5,20
30/12/2015,6,36
30/12/2015,7,91
30/12/2015,8,193
30/12/2015,9,265
30/12/2015,10,443
30/12/2015,11,473
30/12/2015,12,624
30/12/2015,13,632
30/12/2015,14,523
30/12/2015,15,558
30/12/2015,16,475
30/12/2015,17,434
30/12/2015,18,317
30/12/2015,19,115
30/12/2015,20,59
30/12/2015,21,74
30/12/2015,22,86
30/12/2015,23,58
31/12/2015,0,66
31/12/2015,1,46
31/12/2015,2,59
31/12/2015,3,41
31/12/2015,4,28
31/12/2015,5,20
31/12/2015,6,35
31/12/2015,7,68
31/12/2015,8,181
31/12/2015,9,257
31/12/2015,10,418
31/12/2015,11,670
31/12/2015,12,829
31/12/2015,13,941
31/12/2015,14,886
31/12/2015,15,790
31/12/2015,16,609
31/12/2015,17,226
31/12/2015,18,184
31/12/2015,19,203
31/12/2015,20,166
31/12/2015,21,279
31/12/2015,22,386
31/12/2015,23,504
01/01/2016,0,677
01/01/2016,1,534
01/01/2016,2,292
01/01/2016,3,218
01/01/2016,4,176
01/01/2016,5,118
01/01/2016,6,90
01/01/2016,7,58
01/01/2016,8,76
01/01/2016,9,91
01/01/2016,10,241
01/01/2016,11,432
01/01/2016,12,542
01/01/2016,13,654
01/01/2016,14,672
01/01/2016,15,418
01/01/2016,16,331
01/01/2016,17,285
01/01/2016,18,278
01/01/2016,19,211
01/01/2016,20,193
01/01/2016,21,177
01/01/2016,22,154
01/01/2016,23,88
02/01/2016,0,75
02/01/2016,1,43
02/01/2016,2,42
02/01/2016,3,38
02/01/2016,4,32
02/01/2016,5,16
02/01/2016,6,19
02/01/2016,7,32
02/01/2016,8,67
02/01/2016,9,184
02/01/2016,10,271
02/01/2016,11,324
02/01/2016,12,455
02/01/2016,13,387
02/01/2016,14,292
02/01/2016,15,241
02/01/2016,16,179
02/01/2016,17,157
02/01/2016,18,142
02/01/2016,19,160
02/01/2016,20,149
02/01/2016,21,134
02/01/2016,22,144
02/01/2016,23,153
03/01/2016,0,98
03/01/2016,1,73
03/01/2016,2,54
03/01/2016,3,54
03/01/2016,4,31
03/01/2016,5,18
03/01/2016,6,28
03/01/2016,7,45
03/01/2016,8,54
03/01/2016,9,117
03/01/2016,10,182
03/01/2016,11,169
03/01/2016,12,89
03/01/2016,13,65
03/01/2016,14,54
03/01/2016,15,109
03/01/2016,16,151
03/01/2016,17,131
03/01/2016,18,161
03/01/2016,19,113
03/01/2016,20,98
03/01/2016,21,113
03/01/2016,22,91
03/01/2016,23,86
04/01/2016,0,54
04/01/2016,1,50
04/01/2016,2,27
04/01/2016,3,16
04/01/2016,4,20
04/01/2016,5,33
04/01/2016,6,77
04/01/2016,7,204
04/01/2016,8,398
04/01/2016,9,263
04/01/2016,10,236
04/01/2016,11,273
04/01/2016,12,301
04/01/2016,13,346
04/01/2016,14,347
04/01/2016,15,377
04/01/2016,16,363
04/01/2016,17,481
04/01/2016,18,492
04/01/2016,19,306
04/01/2016,20,190
04/01/2016,21,160
04/01/2016,22,133
04/01/2016,23,92
05/01/2016,0,63
05/01/2016,1,40
05/01/2016,2,34
05/01/2016,3,18
05/01/2016,4,24
05/01/2016,5,21
05/01/2016,6,78
05/01/2016,7,242
05/01/2016,8,506
05/01/2016,9,319
05/01/2016,10,218
05/01/2016,11,259
05/01/2016,12,273
05/01/2016,13,319
05/01/2016,14,315
05/01/2016,15,321
05/01/2016,16,423
05/01/2016,17,504
05/01/2016,18,520
05/01/2016,19,343
05/01/2016,20,216
05/01/2016,21,195
05/01/2016,22,161
05/01/2016,23,95
06/01/2016,0,64
06/01/2016,1,71
06/01/2016,2,26
06/01/2016,3,17
06/01/2016,4,7
06/01/2016,5,23
06/01/2016,6,77
06/01/2016,7,240
06/01/2016,8,526
06/01/2016,9,341
06/01/2016,10,222
06/01/2016,11,214
06/01/2016,12,220
06/01/2016,13,250
06/01/2016,14,309
06/01/2016,15,284
06/01/2016,16,311
06/01/2016,17,494
06/01/2016,18,527
06/01/2016,19,375
06/01/2016,20,240
06/01/2016,21,187
06/01/2016,22,164
06/01/2016,23,130
07/01/2016,0,69
07/01/2016,1,63
07/01/2016,2,24
07/01/2016,3,28
07/01/2016,4,17
07/01/2016,5,16
07/01/2016,6,28
07/01/2016,7,98
07/01/2016,8,332
07/01/2016,9,248
07/01/2016,10,143
07/01/2016,11,68
07/01/2016,12,91
07/01/2016,13,175
07/01/2016,14,246
07/01/2016,15,309
07/01/2016,16,308
07/01/2016,17,422
07/01/2016,18,484
07/01/2016,19,288
07/01/2016,20,193
07/01/2016,21,166
07/01/2016,22,134
07/01/2016,23,95
08/01/2016,0,58
08/01/2016,1,53
08/01/2016,2,49
08/01/2016,3,27
08/01/2016,4,18
08/01/2016,5,26
08/01/2016,6,83
08/01/2016,7,219
08/01/2016,8,512
08/01/2016,9,314
08/01/2016,10,191
08/01/2016,11,189
08/01/2016,12,255
08/01/2016,13,278
08/01/2016,14,265
08/01/2016,15,308
08/01/2016,16,343
08/01/2016,17,338
08/01/2016,18,370
08/01/2016,19,266
08/01/2016,20,225
08/01/2016,21,164
08/01/2016,22,171
08/01/2016,23,201
09/01/2016,0,150
09/01/2016,1,134
09/01/2016,2,80
09/01/2016,3,84
09/01/2016,4,36
09/01/2016,5,26
09/01/2016,6,42
09/01/2016,7,59
09/01/2016,8,127
09/01/2016,9,246
09/01/2016,10,370
09/01/2016,11,476
09/01/2016,12,534
09/01/2016,13,559
09/01/2016,14,623
09/01/2016,15,579
09/01/2016,16,393
09/01/2016,17,104
09/01/2016,18,187
09/01/2016,19,155
09/01/2016,20,142
09/01/2016,21,35
09/01/2016,22,93
09/01/2016,23,75
10/01/2016,0,92
10/01/2016,1,123
10/01/2016,2,95
10/01/2016,3,52
10/01/2016,4,43
10/01/2016,5,31
10/01/2016,6,44
10/01/2016,7,39
10/01/2016,8,81
10/01/2016,9,255
10/01/2016,10,399
10/01/2016,11,563
10/01/2016,12,885
10/01/2016,13,1014
10/01/2016,14,1073
10/01/2016,15,831
10/01/2016,16,562
10/01/2016,17,361
10/01/2016,18,283
10/01/2016,19,207
10/01/2016,20,176
10/01/2016,21,144
10/01/2016,22,83
10/01/2016,23,72
11/01/2016,0,36
11/01/2016,1,7
11/01/2016,2,11
11/01/2016,3,16
11/01/2016,4,6
11/01/2016,5,23
11/01/2016,6,36
11/01/2016,7,144
11/01/2016,8,448
11/01/2016,9,322
11/01/2016,10,156
11/01/2016,11,182
11/01/2016,12,233
11/01/2016,13,254
11/01/2016,14,286
11/01/2016,15,231
11/01/2016,16,260
11/01/2016,17,427
11/01/2016,18,513
11/01/2016,19,314
11/01/2016,20,226
11/01/2016,21,157
11/01/2016,22,101
11/01/2016,23,66
12/01/2016,0,56
12/01/2016,1,23
12/01/2016,2,30
12/01/2016,3,19
12/01/2016,4,22
12/01/2016,5,20
12/01/2016,6,98
12/01/2016,7,238
12/01/2016,8,550
12/01/2016,9,403
12/01/2016,10,230
12/01/2016,11,250
12/01/2016,12,229
12/01/2016,13,256
12/01/2016,14,218
12/01/2016,15,210
