Date,Start hour,Casual hires at terminal
09/12/2013,17,300
09/12/2013,18,357
09/12/2013,19,222
09/12/2013,20,171
09/12/2013,21,135
09/12/2013,22,115
09/12/2013,23,116
10/12/2013,0,71
10/12/2013,1,49
10/12/2013,2,34
10/12/2013,3,34
10/12/2013,4,18
10/12/2013,5,17
10/12/2013,6,47
10/12/2013,7,145
10/12/2013,8,324
10/12/2013,9,255
10/12/2013,10,186
10/12/2013,11,178
10/12/2013,12,229
10/12/2013,13,266
10/12/2013,14,243
10/12/2013,15,283
10/12/2013,16,213
10/12/2013,17,279
10/12/2013,18,344
10/12/2013,19,223
10/12/2013,20,186
10/12/2013,21,152
10/12/2013,22,127
10/12/2013,23,87
11/12/2013,0,80
11/12/2013,1,69
11/12/2013,2,24
11/12/2013,3,24
11/12/2013,4,22
11/12/2013,5,9
11/12/2013,6,36
11/12/2013,7,121
11/12/2013,8,329
11/12/2013,9,264
11/12/2013,10,143
11/12/2013,11,174
11/12/2013,12,184
11/12/2013,13,223
11/12/2013,14,207
11/12/2013,15,214
11/12/2013,16,212
11/12/2013,17,278
11/12/2013,18,292
11/12/2013,19,228
11/12/2013,20,150
11/12/2013,21,122
11/12/2013,22,143
11/12/2013,23,102
12/12/2013,0,110
12/12/2013,1,91
12/12/2013,2,46
12/12/2013,3,32
12/12/2013,4,33
12/12/2013,5,19
12/12/2013,6,37
12/12/2013,7,96
12/12/2013,8,324
12/12/2013,9,282
12/12/2013,10,168
12/12/2013,11,185
12/12/2013,12,174
12/12/2013,13,210
12/12/2013,14,210
12/12/2013,15,250
12/12/2013,16,237
12/12/2013,17,281
12/12/2013,18,306
12/12/2013,19,238
12/12/2013,20,164
12/12/2013,21,156
12/12/2013,22,146
12/12/2013,23,153
13/12/2013,0,162
13/12/2013,1,164
13/12/2013,2,124
13/12/2013,3,64
13/12/2013,4,43
13/12/2013,5,29
13/12/2013,6,36
13/12/2013,7,97
13/12/2013,8,276
13/12/2013,9,279
13/12/2013,10,199
13/12/2013,11,209
13/12/2013,12,322
13/12/2013,13,284
13/12/2013,14,306
13/12/2013,15,310
13/12/2013,16,318
13/12/2013,17,277
13/12/2013,18,147
13/12/2013,19,134
13/12/2013,20,139
13/12/2013,21,144
13/12/2013,22,126
13/12/2013,23,139
14/12/2013,0,207
14/12/2013,1,236
14/12/2013,2,221
14/12/2013,3,167
14/12/2013,4,109
14/12/2013,5,38
14/12/2013,6,23
14/12/2013,7,44
14/12/2013,8,90
14/12/2013,9,213
14/12/2013,10,299
14/12/2013,11,479
14/12/2013,12,616
14/12/2013,13,624
14/12/2013,14,666
14/12/2013,15,573
14/12/2013,16,502
14/12/2013,17,414
14/12/2013,18,316
14/12/2013,19,279
14/12/2013,20,226
14/12/2013,21,116
14/12/2013,22,106
14/12/2013,23,88
15/12/2013,0,134
15/12/2013,1,174
15/12/2013,2,185
15/12/2013,3,127
15/12/2013,4,99
15/12/2013,5,56
15/12/2013,6,35
15/12/2013,7,33
15/12/2013,8,65
15/12/2013,9,169
15/12/2013,10,291
15/12/2013,11,384
15/12/2013,12,312
15/12/2013,13,201
15/12/2013,14,341
15/12/2013,15,298
15/12/2013,16,258
15/12/2013,17,115
15/12/2013,18,145
15/12/2013,19,106
15/12/2013,20,100
15/12/2013,21,89
15/12/2013,22,72
15/12/2013,23,34
16/12/2013,0,43
16/12/2013,1,36
16/12/2013,2,15
16/12/2013,3,14
16/12/2013,4,16
16/12/2013,5,11
16/12/2013,6,32
16/12/2013,7,113
16/12/2013,8,216
16/12/2013,9,147
16/12/2013,10,94
16/12/2013,11,143
16/12/2013,12,161
16/12/2013,13,208
16/12/2013,14,201
16/12/2013,15,250
16/12/2013,16,142
16/12/2013,17,264
16/12/2013,18,213
16/12/2013,19,125
16/12/2013,20,95
16/12/2013,21,52
16/12/2013,22,50
16/12/2013,23,32
17/12/2013,0,32
17/12/2013,1,21
17/12/2013,2,22
17/12/2013,3,9
17/12/2013,4,19
17/12/2013,5,24
17/12/2013,6,55
17/12/2013,7,136
17/12/2013,8,296
17/12/2013,9,259
17/12/2013,10,155
17/12/2013,11,186
17/12/2013,12,208
17/12/2013,13,228
17/12/2013,14,235
17/12/2013,15,217
17/12/2013,16,196
17/12/2013,17,125
17/12/2013,18,168
17/12/2013,19,158
17/12/2013,20,110
17/12/2013,21,91
17/12/2013,22,71
17/12/2013,23,60
18/12/2013,0,68
18/12/2013,1,59
18/12/2013,2,18
18/12/2013,3,18
18/12/2013,4,17
18/12/2013,5,9
18/12/2013,6,49
18/12/2013,7,115
18/12/2013,8,323
18/12/2013,9,246
18/12/2013,10,213
18/12/2013,11,177
18/12/2013,12,253
18/12/2013,13,275
18/12/2013,14,240
18/12/2013,15,216
18/12/2013,16,239
18/12/2013,17,309
18/12/2013,18,298
18/12/2013,19,157
18/12/2013,20,53
18/12/2013,21,49
18/12/2013,22,46
18/12/2013,23,87
19/12/2013,0,85
19/12/2013,1,78
19/12/2013,2,69
19/12/2013,3,42
19/12/2013,4,25
19/12/2013,5,27
19/12/2013,6,43
19/12/2013,7,123
19/12/2013,8,360
19/12/2013,9,280
19/12/2013,10,190
19/12/2013,11,220
19/12/2013,12,302
19/12/2013,13,329
19/12/2013,14,328
19/12/2013,15,291
19/12/2013,16,299
19/12/2013,17,329
19/12/2013,18,350
19/12/2013,19,74
19/12/2013,20,93
19/12/2013,21,90
19/12/2013,22,116
19/12/2013,23,110
20/12/2013,0,134
20/12/2013,1,125
20/12/2013,2,121
20/12/2013,3,44
20/12/2013,4,28
20/12/2013,5,25
20/12/2013,6,50
20/12/2013,7,117
20/12/2013,8,268
20/12/2013,9,249
20/12/2013,10,217
20/12/2013,11,285
20/12/2013,12,348
20/12/2013,13,386
20/12/2013,14,353
20/12/2013,15,417
20/12/2013,16,353
20/12/2013,17,330
20/12/2013,18,315
20/12/2013,19,242
20/12/2013,20,186
20/12/2013,21,148
20/12/2013,22,197
20/12/2013,23,210
21/12/2013,0,158
21/12/2013,1,63
21/12/2013,2,91
21/12/2013,3,78
21/12/2013,4,40
21/12/2013,5,18
21/12/2013,6,17
21/12/2013,7,25
21/12/2013,8,48
21/12/2013,9,100
21/12/2013,10,190
21/12/2013,11,191
21/12/2013,12,101
21/12/2013,13,90
21/12/2013,14,126
21/12/2013,15,124
21/12/2013,16,124
21/12/2013,17,102
21/12/2013,18,90
21/12/2013,19,108
21/12/2013,20,83
21/12/2013,21,65
21/12/2013,22,115
21/12/2013,23,80
22/12/2013,0,116
22/12/2013,1,132
22/12/2013,2,110
22/12/2013,3,82
22/12/2013,4,65
22/12/2013,5,46
22/12/2013,6,44
22/12/2013,7,25
22/12/2013,8,39
22/12/2013,9,106
22/12/2013,10,218
22/12/2013,11,328
22/12/2013,12,435
22/12/2013,13,526
22/12/2013,14,493
22/12/2013,15,447
22/12/2013,16,405
22/12/2013,17,236
22/12/2013,18,225
22/12/2013,19,151
22/12/2013,20,137
22/12/2013,21,105
22/12/2013,22,124
22/12/2013,23,97
23/12/2013,0,106
23/12/2013,1,48
23/12/2013,2,46
23/12/2013,3,39
23/12/2013,4,27
23/12/2013,5,11
23/12/2013,6,33
23/12/2013,7,69
23/12/2013,8,154
23/12/2013,9,169
23/12/2013,10,141
23/12/2013,11,103
23/12/2013,12,80
23/12/2013,13,52
23/12/2013,14,59
23/12/2013,15,51
23/12/2013,16,44
23/12/2013,17,59
23/12/2013,18,56
23/12/2013,19,61
23/12/2013,20,36
23/12/2013,21,34
23/12/2013,22,26
23/12/2013,23,23
24/12/2013,0,6
24/12/2013,1,11
24/12/2013,2,13
24/12/2013,3,8
24/12/2013,4,10
24/12/2013,5,9
24/12/2013,6,20
24/12/2013,7,45
24/12/2013,8,76
24/12/2013,9,94
24/12/2013,10,131
24/12/2013,11,165
24/12/2013,12,165
24/12/2013,13,191
24/12/2013,14,161
24/12/2013,15,227
24/12/2013,16,164
24/12/2013,17,124
24/12/2013,18,101
24/12/2013,19,80
24/12/2013,20,73
24/12/2013,21,62
24/12/2013,22,34
24/12/2013,23,28
25/12/2013,0,87
25/12/2013,1,180
25/12/2013,2,110
25/12/2013,3,145
25/12/2013,4,62
25/12/2013,5,59
25/12/2013,6,49
25/12/2013,7,72
25/12/2013,8,202
25/12/2013,9,422
25/12/2013,10,942
25/12/2013,11,1695
25/12/2013,12,2465
25/12/2013,13,2576
25/12/2013,14,2749
25/12/2013,15,2923
25/12/2013,16,2692
25/12/2013,17,1913
25/12/2013,18,1568
25/12/2013,19,1333
25/12/2013,20,1039
25/12/2013,21,768
25/12/2013,22,411
25/12/2013,23,287
26/12/2013,0,205
26/12/2013,1,138
26/12/2013,2,88
26/12/2013,3,79
26/12/2013,4,58
26/12/2013,5,61
26/12/2013,6,65
26/12/2013,7,126
26/12/2013,8,199
26/12/2013,9,297
26/12/2013,10,387
26/12/2013,11,460
26/12/2013,12,399
26/12/2013,13,434
26/12/2013,14,451
26/12/2013,15,477
26/12/2013,16,364
26/12/2013,17,278
26/12/2013,18,232
26/12/2013,19,191
26/12/2013,20,178
26/12/2013,21,159
26/12/2013,22,161
26/12/2013,23,95
27/12/2013,0,73
27/12/2013,1,47
27/12/2013,2,19
27/12/2013,3,11
27/12/2013,4,16
27/12/2013,5,8
27/12/2013,6,32
27/12/2013,7,36
27/12/2013,8,61
27/12/2013,9,156
27/12/2013,10,247
27/12/2013,11,229
27/12/2013,12,149
27/12/2013,13,258
27/12/2013,14,274
27/12/2013,15,352
27/12/2013,16,299
27/12/2013,17,220
27/12/2013,18,238
27/12/2013,19,190
27/12/2013,20,204
27/12/2013,21,166
27/12/2013,22,166
27/12/2013,23,154
28/12/2013,0,157
28/12/2013,1,72
28/12/2013,2,80
28/12/2013,3,67
28/12/2013,4,43
28/12/2013,5,30
28/12/2013,6,33
28/12/2013,7,33
28/12/2013,8,57
28/12/2013,9,171
28/12/2013,10,323
28/12/2013,11,556
28/12/2013,12,708
28/12/2013,13,727
28/12/2013,14,795
28/12/2013,15,663
28/12/2013,16,533
28/12/2013,17,352
28/12/2013,18,301
28/12/2013,19,200
28/12/2013,20,264
28/12/2013,21,174
28/12/2013,22,173
28/12/2013,23,113
29/12/2013,0,108
29/12/2013,1,94
29/12/2013,2,84
29/12/2013,3,38
29/12/2013,4,49
29/12/2013,5,24
29/12/2013,6,21
29/12/2013,7,29
29/12/2013,8,66
29/12/2013,9,164
29/12/2013,10,420
29/12/2013,11,621
29/12/2013,12,728
29/12/2013,13,808
29/12/2013,14,881
29/12/2013,15,858
29/12/2013,16,480
29/12/2013,17,373
29/12/2013,18,401
29/12/2013,19,307
29/12/2013,20,167
29/12/2013,21,149
29/12/2013,22,154
29/12/2013,23,101
30/12/2013,0,98
30/12/2013,1,75
30/12/2013,2,33
30/12/2013,3,27
30/12/2013,4,37
30/12/2013,5,32
30/12/2013,6,27
30/12/2013,7,60
30/12/2013,8,106
30/12/2013,9,116
30/12/2013,10,54
30/12/2013,11,22
30/12/2013,12,56
30/12/2013,13,129
30/12/2013,14,283
30/12/2013,15,306
30/12/2013,16,351
30/12/2013,17,327
30/12/2013,18,288
30/12/2013,19,204
30/12/2013,20,174
30/12/2013,21,148
30/12/2013,22,145
30/12/2013,23,128
31/12/2013,0,107
31/12/2013,1,87
31/12/2013,2,65
31/12/2013,3,41
31/12/2013,4,27
31/12/2013,5,20
31/12/2013,6,23
31/12/2013,7,36
31/12/2013,8,92
31/12/2013,9,151
31/12/2013,10,198
31/12/2013,11,284
31/12/2013,12,146
31/12/2013,13,131
31/12/2013,14,109
31/12/2013,15,120
31/12/2013,16,216
31/12/2013,17,179
31/12/2013,18,166
31/12/2013,19,184
31/12/2013,20,154
31/12/2013,21,185
31/12/2013,22,294
31/12/2013,23,310
01/01/2014,0,460
01/01/2014,1,469
01/01/2014,2,175
01/01/2014,3,200
01/01/2014,4,211
01/01/2014,5,143
01/01/2014,6,68
01/01/2014,7,49
01/01/2014,8,61
01/01/2014,9,35
01/01/2014,10,64
01/01/2014,11,65
01/01/2014,12,59
01/01/2014,13,45
01/01/2014,14,59
01/01/2014,15,69
01/01/2014,16,46
01/01/2014,17,70
01/01/2014,18,86
01/01/2014,19,90
01/01/2014,20,83
01/01/2014,21,74
01/01/2014,22,72
01/01/2014,23,41
02/01/2014,0,70
02/01/2014,1,48
02/01/2014,2,17
02/01/2014,3,16
02/01/2014,4,23
02/01/2014,5,19
02/01/2014,6,26
02/01/2014,7,58
02/01/2014,8,188
02/01/2014,9,180
02/01/2014,10,303
02/01/2014,11,405
02/01/2014,12,558
02/01/2014,13,582
02/01/2014,14,670
02/01/2014,15,680
02/01/2014,16,459
02/01/2014,17,380
02/01/2014,18,368
02/01/2014,19,250
02/01/2014,20,217
02/01/2014,21,200
02/01/2014,22,185
02/01/2014,23,67
03/01/2014,0,34
03/01/2014,1,26
03/01/2014,2,28
03/01/2014,3,31
03/01/2014,4,20
03/01/2014,5,15
03/01/2014,6,19
03/01/2014,7,28
03/01/2014,8,121
03/01/2014,9,211
03/01/2014,10,283
03/01/2014,11,356
03/01/2014,12,227
03/01/2014,13,154
03/01/2014,14,199
03/01/2014,15,250
03/01/2014,16,213
03/01/2014,17,276
03/01/2014,18,238
03/01/2014,19,195
03/01/2014,20,148
03/01/2014,21,116
03/01/2014,22,149
03/01/2014,23,144
04/01/2014,0,108
04/01/2014,1,94
04/01/2014,2,89
04/01/2014,3,64
04/01/2014,4,32
04/01/2014,5,21
04/01/2014,6,19
04/01/2014,7,16
04/01/2014,8,30
04/01/2014,9,60
04/01/2014,10,143
04/01/2014,11,143
04/01/2014,12,144
04/01/2014,13,239
04/01/2014,14,246
04/01/2014,15,317
04/01/2014,16,190
04/01/2014,17,146
04/01/2014,18,158
04/01/2014,19,129
04/01/2014,20,131
04/01/2014,21,91
04/01/2014,22,132
04/01/2014,23,134
05/01/2014,0,120
05/01/2014,1,101
05/01/2014,2,92
05/01/2014,3,83
05/01/2014,4,28
05/01/2014,5,25
05/01/2014,6,23
05/01/2014,7,20
05/01/2014,8,41
05/01/2014,9,127
05/01/2014,10,294
05/01/2014,11,431
05/01/2014,12,513
05/01/2014,13,481
05/01/2014,14,464
05/01/2014,15,416
05/01/2014,16,317
05/01/2014,17,229
05/01/2014,18,185
05/01/2014,19,130
05/01/2014,20,80
05/01/2014,21,67
05/01/2014,22,45
05/01/2014,23,27
06/01/2014,0,45
06/01/2014,1,23
06/01/2014,2,12
06/01/2014,3,8
06/01/2014,4,15
06/01/2014,5,17
06/01/2014,6,45
06/01/2014,7,70
06/01/2014,8,128
06/01/2014,9,103
06/01/2014,10,92
06/01/2014,11,159
06/01/2014,12,179
06/01/2014,13,215
06/01/2014,14,232
06/01/2014,15,180
06/01/2014,16,152
06/01/2014,17,232
06/01/2014,18,313
06/01/2014,19,166
06/01/2014,20,121
06/01/2014,21,112
06/01/2014,22,58
06/01/2014,23,47
07/01/2014,0,38
07/01/2014,1,30
07/01/2014,2,22
07/01/2014,3,31
07/01/2014,4,11
07/01/2014,5,9
07/01/2014,6,49
07/01/2014,7,129
07/01/2014,8,328
07/01/2014,9,182
07/01/2014,10,51
07/01/2014,11,89
07/01/2014,12,139
07/01/2014,13,192
07/01/2014,14,218
07/01/2014,15,271
07/01/2014,16,234
07/01/2014,17,328
07/01/2014,18,330
07/01/2014,19,233
07/01/2014,20,203
07/01/2014,21,73
07/01/2014,22,71
07/01/2014,23,66
08/01/2014,0,45
08/01/2014,1,35
08/01/2014,2,30
08/01/2014,3,21
08/01/2014,4,18
08/01/2014,5,16
08/01/2014,6,54
08/01/2014,7,158
08/01/2014,8,346
08/01/2014,9,292
08/01/2014,10,186
08/01/2014,11,194
08/01/2014,12,290
08/01/2014,13,317
08/01/2014,14,265
08/01/2014,15,254
08/01/2014,16,281
08/01/2014,17,335
08/01/2014,18,357
08/01/2014,19,270
08/01/2014,20,181
08/01/2014,21,121
08/01/2014,22,91
08/01/2014,23,67
09/01/2014,0,52
09/01/2014,1,26
09/01/2014,2,27
09/01/2014,3,21
09/01/2014,4,11
09/01/2014,5,23
09/01/2014,6,46
09/01/2014,7,112
09/01/2014,8,312
09/01/2014,9,229
09/01/2014,10,144
09/01/2014,11,196
09/01/2014,12,274
09/01/2014,13,246
09/01/2014,14,305
09/01/2014,15,282
09/01/2014,16,285
09/01/2014,17,319
09/01/2014,18,374
09/01/2014,19,253
09/01/2014,20,202
09/01/2014,21,142
09/01/2014,22,106
09/01/2014,23,110
10/01/2014,0,71
10/01/2014,1,46
10/01/2014,2,32
10/01/2014,3,28
10/01/2014,4,18
10/01/2014,5,13
10/01/2014,6,51
10/01/2014,7,128
10/01/2014,8,382
10/01/2014,9,299
10/01/2014,10,224
10/01/2014,11,231
10/01/2014,12,377
10/01/2014,13,382
10/01/2014,14,359
10/01/2014,15,308
10/01/2014,16,253
10/01/2014,17,336
10/01/2014,18,299
10/01/2014,19,202
10/01/2014,20,179
10/01/2014,21,128
10/01/2014,22,102
10/01/2014,23,90
11/01/2014,0,73
11/01/2014,1,60
11/01/2014,2,92
11/01/2014,3,69
11/01/2014,4,54
11/01/2014,5,36
11/01/2014,6,21
11/01/2014,7,23
11/01/2014,8,81
11/01/2014,9,202
11/01/2014,10,378
11/01/2014,11,537
11/01/2014,12,942
11/01/2014,13,934
11/01/2014,14,1089
11/01/2014,15,994
11/01/2014,16,698
11/01/2014,17,462
11/01/2014,18,360
11/01/2014,19,279
11/01/2014,20,248
11/01/2014,21,198
11/01/2014,22,151
11/01/2014,23,194
12/01/2014,0,198
12/01/2014,1,155
12/01/2014,2,163
12/01/2014,3,109
12/01/2014,4,69
12/01/2014,5,41
12/01/2014,6,24
12/01/2014,7,32
12/01/2014,8,81
12/01/2014,9,147
12/01/2014,10,385
12/01/2014,11,610
12/01/2014,12,851
12/01/2014,13,756
12/01/2014,14,670
12/01/2014,15,542
12/01/2014,16,371
12/01/2014,17,265
12/01/2014,18,215
12/01/2014,19,162
12/01/2014,20,132
12/01/2014,21,59
12/01/2014,22,67
12/01/2014,23,58
13/01/2014,0,43
13/01/2014,1,39
13/01/2014,2,17
13/01/2014,3,11
13/01/2014,4,14
13/01/2014,5,15
13/01/2014,6,55
13/01/2014,7,157
13/01/2014,8,342
13/01/2014,9,277
13/01/2014,10,192
13/01/2014,11,196
13/01/2014,12,235
13/01/2014,13,257
13/01/2014,14,233
13/01/2014,15,185
13/01/2014,16,202
13/01/2014,17,173
13/01/2014,18,259
13/01/2014,19,214
13/01/2014,20,155
13/01/2014,21,109
13/01/2014,22,96
13/01/2014,23,67
14/01/2014,0,47
14/01/2014,1,38
14/01/2014,2,29
14/01/2014,3,17
14/01/2014,4,18
14/01/2014,5,26
14/01/2014,6,65
14/01/2014,7,161
14/01/2014,8,401
14/01/2014,9,279
14/01/2014,10,210
14/01/2014,11,195
14/01/2014,12,258
14/01/2014,13,287
14/01/2014,14,272
14/01/2014,15,300
14/01/2014,16,283
14/01/2014,17,334
14/01/2014,18,455
14/01/2014,19,279
14/01/2014,20,216
14/01/2014,21,133
14/01/2014,22,78
14/01/2014,23,41
15/01/2014,0,22
15/01/2014,1,24
15/01/2014,2,19
15/01/2014,3,9
15/01/2014,4,7
15/01/2014,5,15
15/01/2014,6,63
15/01/2014,7,154
15/01/2014,8,414
15/01/2014,9,282
15/01/2014,10,145
15/01/2014,11,183
15/01/2014,12,195
15/01/2014,13,209
15/01/2014,14,209
15/01/2014,15,178
15/01/2014,16,207
15/01/2014,17,331
15/01/2014,18,348
15/01/2014,19,257
15/01/2014,20,186
15/01/2014,21,133
15/01/2014,22,110
15/01/2014,23,87
16/01/2014,0,44
16/01/2014,1,51
16/01/2014,2,31
16/01/2014,3,50
16/01/2014,4,13
16/01/2014,5,22
16/01/2014,6,61
16/01/2014,7,160
16/01/2014,8,407
16/01/2014,9,306
16/01/2014,10,217
16/01/2014,11,201
16/01/2014,12,266
16/01/2014,13,315
16/01/2014,14,298
16/01/2014,15,167
16/01/2014,16,219
16/01/2014,17,278
16/01/2014,18,309
16/01/2014,19,248
16/01/2014,20,138
16/01/2014,21,88
16/01/2014,22,46
16/01/2014,23,66
17/01/2014,0,40
17/01/2014,1,25
17/01/2014,2,32
17/01/2014,3,21
17/01/2014,4,11
17/01/2014,5,13
17/01/2014,6,23
17/01/2014,7,91
17/01/2014,8,288
17/01/2014,9,256
17/01/2014,10,166
17/01/2014,11,164
17/01/2014,12,223
17/01/2014,13,238
17/01/2014,14,244
17/01/2014,15,292
17/01/2014,16,343
17/01/2014,17,345
17/01/2014,18,339
17/01/2014,19,243
17/01/2014,20,208
17/01/2014,21,155
17/01/2014,22,152
17/01/2014,23,186
18/01/2014,0,131
18/01/2014,1,153
18/01/2014,2,134
18/01/2014,3,107
18/01/2014,4,76
18/01/2014,5,27
18/01/2014,6,28
18/01/2014,7,42
18/01/2014,8,76
18/01/2014,9,197
18/01/2014,10,268
18/01/2014,11,482
18/01/2014,12,582
18/01/2014,13,805
18/01/2014,14,844
18/01/2014,15,931
18/01/2014,16,786
18/01/2014,17,482
18/01/2014,18,358
18/01/2014,19,323
18/01/2014,20,289
18/01/2014,21,177
18/01/2014,22,177
18/01/2014,23,191
19/01/2014,0,223
19/01/2014,1,255
19/01/2014,2,188
19/01/2014,3,135
19/01/2014,4,83
19/01/2014,5,23
19/01/2014,6,29
19/01/2014,7,26
19/01/2014,8,75
19/01/2014,9,176
19/01/2014,10,380
19/01/2014,11,673
19/01/2014,12,917
19/01/2014,13,1075
19/01/2014,14,1232
19/01/2014,15,1072
19/01/2014,16,844
19/01/2014,17,523
19/01/2014,18,362
19/01/2014,19,262
19/01/2014,20,185
19/01/2014,21,131
19/01/2014,22,117
19/01/2014,23,113
20/01/2014,0,85
20/01/2014,1,29
20/01/2014,2,44
20/01/2014,3,20
20/01/2014,4,13
20/01/2014,5,15
20/01/2014,6,51
20/01/2014,7,162
20/01/2014,8,356
20/01/2014,9,316
20/01/2014,10,202
20/01/2014,11,271
20/01/2014,12,319
20/01/2014,13,292
20/01/2014,14,358
20/01/2014,15,351
20/01/2014,16,363
20/01/2014,17,406
20/01/2014,18,451
20/01/2014,19,296
20/01/2014,20,237
20/01/2014,21,153
20/01/2014,22,119
20/01/2014,23,101
21/01/2014,0,71
21/01/2014,1,43
21/01/2014,2,25
21/01/2014,3,16
21/01/2014,4,13
21/01/2014,5,28
21/01/2014,6,73
21/01/2014,7,172
21/01/2014,8,410
21/01/2014,9,310
21/01/2014,10,196
21/01/2014,11,213
21/01/2014,12,291
21/01/2014,13,306
21/01/2014,14,326
21/01/2014,15,344
21/01/2014,16,335
21/01/2014,17,392
21/01/2014,18,413
21/01/2014,19,336
21/01/2014,20,202
21/01/2014,21,149
21/01/2014,22,118
21/01/2014,23,76
22/01/2014,0,46
22/01/2014,1,31
22/01/2014,2,29
22/01/2014,3,12
22/01/2014,4,6
22/01/2014,5,8
22/01/2014,6,62
22/01/2014,7,151
22/01/2014,8,421
22/01/2014,9,275
22/01/2014,10,186
22/01/2014,11,185
22/01/2014,12,244
22/01/2014,13,257
22/01/2014,14,296
22/01/2014,15,308
22/01/2014,16,328
22/01/2014,17,405
22/01/2014,18,444
22/01/2014,19,313
22/01/2014,20,200
22/01/2014,21,134
22/01/2014,22,134
22/01/2014,23,135
23/01/2014,0,63
23/01/2014,1,66
23/01/2014,2,41
23/01/2014,3,35
23/01/2014,4,18
23/01/2014,5,29
23/01/2014,6,69
23/01/2014,7,210
23/01/2014,8,409
23/01/2014,9,239
23/01/2014,10,74
23/01/2014,11,91
23/01/2014,12,183
23/01/2014,13,237
23/01/2014,14,243
23/01/2014,15,304
23/01/2014,16,336
23/01/2014,17,378
23/01/2014,18,446
23/01/2014,19,282
23/01/2014,20,230
23/01/2014,21,152
23/01/2014,22,141
23/01/2014,23,110
24/01/2014,0,99
24/01/2014,1,48
24/01/2014,2,47
24/01/2014,3,43
24/01/2014,4,23
24/01/2014,5,31
24/01/2014,6,57
24/01/2014,7,169
24/01/2014,8,403
24/01/2014,9,297
24/01/2014,10,198
24/01/2014,11,267
24/01/2014,12,334
24/01/2014,13,311
24/01/2014,14,292
24/01/2014,15,382
24/01/2014,16,369
24/01/2014,17,393
24/01/2014,18,358
24/01/2014,19,193
24/01/2014,20,100
24/01/2014,21,71
24/01/2014,22,55
24/01/2014,23,56
25/01/2014,0,78
25/01/2014,1,118
25/01/2014,2,88
25/01/2014,3,94
25/01/2014,4,88
25/01/2014,5,22
25/01/2014,6,36
25/01/2014,7,33
25/01/2014,8,92
25/01/2014,9,195
25/01/2014,10,321
25/01/2014,11,542
25/01/2014,12,788
25/01/2014,13,1006
25/01/2014,14,1192
25/01/2014,15,1104
25/01/2014,16,456
25/01/2014,17,268
25/01/2014,18,237
25/01/2014,19,215
25/01/2014,20,155
25/01/2014,21,155
25/01/2014,22,162
25/01/2014,23,138
26/01/2014,0,186
26/01/2014,1,162
26/01/2014,2,154
26/01/2014,3,139
26/01/2014,4,80
26/01/2014,5,58
26/01/2014,6,51
26/01/2014,7,25
26/01/2014,8,52
26/01/2014,9,130
26/01/2014,10,98
26/01/2014,11,81
26/01/2014,12,125
26/01/2014,13,156
26/01/2014,14,130
26/01/2014,15,200
26/01/2014,16,242
26/01/2014,17,206
26/01/2014,18,214
26/01/2014,19,131
26/01/2014,20,126
26/01/2014,21,74
26/01/2014,22,72
26/01/2014,23,56
27/01/2014,0,65
27/01/2014,1,39
27/01/2014,2,20
27/01/2014,3,25
27/01/2014,4,13
27/01/2014,5,13
27/01/2014,6,51
27/01/2014,7,126
27/01/2014,8,324
27/01/2014,9,284
27/01/2014,10,189
27/01/2014,11,194
27/01/2014,12,237
27/01/2014,13,279
27/01/2014,14,172
27/01/2014,15,141
27/01/2014,16,149
27/01/2014,17,276
27/01/2014,18,327
27/01/2014,19,240
27/01/2014,20,135
27/01/2014,21,112
27/01/2014,22,100
27/01/2014,23,55
28/01/2014,0,45
28/01/2014,1,34
28/01/2014,2,30
28/01/2014,3,19
28/01/2014,4,11
28/01/2014,5,15
28/01/2014,6,53
28/01/2014,7,156
28/01/2014,8,411
28/01/2014,9,324
28/01/2014,10,234
28/01/2014,11,215
28/01/2014,12,210
28/01/2014,13,215
28/01/2014,14,230
28/01/2014,15,284
28/01/2014,16,247
28/01/2014,17,284
28/01/2014,18,329
28/01/2014,19,237
28/01/2014,20,180
28/01/2014,21,116
28/01/2014,22,59
28/01/2014,23,82
29/01/2014,0,43
29/01/2014,1,43
29/01/2014,2,38
29/01/2014,3,19
29/01/2014,4,13
29/01/2014,5,19
29/01/2014,6,51
29/01/2014,7,113
29/01/2014,8,193
29/01/2014,9,113
29/01/2014,10,57
29/01/2014,11,49
29/01/2014,12,49
29/01/2014,13,81
29/01/2014,14,55
29/01/2014,15,74
29/01/2014,16,84
29/01/2014,17,124
29/01/2014,18,224
29/01/2014,19,129
29/01/2014,20,79
29/01/2014,21,62
29/01/2014,22,46
29/01/2014,23,54
30/01/2014,0,65
30/01/2014,2,13
30/01/2014,3,5
30/01/2014,4,11
30/01/2014,5,18
30/01/2014,6,36
30/01/2014,7,138
30/01/2014,8,284
30/01/2014,9,217
30/01/2014,10,115
30/01/2014,11,127
30/01/2014,12,151
30/01/2014,13,158
30/01/2014,14,106
30/01/2014,15,143
30/01/2014,16,230
30/01/2014,17,284
30/01/2014,18,325
30/01/2014,19,235
30/01/2014,20,135
30/01/2014,21,149
30/01/2014,22,134
30/01/2014,23,107
31/01/2014,0,72
31/01/2014,1,59
31/01/2014,2,42
31/01/2014,3,33
31/01/2014,4,26
31/01/2014,5,22
31/01/2014,6,54
31/01/2014,7,163
31/01/2014,8,330
31/01/2014,9,270
31/01/2014,10,149
31/01/2014,11,170
31/01/2014,12,189
31/01/2014,13,215
31/01/2014,14,123
