Date,Start hour,Member hires made through the app
08/07/2015,19,100
08/07/2015,20,70
08/07/2015,21,46
08/07/2015,22,29
08/07/2015,23,27
09/07/2015,0,7
09/07/2015,1,4
09/07/2015,4,1
09/07/2015,5,3
09/07/2015,6,39
09/07/2015,7,131
09/07/2015,8,223
09/07/2015,9,138
09/07/2015,10,70
09/07/2015,11,66
09/07/2015,12,69
09/07/2015,13,90
09/07/2015,14,89
09/07/2015,15,94
09/07/2015,16,166
09/07/2015,17,228
09/07/2015,18,165
09/07/2015,19,111
09/07/2015,20,46
09/07/2015,21,35
09/07/2015,22,35
09/07/2015,23,19
10/07/2015,0,10
10/07/2015,1,6
10/07/2015,3,1
10/07/2015,5,2
10/07/2015,6,24
10/07/2015,7,78
10/07/2015,8,183
10/07/2015,9,111
10/07/2015,10,45
10/07/2015,11,35
10/07/2015,12,64
10/07/2015,13,59
10/07/2015,14,71
10/07/2015,15,72
10/07/2015,16,95
10/07/2015,17,154
10/07/2015,18,111
10/07/2015,19,83
10/07/2015,20,48
10/07/2015,21,34
10/07/2015,22,21
10/07/2015,23,18
11/07/2015,0,10
11/07/2015,1,19
11/07/2015,2,7
11/07/2015,3,3
11/07/2015,4,1
11/07/2015,5,3
11/07/2015,6,5
11/07/2015,7,15
11/07/2015,8,19
11/07/2015,9,29
11/07/2015,10,46
11/07/2015,11,60
11/07/2015,12,86
11/07/2015,13,78
11/07/2015,14,67
11/07/2015,15,84
11/07/2015,16,81
11/07/2015,17,60
11/07/2015,18,61
11/07/2015,19,39
11/07/2015,20,42
11/07/2015,21,31
11/07/2015,22,18
11/07/2015,23,22
12/07/2015,0,13
12/07/2015,1,7
12/07/2015,2,5
12/07/2015,3,7
12/07/2015,4,6
12/07/2015,5,1
12/07/2015,6,2
12/07/2015,7,4
12/07/2015,8,14
12/07/2015,9,23
12/07/2015,10,25
12/07/2015,11,40
12/07/2015,12,47
12/07/2015,13,44
12/07/2015,14,47
12/07/2015,15,48
12/07/2015,16,46
12/07/2015,17,20
12/07/2015,18,26
12/07/2015,19,18
12/07/2015,20,26
12/07/2015,21,13
12/07/2015,22,17
12/07/2015,23,8
13/07/2015,0,1
13/07/2015,1,2
13/07/2015,2,2
13/07/2015,5,5
13/07/2015,6,16
13/07/2015,7,47
13/07/2015,8,94
13/07/2015,9,43
13/07/2015,10,14
13/07/2015,11,9
13/07/2015,12,31
13/07/2015,13,33
13/07/2015,14,38
13/07/2015,15,33
13/07/2015,16,57
13/07/2015,17,130
13/07/2015,18,143
13/07/2015,19,71
13/07/2015,20,47
13/07/2015,21,27
13/07/2015,22,12
13/07/2015,23,7
14/07/2015,0,3
14/07/2015,1,4
14/07/2015,2,3
14/07/2015,3,2
14/07/2015,5,5
14/07/2015,6,23
14/07/2015,7,90
14/07/2015,8,177
14/07/2015,9,96
14/07/2015,10,25
14/07/2015,11,23
14/07/2015,12,43
14/07/2015,13,36
14/07/2015,14,38
14/07/2015,15,49
14/07/2015,16,64
14/07/2015,17,193
14/07/2015,18,172
14/07/2015,19,76
14/07/2015,20,33
14/07/2015,21,39
14/07/2015,22,21
14/07/2015,23,22
15/07/2015,0,4
15/07/2015,1,6
15/07/2015,3,1
15/07/2015,5,2
15/07/2015,6,17
15/07/2015,7,71
15/07/2015,8,130
15/07/2015,9,80
15/07/2015,10,36
15/07/2015,11,37
15/07/2015,12,49
15/07/2015,13,49
15/07/2015,14,48
15/07/2015,15,43
15/07/2015,16,73
15/07/2015,17,157
15/07/2015,18,162
15/07/2015,19,85
15/07/2015,20,63
15/07/2015,21,40
15/07/2015,22,27
15/07/2015,23,16
16/07/2015,0,10
16/07/2015,1,3
16/07/2015,2,2
16/07/2015,4,1
16/07/2015,5,3
16/07/2015,6,29
16/07/2015,7,93
16/07/2015,8,169
16/07/2015,9,83
16/07/2015,10,37
16/07/2015,11,31
16/07/2015,12,64
16/07/2015,13,63
16/07/2015,14,49
16/07/2015,15,46
16/07/2015,16,72
16/07/2015,17,142
16/07/2015,18,157
16/07/2015,19,77
16/07/2015,20,60
16/07/2015,21,43
16/07/2015,22,27
16/07/2015,23,20
17/07/2015,0,11
17/07/2015,1,8
17/07/2015,2,4
17/07/2015,3,3
17/07/2015,5,5
17/07/2015,6,20
17/07/2015,7,82
17/07/2015,8,172
17/07/2015,9,104
17/07/2015,10,34
17/07/2015,11,33
17/07/2015,12,52
17/07/2015,13,53
17/07/2015,14,49
17/07/2015,15,47
17/07/2015,16,72
17/07/2015,17,144
17/07/2015,18,130
17/07/2015,19,71
17/07/2015,20,45
17/07/2015,21,34
17/07/2015,22,30
17/07/2015,23,18
18/07/2015,0,23
18/07/2015,1,13
18/07/2015,2,6
18/07/2015,3,7
18/07/2015,4,1
18/07/2015,5,1
18/07/2015,6,4
18/07/2015,7,15
18/07/2015,8,18
18/07/2015,9,39
18/07/2015,10,47
18/07/2015,11,60
18/07/2015,12,61
18/07/2015,13,59
18/07/2015,14,65
18/07/2015,15,64
18/07/2015,16,60
18/07/2015,17,73
18/07/2015,18,54
18/07/2015,19,56
18/07/2015,20,38
18/07/2015,21,21
18/07/2015,22,11
18/07/2015,23,25
19/07/2015,0,19
19/07/2015,1,11
19/07/2015,2,11
19/07/2015,3,15
19/07/2015,4,8
19/07/2015,5,3
19/07/2015,6,1
19/07/2015,7,6
19/07/2015,8,16
19/07/2015,9,23
19/07/2015,10,35
19/07/2015,11,51
19/07/2015,12,58
19/07/2015,13,73
19/07/2015,14,75
19/07/2015,15,66
19/07/2015,16,62
19/07/2015,17,60
19/07/2015,18,67
19/07/2015,19,50
19/07/2015,20,42
19/07/2015,21,25
19/07/2015,22,23
19/07/2015,23,15
20/07/2015,0,8
20/07/2015,1,2
20/07/2015,2,1
20/07/2015,4,1
20/07/2015,5,4
20/07/2015,6,22
20/07/2015,7,27
20/07/2015,8,80
20/07/2015,9,77
20/07/2015,10,35
20/07/2015,11,32
20/07/2015,12,36
20/07/2015,13,40
20/07/2015,14,23
20/07/2015,15,52
20/07/2015,16,70
20/07/2015,17,125
20/07/2015,18,147
20/07/2015,19,79
20/07/2015,20,54
20/07/2015,21,32
20/07/2015,22,19
20/07/2015,23,8
21/07/2015,0,6
21/07/2015,1,4
21/07/2015,3,1
21/07/2015,5,6
21/07/2015,6,30
21/07/2015,7,94
21/07/2015,8,180
21/07/2015,9,120
21/07/2015,10,40
21/07/2015,11,43
21/07/2015,12,55
21/07/2015,13,56
21/07/2015,14,41
21/07/2015,15,51
21/07/2015,16,84
21/07/2015,17,182
21/07/2015,18,199
21/07/2015,19,104
21/07/2015,20,74
21/07/2015,21,51
21/07/2015,22,42
21/07/2015,23,20
22/07/2015,0,14
22/07/2015,1,2
22/07/2015,2,1
22/07/2015,3,1
22/07/2015,4,2
22/07/2015,5,5
22/07/2015,6,28
22/07/2015,7,94
22/07/2015,8,217
22/07/2015,9,109
22/07/2015,10,42
22/07/2015,11,41
22/07/2015,12,61
22/07/2015,13,75
22/07/2015,14,67
22/07/2015,15,44
22/07/2015,16,78
22/07/2015,17,148
22/07/2015,18,181
22/07/2015,19,101
22/07/2015,20,68
22/07/2015,21,43
22/07/2015,22,32
22/07/2015,23,17
23/07/2015,0,9
23/07/2015,1,4
23/07/2015,2,3
23/07/2015,3,2
23/07/2015,5,5
23/07/2015,6,37
23/07/2015,7,88
23/07/2015,8,197
23/07/2015,9,95
23/07/2015,10,41
23/07/2015,11,44
23/07/2015,12,64
23/07/2015,13,58
23/07/2015,14,55
23/07/2015,15,38
23/07/2015,16,90
23/07/2015,17,147
23/07/2015,18,166
23/07/2015,19,100
23/07/2015,20,56
23/07/2015,21,45
23/07/2015,22,30
23/07/2015,23,28
24/07/2015,0,14
24/07/2015,1,2
24/07/2015,2,1
24/07/2015,3,2
24/07/2015,5,4
24/07/2015,6,28
24/07/2015,7,76
24/07/2015,8,152
24/07/2015,9,66
24/07/2015,10,19
24/07/2015,11,13
24/07/2015,12,9
24/07/2015,13,10
24/07/2015,14,10
24/07/2015,15,6
24/07/2015,16,8
24/07/2015,17,35
24/07/2015,18,60
24/07/2015,19,22
24/07/2015,20,15
24/07/2015,21,13
24/07/2015,22,16
24/07/2015,23,9
25/07/2015,0,7
25/07/2015,1,4
25/07/2015,2,1
25/07/2015,3,1
25/07/2015,4,2
25/07/2015,5,3
25/07/2015,6,4
25/07/2015,7,13
25/07/2015,8,22
25/07/2015,9,27
25/07/2015,10,37
25/07/2015,11,50
25/07/2015,12,62
25/07/2015,13,69
25/07/2015,14,62
25/07/2015,15,57
25/07/2015,16,65
25/07/2015,17,49
25/07/2015,18,44
25/07/2015,19,47
25/07/2015,20,36
25/07/2015,21,26
25/07/2015,22,25
25/07/2015,23,17
26/07/2015,0,17
26/07/2015,1,17
26/07/2015,2,10
26/07/2015,3,8
26/07/2015,4,2
26/07/2015,5,2
26/07/2015,6,2
26/07/2015,7,12
26/07/2015,8,10
26/07/2015,9,11
26/07/2015,10,2
26/07/2015,11,11
26/07/2015,12,17
26/07/2015,13,18
26/07/2015,14,27
26/07/2015,15,21
26/07/2015,16,27
26/07/2015,17,32
26/07/2015,18,30
26/07/2015,19,22
26/07/2015,20,22
26/07/2015,21,11
26/07/2015,22,7
26/07/2015,23,11
27/07/2015,0,6
27/07/2015,1,5
27/07/2015,3,1
27/07/2015,4,1
27/07/2015,5,5
27/07/2015,6,24
27/07/2015,7,87
27/07/2015,8,162
27/07/2015,9,89
27/07/2015,10,33
27/07/2015,11,23
27/07/2015,12,50
27/07/2015,13,57
27/07/2015,14,38
27/07/2015,15,55
27/07/2015,16,62
27/07/2015,17,171
27/07/2015,18,158
27/07/2015,19,88
27/07/2015,20,60
27/07/2015,21,34
27/07/2015,22,20
27/07/2015,23,10
28/07/2015,0,9
28/07/2015,1,1
28/07/2015,3,2
28/07/2015,4,1
28/07/2015,5,7
28/07/2015,6,40
28/07/2015,7,92
28/07/2015,8,221
28/07/2015,9,95
28/07/2015,10,39
28/07/2015,11,43
28/07/2015,12,49
28/07/2015,13,45
28/07/2015,14,48
28/07/2015,15,43
28/07/2015,16,63
28/07/2015,17,171
28/07/2015,18,175
28/07/2015,19,99
28/07/2015,20,72
28/07/2015,21,34
28/07/2015,22,26
28/07/2015,23,18
29/07/2015,0,15
29/07/2015,1,1
29/07/2015,2,2
29/07/2015,3,2
29/07/2015,4,1
29/07/2015,5,5
29/07/2015,6,24
29/07/2015,7,104
29/07/2015,8,226
29/07/2015,9,94
29/07/2015,10,45
29/07/2015,11,41
29/07/2015,12,53
29/07/2015,13,53
29/07/2015,14,44
29/07/2015,15,51
29/07/2015,16,72
29/07/2015,17,164
29/07/2015,18,181
29/07/2015,19,98
29/07/2015,20,54
29/07/2015,21,41
29/07/2015,22,26
29/07/2015,23,24
30/07/2015,0,13
30/07/2015,1,4
30/07/2015,5,4
30/07/2015,6,7
30/07/2015,7,65
30/07/2015,8,194
30/07/2015,9,101
30/07/2015,10,43
30/07/2015,11,41
30/07/2015,12,55
30/07/2015,13,63
30/07/2015,14,52
30/07/2015,15,50
30/07/2015,16,51
30/07/2015,17,127
30/07/2015,18,148
30/07/2015,19,97
30/07/2015,20,51
30/07/2015,21,43
30/07/2015,22,35
30/07/2015,23,22
31/07/2015,0,17
31/07/2015,1,4
31/07/2015,2,2
31/07/2015,4,2
31/07/2015,5,5
31/07/2015,6,30
31/07/2015,7,57
31/07/2015,8,194
31/07/2015,9,104
31/07/2015,10,31
31/07/2015,11,37
31/07/2015,12,40
31/07/2015,13,62
31/07/2015,14,39
31/07/2015,15,51
31/07/2015,16,55
31/07/2015,17,142
31/07/2015,18,124
31/07/2015,19,70
31/07/2015,20,48
31/07/2015,21,31
31/07/2015,22,26
31/07/2015,23,22
01/08/2015,0,11
01/08/2015,1,7
01/08/2015,2,10
01/08/2015,3,7
01/08/2015,4,4
01/08/2015,5,3
01/08/2015,6,4
01/08/2015,7,11
01/08/2015,8,29
01/08/2015,9,35
01/08/2015,10,42
01/08/2015,11,65
01/08/2015,12,87
01/08/2015,13,83
01/08/2015,14,95
01/08/2015,15,62
01/08/2015,16,68
01/08/2015,17,76
01/08/2015,18,63
01/08/2015,19,43
01/08/2015,20,38
01/08/2015,21,28
01/08/2015,22,31
01/08/2015,23,19
02/08/2015,0,18
02/08/2015,1,11
02/08/2015,2,11
02/08/2015,3,7
02/08/2015,4,5
02/08/2015,5,8
02/08/2015,6,3
02/08/2015,7,12
02/08/2015,8,13
02/08/2015,9,27
02/08/2015,10,46
02/08/2015,11,50
02/08/2015,12,63
02/08/2015,13,83
02/08/2015,14,61
02/08/2015,15,82
02/08/2015,16,64
02/08/2015,17,72
02/08/2015,18,65
02/08/2015,19,46
02/08/2015,20,46
02/08/2015,21,30
02/08/2015,22,18
02/08/2015,23,11
03/08/2015,0,8
03/08/2015,1,2
03/08/2015,2,1
03/08/2015,3,1
03/08/2015,5,8
03/08/2015,6,24
03/08/2015,7,82
03/08/2015,8,188
03/08/2015,9,92
03/08/2015,10,56
03/08/2015,11,31
03/08/2015,12,49
03/08/2015,13,48
03/08/2015,14,37
03/08/2015,15,48
03/08/2015,16,51
03/08/2015,17,143
03/08/2015,18,178
03/08/2015,19,98
03/08/2015,20,60
03/08/2015,21,45
03/08/2015,22,26
03/08/2015,23,13
04/08/2015,0,8
04/08/2015,1,5
04/08/2015,2,2
04/08/2015,3,2
04/08/2015,5,3
04/08/2015,6,35
04/08/2015,7,103
04/08/2015,8,208
04/08/2015,9,122
04/08/2015,10,46
04/08/2015,11,39
04/08/2015,12,55
04/08/2015,13,57
04/08/2015,14,34
04/08/2015,15,54
04/08/2015,16,61
04/08/2015,17,157
04/08/2015,18,182
04/08/2015,19,95
04/08/2015,20,49
04/08/2015,21,51
04/08/2015,22,21
04/08/2015,23,15
05/08/2015,0,6
05/08/2015,1,4
05/08/2015,2,1
05/08/2015,3,1
05/08/2015,4,2
05/08/2015,5,5
05/08/2015,6,33
05/08/2015,7,88
05/08/2015,8,229
05/08/2015,9,116
05/08/2015,10,37
05/08/2015,11,41
05/08/2015,12,49
05/08/2015,13,40
05/08/2015,14,57
05/08/2015,15,61
05/08/2015,16,105
05/08/2015,17,169
05/08/2015,18,171
05/08/2015,19,96
05/08/2015,20,88
05/08/2015,21,57
05/08/2015,22,30
05/08/2015,23,24
06/08/2015,0,11
06/08/2015,1,5
06/08/2015,2,1
06/08/2015,4,1
06/08/2015,5,11
06/08/2015,6,60
06/08/2015,7,158
06/08/2015,8,246
06/08/2015,9,137
06/08/2015,10,61
06/08/2015,11,65
06/08/2015,12,79
06/08/2015,13,87
06/08/2015,14,81
06/08/2015,15,100
06/08/2015,16,165
06/08/2015,17,243
06/08/2015,18,217
06/08/2015,19,147
06/08/2015,20,65
06/08/2015,21,55
06/08/2015,22,34
06/08/2015,23,39
07/08/2015,0,15
07/08/2015,1,3
07/08/2015,2,3
07/08/2015,3,3
07/08/2015,4,2
07/08/2015,5,4
07/08/2015,6,23
07/08/2015,7,80
07/08/2015,8,198
07/08/2015,9,118
07/08/2015,10,51
07/08/2015,11,49
07/08/2015,12,64
07/08/2015,13,60
07/08/2015,14,42
07/08/2015,15,56
07/08/2015,16,88
07/08/2015,17,139
07/08/2015,18,141
07/08/2015,19,87
07/08/2015,20,53
07/08/2015,21,34
07/08/2015,22,39
07/08/2015,23,29
08/08/2015,0,21
08/08/2015,1,9
08/08/2015,2,5
08/08/2015,3,4
08/08/2015,4,2
08/08/2015,6,4
08/08/2015,7,13
08/08/2015,8,26
08/08/2015,9,45
08/08/2015,10,40
08/08/2015,11,54
08/08/2015,12,74
08/08/2015,13,76
08/08/2015,14,86
08/08/2015,15,76
08/08/2015,16,90
08/08/2015,17,91
08/08/2015,18,81
08/08/2015,19,79
08/08/2015,20,37
08/08/2015,21,21
08/08/2015,22,27
08/08/2015,23,27
09/08/2015,0,17
09/08/2015,1,22
09/08/2015,2,12
09/08/2015,3,4
09/08/2015,4,5
09/08/2015,5,1
09/08/2015,6,2
09/08/2015,7,12
09/08/2015,8,13
09/08/2015,9,24
09/08/2015,10,37
09/08/2015,11,54
09/08/2015,12,65
09/08/2015,13,64
09/08/2015,14,66
09/08/2015,15,70
09/08/2015,16,72
09/08/2015,17,81
09/08/2015,18,68
09/08/2015,19,55
09/08/2015,20,39
09/08/2015,21,27
09/08/2015,22,17
09/08/2015,23,11
10/08/2015,0,6
10/08/2015,1,3
10/08/2015,2,1
10/08/2015,3,1
10/08/2015,4,1
10/08/2015,5,7
10/08/2015,6,37
10/08/2015,7,95
10/08/2015,8,217
10/08/2015,9,105
10/08/2015,10,43
10/08/2015,11,27
10/08/2015,12,42
10/08/2015,13,51
10/08/2015,14,45
10/08/2015,15,32
10/08/2015,16,72
10/08/2015,17,197
10/08/2015,18,187
10/08/2015,19,118
10/08/2015,20,76
10/08/2015,21,33
10/08/2015,22,25
10/08/2015,23,14
11/08/2015,0,5
11/08/2015,1,1
11/08/2015,2,2
11/08/2015,3,1
11/08/2015,4,1
11/08/2015,5,7
11/08/2015,6,32
11/08/2015,7,99
11/08/2015,8,241
11/08/2015,9,113
11/08/2015,10,50
11/08/2015,11,50
11/08/2015,12,52
11/08/2015,13,70
11/08/2015,14,37
11/08/2015,15,56
11/08/2015,16,75
11/08/2015,17,154
11/08/2015,18,153
11/08/2015,19,79
11/08/2015,20,41
11/08/2015,21,29
11/08/2015,22,31
11/08/2015,23,12
12/08/2015,0,6
12/08/2015,1,4
12/08/2015,2,1
12/08/2015,3,1
12/08/2015,4,1
12/08/2015,5,5
12/08/2015,6,32
12/08/2015,7,98
12/08/2015,8,222
12/08/2015,9,122
12/08/2015,10,49
12/08/2015,11,39
12/08/2015,12,62
12/08/2015,13,44
12/08/2015,14,61
12/08/2015,15,52
12/08/2015,16,74
12/08/2015,17,172
12/08/2015,18,235
12/08/2015,19,110
12/08/2015,20,83
12/08/2015,21,49
12/08/2015,22,23
12/08/2015,23,20
13/08/2015,0,3
13/08/2015,2,1
13/08/2015,4,1
13/08/2015,5,7
13/08/2015,6,22
13/08/2015,7,70
13/08/2015,8,197
13/08/2015,9,100
13/08/2015,10,52
13/08/2015,11,39
13/08/2015,12,11
13/08/2015,13,5
13/08/2015,14,10
13/08/2015,15,26
13/08/2015,16,48
13/08/2015,17,119
13/08/2015,18,140
13/08/2015,19,93
13/08/2015,20,51
13/08/2015,21,39
13/08/2015,22,26
13/08/2015,23,24
14/08/2015,0,9
14/08/2015,1,6
14/08/2015,2,4
14/08/2015,3,2
14/08/2015,5,6
14/08/2015,6,34
14/08/2015,7,86
14/08/2015,8,172
14/08/2015,9,113
14/08/2015,10,48
14/08/2015,11,45
14/08/2015,12,74
14/08/2015,13,71
14/08/2015,14,48
14/08/2015,15,33
14/08/2015,16,36
14/08/2015,17,59
14/08/2015,18,88
14/08/2015,19,50
14/08/2015,20,19
14/08/2015,21,22
14/08/2015,22,18
14/08/2015,23,18
15/08/2015,0,12
15/08/2015,1,8
15/08/2015,2,5
15/08/2015,3,1
15/08/2015,4,3
15/08/2015,5,5
15/08/2015,6,5
15/08/2015,7,9
15/08/2015,8,21
15/08/2015,9,35
15/08/2015,10,55
15/08/2015,11,73
15/08/2015,12,92
15/08/2015,13,84
15/08/2015,14,78
15/08/2015,15,86
15/08/2015,16,69
15/08/2015,17,66
15/08/2015,18,69
15/08/2015,19,52
15/08/2015,20,35
15/08/2015,21,21
15/08/2015,22,17
15/08/2015,23,20
16/08/2015,0,17
16/08/2015,1,10
16/08/2015,2,10
16/08/2015,3,5
16/08/2015,4,5
16/08/2015,5,1
16/08/2015,6,7
16/08/2015,7,5
16/08/2015,8,11
16/08/2015,9,24
16/08/2015,10,43
16/08/2015,11,48
16/08/2015,12,75
16/08/2015,13,71
16/08/2015,14,65
16/08/2015,15,78
16/08/2015,16,73
16/08/2015,17,61
16/08/2015,18,59
16/08/2015,19,40
16/08/2015,20,28
16/08/2015,21,24
16/08/2015,22,17
16/08/2015,23,15
17/08/2015,0,4
17/08/2015,1,3
17/08/2015,2,2
17/08/2015,3,2
17/08/2015,4,2
17/08/2015,5,1
17/08/2015,6,36
17/08/2015,7,96
17/08/2015,8,204
17/08/2015,9,103
17/08/2015,10,42
17/08/2015,11,38
17/08/2015,12,52
17/08/2015,13,61
17/08/2015,14,53
17/08/2015,15,62
17/08/2015,16,82
17/08/2015,17,177
17/08/2015,18,190
17/08/2015,19,110
17/08/2015,20,58
17/08/2015,21,37
17/08/2015,22,32
17/08/2015,23,12
18/08/2015,0,3
18/08/2015,4,2
18/08/2015,5,12
18/08/2015,6,38
18/08/2015,7,124
18/08/2015,8,223
18/08/2015,9,129
18/08/2015,10,36
18/08/2015,11,42
18/08/2015,12,58
18/08/2015,13,54
18/08/2015,14,50
18/08/2015,15,55
18/08/2015,16,80
18/08/2015,17,204
18/08/2015,18,163
18/08/2015,19,86
18/08/2015,20,65
18/08/2015,21,32
18/08/2015,22,38
18/08/2015,23,10
19/08/2015,0,10
19/08/2015,1,1
19/08/2015,4,1
19/08/2015,5,12
19/08/2015,6,39
19/08/2015,7,130
19/08/2015,8,230
19/08/2015,9,133
19/08/2015,10,49
19/08/2015,11,46
19/08/2015,12,52
19/08/2015,13,52
19/08/2015,14,72
19/08/2015,15,53
19/08/2015,16,68
19/08/2015,17,197
19/08/2015,18,159
19/08/2015,19,92
19/08/2015,20,57
19/08/2015,21,18
19/08/2015,22,10
19/08/2015,23,11
20/08/2015,0,6
20/08/2015,1,2
20/08/2015,2,7
20/08/2015,3,1
20/08/2015,4,1
20/08/2015,5,5
20/08/2015,6,34
20/08/2015,7,97
20/08/2015,8,216
20/08/2015,9,141
20/08/2015,10,59
20/08/2015,11,37
20/08/2015,12,62
20/08/2015,13,49
20/08/2015,14,37
20/08/2015,15,33
20/08/2015,16,79
20/08/2015,17,166
20/08/2015,18,185
20/08/2015,19,84
20/08/2015,20,63
20/08/2015,21,30
20/08/2015,22,27
20/08/2015,23,17
21/08/2015,0,14
21/08/2015,1,4
21/08/2015,2,4
21/08/2015,4,1
21/08/2015,5,4
21/08/2015,6,39
21/08/2015,7,97
21/08/2015,8,194
21/08/2015,9,115
21/08/2015,10,42
21/08/2015,11,52
21/08/2015,12,61
21/08/2015,13,34
21/08/2015,14,38
21/08/2015,15,13
21/08/2015,16,43
21/08/2015,17,158
21/08/2015,18,134
21/08/2015,19,90
21/08/2015,20,62
21/08/2015,21,30
21/08/2015,22,30
21/08/2015,23,24
22/08/2015,0,20
22/08/2015,1,18
22/08/2015,2,14
22/08/2015,3,7
22/08/2015,4,2
22/08/2015,5,1
22/08/2015,6,8
22/08/2015,7,24
22/08/2015,8,37
22/08/2015,9,75
22/08/2015,10,99
22/08/2015,11,163
22/08/2015,12,186
22/08/2015,13,204
22/08/2015,14,216
22/08/2015,15,217
22/08/2015,16,279
22/08/2015,17,231
22/08/2015,18,195
22/08/2015,19,176
22/08/2015,20,140
22/08/2015,21,78
22/08/2015,22,72
22/08/2015,23,62
23/08/2015,0,43
23/08/2015,1,33
23/08/2015,2,25
23/08/2015,3,12
23/08/2015,4,7
23/08/2015,5,2
23/08/2015,6,10
23/08/2015,7,21
23/08/2015,8,24
23/08/2015,9,56
23/08/2015,10,99
23/08/2015,11,150
23/08/2015,12,92
23/08/2015,13,36
23/08/2015,14,93
23/08/2015,15,126
23/08/2015,16,140
23/08/2015,17,143
23/08/2015,18,172
23/08/2015,19,106
23/08/2015,20,90
23/08/2015,21,35
23/08/2015,22,44
23/08/2015,23,23
24/08/2015,0,5
24/08/2015,1,3
24/08/2015,2,1
24/08/2015,4,2
24/08/2015,5,10
24/08/2015,6,30
24/08/2015,7,79
24/08/2015,8,166
24/08/2015,9,52
24/08/2015,10,10
24/08/2015,11,15
24/08/2015,12,28
24/08/2015,13,26
24/08/2015,14,37
24/08/2015,15,23
24/08/2015,16,29
24/08/2015,17,110
24/08/2015,18,134
24/08/2015,19,61
24/08/2015,20,40
24/08/2015,21,24
24/08/2015,22,21
24/08/2015,23,13
25/08/2015,0,5
25/08/2015,1,5
25/08/2015,2,1
25/08/2015,4,3
25/08/2015,5,5
25/08/2015,6,43
25/08/2015,7,112
25/08/2015,8,239
25/08/2015,9,143
25/08/2015,10,64
25/08/2015,11,42
25/08/2015,12,46
25/08/2015,13,20
25/08/2015,14,16
25/08/2015,15,27
25/08/2015,16,69
25/08/2015,17,180
25/08/2015,18,202
25/08/2015,19,118
25/08/2015,20,76
25/08/2015,21,46
25/08/2015,22,38
25/08/2015,23,12
26/08/2015,0,2
26/08/2015,1,3
26/08/2015,2,1
26/08/2015,3,1
26/08/2015,5,3
26/08/2015,6,27
26/08/2015,7,114
26/08/2015,8,208
26/08/2015,9,61
26/08/2015,10,36
26/08/2015,11,11
26/08/2015,12,26
26/08/2015,13,11
26/08/2015,14,22
26/08/2015,15,20
26/08/2015,16,47
26/08/2015,17,155
26/08/2015,18,177
26/08/2015,19,114
26/08/2015,20,77
26/08/2015,21,35
26/08/2015,22,38
26/08/2015,23,20
27/08/2015,0,10
27/08/2015,1,5
27/08/2015,2,1
27/08/2015,3,1
27/08/2015,5,5
27/08/2015,6,37
27/08/2015,7,98
27/08/2015,8,225
27/08/2015,9,92
27/08/2015,10,42
27/08/2015,11,46
27/08/2015,12,48
27/08/2015,13,60
27/08/2015,14,51
27/08/2015,15,64
27/08/2015,16,66
27/08/2015,17,174
27/08/2015,18,180
27/08/2015,19,102
27/08/2015,20,72
27/08/2015,21,44
27/08/2015,22,30
27/08/2015,23,28
28/08/2015,0,11
28/08/2015,1,4
28/08/2015,2,2
28/08/2015,4,2
28/08/2015,5,7
28/08/2015,6,22
28/08/2015,7,87
28/08/2015,8,200
28/08/2015,9,126
28/08/2015,10,51
28/08/2015,11,47
28/08/2015,12,65
28/08/2015,13,76
28/08/2015,14,59
28/08/2015,15,60
28/08/2015,16,85
28/08/2015,17,146
28/08/2015,18,138
28/08/2015,19,82
28/08/2015,20,43
28/08/2015,21,32
28/08/2015,22,18
28/08/2015,23,30
29/08/2015,0,17
29/08/2015,1,11
29/08/2015,2,8
29/08/2015,3,6
29/08/2015,4,7
29/08/2015,5,5
29/08/2015,6,8
29/08/2015,7,14
29/08/2015,8,22
29/08/2015,9,33
29/08/2015,10,58
29/08/2015,11,81
29/08/2015,12,84
29/08/2015,13,102
29/08/2015,14,91
29/08/2015,15,76
29/08/2015,16,42
29/08/2015,17,27
29/08/2015,18,47
29/08/2015,19,28
29/08/2015,20,7
29/08/2015,21,12
29/08/2015,22,12
29/08/2015,23,24
30/08/2015,0,20
30/08/2015,1,13
30/08/2015,2,9
30/08/2015,3,5
30/08/2015,4,7
30/08/2015,5,4
30/08/2015,6,1
30/08/2015,7,8
30/08/2015,8,12
30/08/2015,9,38
30/08/2015,10,49
30/08/2015,11,50
30/08/2015,12,66
30/08/2015,13,68
30/08/2015,14,75
30/08/2015,15,75
30/08/2015,16,63
30/08/2015,17,68
30/08/2015,18,52
30/08/2015,19,41
30/08/2015,20,32
30/08/2015,21,19
30/08/2015,22,20
30/08/2015,23,22
31/08/2015,0,13
31/08/2015,17,1
01/09/2015,0,2
01/09/2015,1,2
01/09/2015,2,2
01/09/2015,3,1
01/09/2015,4,6
01/09/2015,5,7
01/09/2015,6,32
01/09/2015,7,138
01/09/2015,8,280
01/09/2015,9,142
01/09/2015,10,36
01/09/2015,11,19
01/09/2015,12,45
01/09/2015,13,60
01/09/2015,14,51
01/09/2015,15,73
01/09/2015,16,80
01/09/2015,17,204
01/09/2015,18,153
01/09/2015,19,146
01/09/2015,20,80
01/09/2015,21,53
01/09/2015,22,32
01/09/2015,23,18
02/09/2015,0,6
02/09/2015,1,3
02/09/2015,3,3
02/09/2015,4,3
02/09/2015,5,9
02/09/2015,6,57
02/09/2015,7,176
02/09/2015,8,343
