Ozone,NO,NO2,NOX,SO2,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
41,77,75,192,5,27,22,6,21,16,7
49,50,95,171,4,27,25,4,18,18,2
29,115,86,262,7,34,30,7,18,16,4
30,27,67,94,4,29,25,4,22,19,3
50,11,62,76,3,22,18,4,13,10,3
39,23,75,106,4,16,13,5,12,9,3
48,31,61,109,5,22,20,5,14,13,4
58,7,66,76,5,19,18,4,11,11,4
34,88,88,223,7,26,24,4,16,13,4
40,39,62,121,4,22,21,7,14,13,7
51,3,42,46,4,17,13,5,10,8,3
66,3,36,39,5,27,24,7,16,12,5
64,7,63,74,7,20,17,5,10,11,4
43,31,84,129,4,18,17,3,13,13,1
42,54,75,158,4,22,20,2,14,12,3
46,19,69,98,3,24,21,3,14,13,2
54,38,84,142,6,30,26,4,26,24,5
58,47,63,134,6,28,22,7,24,20,6
59,22,69,103,7,19,17,10,14,12,9
57,76,89,198,9,22,21,3,18,17,2
27,31,75,115,7,24,25,3,17,17,2
48,94,84,228,8,20,19,4,14,13,3
43,37,85,141,6,22,21,3,16,15,3
18,79,98,218,7,22,20,4,20,19,4
32,45,88,157,7,32,30,4,31,28,5
29,109,101,267,6,34,34,2,32,30,4
26,57,80,167,4,18,16,4,15,13,3
18,91,89,221,4,35,32,4,23,22,3
23,144,97,318,5,38,36,5,25,22,5
42,59,84,169,4,28,28,3,15,16,2
27,223,130,471,9,49,44,12,36,33,3
24,246,128,505,11,48,45,6,36,34,6
7,46,72,142,5,42,37,8,33,26,8
9,62,70,158,7,40,32,10,34,27,9
29,69,96,200,7,20,17,7,14,12,8
20,45,86,155,8,20,15,8,15,12,6
34,60,91,183,8,26,27,4,14,14,2
32,71,92,201,6,21,20,4,14,11,4
25,77,85,203,6,22,17,6,17,14,5
27,33,76,126,5,22,21,4,15,11,5
32,97,87,236,5,30,26,4,15,14,4
11,109,96,257,6,31,27,7,21,17,5
6,152,100,333,8,44,37,8,32,28,7
3,100,83,226,7,40,32,10,30,24,9
26,71,81,190,5,34,26,9,29,20,8
33,51,75,153,7,31,28,4,20,18,2
10,66,79,172,5,31,28,6,24,22,4
15,95,98,240,5,39,33,6,20,16,6
38,75,95,210,5,35,31,6,22,19,4
12,85,99,224,7,35,30,7,27,24,7
40,81,117,240,6,30,23,7,21,16,7
44,65,97,191,4,21,20,4,19,18,4
18,29,78,113,4,21,18,4,18,14,4
41,10,62,77,3,15,14,3,12,11,4
33,60,85,177,4,26,23,6,25,21,6
23,167,102,359,7,54,46,9,54,43,10
9,501,188,957,,97,88,12,78,69,12
7,431,159,819,7,82,72,11,67,57,11
20,43,83,137,5,41,31,9,36,28,10
48,23,73,103,4,30,26,6,14,12,6
50,6,53,61,3,12,11,4,11,9,5
55,41,93,156,4,,,,13,11,4
58,113,111,284,6,26,22,7,28,20,7
57,35,74,108,6,29,24,8,26,20,6
59,20,81,112,6,19,19,2,13,13,2
49,28,72,110,3,24,22,4,15,12,3
56,4,39,46,4,18,17,4,12,13,5
58,8,65,78,4,20,17,3,8,7,3
67,6,58,67,8,14,12,5,12,5,7
71,4,53,59,8,18,18,8,11,9,3
58,22,71,105,8,21,21,3,12,13,3
63,31,76,123,6,20,18,8,16,15,4
68,5,54,61,7,30,30,4,15,13,9
50,38,116,173,6,25,23,2,17,17,2
45,42,103,167,5,27,24,4,23,20,4
62,10,69,84,3,31,28,4,17,16,4
54,7,73,83,3,24,22,6,14,13,6
64,3,29,33,3,18,17,5,10,7,7
65,13,60,73,3,21,20,3,13,10,4
66,6,50,58,2,33,30,3,15,13,4
57,21,82,114,3,23,22,4,12,10,4
52,14,70,90,4,14,10,5,10,7,5
63,8,51,64,2,32,29,4,15,14,2
62,9,51,60,1,28,25,3,14,12,2
49,25,74,112,2,25,22,5,15,12,5
65,21,76,109,3,18,17,7,11,10,4
41,59,86,176,5,19,16,4,14,12,3
45,184,120,402,8,46,45,6,42,38,4
34,283,141,575,11,63,61,9,55,51,7
57,34,87,140,2,18,16,4,10,8,3
48,84,107,235,6,27,27,4,17,16,4
54,24,79,115,3,27,24,4,12,10,3
54,27,72,110,2,22,20,4,11,7,4
59,20,76,105,2,24,21,3,13,13,2
31,35,65,114,4,21,20,3,16,14,3
41,24,86,122,3,28,25,4,19,18,3
18,567,192,1062,21,75,69,7,58,53,6
27,350,140,665,13,72,65,11,62,55,10
38,61,105,198,3,30,27,6,20,19,4
22,67,100,188,4,27,24,7,13,10,4
17,101,85,241,5,30,26,6,17,15,4
47,31,73,116,3,26,21,8,19,15,7
55,16,74,94,6,23,19,8,15,10,8
57,23,77,113,2,20,16,7,10,10,4
50,23,80,114,3,18,17,3,9,8,3
47,81,89,213,4,26,23,6,21,19,5
8,118,88,251,4,40,32,11,33,29,7
41,121,82,259,3,36,30,11,33,28,10
67,7,46,53,4,30,29,4,16,15,4
58,17,80,106,3,31,29,4,17,16,2
42,52,76,156,4,27,21,6,14,12,5
52,22,74,104,3,18,15,7,11,9,7
59,18,59,84,4,23,25,6,12,13,4
66,72,95,205,5,26,26,8,12,11,6
57,55,80,160,6,19,16,5,12,10,6
66,6,38,43,4,35,32,8,16,13,5
64,4,53,57,4,25,26,4,14,12,2
44,76,105,206,4,18,15,6,11,11,2
45,20,77,105,3,20,17,6,10,9,3
56,12,63,83,,,,,,,
66,21,78,109,3,,,,,,
65,58,90,179,5,,,,,,
69,6,57,64,5,,,,,,
53,37,83,140,2,,,,,,
39,53,90,170,2,,,,,,
46,30,74,120,3,,,,,,
35,41,76,130,3,24,21,4,16,14,5
52,13,72,84,3,20,19,5,10,9,5
58,16,58,78,3,20,20,2,12,9,4
56,11,59,66,4,26,25,2,16,15,2
60,4,36,40,2,22,20,3,11,10,4
56,36,74,117,3,25,23,5,18,16,4
71,9,64,74,2,23,24,3,14,12,5
43,21,64,89,2,29,27,4,13,13,4
60,43,80,146,3,24,21,6,13,12,5
32,61,94,187,4,20,19,6,16,14,5
35,78,91,199,8,41,32,9,31,24,9
62,11,73,90,5,23,21,5,12,10,6
58,99,111,256,8,,,,,,
,,,,,,,,,,
,,,,,,,,,,
61,34,68,120,3,34,31,4,22,19,5
38,90,105,244,3,32,27,5,22,18,5
74,19,93,112,3,62,50,13,58,45,14
82,31,99,118,4,56,43,15,53,38,15
43,52,98,173,6,52,46,7,40,33,8
60,43,87,143,2,51,41,10,31,26,8
26,116,118,244,8,90,69,22,73,57,22
32,160,112,332,6,109,87,24,96,73,27
44,309,114,587,12,132,111,26,93,71,26
52,54,78,152,2,43,31,17,45,29,16
66,46,87,133,2,24,20,5,18,15,5
39,64,85,182,3,38,31,7,27,24,6
52,26,75,112,3,24,22,7,20,13,7
45,20,61,91,3,33,31,6,18,16,5
62,9,43,55,3,40,34,8,25,19,8
63,18,60,84,2,24,21,8,11,8,5
72,5,53,58,3,25,15,14,12,9,5
45,56,84,168,3,13,14,3,9,10,3
58,48,75,148,3,24,21,6,18,15,5
61,48,91,158,3,44,36,10,32,25,8
24,82,94,210,2,41,33,11,32,23,10
30,66,101,185,5,48,38,11,41,32,14
26,108,114,239,6,72,55,21,63,47,18
76,91,117,222,9,78,58,23,67,47,21
73,85,111,222,16,70,55,18,60,44,17
50,65,95,190,3,39,36,6,30,26,7
48,127,111,298,4,57,46,11,46,37,12
23,90,115,225,9,104,81,23,78,57,21
37,113,88,248,8,101,75,28,78,54,26
52,20,59,84,2,84,69,20,64,50,19
68,16,62,82,2,21,16,6,15,11,5
39,6,35,40,1,10,5,7,8,4,4
49,14,64,74,2,15,9,6,10,7,5
61,24,86,102,2,22,21,5,12,12,3
66,57,91,170,1,32,28,6,20,18,5
61,40,86,139,4,21,18,4,13,12,4
59,56,100,178,12,31,27,7,22,19,4
65,32,86,134,4,32,27,7,26,20,6
77,40,62,120,1,23,20,6,13,11,4
44,55,78,162,3,26,25,4,13,13,4
58,54,78,161,3,29,26,4,12,10,4
71,26,87,105,5,35,32,6,24,19,5
59,67,97,199,5,50,42,8,27,21,9
55,24,55,89,2,26,23,6,10,10,4
65,16,66,81,2,24,23,7,20,14,6
50,54,81,157,4,78,70,11,70,62,9
82,54,75,159,3,52,42,12,49,39,12
69,21,76,109,3,36,28,9,26,21,7
75,46,95,166,4,26,20,6,16,12,5
64,52,87,164,3,22,14,9,21,14,7
48,70,70,176,4,41,30,12,36,26,11
72,7,60,70,2,25,16,10,28,19,9
60,10,53,65,2,32,26,6,26,19,8
56,49,76,143,2,46,35,12,38,28,10
45,43,94,144,3,54,36,19,45,31,16
72,206,119,434,8,73,58,17,65,51,17
65,55,90,169,3,49,37,13,44,35,9
47,38,81,136,3,46,32,14,40,29,12
69,38,69,126,2,18,16,5,14,11,4
95,6,51,52,3,24,20,6,19,15,6
107,7,54,62,5,50,19,31,20,16,8
75,9,48,61,4,24,18,6,18,15,5
62,9,50,62,2,17,15,5,10,7,4
65,19,61,90,3,14,11,5,10,8,3
66,13,58,77,2,23,16,6,11,9,4
62,7,37,47,4,24,20,8,12,10,5
65,5,38,42,3,43,39,6,7,6,3
61,31,79,127,3,17,15,4,8,9,2
46,43,85,144,4,16,16,4,12,12,3
43,54,94,156,2,26,25,5,20,17,4
58,50,96,158,3,29,24,9,21,17,6
65,135,97,301,5,40,33,10,32,26,7
85,61,100,176,3,45,38,10,33,29,8
107,6,91,95,5,59,50,13,51,43,10
89,57,94,182,7,68,50,21,62,43,20
79,9,71,76,5,51,41,13,42,32,12
68,29,80,124,3,24,19,8,18,13,7
57,13,71,86,3,17,12,6,12,8,6
72,17,76,86,2,18,17,6,11,11,3
68,13,74,94,2,20,19,5,16,14,4
74,4,53,55,2,15,12,5,10,9,3
28,52,78,155,2,17,18,6,13,16,5
41,42,79,143,1,18,13,5,14,11,5
49,70,72,173,3,21,18,7,17,13,5
44,67,80,166,3,27,20,8,24,17,7
53,94,93,237,3,29,26,8,25,23,6
64,67,79,180,2,26,21,8,24,21,7
95,22,78,111,5,27,23,9,23,19,6
61,31,72,112,3,17,12,7,16,11,5
43,38,66,111,2,16,11,10,12,8,6
55,14,61,83,3,14,10,5,9,7,5
62,15,50,70,1,18,17,5,14,11,3
79,49,80,155,4,34,30,7,20,16,6
80,40,77,139,4,44,41,5,30,30,5
79,10,67,75,1,21,19,6,13,12,4
87,47,92,164,5,46,41,6,32,26,6
66,9,53,60,1,20,18,8,12,10,4
63,25,88,102,1,24,22,6,13,11,3
59,23,95,116,1,26,26,6,20,17,4
72,44,93,149,5,41,40,7,22,19,5
54,17,70,74,4,26,24,6,20,17,5
55,14,38,58,1,13,11,7,8,7,3
39,36,53,109,2,18,19,4,12,9,4
49,21,56,85,2,27,26,6,14,12,4
35,58,48,134,3,20,18,7,14,10,4
26,45,62,131,4,38,37,5,32,27,6
61,22,64,83,2,22,22,4,15,13,5
65,15,58,79,3,36,34,5,17,16,5
60,16,67,86,3,27,24,6,18,13,6
66,91,104,233,6,31,29,8,24,20,6
52,31,76,115,3,31,25,7,28,21,7
55,24,65,94,2,16,14,5,11,9,4
66,41,76,139,3,24,20,4,14,11,4
55,8,44,54,3,29,22,7,21,16,6
32,15,52,72,2,16,13,4,11,9,4
55,14,55,60,4,18,15,4,11,10,3
59,37,65,122,3,20,15,5,14,11,4
62,47,74,146,3,22,22,6,13,10,4
58,46,76,147,3,25,24,4,17,15,4
83,8,45,56,15,22,19,6,13,12,6
90,8,43,55,3,30,27,6,13,11,5
47,7,44,55,3,15,16,6,13,12,6
58,15,50,67,3,15,15,4,12,11,5
52,17,58,70,1,23,16,15,12,8,5
35,37,71,111,2,19,16,5,17,14,6
49,44,57,122,5,28,23,5,21,17,6
51,50,71,147,3,40,40,4,18,15,3
43,53,69,141,2,29,27,6,22,20,5
96,13,54,64,3,29,23,9,21,19,5
51,17,45,72,4,13,12,6,12,9,6
68,21,46,79,3,17,15,6,12,10,4
65,23,55,76,3,18,19,4,13,12,4
80,47,67,139,3,22,21,6,17,12,5
70,24,51,79,2,24,20,5,17,15,8
107,17,65,88,4,45,40,13,38,29,14
98,10,68,81,4,31,28,7,22,18,7
84,6,63,68,3,28,25,6,23,19,6
49,38,55,111,3,29,26,5,24,20,6
62,25,54,87,1,24,23,8,19,15,5
97,22,55,88,3,28,28,7,22,17,5
89,24,59,96,2,32,32,6,24,23,5
64,30,80,126,2,29,30,8,26,24,6
88,20,71,73,2,25,25,9,22,20,5
63,9,51,57,2,20,19,6,19,17,5
57,18,53,78,3,17,18,7,16,12,6
65,26,56,89,4,20,17,4,17,13,5
68,19,86,88,3,26,24,5,20,18,6
76,23,64,96,3,27,22,5,17,14,6
74,22,62,96,2,23,20,5,16,14,5
62,19,65,94,3,20,19,5,15,13,5
73,5,39,47,6,14,13,4,10,8,4
65,22,59,93,2,19,19,5,11,9,5
60,19,66,95,3,17,17,5,13,10,5
63,9,80,89,2,,,,,,
67,31,97,118,2,,,,,,
49,55,89,167,6,,,,,,
61,6,64,72,1,17,16,4,17,14,3
65,24,62,99,4,12,15,5,13,12,7
51,11,63,73,1,16,12,5,11,8,4
61,6,70,77,2,17,14,5,15,13,4
46,36,78,123,3,18,18,6,12,11,3
43,36,105,153,2,20,18,5,14,13,4
31,55,71,145,3,22,20,3,16,14,3
60,21,58,80,1,16,13,4,11,9,4
61,16,59,70,3,12,9,4,10,8,5
34,30,62,92,3,13,16,4,10,9,3
54,34,85,115,3,12,15,2,9,8,3
,,,,,,,,,,
,,,,,,,,,,
46,38,71,122,3,15,14,3,11,9,3
68,19,78,106,2,32,33,3,10,9,3
66,19,80,109,3,16,15,4,14,12,5
41,23,54,86,3,16,14,4,13,8,6
48,50,62,128,4,23,22,3,16,16,4
47,53,76,157,3,28,24,7,26,20,8
62,13,43,58,2,23,22,4,16,12,5
50,8,38,47,2,22,21,7,14,11,4
53,17,59,70,2,18,15,4,13,10,4
51,36,93,145,2,24,22,5,19,16,4
14,42,63,121,2,23,20,4,18,14,5
48,38,67,108,1,26,20,6,23,17,7
54,52,68,145,2,51,36,15,47,31,16
43,65,87,157,4,51,41,12,45,33,13
50,37,95,131,3,59,44,14,54,39,15
47,32,88,129,5,62,53,17,59,46,16
50,33,93,129,27,62,50,12,58,44,14
51,74,97,188,10,40,37,9,,,
49,73,83,194,5,40,37,8,,,
41,104,77,228,9,31,28,7,,,
29,92,75,213,6,48,48,4,,,
54,42,76,137,2,35,31,8,,,
50,35,67,117,2,31,25,8,,,
58,17,55,75,3,26,24,7,,,
40,45,85,135,4,42,32,9,,,
66,62,78,163,4,82,62,22,76,54,22
71,29,91,125,4,64,51,14,57,44,15
76,46,97,135,5,74,61,19,71,50,22
38,65,114,202,4,73,54,20,67,47,23
29,31,72,106,3,67,54,17,60,43,19
48,18,66,94,15,24,22,5,20,17,6
35,71,107,197,88,49,47,4,43,43,5
51,114,95,263,74,63,60,8,52,47,9
40,49,89,163,21,43,40,7,42,38,6
32,55,76,146,2,20,20,3,14,12,5
35,79,102,223,3,24,22,4,22,19,6
28,87,78,211,5,38,38,14,22,21,6
55,78,96,207,6,54,44,15,49,38,16
33,226,107,454,10,61,54,10,49,42,12
65,12,57,76,2,33,31,9,30,24,9
32,35,79,123,2,24,20,5,19,15,5
20,60,74,154,3,34,31,6,24,20,7
54,28,60,102,2,28,23,10,25,19,9
33,38,72,123,3,30,25,11,28,19,10
46,63,70,166,3,19,16,8,18,13,6
35,42,80,145,5,20,17,7,14,11,6
44,27,71,112,5,16,14,4,16,12,5
41,78,80,200,6,25,23,4,19,15,6
48,13,66,87,6,27,27,3,18,17,4
36,69,88,194,3,34,32,5,19,16,5
49,24,76,107,1,21,19,4,18,17,5
46,87,77,204,4,25,22,6,22,18,8
54,72,76,186,4,14,12,6,14,11,6
25,86,108,241,3,24,22,4,22,18,5
19,69,76,182,3,37,31,7,24,20,8
38,51,76,151,3,32,29,5,19,17,4
38,28,72,114,2,26,24,5,17,13,6
45,7,50,59,2,23,22,5,20,17,6
55,3,38,42,3,21,20,4,16,11,6
45,15,52,73,2,15,10,5,10,7,5
58,27,66,98,6,18,19,7,13,13,7
33,70,90,197,2,29,26,4,19,16,6
50,13,65,85,2,18,17,4,16,12,5
31,21,104,136,3,15,14,4,15,11,5
55,13,71,92,2,16,15,4,16,13,5
55,3,56,60,2,17,14,4,13,11,4
49,15,69,92,2,25,22,5,22,18,6
30,29,64,101,4,34,30,6,26,21,6
30,47,88,137,2,28,24,6,25,18,8
24,47,82,142,2,46,40,8,38,32,9
36,37,87,121,3,35,32,8,30,22,8
56,6,57,66,2,34,30,6,23,19,7
54,4,54,59,4,19,17,5,17,10,6
46,26,92,132,4,18,15,6,16,12,7
34,105,106,252,7,31,25,8,23,19,5
10,88,94,208,4,47,44,7,40,35,6
31,138,108,320,7,56,51,6,50,42,8
52,19,88,117,3,21,21,6,18,16,7
47,8,75,85,1,59,56,5,57,55,5
46,33,92,139,6,43,39,5,34,30,6
37,30,84,128,7,22,19,4,20,16,6
44,39,67,120,3,21,18,6,17,13,5
38,39,85,143,3,19,19,4,15,12,4
23,55,80,162,3,20,18,5,16,11,6
35,92,114,247,4,33,34,6,27,25,7
15,144,102,323,6,34,29,6,32,28,8
15,66,82,183,4,34,31,7,32,26,10
35,55,99,183,3,25,21,9,27,22,12
15,151,96,327,5,37,33,7,35,29,9
3,208,95,415,8,54,44,11,46,37,12
5,186,94,378,6,64,54,12,56,43,14
3,94,73,218,5,48,38,12,47,34,14
8,73,66,171,4,33,28,8,33,23,13
21,57,91,179,2,27,20,8,26,18,9
6,243,130,502,9,49,41,8,43,34,9
3,148,101,323,6,48,41,7,44,37,8
1,156,85,317,6,42,37,10,39,31,9
2,180,90,365,6,39,35,8,32,26,10
4,98,71,221,3,70,67,8,34,27,7
2,187,82,369,6,71,63,9,61,50,11
8,242,94,455,8,80,71,10,69,58,12
20,64,64,162,2,40,37,6,32,28,8
29,118,77,245,6,41,37,5,33,29,7
38,71,86,189,3,29,26,4,21,17,4
37,99,65,214,5,32,27,6,27,22,8
4,92,99,228,5,38,31,8,32,24,8
12,78,91,207,5,38,31,7,29,24,7
46,43,108,146,2,22,20,5,18,13,6
37,50,116,194,3,17,16,3,14,11,3
43,113,91,265,4,29,24,5,20,14,8
69,26,87,123,1,24,22,5,15,12,5
54,67,96,198,3,21,17,5,14,9,6
64,48,107,169,5,19,18,6,14,12,7
12,111,95,253,5,36,33,4,29,24,6
43,46,67,137,3,28,24,4,21,17,6
46,69,122,222,3,25,22,4,22,16,6
14,114,126,276,4,28,24,5,24,18,8
48,37,82,135,3,17,14,6,14,11,6
53,11,55,67,3,11,8,4,10,6,5
53,65,83,183,4,20,18,3,13,12,5
44,22,95,124,2,21,18,4,12,11,3
52,15,67,90,2,16,15,4,13,11,4
51,6,46,54,3,17,15,4,13,10,4
63,7,44,52,3,12,11,3,9,7,5
62,46,75,141,4,15,14,3,10,9,4
38,29,99,132,4,21,19,2,16,14,4
40,38,106,143,6,18,13,8,16,10,10
43,55,73,158,11,17,15,4,15,15,5
28,63,87,181,5,29,27,3,28,21,6
11,96,106,241,3,39,31,7,33,26,7
4,100,100,253,5,38,31,9,35,27,10
37,68,85,190,2,35,31,6,32,25,9
53,4,38,42,3,34,29,8,33,26,8
57,30,81,125,2,28,27,4,19,16,6
51,56,91,165,5,22,19,7,22,19,9
17,50,84,141,2,32,25,8,33,23,10
39,59,75,162,3,28,21,8,25,15,10
46,50,114,166,3,32,28,5,14,12,6
50,46,83,155,3,22,18,6,12,9,6
55,60,121,206,4,25,19,7,23,15,9
67,11,59,74,2,26,21,6,16,13,10
57,32,81,104,3,20,17,5,13,10,7
59,8,52,58,2,24,22,4,12,10,4
72,10,66,81,4,14,12,4,13,7,6
61,23,84,119,4,36,33,5,11,8,6
61,16,71,95,3,21,18,6,11,8,6
76,16,77,100,5,28,28,6,15,12,4
55,70,108,203,4,23,23,2,18,17,2
41,57,104,190,4,22,20,4,16,14,5
46,80,87,210,3,32,26,6,27,22,6
18,140,110,326,7,43,39,8,36,31,8
36,325,136,629,14,64,55,10,46,38,12
46,98,82,228,5,42,36,6,38,31,7
8,178,92,365,7,57,46,14,44,32,16
21,257,110,504,9,58,47,13,47,38,14
32,75,122,197,4,35,32,7,22,19,6
35,42,80,144,2,30,26,4,20,17,5
40,80,99,219,4,25,20,6,14,11,6
36,87,120,253,4,22,19,6,15,11,8
61,30,78,116,6,75,73,9,12,7,9
52,76,115,231,9,18,10,7,11,9,7
43,96,122,239,7,27,24,5,19,14,5
22,75,102,191,5,20,17,4,12,11,3
33,74,91,205,3,21,18,4,12,11,3
21,97,113,253,4,26,24,4,21,16,6
16,92,100,241,4,24,21,5,23,17,6
22,95,97,238,4,27,24,6,23,17,7
23,87,79,212,4,,,,,,
24,76,73,187,3,,,,,,
17,68,83,185,2,,,,,,
29,63,117,189,4,,,,,,
26,105,101,262,5,,,,,,
39,127,91,285,5,38,33,7,34,26,8
38,69,89,195,3,47,37,10,37,26,10
11,64,75,166,4,54,42,13,45,32,14
40,32,81,129,5,56,43,15,52,38,16
50,85,106,234,6,32,30,5,28,24,6
25,77,103,222,3,50,38,12,42,30,11
22,122,93,271,6,48,38,10,45,34,12
26,71,100,209,4,26,24,3,17,15,4
48,36,80,128,4,29,26,4,18,13,6
46,16,72,92,5,26,23,6,18,13,6
44,73,111,203,5,26,23,5,18,15,7
29,60,113,183,4,26,21,5,18,14,4
57,21,97,130,4,20,15,6,16,12,6
64,15,64,87,5,20,16,5,13,9,4
62,36,122,178,5,22,21,2,14,13,3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
62,6,42,49,5,24,20,6,19,12,7
69,8,61,73,5,23,22,5,14,11,4
54,20,58,86,4,16,17,2,12,10,3
54,24,68,104,3,19,18,3,10,10,4
45,81,114,229,4,26,26,2,17,15,3
43,77,110,206,33,37,36,4,21,18,5
63,14,69,84,2,35,30,6,25,20,6
65,7,71,80,2,38,32,6,27,22,7
64,25,72,110,1,31,25,7,24,18,7
43,40,70,132,3,28,23,6,20,14,8
41,102,95,240,3,44,41,4,26,22,5
51,47,69,137,9,65,52,14,55,41,15
45,50,82,141,4,60,46,15,53,37,16
46,87,84,217,6,53,41,12,46,33,13
44,31,61,106,2,46,41,9,34,26,10
34,34,56,108,2,44,38,8,37,29,11
20,86,64,182,4,58,47,12,58,44,14
15,103,69,219,5,91,71,22,88,65,24
38,60,75,151,4,69,53,20,63,47,21
62,46,87,151,2,60,46,15,48,35,14
62,75,122,238,7,60,51,12,54,43,11
41,29,60,103,3,24,20,8,17,13,10
54,19,52,76,2,,,,16,13,7
62,26,89,125,4,40,28,14,27,19,9
44,69,91,191,4,33,25,13,25,16,8
41,91,108,212,4,44,36,9,34,26,9
61,102,100,256,6,27,18,10,22,16,8
62,51,89,163,3,34,29,8,18,14,5
61,7,58,66,4,23,20,7,18,11,9
76,38,69,125,4,21,21,9,14,12,6
61,62,86,165,4,22,17,8,15,9,9
75,63,69,165,5,24,19,9,12,11,5
62,45,79,140,2,23,23,7,13,13,4
55,66,81,182,4,19,19,6,11,14,5
34,51,67,139,4,26,23,11,22,20,8
36,42,69,126,3,29,20,10,29,23,10
66,49,80,139,3,26,20,8,19,16,8
55,58,76,165,7,35,32,12,28,26,9
68,72,94,205,5,45,36,9,,,
30,131,93,279,7,79,67,20,,,
67,84,91,206,4,73,58,19,55,41,20
90,121,105,290,10,93,72,27,71,53,23
83,39,76,126,4,32,22,11,21,15,10
88,23,55,87,2,22,21,7,10,13,5
65,38,74,132,3,,,,14,14,6
78,35,67,120,3,,,,15,16,8
85,61,106,200,6,,,,20,21,8
51,40,66,124,5,,,,26,19,11
66,35,67,120,4,,,,9,11,4
77,18,50,74,2,,,,11,11,8
64,26,66,96,2,,,,15,15,5
87,86,86,218,5,,,,21,19,8
73,51,82,149,2,,,,18,18,6
61,57,80,167,3,,,,19,17,7
69,22,98,129,5,,,,28,22,10
79,16,82,108,4,,,,48,36,19
76,6,39,47,3,,,,12,13,7
49,30,72,117,2,,,,16,14,7
39,58,77,141,3,,,,12,13,6
53,38,66,124,2,,,,11,10,4
55,14,84,105,3,,,,10,11,5
59,39,75,127,3,,,,12,13,6
64,31,64,109,2,,,,9,10,5
54,17,69,93,5,34,28,7,22,17,9
81,18,70,97,5,40,24,15,23,19,12
84,8,60,72,5,17,13,6,14,9,9
82,6,39,45,7,27,27,6,11,12,7
76,6,40,45,4,27,27,4,9,12,5
74,9,47,61,1,18,16,3,10,11,4
58,67,84,186,3,23,21,4,18,16,6
92,6,76,84,2,16,15,3,8,11,3
86,3,51,53,2,22,19,5,14,16,5
66,8,51,64,3,18,19,4,13,14,6
74,11,59,73,3,18,16,3,10,11,4
58,39,76,132,4,34,30,6,13,15,5
50,41,77,139,5,20,17,4,12,14,7
62,28,63,106,3,20,18,4,15,14,6
78,41,71,133,4,23,17,12,12,12,6
80,11,68,76,3,22,22,7,10,11,7
72,13,54,74,6,17,11,7,8,9,8
63,30,87,121,5,18,14,7,9,9,4
46,74,83,192,5,,,,9,12,4
83,47,76,149,2,,,,14,14,6
49,45,70,123,3,,,,14,14,5
55,34,50,90,3,,,,17,17,7
59,29,47,91,3,,,,12,14,6
57,18,56,82,2,,,,14,14,5
49,40,66,123,2,,,,12,12,5
84,31,61,109,3,,,,13,12,6
73,75,72,187,4,,,,8,10,8
55,40,106,160,5,,,,15,12,6
71,24,64,100,3,,,,11,10,5
53,15,88,109,4,,,,9,11,6
78,7,34,45,4,,,,9,9,5
80,8,36,44,5,,,,12,15,5
63,18,91,111,3,,,,10,12,4
71,78,95,200,4,,,,25,21,9
59,37,85,139,5,,,,27,21,10
76,6,62,71,2,,,,,,
73,10,64,78,3,,,,13,14,6
53,37,56,112,4,,,,19,20,6
58,38,69,128,2,,,,11,11,5
71,29,60,103,2,,,,13,12,6
94,41,71,134,10,,,,19,19,9
96,34,118,142,5,,,,76,59,22
63,23,90,100,4,,,,65,45,24
50,31,60,102,3,,,,21,20,9
56,28,61,101,3,,,,11,11,6
69,41,86,139,4,,,,15,16,6
44,16,46,71,2,,,,11,14,6
49,41,80,128,2,,,,15,14,7
47,63,81,171,3,,,,15,15,6
43,35,55,109,2,,,,19,18,6
61,26,39,76,3,,,,12,12,6
50,46,58,128,4,,,,7,10,5
44,51,71,143,2,,,,12,12,5
85,24,60,97,3,,,,11,12,6
86,42,67,132,2,,,,19,19,6
105,19,84,113,3,,,,17,15,8
68,40,51,101,3,,,,16,15,6
57,5,46,53,2,,,,11,12,6
87,24,54,90,2,,,,14,12,6
92,24,98,111,4,,,,27,23,9
138,56,131,216,6,,,,36,34,8
101,29,54,99,2,,,,22,23,6
67,19,51,77,4,,,,18,16,7
78,4,46,49,2,,,,31,28,11
76,11,48,59,3,,,,29,26,10
63,8,42,45,2,,,,15,15,9
58,14,56,75,4,,,,11,11,7
44,102,142,298,8,,,,36,39,6
63,48,73,140,3,,,,13,15,6
92,14,94,106,4,,,,17,18,7
69,88,114,248,5,,,,20,20,7
48,4,33,39,1,,,,9,10,5
46,12,44,59,2,,,,12,12,5
31,35,58,100,3,,,,14,15,6
27,85,73,175,4,,,,14,13,7
69,34,67,119,4,,,,29,25,8
66,26,72,111,3,,,,13,13,6
88,6,34,40,2,,,,10,10,6
76,11,65,70,3,,,,9,13,6
50,27,56,98,3,,,,11,13,7
61,9,32,43,2,,,,14,13,5
62,14,57,76,2,,,,10,12,6
60,22,58,92,3,,,,9,10,5
47,62,79,175,4,,,,16,16,9
50,32,63,99,3,,,,9,10,5
44,12,49,67,5,,,,11,10,7
51,5,36,43,5,,,,,,
57,11,50,65,3,,,,,,
52,22,63,93,3,,,,,,
39,26,60,87,2,,,,,,
84,70,70,177,4,,,,23,21,6
73,27,64,105,3,,,,11,12,6
106,5,73,81,4,,,,19,17,8
