Ozone,NO,NO2,NOX,SO2,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
71,6,62,66,3,,,,15,17,7
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
56,58,84,159,4,32,32,4,14,14,2
89,17,70,91,2,29,26,6,15,13,4
96,4,56,57,3,26,25,5,14,12,4
46,12,45,57,2,19,17,6,9,8,2
35,51,70,144,3,26,27,3,10,11,2
48,39,61,122,2,30,30,5,10,9,4
46,39,67,127,4,40,35,10,25,18,9
64,20,56,82,4,56,44,16,41,30,11
58,28,66,99,3,27,23,7,20,16,6
51,21,78,103,3,21,22,4,13,14,2
52,38,74,118,4,50,50,5,19,16,3
48,26,69,106,5,26,27,4,16,15,3
55,10,52,61,3,20,18,5,14,12,2
46,14,35,57,2,16,16,7,8,9,3
51,23,37,70,2,16,14,6,8,8,2
86,47,103,119,5,29,28,7,19,16,4
85,8,76,83,4,34,30,8,23,20,4
33,55,74,157,7,19,18,5,12,9,4
39,20,52,83,3,21,20,5,8,9,3
54,14,53,74,3,18,19,6,7,7,2
50,15,59,73,3,17,18,5,9,9,4
60,14,42,62,3,19,18,4,11,10,2
65,36,85,140,3,25,22,7,20,16,4
43,24,57,93,3,27,23,7,16,13,4
29,29,62,102,8,12,11,6,8,7,4
34,61,85,157,3,28,28,6,17,15,2
32,63,79,164,3,19,19,5,15,12,4
45,46,86,145,3,13,13,6,7,7,3
31,54,71,154,3,12,14,3,7,7,2
25,33,86,126,3,20,22,4,9,11,2
54,63,67,145,3,19,20,4,12,12,1
28,41,68,119,3,17,18,5,13,14,2
46,26,61,96,3,15,16,5,9,9,3
54,39,71,124,3,23,25,8,14,10,4
55,79,73,180,3,36,33,10,23,20,6
68,89,90,214,7,44,41,11,32,25,8
69,5,64,70,2,31,25,11,22,15,7
53,47,59,131,3,25,21,16,10,9,3
54,54,60,140,3,15,16,7,10,7,4
58,18,64,72,2,17,18,6,8,10,2
27,59,83,174,6,20,18,6,9,8,3
54,46,60,128,5,22,20,6,16,15,2
33,88,81,217,3,18,22,3,13,15,3
53,41,86,148,2,25,25,5,20,17,3
76,63,73,164,2,30,25,10,23,18,6
54,18,68,93,5,25,20,8,16,12,6
23,111,77,245,11,16,16,6,8,9,2
38,48,63,136,6,16,18,4,10,9,2
44,46,57,126,4,14,16,4,7,7,1
34,137,96,306,4,26,27,5,16,16,1
41,72,74,181,4,25,26,5,16,16,3
50,74,73,186,4,18,19,4,12,11,2
47,138,72,282,7,30,30,6,14,16,2
39,83,60,183,4,29,28,6,15,13,4
47,52,73,137,4,27,28,6,16,13,3
43,83,80,189,4,28,27,6,17,15,3
37,93,75,208,7,,,,26,20,8
27,92,101,227,4,,,,51,42,15
78,32,80,124,3,,,,40,29,11
43,28,58,98,5,,,,31,20,12
47,47,67,131,8,,,,10,9,4
26,44,62,126,6,19,17,5,11,10,2
31,103,87,244,4,29,28,5,18,18,2
22,316,102,565,12,52,51,8,39,38,6
31,88,69,194,4,27,23,7,17,14,4
43,21,59,82,4,46,38,11,32,26,6
28,70,85,178,5,41,38,7,27,23,5
23,72,79,182,4,40,38,5,17,15,3
27,74,76,185,4,18,18,6,11,10,3
21,75,73,188,3,22,20,5,15,12,4
32,59,76,163,3,45,44,5,32,28,4
31,44,67,129,3,26,26,5,16,15,3
21,62,59,150,3,22,20,8,14,14,4
21,83,77,195,3,22,22,5,10,11,3
17,98,101,230,4,38,34,9,25,19,6
31,24,62,92,4,25,22,6,16,11,5
58,62,108,177,5,22,23,7,12,12,3
38,40,70,130,4,24,23,5,11,10,4
52,39,67,126,5,18,18,6,11,10,3
38,31,71,102,3,21,21,6,14,13,3
21,51,63,136,3,31,27,8,23,18,6
17,79,66,173,6,43,38,11,30,24,7
33,41,87,148,6,27,25,8,17,14,4
24,29,74,107,4,22,20,4,9,8,3
34,36,69,122,2,24,25,6,14,14,3
11,160,73,314,6,83,75,12,67,61,7
2,253,87,464,10,93,85,14,81,74,12
11,145,86,297,6,64,53,16,48,38,12
24,110,71,231,8,49,41,13,32,23,10
26,121,90,252,9,36,32,8,26,22,7
37,21,64,87,6,24,22,6,13,10,5
49,16,52,76,6,20,18,7,12,10,3
40,6,58,67,5,36,35,8,26,25,2
40,6,63,71,5,26,24,8,15,11,6
61,7,50,59,3,24,25,6,12,9,4
53,9,46,59,4,25,24,6,10,9,2
59,7,54,65,4,18,17,7,9,6,3
42,28,67,109,4,18,18,7,11,9,4
60,13,61,76,4,26,24,7,10,11,3
45,10,58,71,5,16,15,6,8,5,5
58,4,32,37,4,18,21,6,11,9,4
63,10,60,75,3,18,18,7,9,8,4
62,12,54,72,6,,,,10,9,2
64,12,52,70,3,30,30,3,12,10,3
61,36,83,125,4,22,23,6,11,9,2
31,41,82,143,6,17,15,5,8,6,4
42,83,82,210,7,15,18,4,7,6,5
17,67,76,178,5,19,18,4,14,13,4
27,154,92,327,7,76,74,7,30,26,7
44,91,86,222,7,22,20,5,10,10,5
28,102,95,245,8,21,21,3,12,15,3
18,91,92,205,6,31,31,5,20,16,4
37,64,72,170,7,19,16,6,16,12,5
55,39,57,116,6,16,16,5,7,6,3
63,3,37,42,6,21,22,4,9,9,5
51,11,44,56,4,11,12,3,8,7,2
51,32,57,106,4,20,20,3,10,9,2
70,13,58,74,2,24,24,4,15,14,3
54,14,59,77,6,31,29,6,15,13,4
55,59,60,151,6,18,18,4,12,8,5
67,3,33,36,5,22,20,5,8,7,3
66,4,50,57,5,16,17,2,11,10,1
43,33,64,114,4,34,31,6,25,21,5
43,11,57,71,4,21,20,5,11,11,3
44,44,78,145,3,25,26,4,10,8,2
63,16,67,92,2,22,21,5,11,7,4
39,28,85,119,4,16,16,4,11,9,3
50,22,68,102,3,17,16,5,10,9,3
45,103,82,240,5,34,33,6,21,20,6
41,35,62,115,3,26,24,6,20,18,5
13,86,56,186,4,40,34,9,26,22,7
55,12,66,85,2,39,36,5,17,13,4
27,23,53,85,4,46,45,5,23,21,3
41,12,61,80,3,24,22,5,15,12,4
32,8,46,58,3,32,30,5,18,18,3
62,4,57,63,4,28,26,5,14,13,2
58,15,68,89,3,25,24,4,13,11,2
56,4,37,42,4,16,15,4,6,4,4
64,7,57,64,3,27,26,4,12,9,3
59,4,50,54,4,17,16,5,6,6,4
59,1,29,30,2,16,16,5,12,8,4
63,2,23,24,3,22,22,5,13,12,4
63,5,49,57,3,100,100,5,43,43,3
31,25,49,86,5,78,74,6,32,32,5
57,9,57,69,3,19,21,4,10,11,2
58,5,41,48,6,16,17,7,12,9,4
71,5,45,48,6,19,19,5,7,9,2
36,63,75,172,6,24,23,6,14,15,4
38,20,59,88,5,13,12,4,5,6,3
59,8,76,88,7,26,22,9,10,8,4
41,17,73,97,3,22,19,3,9,8,3
50,61,81,174,5,21,20,4,10,11,2
3,252,,,9,35,32,9,,,
61,41,77,139,8,17,13,9,6,7,6
34,36,83,136,5,23,20,4,12,14,2
61,11,56,72,6,19,15,6,10,8,4
59,5,59,66,4,18,16,5,10,10,3
57,36,93,146,6,19,16,5,13,12,3
28,25,76,115,7,16,13,3,8,8,2
42,,,,4,22,19,4,12,11,3
53,90,90,218,6,13,11,3,6,8,2
39,105,101,251,8,18,16,3,10,12,1
21,58,102,171,4,28,26,5,,,
36,37,76,129,6,21,17,6,,,
32,69,92,197,4,32,30,5,,,
4,275,145,551,13,61,55,12,,,
2,363,158,710,16,86,72,14,,,
26,268,125,536,11,69,58,11,61,51,11
32,33,83,120,4,34,30,6,17,16,5
36,20,65,88,2,32,27,6,18,16,10
28,11,45,59,2,19,14,7,13,11,8
52,25,56,93,4,28,23,8,12,13,4
53,6,48,56,6,25,22,6,10,7,5
66,14,77,99,5,14,11,7,9,8,3
55,22,66,98,4,21,20,4,10,8,3
68,5,42,49,6,15,14,5,6,6,4
70,49,72,144,6,19,17,8,10,9,6
55,7,51,62,6,20,18,6,12,9,4
70,5,36,42,3,22,19,7,12,8,5
67,14,73,88,4,24,21,5,9,8,3
42,44,106,173,5,19,18,4,10,11,2
47,75,97,191,6,22,21,5,18,15,4
57,10,70,86,7,16,12,6,8,7,4
65,3,30,34,15,27,19,8,13,11,4
74,3,37,38,6,14,14,5,9,7,4
77,,,,6,,,,,,
67,36,88,142,8,,,,,,
51,79,114,217,6,,,,,,
38,,,,10,,,,,,
33,124,86,276,9,,,,,,
33,59,67,152,9,37,30,10,29,24,9
44,47,62,121,8,32,26,7,22,17,6
34,67,75,178,8,26,25,2,10,10,1
44,124,75,262,7,38,34,6,23,19,4
43,33,75,126,8,28,25,6,15,13,6
32,113,87,231,6,28,27,6,24,18,6
53,59,71,161,6,26,23,6,15,13,4
55,7,30,38,3,16,14,3,7,8,3
62,4,16,18,3,21,19,4,10,10,4
56,67,74,172,5,14,14,3,7,7,2
30,69,80,179,5,24,23,3,17,14,2
26,276,114,536,14,60,52,8,39,35,7
30,94,92,216,7,36,30,7,26,22,7
39,81,88,204,8,43,33,10,34,26,9
43,29,63,108,7,45,34,11,34,25,11
60,29,55,99,5,22,17,5,14,10,4
51,97,79,228,4,25,22,6,14,13,4
66,16,47,71,7,18,16,6,9,7,6
66,44,67,126,6,18,16,6,8,8,4
49,79,72,192,5,20,17,5,12,9,4
61,67,85,188,5,23,22,4,16,14,3
33,73,82,193,4,29,23,7,23,17,6
49,45,73,139,4,19,16,5,12,10,5
25,84,77,196,6,21,17,5,15,11,4
44,103,78,235,7,42,36,6,20,17,5
50,71,76,185,8,29,26,7,22,19,6
15,103,95,232,5,62,47,16,55,41,14
25,108,91,242,7,88,71,19,78,61,20
40,59,84,164,6,94,70,25,83,61,22
49,66,73,174,5,92,68,24,81,59,25
51,35,54,107,4,44,33,13,32,24,12
49,80,71,193,6,37,28,10,30,20,10
,,,,,,,,,,
,,,,,,,,,,
41,66,86,184,4,45,35,11,36,28,9
57,35,70,123,3,17,14,3,9,9,3
55,39,80,134,4,21,18,4,13,12,3
34,78,91,207,5,34,30,8,25,20,8
43,72,92,194,5,36,28,10,27,21,9
26,83,87,206,5,47,35,12,40,28,12
42,18,75,97,5,49,39,11,44,33,12
67,41,65,126,5,23,21,5,13,14,5
74,5,33,36,9,24,18,6,15,11,5
70,5,34,37,5,22,18,7,8,6,6
71,7,35,42,10,15,14,9,10,8,10
62,9,46,52,3,26,24,3,7,7,2
53,53,83,164,4,19,20,3,12,14,2
36,80,88,204,7,23,20,4,18,16,3
62,64,77,176,5,30,24,8,24,18,6
71,36,59,112,6,42,32,13,38,28,14
53,33,73,124,5,41,33,14,36,28,12
58,13,50,69,3,28,21,7,20,15,8
64,43,69,126,4,23,19,6,18,14,4
61,24,46,84,4,16,14,6,8,7,2
49,50,73,135,4,16,13,3,10,8,2
59,71,73,182,4,26,23,5,16,13,5
65,17,36,47,4,15,12,5,10,8,3
59,18,59,66,4,29,24,5,17,14,4
37,52,63,142,5,48,38,13,36,25,10
65,29,66,98,4,18,16,9,13,9,4
60,134,101,306,8,34,29,6,26,22,4
67,28,76,118,4,26,21,9,19,14,6
73,83,93,215,6,21,12,12,14,10,6
43,81,67,184,6,16,12,5,13,11,6
52,39,81,96,4,14,12,4,10,8,2
52,30,64,104,4,21,19,3,15,13,4
55,51,59,137,3,24,24,4,14,12,4
45,58,63,152,3,32,29,6,14,12,4
48,47,69,128,8,40,34,8,27,21,9
57,40,69,131,4,49,45,5,17,14,4
38,37,63,114,3,19,15,4,13,11,4
46,37,56,113,4,17,14,5,11,8,3
38,50,65,133,8,18,14,6,13,9,6
41,57,62,146,5,13,12,5,8,7,4
58,71,63,170,4,20,19,6,17,13,4
59,57,70,151,5,24,16,10,20,13,8
59,25,74,105,4,14,14,4,8,7,4
52,36,63,118,5,14,14,5,8,9,3
79,56,76,160,4,39,36,6,14,13,3
58,10,44,58,4,20,19,6,10,10,4
58,58,79,140,5,28,27,4,13,12,3
84,68,75,179,4,29,24,7,16,15,4
92,45,81,145,6,37,35,9,23,20,6
78,79,93,206,8,71,54,17,60,45,15
94,50,80,141,10,79,55,24,70,47,24
121,24,81,101,4,30,26,6,25,20,6
87,57,88,175,6,45,39,13,36,27,10
49,48,63,130,4,56,38,18,48,34,16
35,73,58,160,5,55,39,18,46,29,17
84,51,68,146,6,54,36,18,46,32,15
72,46,61,131,4,43,32,15,24,21,4
63,29,45,88,4,24,22,6,13,13,4
77,36,58,112,5,26,24,9,19,16,4
69,62,67,162,5,36,31,8,22,19,5
77,52,81,159,4,27,22,8,20,16,6
79,,,,5,25,20,5,11,10,4
60,,,,5,24,20,6,18,14,5
59,9,33,47,3,23,22,7,13,11,5
59,4,37,42,4,22,19,6,17,14,4
62,32,56,105,5,15,18,6,9,8,3
40,43,51,112,5,18,16,5,11,10,3
52,37,47,103,3,20,15,5,11,8,4
62,40,54,115,5,26,23,4,12,12,4
59,28,62,80,4,32,28,8,18,13,6
74,49,56,132,4,43,37,13,32,24,11
78,12,47,62,4,43,32,14,30,21,10
49,22,51,84,3,27,20,11,19,13,7
55,18,41,68,3,18,14,7,14,10,5
50,55,60,143,4,15,14,4,13,13,3
56,47,56,127,3,16,14,4,11,8,3
64,31,55,103,3,23,19,5,11,9,4
57,45,59,127,5,24,22,6,19,18,5
37,47,74,126,3,36,29,9,26,23,5
66,29,54,85,2,38,32,10,26,21,7
46,39,66,108,3,33,27,9,16,14,5
45,67,107,184,5,48,45,15,32,27,7
84,48,119,192,4,34,28,12,24,20,6
42,43,76,117,6,40,36,9,19,15,6
86,53,65,147,7,42,35,10,19,16,6
74,42,86,150,4,36,30,9,28,23,6
65,10,41,55,3,48,45,8,18,13,6
30,67,69,164,6,20,18,7,12,10,4
34,13,32,51,4,18,15,8,11,10,5
45,10,24,37,3,21,20,4,10,9,3
59,24,65,94,4,20,16,5,16,13,4
40,36,53,107,7,24,19,7,16,13,6
26,40,55,101,5,23,21,5,16,14,4
70,7,45,55,3,22,20,6,13,12,4
37,27,39,67,5,12,10,5,10,7,4
44,10,33,42,5,18,17,7,10,14,7
37,27,46,74,4,20,17,5,12,10,4
32,40,56,106,5,28,21,10,17,15,6
51,14,28,44,4,20,16,7,12,10,4
49,36,64,120,4,17,14,5,10,8,4
52,62,39,134,3,14,11,5,10,8,4
38,66,46,141,4,18,14,10,12,9,4
56,31,47,93,6,20,16,6,12,10,5
38,11,24,40,5,20,16,6,12,11,4
48,12,37,55,3,16,16,4,11,10,3
53,8,36,49,2,16,12,6,9,7,3
45,11,41,46,3,,,,10,9,3
56,6,27,30,2,15,13,4,10,8,2
49,36,43,98,4,17,14,5,13,11,4
45,42,60,110,4,62,59,5,10,8,5
58,37,53,110,2,53,50,5,15,12,5
65,9,48,60,18,21,17,5,14,12,5
44,10,40,45,3,21,19,5,14,12,4
32,5,28,31,3,19,16,6,11,10,4
51,6,20,25,4,20,16,6,12,9,6
42,6,23,32,4,19,15,5,9,8,4
36,65,59,159,4,18,20,6,11,11,4
26,77,55,168,5,24,20,6,23,23,4
30,45,87,127,4,23,18,5,13,12,7
39,43,49,115,3,20,15,5,11,9,5
31,8,26,33,2,13,11,5,8,7,4
38,8,39,47,3,13,11,4,8,7,3
87,56,68,153,3,,,,14,14,5
74,71,126,192,5,42,36,7,34,29,5
91,10,73,85,3,48,39,11,40,31,9
41,41,79,142,3,24,19,8,12,11,4
34,54,85,167,2,69,64,8,65,61,5
90,78,79,184,5,32,28,5,26,21,4
55,8,33,38,2,14,12,5,10,8,4
47,18,38,64,2,16,16,9,9,7,5
45,29,42,81,3,16,14,6,10,9,3
38,53,69,150,3,24,21,6,13,11,5
51,37,55,112,,17,20,4,14,11,5
32,15,38,56,2,38,31,7,12,10,4
41,44,68,133,2,25,20,7,15,12,5
47,48,55,128,3,16,14,6,11,9,5
37,26,47,86,3,30,27,6,11,7,6
36,19,25,51,3,23,18,6,14,12,5
43,10,26,40,2,21,17,6,12,10,4
39,17,40,66,3,15,15,4,12,10,4
62,57,47,135,4,23,19,5,11,11,3
63,21,40,60,2,17,16,5,12,10,3
56,4,21,23,3,24,18,8,16,10,6
49,41,44,105,4,,,,,,
38,38,56,100,4,,,,,,
40,47,59,116,3,,,,,,
32,71,48,157,4,,,,,,
64,24,37,73,2,26,24,4,13,12,4
49,35,49,99,2,20,17,4,10,10,4
49,38,50,106,3,23,22,5,14,12,4
53,43,46,112,3,22,19,5,12,10,3
66,68,45,147,4,32,27,6,18,13,5
79,29,42,86,4,38,34,8,22,18,6
76,72,57,168,5,40,34,9,21,17,6
61,8,50,57,4,43,31,15,36,25,11
54,4,24,28,3,30,28,4,11,10,3
54,4,18,20,4,16,14,4,9,9,3
50,8,31,33,3,64,62,5,12,10,4
69,58,78,140,4,28,26,5,18,15,4
108,117,98,257,5,43,40,8,26,24,6
72,36,92,146,4,47,42,8,34,29,7
54,51,70,146,4,45,38,13,37,28,12
71,47,71,137,4,53,42,11,44,33,12
63,25,46,85,4,49,35,14,38,28,10
59,171,106,368,6,29,25,5,20,18,2
91,62,78,173,3,27,24,6,21,18,4
58,13,48,69,4,64,60,6,16,13,5
48,63,56,152,4,28,28,6,16,15,4
32,7,31,34,2,30,25,6,17,12,6
40,7,35,40,5,26,20,7,13,9,6
40,10,34,38,4,46,45,12,13,9,5
,,,,,,,,,,
,,,,,,,,,,
76,59,76,126,7,29,24,6,21,17,5
46,64,81,180,7,40,31,10,30,21,9
42,6,30,33,4,21,19,4,12,10,4
34,11,38,55,4,22,18,4,11,9,4
59,40,46,98,4,22,19,6,15,11,5
40,40,56,118,3,22,19,5,13,11,3
97,96,96,221,5,55,52,6,27,25,4
77,58,80,169,4,48,42,9,38,30,7
98,63,91,168,4,56,49,9,38,30,8
55,62,45,137,4,22,16,6,16,11,5
18,37,33,88,3,23,20,4,14,12,3
41,33,66,116,3,23,20,5,17,14,4
29,73,51,162,5,33,29,8,21,17,5
22,37,45,89,3,28,22,7,18,14,6
64,62,56,147,4,30,24,7,23,18,7
44,9,56,62,2,32,24,9,27,18,9
59,30,59,95,4,20,18,5,12,10,3
80,6,59,64,7,25,21,6,17,15,4
65,3,30,31,6,96,95,4,17,13,3
42,26,57,93,3,111,109,5,20,19,3
38,23,57,93,2,19,18,5,11,9,3
37,17,39,66,5,31,27,5,15,13,3
40,12,45,57,6,23,19,7,12,10,5
40,10,54,66,6,44,43,5,12,9,3
47,21,50,72,4,18,16,5,9,9,3
38,39,62,121,5,22,22,3,16,16,2
43,118,81,246,5,34,31,6,25,22,3
41,102,58,214,6,35,29,7,22,17,5
43,15,40,62,3,24,20,6,10,8,4
41,36,49,104,5,24,21,5,8,8,4
36,34,53,99,4,40,38,4,14,15,3
35,23,48,72,3,20,18,4,12,11,3
36,18,50,76,4,14,13,4,12,9,4
28,49,52,126,,22,19,6,12,10,4
21,69,54,152,,25,21,6,16,14,4
19,79,48,169,,36,31,7,19,14,5
20,66,45,134,,29,24,7,20,16,7
18,82,42,167,,40,36,7,25,20,6
49,36,61,98,,34,28,8,26,20,7
49,8,56,68,,30,28,5,14,12,4
44,25,60,98,,21,20,5,11,9,3
36,26,58,86,,15,13,5,8,7,4
37,49,65,140,,18,14,4,11,9,4
25,67,60,161,,25,21,4,13,10,3
29,52,54,133,,22,18,6,16,14,5
25,35,48,99,,26,24,6,16,12,5
34,22,39,63,,29,22,9,24,17,9
18,48,57,115,,39,31,8,29,21,8
6,133,67,269,,51,42,11,39,32,9
40,18,62,86,,37,26,12,32,23,11
36,19,44,68,,40,35,7,19,15,8
52,55,62,143,,34,29,5,24,21,4
22,225,85,430,,102,95,8,90,84,7
5,234,79,435,,98,91,12,87,81,11
2,231,108,462,,86,73,18,69,60,17
17,,,,,121,110,14,70,59,12
15,100,78,231,,28,24,8,20,17,7
18,145,79,297,,36,30,9,27,22,8
26,53,82,153,,28,23,7,22,18,7
24,28,59,101,,47,42,7,38,34,5
28,37,54,111,,46,40,6,40,35,5
39,39,64,118,,19,16,5,14,11,4
14,86,74,197,,34,27,9,25,19,6
17,85,73,196,,16,14,6,11,10,5
21,65,103,192,,20,18,4,13,10,3
19,74,74,180,,40,34,10,34,27,7
28,134,76,282,,30,26,8,27,23,6
20,72,76,187,,26,22,6,17,16,6
17,91,84,223,,31,26,6,24,21,5
29,32,64,113,,20,15,8,14,10,6
37,11,72,90,,18,14,7,10,7,5
48,16,68,92,,24,18,8,12,8,7
57,13,73,93,,20,18,5,15,12,3
34,19,65,88,,17,14,6,13,8,6
45,33,70,118,,23,19,8,22,16,9
44,124,76,266,,52,52,7,26,21,8
53,29,74,118,,20,19,6,13,11,4
25,119,77,255,,39,35,7,22,17,6
48,47,63,132,,34,32,6,12,9,4
41,43,68,129,,34,30,4,14,12,5
12,77,67,185,,31,28,6,24,20,5
40,31,72,119,,26,22,6,18,15,5
38,90,82,220,,34,32,8,17,14,5
7,244,122,496,,56,54,10,42,39,5
4,317,140,610,,74,65,11,55,46,10
3,225,107,452,,59,50,10,45,38,9
3,160,85,324,,48,40,9,36,26,10
42,60,77,168,,33,29,8,22,18,6
25,89,71,206,,39,33,7,31,27,7
2,273,108,524,,147,141,12,63,51,12
12,379,129,711,,117,107,13,70,61,15
14,36,57,98,,39,30,12,35,25,11
28,22,63,87,,35,27,8,26,22,7
21,21,48,69,2,36,29,9,29,23,10
33,12,52,65,2,35,27,9,26,19,7
27,51,76,129,2,30,24,6,21,19,5
31,124,69,257,5,26,21,7,19,15,5
35,89,63,199,5,37,29,8,26,21,7
26,187,88,375,7,74,67,10,32,26,7
8,80,54,168,4,44,35,10,35,29,9
6,99,67,213,3,62,52,11,42,35,8
2,111,71,241,3,46,39,12,38,31,10
3,94,65,209,2,39,29,12,29,22,11
8,199,75,380,8,57,45,16,43,31,13
13,49,47,114,3,49,34,16,41,29,14
51,11,56,72,1,52,46,8,21,19,6
30,60,63,149,4,26,24,7,14,13,5
51,9,53,62,3,21,17,8,12,9,7
59,5,31,34,1,26,22,7,14,11,5
65,1,12,13,2,21,18,5,9,6,4
60,24,69,106,4,24,20,6,17,15,4
13,338,119,638,12,87,80,9,70,63,7
2,325,117,615,11,75,63,12,55,48,10
3,241,104,474,9,47,40,10,39,32,9
6,119,56,238,4,51,38,12,40,32,11
26,39,45,101,3,36,28,11,32,24,9
45,13,39,57,3,32,23,11,28,20,11
44,48,51,124,2,24,21,6,14,14,4
22,89,60,195,4,,,,,,
27,54,70,153,4,,,,,,
21,155,85,322,6,51,48,8,,,
25,224,99,443,9,56,50,9,,,
29,66,61,157,3,26,21,8,,,
20,71,57,158,3,26,20,9,,,
32,32,71,117,5,18,14,9,,,
29,49,62,138,4,28,27,6,,,
44,38,63,121,4,23,22,6,13,12,6
54,50,66,142,7,20,19,7,11,12,7
43,38,59,106,5,19,20,2,8,10,2
37,56,68,148,2,24,22,4,17,18,3
30,34,62,114,3,20,18,5,17,16,6
25,69,66,171,2,26,23,6,23,20,8
32,70,71,156,4,43,36,12,37,30,9
13,345,134,663,14,73,66,11,51,46,10
5,180,76,347,7,77,66,14,48,39,16
10,147,80,295,8,52,46,12,35,28,10
12,106,77,239,8,59,49,12,53,46,11
8,309,107,580,12,203,184,21,121,104,22
2,361,109,659,12,128,108,22,123,103,22
9,175,102,353,8,76,60,18,75,60,18
10,265,98,488,10,53,45,11,48,40,11
28,91,65,202,7,85,74,14,76,66,15
14,133,70,273,6,75,63,16,69,57,16
53,19,62,85,3,28,20,11,22,14,11
50,11,56,72,2,15,14,8,9,7,6
33,47,71,134,2,45,40,9,18,14,8
17,111,65,220,4,68,63,9,30,23,10
40,39,52,107,3,19,14,8,18,14,8
52,21,47,75,3,22,21,7,17,15,8
67,16,53,72,2,27,23,6,10,9,5
47,105,86,248,4,25,22,5,16,14,6
24,37,63,108,5,26,24,6,22,21,5
37,195,80,373,7,,,,,,
41,103,96,239,4,,,,,,
22,114,62,223,5,,,,,,
40,60,62,149,3,64,56,12,57,47,14
19,101,70,210,4,76,65,14,62,51,15
26,54,54,131,3,65,57,10,65,54,13
16,32,55,102,2,64,55,12,57,49,12
19,50,64,132,3,72,62,14,58,48,14
14,110,73,241,6,59,54,10,39,34,10
38,75,58,173,4,36,30,9,30,23,9
46,13,74,94,2,21,18,6,12,13,7
49,41,68,124,3,28,25,7,25,21,9
60,6,58,66,2,35,28,9,35,26,11
48,11,52,65,1,30,22,12,29,21,11
,,,,,,,,,,
,,,,,,,,,,
68,7,48,55,2,9,8,4,6,6,4
63,22,51,83,6,20,24,6,8,8,6
51,51,85,152,3,27,27,4,20,19,4
66,3,48,52,2,19,20,5,12,11,5
74,4,33,39,2,16,16,5,10,10,4
77,7,46,55,5,13,10,7,6,6,6
64,22,50,83,4,16,17,4,10,10,4
62,9,51,57,4,19,19,5,12,10,5
80,13,55,65,3,23,26,5,15,13,4
46,27,59,96,6,28,25,7,24,20,6
78,9,62,76,2,17,19,6,12,12,5
73,9,42,56,3,15,14,5,8,9,5
46,60,89,163,5,21,24,3,11,14,3
55,35,72,125,2,21,21,5,12,12,6
54,18,74,99,2,20,19,5,18,16,5
51,46,95,166,2,23,25,6,16,17,5
38,18,52,76,2,25,22,6,21,17,7
51,19,55,69,3,31,26,12,27,22,11
33,55,74,157,5,42,36,10,36,30,11
52,44,72,133,3,25,24,5,15,16,4
49,24,76,103,2,23,24,7,18,12,9
53,71,75,171,4,29,24,8,20,18,8
44,24,70,98,3,44,33,14,36,26,13
63,25,70,101,3,17,16,6,11,11,6
61,8,41,48,1,14,13,4,9,8,4
66,4,22,28,1,13,15,5,6,7,5
65,6,59,67,2,13,13,4,8,9,3
69,16,50,76,2,16,16,3,9,8,4
62,19,71,93,2,16,16,4,15,14,4
49,35,65,111,3,43,36,10,27,21,10
49,32,60,99,3,53,45,12,37,30,11
66,25,53,91,2,35,31,8,16,14,8
58,15,55,69,2,22,20,7,13,12,6
45,45,75,123,3,66,50,20,57,40,20
75,118,84,265,6,69,54,22,59,41,24
79,7,44,53,1,20,18,6,13,12,4
82,15,85,96,2,21,19,5,17,15,5
80,4,59,65,2,20,20,5,14,12,6
83,12,76,94,2,17,17,4,13,13,4
63,17,78,104,4,19,19,4,14,15,5
78,68,78,172,4,45,37,11,37,30,11
66,30,63,108,3,29,25,7,17,16,7
50,35,63,115,2,27,26,6,13,12,6
50,51,71,139,4,49,45,9,22,19,8
68,43,84,150,3,38,33,8,31,27,9
93,115,79,238,4,64,52,16,48,38,15
92,68,71,175,3,65,51,21,58,42,20
74,22,51,84,1,21,18,7,14,12,6
68,21,48,77,2,20,18,5,13,11,6
59,16,56,82,2,20,19,7,11,10,5
65,26,57,89,2,18,17,5,7,9,4
65,7,52,62,2,12,13,4,7,8,4
76,13,39,60,2,9,11,5,5,7,4
72,11,41,46,1,13,15,5,10,11,7
60,17,55,81,2,12,14,4,7,8,4
65,29,55,89,3,37,39,4,10,10,4
73,36,62,117,3,27,28,6,14,16,7
75,16,75,100,2,28,25,8,24,20,8
43,56,72,158,2,31,29,9,23,18,9
65,17,50,69,2,20,20,8,11,12,5
75,18,39,51,2,28,29,9,23,19,9
61,43,56,120,3,26,23,10,21,15,9
61,39,48,108,4,16,17,6,7,9,4
46,50,57,130,3,28,29,4,18,17,6
47,43,68,122,3,26,23,9,18,14,9
54,29,68,99,2,23,21,6,17,15,7
69,19,52,81,2,24,22,8,20,16,8
81,26,56,90,4,28,24,10,22,17,9
68,14,46,58,4,12,15,4,8,8,3
59,51,51,123,3,42,38,10,28,26,7
69,39,55,115,2,48,49,8,27,23,8
55,28,51,92,3,48,41,10,30,24,10
68,31,50,98,2,29,26,7,13,11,6
49,16,43,59,2,42,35,11,35,26,12
64,13,42,62,1,39,30,13,34,25,12
69,32,58,107,2,40,40,7,15,15,7
60,21,51,81,3,55,53,6,27,23,6
61,18,61,75,3,40,38,8,19,15,8
55,50,84,137,7,65,54,18,50,36,18
