Ozone,NO,NO2,NOX,SO2,CO,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
19,10,55,70,2,0.36,19,16,3,15,11,4
18,22,53,86,1,0.44,22,18,4,20,15,5
12,48,61,134,3,0.53,31,25,5,25,18,7
12,115,75,252,6,0.7,39,32,7,31,24,8
18,30,46,92,2,0.4,28,23,5,25,19,7
5,48,58,132,2,0.48,45,35,11,40,28,12
9,92,64,206,5,0.63,49,37,12,44,31,13
37,12,39,57,1,0.33,20,16,3,13,10,3
17,16,54,79,1,0.41,26,22,4,17,12,5
33,5,41,48,2,0.3,14,11,3,10,7,4
,,,,,0.35,,,,,,
47,2,25,28,2,0.28,,,,,,
42,4,33,39,2,0.25,,,,,,
26,15,48,70,3,0.33,,,,,,
32,5,35,43,1,0.29,11,10,1,10,8,2
53,2,20,23,1,0.23,13,13,0,10,8,1
14,27,64,105,3,0.37,23,20,2,16,12,3
26,11,46,63,2,0.32,19,16,3,16,13,4
29,8,40,52,2,0.31,19,16,3,,,
30,8,35,47,3,0.33,16,13,3,,,
31,7,28,38,2,0.33,17,15,2,11,9,2
31,6,35,44,2,0.33,18,14,4,15,11,4
29,20,44,74,2,0.43,28,24,4,,,
18,29,53,98,2,0.3,32,26,6,,,
21,29,57,103,2,0.32,28,21,6,,,
,10,43,59,3,,34,25,9,27,20,9
5,20,60,90,2,0.29,46,35,12,38,27,12
35,5,45,53,1,0.29,35,24,10,27,18,10
29,14,53,74,1,0.29,17,13,3,13,10,3
16,59,60,150,4,0.52,41,32,9,34,25,10
17,17,54,81,2,0.36,28,21,8,23,16,8
31,26,48,88,2,0.33,25,22,2,14,12,3
32,14,47,69,2,0.27,24,20,4,14,11,4
49,2,31,34,1,0.2,19,14,5,11,7,4
26,15,52,75,2,0.29,17,13,4,11,8,3
30,6,45,54,2,0.28,15,12,3,11,9,3
41,5,35,43,2,0.25,13,9,4,10,7,3
,,,,,,14,12,3,9,6,3
,,,,,0.19,15,15,0,8,7,1
25,9,49,63,1,0.31,16,14,2,8,6,1
31,4,37,43,1,0.26,13,9,4,6,4,2
28,15,50,72,2,0.26,21,18,2,8,7,2
55,1,19,21,2,0.22,12,8,4,4,1,2
65,1,14,16,2,0.19,16,13,2,5,4,1
54,2,24,27,1,0.19,11,11,1,3,4,0
52,3,27,32,1,0.2,11,10,1,4,4,0
37,13,41,61,1,0.25,19,18,1,7,8,0
35,22,47,81,2,0.3,22,19,3,10,8,2
55,4,32,38,2,0.25,22,19,3,10,8,2
55,2,27,30,1,0.28,32,27,5,17,14,3
49,2,29,32,1,0.28,20,16,5,10,8,2
34,5,37,45,1,0.28,20,15,5,10,7,3
28,17,51,77,1,0.3,29,26,4,11,10,1
32,7,43,53,2,0.31,43,35,8,30,24,6
27,10,52,67,3,0.3,38,27,11,25,16,9
32,13,46,66,3,0.29,35,27,8,22,16,6
53,3,22,27,1,0.23,27,21,6,16,12,5
37,3,24,29,1,0.29,36,29,7,23,17,5
13,19,42,71,3,0.42,42,32,10,34,25,8
11,21,50,82,3,0.5,72,53,19,63,46,17
40,6,31,41,1,0.38,57,40,17,50,35,15
61,3,28,33,1,0.32,42,31,12,31,21,9
48,14,50,72,2,0.4,46,36,10,33,25,8
49,3,26,31,2,0.26,20,14,6,9,5,4
52,3,25,30,2,0.27,17,13,5,8,5,3
37,4,39,46,1,0.31,26,19,7,16,11,5
32,9,46,59,2,0.32,21,15,6,11,7,4
17,19,59,89,2,0.37,32,25,7,22,16,6
48,3,29,34,2,0.27,15,10,4,5,3,2
41,6,38,48,1,0.28,19,16,3,6,5,0
49,2,21,24,2,0.29,15,9,6,7,3,3
66,1,14,15,2,0.28,13,8,4,3,2,1
57,2,22,25,2,0.27,14,11,3,4,4,1
69,2,12,15,1,0.25,14,11,3,3,3,0
63,2,19,22,1,0.27,18,15,3,6,5,1
50,4,31,38,2,0.18,14,10,4,6,5,1
24,8,38,51,2,0.25,19,12,7,12,8,4
37,3,29,34,2,0.22,21,13,8,14,9,5
43,4,42,49,1,0.24,22,15,7,14,10,4
37,12,42,60,2,0.26,24,18,6,17,12,4
41,12,52,70,2,0.25,25,19,6,15,11,3
16,34,69,122,2,0.35,51,38,13,39,27,11
26,25,68,107,2,0.3,55,39,16,44,29,14
43,24,64,100,4,0.34,59,40,18,44,29,16
73,1,21,22,2,0.18,20,13,6,8,5,2
66,1,21,22,1,0.18,17,13,4,5,4,1
54,4,29,36,1,0.21,18,13,5,8,6,2
57,5,32,39,2,0.23,22,17,6,10,7,3
58,8,41,53,3,0.25,32,25,7,14,11,3
48,9,35,49,3,0.22,24,17,7,8,5,3
64,5,25,32,2,0.18,19,15,4,5,5,1
75,3,18,22,1,0.18,20,15,5,6,4,2
72,2,20,22,1,0.19,18,14,5,6,5,2
60,6,40,49,2,0.23,29,23,6,15,11,4
63,7,36,47,1,0.21,27,21,6,12,9,3
57,6,33,43,2,0.22,19,15,4,10,7,3
48,9,51,65,3,0.25,22,19,4,13,9,4
55,5,38,45,3,0.28,37,28,10,28,19,9
62,1,19,21,3,0.24,11,8,3,5,4,1
54,2,23,27,2,0.24,11,8,3,6,5,2
38,5,21,28,2,0.19,12,10,2,6,5,1
51,3,18,22,1,0.18,12,10,1,4,4,0
55,3,27,32,2,0.21,11,9,2,3,3,1
54,4,24,30,2,0.21,13,11,2,5,4,1
58,5,28,35,2,0.21,18,16,2,6,5,1
49,5,38,46,3,0.27,23,19,4,12,9,3
55,1,17,19,3,0.26,11,8,3,6,4,2
68,1,19,21,2,0.24,12,9,3,5,4,1
67,1,14,16,3,0.23,16,14,2,6,5,1
73,2,16,18,2,0.22,13,12,1,4,4,0
63,2,21,24,1,0.22,14,13,2,5,5,0
46,11,42,58,2,0.28,19,17,3,8,7,1
77,1,18,20,1,0.23,13,11,1,5,5,0
69,1,18,19,1,0.24,17,15,3,8,7,0
60,3,23,27,2,0.25,16,12,3,7,6,1
65,2,22,25,2,0.21,14,12,2,5,5,0
51,7,39,50,2,0.25,19,17,2,8,7,1
46,6,37,47,3,0.26,14,11,3,7,5,2
64,3,20,25,2,0.23,16,14,2,7,7,1
70,1,16,18,1,0.22,16,13,3,8,7,1
63,1,19,21,2,0.22,17,14,3,8,6,1
66,2,18,20,2,0.22,12,8,3,4,2,2
61,2,17,20,2,0.2,9,7,1,2,2,-1
48,6,29,39,1,0.23,12,11,1,4,5,-1
50,9,37,50,1,0.25,19,17,2,10,9,1
35,5,31,39,1,0.28,16,14,3,7,6,1
43,4,24,30,1,0.25,16,12,4,9,7,2
54,1,15,17,1,0.25,15,11,3,7,6,1
69,1,15,16,1,0.22,16,13,2,8,7,1
60,2,21,24,1,0.22,14,12,2,8,6,1
65,2,22,25,2,0.22,16,13,3,7,5,2
72,1,14,15,2,0.2,12,9,3,4,3,1
56,2,24,27,3,0.24,10,8,2,3,2,1
53,2,20,22,2,0.23,11,9,2,4,4,0
55,1,15,17,3,0.26,9,7,3,4,3,1
61,2,16,20,2,0.22,14,11,3,4,3,1
56,2,15,18,3,0.27,13,11,2,5,5,0
50,2,23,26,2,0.26,15,13,1,6,6,0
44,16,52,76,3,0.34,23,20,3,12,10,2
43,5,40,48,3,0.35,25,20,5,13,10,3
64,1,14,15,1,0.21,13,11,2,3,4,0
60,2,20,22,1,0.23,16,14,2,7,6,1
49,5,27,35,2,0.23,16,13,3,6,6,0
65,3,15,19,2,0.19,13,10,3,4,3,0
76,3,17,21,2,0.21,16,13,3,6,5,1
80,4,28,35,4,0.28,24,20,4,12,9,2
68,4,49,56,4,0.42,47,40,7,29,24,5
60,1,22,23,3,0.37,21,14,7,13,10,3
56,1,17,19,2,0.29,18,13,5,11,8,2
58,4,24,29,1,0.24,14,11,3,4,4,0
64,3,27,31,2,0.27,16,13,3,8,7,1
39,3,18,22,2,0.3,13,9,4,7,5,2
60,2,16,19,2,0.25,16,13,4,9,7,1
59,3,20,25,2,0.25,19,16,3,10,9,1
33,4,23,29,2,0.34,18,14,4,10,8,2
51,1,9,10,2,0.26,15,10,4,7,5,2
45,4,16,22,3,0.27,10,7,3,4,3,1
56,3,19,23,2,0.27,13,11,2,7,6,0
60,3,23,27,4,0.3,14,11,3,7,6,1
56,4,23,30,5,0.3,16,12,4,9,7,1
63,3,24,28,5,0.3,16,12,4,7,6,1
55,1,14,15,5,0.29,18,15,3,8,8,1
49,1,15,17,4,0.3,15,12,4,7,6,1
54,4,19,25,2,0.29,18,15,3,8,7,1
63,5,37,45,3,0.34,22,17,4,11,9,2
107,6,46,55,4,0.42,29,25,4,16,15,1
56,3,22,27,1,0.34,19,14,4,10,8,1
57,6,31,39,2,0.32,16,12,4,7,5,2
61,2,21,24,2,0.37,25,19,7,16,12,4
48,2,21,24,1,0.31,16,12,4,7,6,1
52,2,16,19,1,0.26,14,10,4,5,4,2
54,2,18,21,2,0.28,16,11,4,5,4,1
53,2,15,18,2,0.28,13,10,3,4,4,0
63,2,18,21,1,0.23,14,11,2,6,5,0
77,2,27,30,2,0.28,17,14,3,9,7,2
52,3,32,36,2,0.33,19,15,4,10,9,1
44,1,14,15,2,0.32,13,10,3,5,4,1
34,3,20,24,2,0.38,13,9,4,6,4,2
28,3,22,28,1,0.39,12,9,3,5,4,1
30,5,23,31,2,0.36,,,,,,
58,5,35,43,2,0.39,,,,,,
60,2,20,22,2,0.34,,,,,,
64,1,15,17,2,0.27,13,11,2,5,4,1
58,2,20,23,2,0.29,10,8,2,5,4,1
30,4,25,31,2,0.38,11,9,2,5,5,0
,2,14,18,1,0.35,15,14,1,6,5,0
,2,20,23,1,0.35,13,11,1,5,5,0
43,3,28,32,2,0.34,,,,,,
36,11,42,58,3,0.39,14,11,2,7,6,1
54,1,14,17,2,0.3,12,11,1,6,5,0
45,1,20,22,3,0.35,11,8,3,5,3,2
53,1,13,16,3,0.33,10,9,1,4,4,0
60,1,13,15,3,0.3,11,9,1,5,4,1
48,2,18,21,2,0.29,10,8,2,4,4,0
,,,,,,15,13,2,6,6,0
,,,,,,19,16,3,11,9,2
49,3,25,30,1,0.25,15,12,2,8,7,1
69,1,22,25,2,0.27,17,13,3,8,6,2
56,2,21,23,2,0.3,19,16,3,8,7,1
63,2,14,17,1,0.23,21,18,2,7,6,1
48,5,33,40,2,0.3,22,18,3,9,7,2
49,2,23,26,2,0.27,14,12,2,6,6,1
35,15,45,67,2,0.31,19,17,2,10,9,1
67,3,24,28,1,0.3,20,17,3,11,8,2
62,1,18,20,2,0.27,14,11,3,8,6,1
33,2,16,19,2,0.28,9,7,2,5,4,1
19,11,45,61,3,0.33,17,14,2,8,7,1
43,4,26,32,2,0.28,15,12,3,6,5,2
36,4,27,34,2,0.34,27,21,5,13,10,3
32,3,29,33,3,0.37,27,20,7,16,11,4
37,8,24,36,2,0.3,21,17,3,12,10,2
30,12,35,54,2,0.35,19,16,2,11,10,1
37,8,37,50,2,0.3,20,17,3,12,9,2
34,4,37,43,3,0.29,22,19,3,11,10,2
47,2,21,24,1,0.3,15,11,3,8,6,1
27,3,17,22,1,0.31,9,7,2,5,3,1
31,3,15,19,1,0.3,10,7,3,5,3,2
45,9,37,52,1,0.38,18,14,3,11,9,2
64,1,25,26,3,0.34,17,14,3,11,8,2
28,6,35,45,2,0.35,12,9,3,6,5,1
34,3,20,25,1,0.3,13,10,3,5,3,1
40,2,17,20,2,0.31,13,10,3,5,3,2
31,4,27,32,2,0.3,13,11,2,5,4,1
38,4,22,28,1,0.28,13,11,2,5,4,0
38,5,32,40,1,0.37,17,13,3,9,8,2
43,3,28,33,2,0.41,26,20,5,19,15,4
39,3,25,31,2,0.35,15,11,4,11,8,3
28,17,38,63,2,0.38,17,12,4,11,8,3
23,17,38,64,2,0.35,15,11,4,9,6,3
31,5,32,40,1,0.28,11,8,3,6,4,2
24,8,36,48,1,0.3,12,9,3,6,4,2
20,12,36,54,1,0.32,14,12,2,8,7,1
31,24,31,68,1,0.36,18,15,3,10,9,1
28,8,31,42,1,0.3,13,10,3,7,5,2
34,5,29,36,1,0.28,10,7,3,5,3,2
38,8,38,50,2,0.33,16,13,3,8,6,2
33,12,42,60,2,0.35,24,19,4,13,10,4
35,15,51,74,3,0.38,26,20,5,17,12,5
52,1,26,28,2,0.31,14,10,4,8,5,2
34,8,36,49,2,0.34,16,11,4,7,5,2
41,7,27,38,3,0.34,12,8,4,5,3,2
44,3,27,33,3,0.33,12,9,3,5,3,1
34,7,38,49,3,0.35,11,8,3,5,3,2
43,5,27,35,2,0.31,15,12,2,7,6,1
24,10,41,56,1,0.39,15,13,2,8,7,1
38,22,36,71,2,0.41,19,16,3,12,10,2
41,18,32,59,2,0.42,20,15,5,15,12,4
34,5,38,45,2,0.33,15,9,6,9,5,4
16,17,44,70,3,0.36,12,9,3,6,4,2
23,6,31,40,2,0.27,,,,5,4,1
33,4,27,33,2,0.23,,,,4,4,1
21,39,42,101,3,0.34,,,,9,8,2
25,33,45,97,3,0.37,20,17,3,12,10,2
41,3,28,33,1,0.26,12,10,2,6,5,1
30,13,37,57,1,0.28,15,11,4,7,5,2
33,10,34,48,2,0.28,19,15,4,10,7,3
34,8,34,46,2,0.28,20,16,4,10,7,2
41,6,31,40,2,0.28,19,15,4,10,7,3
28,15,47,69,3,0.35,28,21,7,19,13,6
19,13,55,74,4,0.45,44,32,12,38,26,12
40,7,45,56,3,0.38,34,25,9,29,20,9
27,5,35,43,3,0.38,16,10,6,9,5,4
22,7,37,49,4,0.38,15,10,4,7,5,2
18,4,34,41,2,0.33,13,10,4,7,5,2
13,40,53,114,1,0.44,19,16,3,9,8,1
7,93,71,214,4,0.61,29,24,4,19,16,3
31,5,34,42,1,0.33,17,13,4,9,6,3
36,3,29,33,2,0.36,34,28,7,23,18,5
28,12,40,58,1,0.36,29,24,4,18,15,3
36,5,32,40,0,0.29,18,14,4,9,7,2
36,7,33,44,1,0.31,13,10,4,6,4,1
28,7,30,41,1,0.39,17,13,4,10,8,2
44,4,26,32,1,0.37,32,27,4,19,17,2
47,3,23,27,1,0.32,22,17,4,10,8,2
33,3,21,27,1,0.42,15,11,4,9,6,2
25,8,40,52,0,0.37,17,13,4,8,6,2
12,53,61,142,2,0.57,27,22,5,16,13,3
,14,48,69,1,0.44,18,12,6,11,7,4
32,13,44,65,2,0.38,18,14,4,8,6,1
19,16,50,75,2,0.4,22,18,4,11,9,2
35,4,36,43,1,0.37,15,11,4,8,6,2
13,14,47,68,1,0.39,17,12,4,9,7,3
17,12,42,60,2,0.43,25,19,6,16,12,4
8,26,48,88,3,0.52,31,23,8,22,17,5
22,7,47,58,2,0.41,17,11,5,9,6,3
32,3,32,36,1,0.39,14,11,4,6,4,2
20,11,41,59,1,0.44,18,14,4,9,7,2
8,49,44,120,2,0.64,39,31,8,31,25,7
2,206,70,386,7,1.3,65,54,11,60,50,9
3,72,56,167,3,0.75,39,28,11,33,23,9
7,41,47,110,3,0.59,34,25,9,24,17,7
10,36,52,108,2,0.55,25,19,6,17,13,4
31,2,30,34,1,0.41,14,12,3,8,7,2
33,2,26,29,1,0.39,9,8,1,5,4,0
37,1,23,25,0,0.39,14,12,2,8,7,1
31,2,27,29,0,0.41,17,14,3,10,8,2
52,2,21,23,0,0.34,17,15,2,5,4,0
44,2,22,25,0,0.38,17,14,2,6,5,1
49,2,27,29,0,0.36,15,13,2,5,4,1
37,7,30,40,1,0.39,14,11,3,6,5,2
47,3,27,31,0,0.33,14,13,1,5,5,0
43,2,25,29,0,0.36,10,7,3,4,2,2
51,1,10,11,1,0.33,14,12,3,4,4,1
49,2,25,27,1,0.35,14,12,2,5,3,2
48,2,21,23,2,0.36,14,12,2,5,4,1
52,2,19,23,1,0.34,19,17,2,6,6,1
27,6,41,50,1,0.4,16,14,2,6,5,1
25,5,39,47,2,0.36,12,9,3,4,3,2
45,3,25,29,1,0.31,10,9,1,4,4,0
9,26,56,96,2,0.48,19,16,3,13,11,2
10,46,58,128,2,0.5,27,21,6,18,13,4
20,11,46,63,2,0.42,15,11,4,6,4,2
15,19,53,82,2,0.46,16,13,2,7,7,1
7,36,56,111,2,0.52,24,20,4,13,11,2
32,3,31,36,2,0.41,12,7,5,6,3,3
47,3,26,30,2,0.34,12,10,2,4,3,1
64,1,12,13,2,0.23,15,13,2,5,5,0
50,1,23,24,1,0.26,10,8,2,3,2,1
48,2,26,29,1,0.26,12,9,3,5,3,1
47,2,26,29,1,0.26,19,17,2,8,7,1
47,1,22,24,2,0.29,23,18,5,10,8,2
43,4,29,35,1,0.27,15,13,2,4,4,0
70,1,11,12,2,0.23,20,16,4,5,4,1
59,1,16,17,2,0.28,15,12,2,5,5,0
31,5,31,38,1,0.34,22,17,4,11,9,2
39,2,30,34,1,0.29,18,15,3,7,7,1
33,9,38,52,1,0.3,18,16,3,6,5,1
47,2,28,32,1,0.28,16,12,4,5,3,2
27,6,41,50,1,0.31,13,10,3,5,4,1
39,3,32,37,1,0.3,17,14,3,6,5,1
22,25,44,83,2,0.42,19,14,4,11,9,2
18,9,42,56,2,0.36,24,19,6,15,13,3
6,21,41,73,2,0.44,28,21,7,18,13,4
43,2,28,31,1,0.33,20,15,5,7,5,1
22,5,32,40,2,0.34,39,34,5,17,15,2
38,3,31,35,1,0.32,23,19,4,8,6,2
39,1,17,19,2,0.33,23,18,6,11,9,2
54,1,20,21,2,0.3,20,16,4,7,6,1
46,2,31,34,1,0.3,15,11,4,4,3,0
59,1,15,17,2,0.3,10,5,5,3,1,1
54,2,22,25,1,0.29,20,17,3,6,6,0
56,1,17,19,2,0.28,18,15,3,5,4,1
56,1,15,16,1,0.31,16,13,3,4,4,0
61,1,8,9,1,0.29,21,16,5,8,7,1
50,1,17,18,1,0.34,66,61,5,25,25,1
26,4,28,34,1,0.34,37,31,5,17,14,3
52,2,21,24,1,0.33,18,14,4,6,5,0
57,1,13,14,2,0.3,16,12,5,6,4,2
60,1,17,18,1,0.27,15,12,3,5,4,0
23,11,42,60,2,0.22,23,18,4,12,9,2
38,2,23,27,1,0.2,12,7,4,5,3,1
43,3,32,36,2,0.21,13,9,5,5,2,3
37,3,38,43,3,0.22,17,13,4,5,4,1
21,17,51,78,3,0.32,18,14,3,8,6,1
2,72,65,175,4,0.52,29,23,6,22,17,5
39,4,33,40,2,0.18,12,8,4,4,2,2
21,10,52,67,1,0.24,17,14,3,9,7,2
57,1,20,22,2,0.18,12,8,5,4,2,3
51,2,27,29,3,0.17,13,10,3,4,3,1
27,8,48,60,3,0.24,12,9,4,7,5,2
34,3,29,33,2,0.18,11,9,2,5,5,0
28,7,41,51,2,0.16,16,12,3,6,4,2
42,3,30,35,2,0.13,11,8,3,4,3,0
27,8,43,55,1,0.16,13,11,2,7,6,0
9,26,56,96,2,0.25,27,23,4,17,14,3
26,6,48,57,2,0.15,17,13,5,9,6,3
21,14,47,69,3,0.18,25,19,5,13,11,3
2,231,111,464,10,0.82,55,47,8,40,34,6
2,251,116,500,11,0.98,62,52,10,51,42,9
15,49,62,138,3,0.33,36,28,8,26,20,7
19,8,45,58,2,0.22,25,19,5,13,10,3
27,11,40,57,2,0.19,25,20,5,10,8,2
25,2,23,27,1,0.17,15,9,7,8,5,3
36,3,26,31,1,0.16,18,12,6,8,5,3
51,1,22,24,1,0.14,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
63,1,16,18,1,0.15,,,,,,
59,1,20,22,2,0.16,,,,,,
47,1,24,26,2,0.19,,,,,,
66,1,15,17,1,0.15,,,,,,
58,2,23,25,1,0.15,18,17,2,,,
32,5,39,46,1,0.2,16,15,1,7,7,0
30,9,41,54,1,0.21,13,10,3,6,5,1
51,3,27,31,1,0.16,12,8,4,5,2,3
68,1,13,14,2,0.14,16,11,4,7,4,3
67,1,13,15,2,0.13,10,8,2,4,3,1
69,1,14,16,2,0.12,19,18,2,7,6,0
48,5,34,41,2,0.17,14,12,2,6,4,1
26,23,47,82,2,0.27,13,12,2,7,7,0
9,82,73,200,4,0.47,29,25,5,18,15,3
21,18,55,82,2,0.25,20,16,4,12,9,3
18,12,48,68,3,0.26,26,19,8,19,13,6
50,2,21,24,1,0.14,19,16,3,10,8,1
38,6,35,44,1,0.18,15,13,1,7,7,0
22,41,55,118,3,0.28,25,19,5,14,10,3
40,3,39,44,3,0.18,20,15,5,10,7,3
26,26,50,90,2,0.28,19,16,4,12,10,2
36,13,42,62,1,0.19,16,12,4,8,6,2
59,1,18,19,1,0.14,8,5,3,2,2,1
64,1,11,12,1,0.14,8,4,4,3,2,1
42,4,34,40,1,0.17,11,8,3,4,3,1
24,18,50,78,2,0.24,17,15,2,9,8,1
7,137,89,299,6,0.64,35,29,6,23,19,4
14,85,73,203,4,0.48,34,27,7,23,18,5
17,36,66,122,3,0.33,31,23,7,22,16,6
37,5,37,45,2,0.18,30,21,9,22,15,7
61,2,21,24,1,0.13,13,10,3,6,4,2
46,6,40,49,1,0.17,17,14,3,8,6,2
55,2,25,28,3,0.15,11,6,5,4,2,2
56,3,25,30,2,0.15,11,8,3,4,2,2
51,4,27,33,1,0.18,11,8,3,5,3,1
45,7,37,48,2,0.18,12,9,3,5,4,1
37,5,38,46,2,0.22,18,14,4,11,9,2
38,4,34,40,2,0.2,16,11,5,10,7,3
34,8,42,55,2,0.2,17,14,3,9,8,2
27,26,52,92,2,0.22,20,16,5,11,8,3
38,7,37,47,3,0.2,14,10,4,7,5,2
17,16,50,76,1,0.34,34,25,8,25,19,7
14,29,71,114,3,0.42,64,47,18,55,39,16
15,26,68,108,4,0.41,79,58,21,70,51,19
39,7,40,51,2,0.23,44,28,17,38,22,15
54,5,31,38,2,0.14,29,19,10,21,13,8
39,5,37,45,2,0.17,27,18,9,19,12,7
45,4,27,33,1,0.14,24,17,7,15,10,5
37,8,43,56,2,0.2,35,26,10,28,19,8
43,7,34,44,2,0.14,17,10,7,11,6,5
67,3,21,25,1,0.12,12,8,4,5,3,2
66,2,22,25,2,0.13,13,10,4,6,5,2
40,9,45,58,2,0.23,26,19,6,16,12,4
25,33,62,113,2,0.29,31,23,8,21,15,6
21,9,54,68,1,0.22,35,24,11,27,18,9
39,4,42,48,1,0.19,25,16,9,18,11,7
65,2,22,25,1,0.13,14,10,4,6,4,2
65,1,16,18,2,0.14,14,9,5,6,3,3
72,1,12,13,2,0.12,11,7,4,3,1,2
66,1,13,15,3,0.13,9,6,3,3,2,1
59,2,24,27,1,0.13,10,8,3,3,3,1
43,6,37,46,1,0.17,14,11,2,6,5,1
38,9,42,56,1,0.19,16,13,3,10,8,2
44,26,43,82,2,0.25,23,17,6,14,11,4
59,2,29,32,1,0.17,25,17,8,18,12,6
42,3,32,37,2,0.23,26,17,9,20,13,7
62,2,26,29,3,0.17,16,11,5,8,5,3
56,3,27,32,1,0.15,15,11,4,8,6,2
57,2,22,25,,0.13,13,9,4,5,4,2
37,5,31,39,,0.14,11,9,2,4,4,1
36,12,42,61,,0.18,16,11,4,9,6,2
59,2,24,26,,0.14,10,7,3,4,3,1
61,3,32,36,,0.14,17,14,3,7,6,1
27,10,46,61,,0.26,37,27,10,26,19,8
52,4,30,36,,0.15,14,9,5,7,4,3
36,23,51,86,,0.24,18,14,4,10,8,2
53,6,39,48,,0.18,19,13,6,12,8,4
44,4,39,45,,0.2,13,7,6,7,4,3
52,3,24,29,,0.18,10,6,4,6,4,2
42,7,35,46,,0.18,12,9,3,7,6,1
39,6,43,53,,0.18,17,15,3,10,8,2
54,3,31,36,,0.14,18,14,3,8,7,1
51,7,32,43,,0.14,25,21,4,9,8,2
52,6,32,42,,0.16,29,24,6,14,11,3
51,5,34,42,,0.15,,,,10,8,3
52,4,27,33,,0.15,13,10,4,7,5,2
59,2,24,27,,0.15,13,10,4,7,5,2
42,4,32,38,,0.16,13,8,5,7,4,3
56,3,25,30,,0.13,11,7,3,5,3,2
50,4,31,37,,0.15,17,11,5,9,6,3
52,6,28,38,,0.14,15,10,5,8,5,3
56,3,23,27,,0.13,12,9,3,4,3,1
46,6,36,45,,0.18,13,11,2,6,5,1
54,8,28,40,,0.17,15,11,3,7,6,1
57,1,15,16,,0.15,15,10,5,7,4,3
47,4,33,40,,0.16,17,14,3,7,6,1
53,6,39,49,,0.22,,,,10,8,2
62,8,51,64,,0.21,,,,15,11,3
51,13,63,82,,0.33,,,,24,18,6
62,8,47,60,,0.3,41,28,14,30,20,11
77,3,44,49,6,0.23,25,20,5,14,12,3
59,7,56,66,4,0.27,32,26,7,19,15,4
27,10,51,67,3,0.3,32,22,11,22,15,7
25,12,43,61,3,0.32,32,21,12,24,14,10
80,3,24,28,3,0.23,36,27,10,23,16,6
79,2,14,17,1,0.15,27,22,6,14,11,3
79,1,14,16,1,0.11,17,14,3,8,6,1
67,2,28,31,2,0.16,21,18,3,11,9,2
57,4,35,41,1,0.15,24,20,5,13,10,3
59,5,31,38,2,0.14,22,16,7,12,9,3
64,2,24,27,2,0.15,13,9,5,7,4,3
51,3,20,24,2,0.14,18,14,5,9,7,2
58,2,16,19,1,0.14,16,12,5,8,5,2
59,1,14,16,2,0.17,14,10,5,7,5,2
61,1,16,18,1,0.15,12,8,4,5,4,1
54,3,20,24,2,0.14,13,10,3,6,5,1
59,3,16,21,1,0.1,14,10,4,6,3,2
51,3,22,27,2,0.16,16,13,4,7,5,2
45,7,37,48,2,0.17,22,16,6,12,9,3
61,4,32,38,1,0.16,23,17,6,18,13,5
68,2,25,29,1,0.17,,,,21,13,8
78,1,12,13,1,0.14,,,,13,9,4
72,1,12,14,2,0.15,,,,9,6,3
55,2,18,21,2,0.16,,,,6,4,2
56,2,16,19,1,0.15,,,,5,3,2
71,2,13,15,1,0.12,,,,5,3,2
53,3,21,25,1,0.15,,,,8,6,2
54,2,23,26,1,0.19,,,,17,13,4
60,2,21,24,1,0.17,,,,16,13,3
44,8,38,51,1,0.14,,,,,,
31,18,74,102,3,0.26,33,27,6,19,16,3
42,7,56,66,1,0.25,27,20,7,16,12,4
32,10,42,57,2,0.16,26,19,7,14,10,5
56,9,39,52,2,0.17,19,14,5,12,8,3
69,2,30,33,1,0.2,23,17,6,14,11,4
43,2,20,23,1,0.17,,,,8,5,3
32,4,25,31,1,0.18,,,,6,4,2
35,3,20,25,2,0.16,,,,6,3,3
40,3,16,20,2,0.13,,,,,,
42,4,30,36,3,0.18,,,,,,
45,3,26,31,1,0.16,11,8,3,,,
37,2,24,28,0,0.15,10,7,4,,,
42,2,17,20,1,0.14,11,8,4,,,
27,4,17,24,2,0.15,,,,,,
41,3,19,23,2,0.14,,,,,,
24,6,21,30,1,0.19,,,,,,
,,,,,,,,,8,6,2
36,4,20,25,2,,,,,6,5,1
40,2,15,18,2,,8,7,1,6,5,1
40,1,14,16,1,,9,7,2,6,5,2
38,3,14,18,2,,10,8,2,6,5,1
40,6,23,33,3,0.23,15,12,3,7,5,2
40,3,16,20,2,0.21,12,10,2,5,4,1
48,2,16,19,2,0.18,11,9,3,6,5,1
44,2,17,21,3,0.17,10,8,2,5,4,1
43,2,12,15,3,0.12,12,11,2,4,4,0
44,2,13,16,1,0.12,12,10,2,6,5,1
34,4,17,23,2,0.14,12,9,3,7,5,2
46,2,15,18,1,0.12,12,10,2,5,4,0
54,3,22,26,2,0.12,13,11,3,5,5,0
54,2,21,24,3,0.15,15,13,3,9,7,1
38,2,17,21,1,0.16,15,13,3,8,7,1
36,2,14,17,1,0.17,15,12,3,8,6,2
38,1,9,11,2,0.15,12,9,3,6,4,1
40,2,15,19,3,0.17,13,11,3,5,5,1
31,4,21,27,2,0.16,13,11,3,6,5,1
32,3,21,26,1,0.11,14,11,3,6,5,1
37,5,24,31,1,0.12,11,9,2,6,6,1
25,7,27,37,2,0.16,,,,6,5,1
28,2,11,14,1,0.17,9,7,3,4,3,1
30,2,10,12,1,0.19,9,7,3,5,4,1
