Ozone,NO,NO2,NOX,SO2,CO,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
42,3,23,28,1,0.18,,,,11,8,2
11,8,23,35,2,0.24,,,,8,6,2
54,1,14,16,1,0.15,,,,7,6,1
29,2,15,19,2,0.19,,,,9,7,2
43,2,20,24,1,0.13,,,,10,9,1
36,4,27,33,2,0.17,,,,11,9,2
19,4,19,26,2,0.17,,,,5,5,1
29,4,19,25,1,0.18,,,,8,7,1
37,11,42,59,2,0.23,,,,14,13,1
57,7,49,59,3,0.28,,,,21,19,2
73,3,38,41,2,0.26,,,,27,21,6
74,2,21,25,1,0.19,,,,14,12,2
41,6,32,41,2,0.14,,,,8,6,2
49,3,19,25,2,0.18,,,,9,8,1
59,4,24,29,2,0.14,,,,8,7,1
48,11,36,52,2,0.26,,,,12,10,1
58,11,38,55,2,0.34,,,,20,19,1
83,1,24,25,1,0.26,,,,19,17,2
61,4,38,43,1,0.2,,,,10,9,2
76,5,46,54,2,0.29,,,,,,
84,4,47,52,3,0.27,,,,,,
59,4,33,39,1,0.2,,,,,,
52,5,26,33,1,0.19,,,,,,
39,4,16,22,1,0.18,,,,7,5,2
73,2,24,27,2,0.25,,,,20,17,3
84,6,35,45,2,0.28,,,,22,17,5
66,4,42,48,1,0.32,,,,20,16,3
43,4,21,27,1,0.21,,,,9,7,2
45,3,19,23,1,0.23,,,,9,7,2
52,3,24,29,2,0.19,,,,9,7,3
41,9,42,56,2,0.28,,,,14,11,3
59,1,9,11,1,0.17,,,,7,6,1
52,2,14,17,1,0.17,,,,7,6,1
35,3,22,27,1,0.23,,,,7,5,2
21,3,16,21,1,0.2,,,,7,5,2
58,4,24,30,2,0.24,,,,9,7,2
43,2,14,18,2,0.18,,,,7,5,2
55,1,12,13,2,0.16,,,,6,5,1
54,1,11,13,1,0.15,,,,7,5,2
34,2,31,34,2,0.15,,,,,,
35,7,37,48,1,0.21,,,,8,6,2
51,5,35,43,1,0.21,,,,11,9,2
59,6,36,45,1,0.25,,,,13,11,2
51,2,20,23,1,0.21,,,,8,5,2
44,3,31,36,1,0.14,,,,9,7,2
50,1,17,19,1,0.19,,,,6,4,2
39,4,24,30,2,0.15,,,,6,4,1
30,8,30,43,1,0.18,,,,7,6,1
29,18,30,58,2,0.19,,,,10,8,2
25,4,19,25,2,0.16,,,,7,6,1
26,4,21,27,1,0.14,,,,9,8,1
35,2,18,22,2,0.19,,,,8,6,2
42,1,14,16,2,0.18,,,,5,5,1
44,4,27,33,1,0.16,,,,6,6,0
43,11,37,53,1,0.2,,,,10,9,1
48,3,32,37,1,0.21,,,,13,12,2
7,23,57,93,2,0.33,,,,15,14,2
60,6,56,66,4,0.35,,,,35,29,6
39,4,36,43,2,0.32,,,,36,24,11
55,3,32,37,1,0.28,,,,22,19,3
60,10,35,51,1,0.27,,,,25,22,2
43,8,42,55,1,0.19,,,,13,11,3
52,2,37,41,1,0.21,,,,15,12,3
37,5,34,41,2,0.22,,,,13,10,3
31,4,24,30,2,0.2,,,,7,4,2
46,2,20,23,1,0.11,,,,8,7,1
41,2,22,25,1,0.12,,,,7,6,1
32,4,26,33,1,0.18,,,,7,6,1
19,32,51,99,2,0.31,22,21,1,13,11,2
28,40,70,131,4,0.41,42,39,4,27,23,4
50,24,55,91,4,0.36,49,39,10,34,25,9
30,8,36,48,2,0.23,20,17,4,13,9,4
54,2,23,25,1,0.17,7,6,1,5,3,1
40,2,28,30,1,0.19,9,8,1,5,4,1
14,29,53,98,2,0.29,13,12,1,8,7,2
31,5,31,38,2,0.19,14,12,2,10,7,3
,7,28,38,2,0.19,10,9,1,8,6,2
,12,38,56,2,0.28,12,10,2,10,8,3
6,29,34,79,1,0.33,13,11,3,12,8,4
28,13,30,51,1,0.24,14,13,0,10,8,2
32,18,24,51,2,0.26,13,11,2,10,7,3
41,3,24,29,2,0.12,12,11,0,6,5,1
19,18,38,66,3,0.24,16,14,1,10,7,2
28,5,31,39,2,0.17,11,10,1,8,6,2
15,15,45,69,2,0.24,13,12,1,9,7,2
18,27,45,87,2,0.27,16,16,0,10,9,1
20,9,35,49,1,0.25,,,,16,14,2
14,17,27,52,1,0.29,12,10,2,11,8,3
8,39,43,103,3,0.32,,,,19,15,4
7,63,70,167,3,0.42,53,42,10,40,29,11
12,22,65,98,3,0.37,68,51,17,62,42,20
25,7,41,51,1,0.2,27,20,7,18,11,7
16,21,51,84,2,0.21,25,20,4,16,12,5
19,15,49,72,2,0.28,34,27,7,23,16,7
38,4,30,36,1,0.21,30,25,5,17,13,4
21,18,51,78,2,0.3,34,30,3,21,17,4
8,25,59,97,2,0.34,42,36,6,30,23,7
12,19,45,74,2,0.35,36,31,5,26,21,5
6,32,45,94,3,0.36,32,26,5,23,17,5
40,2,26,29,2,0.21,14,12,3,9,6,3
16,22,39,72,1,0.3,15,13,2,12,9,3
24,46,44,114,3,0.4,21,18,3,16,13,3
25,6,38,47,1,0.23,18,15,3,14,10,4
23,8,36,48,1,0.22,15,12,3,10,7,3
33,7,32,44,2,0.15,14,11,4,7,4,3
46,3,22,27,2,0.089,13,11,2,6,5,2
45,4,19,25,1,0.14,15,13,2,9,7,2
26,30,42,89,2,0.33,19,16,3,15,11,3
23,4,33,40,2,0.22,15,10,4,10,6,4
16,9,38,52,2,0.22,13,10,3,11,8,3
11,32,44,93,3,0.31,,,,18,14,5
20,44,50,116,4,0.32,,,,15,11,4
33,12,41,59,2,0.23,20,18,2,9,8,2
21,31,48,95,2,0.3,29,25,4,13,10,3
29,4,32,38,2,0.26,19,16,3,10,8,2
55,1,21,22,2,0.2,15,13,2,6,5,2
47,2,24,26,2,0.23,16,13,2,8,5,3
41,3,24,28,3,0.22,19,16,3,11,8,2
46,3,30,34,2,0.2,15,14,1,7,6,0
17,34,50,102,2,0.32,22,19,2,12,10,2
39,3,26,31,2,0.22,20,16,4,10,7,3
63,1,15,16,2,0.18,14,11,3,6,4,2
62,1,11,12,3,0.15,19,17,3,8,6,2
53,2,22,24,3,0.16,9,7,2,,,
30,11,41,58,2,0.19,15,14,1,7,7,0
26,14,45,67,2,0.23,18,16,2,10,8,2
34,5,34,42,2,0.21,16,13,3,8,6,2
32,7,40,51,2,0.25,18,15,3,10,7,3
43,5,26,34,2,0.19,20,16,4,13,9,3
57,2,22,25,2,0.13,13,10,3,7,5,3
37,17,38,65,3,0.22,14,12,2,10,9,1
24,10,47,63,2,0.21,15,13,2,10,8,2
29,12,34,53,2,0.23,17,15,2,9,8,1
16,17,52,77,1,0.27,19,16,3,12,9,2
8,33,62,112,2,0.33,20,16,3,12,9,2
11,22,56,91,2,0.31,,,,15,12,3
24,40,43,105,2,0.35,22,21,1,18,16,1
17,9,44,58,1,0.29,13,10,3,8,6,2
15,21,46,78,1,0.26,19,16,2,11,8,2
11,58,57,146,2,0.38,25,20,4,17,12,4
37,4,33,39,1,0.15,20,17,2,9,7,2
22,61,56,150,3,0.35,32,30,2,17,14,2
8,124,66,256,5,0.67,41,37,3,31,25,4
8,26,52,92,2,0.37,35,28,7,24,18,6
10,22,44,77,3,0.31,29,20,9,23,14,8
24,23,51,86,2,0.22,16,12,3,9,6,2
17,14,52,73,3,0.22,15,11,4,9,5,4
32,6,32,42,2,0.16,15,13,1,9,7,1
28,10,38,53,2,0.17,15,13,2,7,6,1
25,9,38,51,2,0.2,16,12,4,12,9,3
35,4,32,39,2,0.19,17,14,3,11,8,3
21,12,44,63,1,0.19,22,19,2,11,8,2
9,33,62,113,3,0.29,28,23,4,19,14,4
3,86,64,196,4,0.53,37,29,7,27,20,6
3,46,56,127,3,0.37,39,29,8,27,19,7
23,12,43,61,3,0.22,21,14,6,15,9,6
27,13,36,56,3,0.21,25,22,2,13,11,2
7,31,56,104,3,0.35,26,22,4,19,15,4
13,23,59,95,2,0.27,29,25,5,16,12,4
25,10,47,62,2,0.21,32,27,5,16,13,3
9,45,61,130,4,0.38,33,26,6,22,17,5
30,10,42,57,3,0.23,20,16,4,11,7,4
21,16,55,80,2,0.27,19,17,3,10,9,1
14,6,49,59,2,0.27,19,14,5,14,10,4
33,2,33,36,1,0.22,13,10,4,9,6,3
14,25,56,93,2,0.33,23,18,5,15,12,3
4,61,64,158,3,0.54,47,37,10,36,28,8
2,317,110,595,14,1.2,73,62,12,57,47,10
3,87,69,202,6,0.66,57,45,12,45,35,11
13,11,49,66,3,0.35,33,25,8,22,15,7
42,5,30,38,2,0.23,22,18,4,9,6,3
49,1,20,22,2,0.24,12,7,4,6,3,2
40,6,35,44,1,0.27,13,9,4,8,6,3
22,35,66,120,2,0.33,19,14,5,13,9,3
39,7,38,49,3,0.28,18,11,7,11,6,5
33,7,46,58,3,0.25,16,14,2,7,6,1
38,7,37,48,1,0.23,18,16,2,8,7,1
61,1,14,15,1,0.21,11,7,4,5,3,2
56,1,20,22,1,0.18,14,11,3,6,5,1
60,1,17,19,3,0.23,14,9,5,5,2,3
61,1,23,25,3,0.24,14,10,4,6,4,2
43,4,34,40,2,0.31,13,10,2,,,
18,9,52,65,1,0.38,19,14,5,,,
62,1,19,21,2,0.2,22,19,3,11,9,2
31,17,49,75,2,0.32,18,17,2,9,9,1
16,20,49,79,1,0.38,23,19,4,14,12,2
52,2,25,28,1,0.25,17,13,4,7,5,2
52,1,29,30,2,0.27,15,11,4,6,4,2
66,1,12,13,1,0.22,14,9,5,5,2,3
51,3,25,29,1,0.23,16,13,3,6,5,1
70,1,17,19,1,0.18,20,16,3,8,7,1
51,1,29,31,2,0.24,15,11,4,7,5,1
40,3,33,37,1,0.26,12,9,3,6,4,2
68,1,16,18,2,0.2,23,19,4,9,7,2
59,1,20,22,1,0.21,24,20,3,8,7,0
35,5,35,42,1,0.26,22,17,4,9,6,2
40,3,34,39,1,0.24,15,10,4,7,5,1
26,17,47,72,2,0.34,18,14,4,9,7,1
32,52,50,130,2,0.44,24,19,5,15,13,2
17,49,54,130,3,0.5,32,24,7,23,16,6
44,6,38,48,1,0.28,16,10,5,6,3,3
24,16,52,77,1,0.3,18,13,4,9,7,2
44,3,34,38,2,0.3,,,,6,4,2
49,4,29,35,2,0.29,14,12,2,6,4,2
45,4,38,43,1,0.33,11,10,1,6,5,1
26,7,38,49,2,0.3,20,17,3,12,9,2
26,8,47,59,2,0.34,17,15,2,12,10,2
3,181,98,376,7,0.89,43,37,5,31,25,4
14,100,70,223,4,0.69,37,29,7,28,21,6
21,24,54,91,2,0.39,22,18,3,13,10,2
20,12,50,68,1,0.28,19,15,3,10,8,2
18,19,54,83,2,0.33,24,20,3,13,10,2
38,5,31,39,1,0.25,15,10,4,9,6,2
53,1,27,28,2,0.22,17,12,4,7,4,3
45,4,34,41,3,0.23,14,11,2,6,5,1
47,4,36,42,3,0.26,14,11,2,7,5,2
18,20,52,82,3,0.31,18,14,4,13,10,2
5,55,58,142,3,0.49,,,,24,18,5
,,,,,,,,,,,
63,2,18,20,3,0.21,,,,,,
53,1,23,26,1,0.22,,,,,,
35,6,38,47,2,0.26,,,,,,
52,3,28,33,1,0.23,,,,,,
65,1,17,20,2,0.21,,,,8,6,1
44,5,36,44,2,0.26,17,12,4,8,5,2
47,3,27,33,2,0.24,12,9,3,8,6,2
71,1,13,15,3,0.2,17,14,3,8,6,2
65,1,16,17,2,0.19,16,15,1,6,6,0
29,11,48,65,1,0.29,,,,8,6,1
46,3,34,39,1,0.23,,,,8,7,1
52,1,22,24,2,0.18,15,14,2,6,5,1
50,4,30,36,2,0.21,13,13,0,6,5,0
47,4,30,35,2,0.23,16,13,4,7,3,3
63,1,16,18,2,0.2,17,16,1,8,7,0
34,4,36,42,1,0.28,22,20,2,10,9,1
38,3,35,40,1,0.29,21,17,4,11,8,2
28,8,44,56,1,0.34,21,16,4,13,10,3
26,10,42,57,1,0.32,19,14,5,11,8,3
44,2,31,35,2,0.28,12,7,5,8,4,4
50,3,29,34,2,0.21,16,13,3,8,5,2
56,2,23,27,1,0.21,19,16,2,8,7,1
68,1,14,15,1,0.23,19,16,4,10,7,3
49,3,28,33,3,0.29,22,18,4,14,10,3
,,,,,,,,,,,
,,,,,,,,,,,
53,2,31,35,1,0.26,,,,,,
31,9,49,62,2,0.18,16,11,4,10,7,3
23,23,52,87,3,0.34,32,25,8,24,17,7
53,2,24,27,3,0.24,18,12,6,10,5,4
33,16,54,78,4,0.32,15,12,3,10,7,2
11,70,70,176,4,0.53,32,27,5,21,17,4
17,100,71,224,4,0.58,39,35,5,26,22,4
48,4,35,41,1,0.27,27,22,5,16,12,4
37,9,45,59,2,0.29,23,18,5,14,10,3
50,2,38,42,2,0.28,40,30,11,33,23,9
47,4,54,60,3,0.36,50,37,14,42,29,12
36,39,53,113,3,0.35,34,26,8,25,18,6
51,4,29,35,1,0.24,32,25,7,19,12,6
15,28,60,103,3,0.38,56,42,14,42,28,13
18,68,71,176,3,0.54,78,58,21,65,44,19
21,57,74,163,3,0.51,84,59,26,71,45,24
48,2,33,36,1,0.25,24,16,9,16,9,7
46,3,33,37,1,0.27,19,14,6,13,8,5
25,9,39,52,2,0.27,26,19,7,18,12,5
47,2,29,33,1,0.23,22,16,6,12,8,4
46,5,34,41,1,0.27,26,22,5,14,10,4
70,1,19,21,2,0.24,31,23,8,17,11,5
64,4,25,31,3,0.23,17,13,4,7,4,3
67,2,22,25,3,0.22,11,8,3,5,3,2
58,2,23,26,2,0.24,13,11,2,7,5,1
43,20,48,78,2,0.3,20,15,5,14,10,4
43,7,46,57,2,0.3,26,20,6,17,12,5
34,15,50,72,2,0.33,26,18,8,18,11,6
30,12,54,72,3,0.33,35,24,11,27,17,9
20,21,60,92,2,0.4,62,44,19,52,34,17
30,22,68,101,3,0.43,63,44,19,51,33,16
31,23,77,112,4,0.45,50,36,14,38,26,11
44,11,59,76,2,0.38,33,27,7,21,15,5
20,46,72,142,4,0.46,47,36,11,34,25,9
20,26,79,119,5,0.41,85,65,21,59,40,17
28,20,49,80,3,0.35,82,58,25,58,36,20
41,4,35,41,2,0.26,36,23,14,26,16,10
57,3,26,30,1,0.24,18,11,7,11,6,5
50,1,14,16,1,0.22,11,4,7,7,2,5
48,2,22,26,2,0.25,13,6,7,8,4,5
64,6,27,37,1,0.19,17,13,3,8,6,2
40,7,40,51,1,0.28,26,21,6,14,10,4
44,8,39,50,2,0.28,22,17,5,13,9,4
44,7,45,56,3,0.29,25,19,5,16,11,4
42,11,41,58,2,0.33,27,20,7,18,13,5
60,1,20,23,1,0.25,20,15,5,12,8,3
58,3,28,33,1,0.24,21,17,5,12,9,3
53,5,33,40,1,0.24,21,18,4,11,7,3
66,3,33,38,3,0.26,32,25,6,15,11,4
54,9,38,52,3,0.3,35,27,8,21,15,5
72,2,19,21,2,0.23,20,14,6,9,6,3
77,2,19,23,3,0.24,20,15,5,12,8,4
52,6,36,46,2,0.45,60,48,13,47,36,10
52,11,41,58,2,0.43,45,33,12,36,25,9
60,2,27,31,1,0.31,27,19,8,20,13,6
57,3,30,35,1,0.29,25,18,7,14,9,5
45,4,39,45,2,0.26,21,13,8,13,8,5
28,9,37,51,3,0.32,29,18,11,22,13,9
70,1,19,21,1,0.22,19,12,7,9,5,4
58,2,24,27,1,0.24,20,15,5,10,8,2
43,6,36,45,1,0.28,34,23,11,25,16,8
36,8,52,64,1,0.32,42,28,15,33,20,12
49,24,42,79,2,0.35,33,22,11,26,17,8
38,7,42,53,1,0.33,27,18,9,20,13,6
62,3,26,31,1,0.23,22,15,8,13,8,5
66,2,26,29,0,0.19,18,14,4,11,7,3
82,1,20,22,2,0.22,22,17,6,15,10,4
94,1,23,24,2,0.25,28,20,8,20,13,7
70,1,20,22,2,0.23,18,12,6,9,6,3
63,1,16,19,1,0.18,14,11,3,7,5,2
44,3,24,28,2,0.21,12,10,2,9,5,3
65,2,17,20,2,0.16,17,16,2,11,8,3
61,1,12,14,3,0.18,13,10,3,9,5,4
65,1,14,15,3,0.14,13,12,1,8,6,2
51,3,24,27,2,0.18,12,11,2,9,6,2
29,7,42,52,2,0.25,15,13,2,11,8,2
38,11,42,58,4,0.22,15,14,2,13,10,3
49,5,39,47,2,0.24,21,18,3,18,13,4
43,10,55,70,2,0.3,28,25,4,23,17,5
52,8,44,56,3,0.35,32,27,5,26,20,6
83,1,30,32,1,0.28,29,24,5,25,18,6
69,6,47,56,3,0.28,37,29,9,32,22,9
78,1,29,31,1,0.26,19,15,4,16,11,4
55,5,35,43,1,0.23,18,14,5,15,9,5
62,2,24,27,2,0.22,12,9,3,10,6,3
65,2,26,29,2,0.2,17,14,3,9,7,2
61,2,26,29,3,0.22,12,10,2,9,6,3
67,1,15,16,0,0.18,14,12,2,9,7,2
30,6,42,50,1,0.28,15,13,2,11,8,3
53,2,26,29,1,0.22,14,10,4,12,7,4
23,12,38,57,2,0.31,13,9,4,11,7,3
25,14,48,70,2,0.31,22,18,4,18,13,4
35,8,36,48,1,0.26,21,18,4,16,12,4
51,5,35,42,1,0.25,19,17,3,15,12,3
67,1,30,32,3,0.25,23,19,3,19,15,4
52,3,25,29,2,0.22,15,11,4,11,8,3
40,3,24,29,2,0.23,14,9,4,10,6,3
46,3,25,29,4,0.21,10,7,4,8,5,3
51,3,22,26,3,0.18,13,11,3,9,7,2
54,10,47,63,,0.26,23,20,3,15,12,3
54,5,35,43,,0.3,22,19,3,16,12,3
60,2,22,24,,0.24,15,12,4,10,8,2
53,6,36,45,,0.32,20,16,3,17,12,4
51,3,21,26,,0.21,16,13,3,10,7,2
51,3,24,29,1,0.21,18,15,3,12,10,2
52,23,45,80,3,0.31,22,20,3,17,13,3
60,7,42,52,0,0.28,23,20,4,16,13,3
52,2,19,22,1,0.23,17,13,4,13,9,4
54,1,10,12,1,0.18,10,7,3,7,4,3
46,3,15,20,2,0.18,13,10,4,9,6,3
59,3,13,17,2,0.17,16,13,3,10,7,3
30,4,16,23,1,0.19,12,8,4,8,5,3
19,12,32,51,2,0.26,21,18,4,16,13,3
41,5,27,35,4,0.2,16,12,3,10,7,3
60,2,19,23,3,0.2,16,14,3,12,10,3
51,3,30,34,2,0.23,18,15,4,15,11,4
41,6,46,56,5,0.28,17,15,2,15,11,3
45,5,30,38,2,0.26,21,17,5,19,13,5
58,3,22,26,2,0.16,12,8,4,,,
56,5,36,44,3,0.2,17,14,3,,,
51,2,19,22,2,0.22,18,14,4,,,
33,4,23,29,3,0.26,14,11,4,,,
56,2,17,19,2,0.2,13,10,3,,,
42,8,40,51,3,0.25,17,14,3,,,
49,6,37,47,4,0.2,16,13,3,10,8,3
43,11,41,58,3,0.25,18,15,4,14,11,3
71,2,21,24,3,0.2,16,12,4,12,8,3
61,2,16,19,3,0.21,14,11,4,11,7,3
40,2,15,17,2,0.28,11,7,4,8,5,3
40,2,20,23,2,0.22,15,11,4,11,7,4
30,3,27,32,2,0.23,14,11,3,11,8,3
27,18,37,64,3,0.31,17,14,4,15,11,4
48,3,20,25,3,0.22,19,14,4,16,10,5
43,4,27,33,5,0.24,16,13,3,14,10,4
27,7,38,49,5,0.32,20,16,4,18,13,5
61,2,21,24,3,0.29,21,17,5,18,13,5
40,1,13,15,1,0.26,13,9,4,11,7,4
51,2,17,20,2,0.2,14,10,3,9,7,3
46,2,18,21,2,0.24,16,12,4,12,9,3
37,7,30,40,2,0.27,17,13,4,13,10,3
41,7,32,42,2,0.28,17,13,4,13,9,3
73,3,32,37,1,0.33,25,20,5,22,15,6
72,3,34,39,1,0.34,21,18,3,18,14,4
57,1,22,24,1,0.32,24,20,4,20,15,4
45,3,27,32,2,0.28,21,18,4,18,14,4
60,2,18,22,3,0.26,,,,,,
77,2,20,23,2,0.26,,,,,,
73,2,22,26,1,0.25,,,,,,
49,4,37,43,3,0.32,,,,,,
70,2,23,26,2,0.28,,,,,,
58,1,20,22,1,0.24,,,,,,
55,2,19,23,1,0.21,,,,,,
62,2,17,20,2,0.21,,,,,,
59,2,21,24,2,0.25,,,,,,
44,3,25,29,3,0.29,,,,,,
50,2,20,23,2,0.29,,,,,,
55,2,18,21,2,0.27,,,,,,
61,1,13,15,1,0.2,,,,,,
45,3,25,30,2,0.24,,,,,,
52,2,21,24,3,0.27,,,,,,
49,2,23,26,2,0.29,,,,,,
43,5,32,39,1,0.31,,,,,,
42,7,38,49,2,0.36,,,,,,
47,2,16,19,1,0.26,,,,,,
51,1,14,16,,0.25,,,,,,
43,3,18,23,,0.22,,,,,,
56,2,19,22,,0.22,,,,,,
39,2,18,22,,0.24,,,,,,
28,9,37,50,,0.31,,,,,,
31,4,29,34,,0.28,,,,,,
49,3,21,26,,0.23,,,,,,
55,1,11,13,,0.23,,,,,,
38,3,22,26,,0.24,,,,,,
41,3,25,29,,0.2,,,,,,
28,10,34,48,3,0.24,,,,,,
35,9,31,45,3,0.25,,,,,,
47,2,21,24,3,0.24,,,,,,
43,3,28,33,2,0.22,,,,,,
44,5,29,37,2,0.27,,,,,,
21,11,43,60,3,0.48,,,,,,
29,13,33,54,2,0.33,,,,,,
40,7,37,48,2,0.36,,,,,,
41,2,19,22,2,0.35,,,,,,
49,2,16,19,2,0.33,,,,,,
48,1,14,16,2,0.32,,,,,,
37,7,26,37,2,0.39,,,,,,
12,10,37,52,2,0.42,,,,,,
35,6,32,40,1,0.37,,,,,,
48,7,35,45,2,0.41,,,,,,
35,7,42,52,3,0.44,,,,,,
38,4,46,52,3,0.47,,,,,,
26,11,51,67,3,0.54,,,,,,
34,4,34,40,7,0.42,,,,,,
32,19,47,76,4,0.43,,,,,,
32,16,52,76,3,0.41,,,,,,
28,15,41,64,3,0.34,,,,,,
31,7,33,44,2,0.27,,,,,,
45,6,38,48,2,0.29,,,,,,
51,3,26,30,1,0.27,,,,,,
55,2,20,23,1,0.27,,,,,,
35,7,42,53,2,0.32,,,,,,
37,13,45,65,3,0.4,,,,,,
59,3,29,34,2,0.38,,,,,,
50,6,41,50,4,0.43,,,,,,
27,13,49,68,2,0.46,,,,,,
40,3,25,29,1,0.39,,,,,,
57,2,13,16,4,0.25,,,,,,
25,30,47,93,30,0.43,,,,,,
23,42,56,121,22,0.48,52,48,4,,,
36,6,29,38,6,0.31,27,25,3,,,
27,13,36,56,2,0.33,16,15,1,,,
29,34,37,90,2,0.44,17,16,1,,,
16,29,49,93,2,0.45,23,21,2,,,
20,23,52,87,3,0.53,32,26,6,,,
20,48,53,126,4,0.58,39,34,6,,,
52,3,24,28,1,0.35,27,22,6,,,
30,5,27,35,1,0.35,17,15,2,12,8,3
16,16,36,61,2,0.31,23,19,4,16,11,4
33,7,24,35,2,0.26,21,16,5,18,11,6
33,9,26,39,3,0.25,18,14,5,15,10,5
25,18,32,61,3,0.26,15,12,3,12,8,4
33,6,32,42,4,0.23,14,11,3,10,6,4
34,5,30,38,3,0.2,14,11,2,11,8,3
39,10,29,44,3,0.23,17,15,2,11,8,3
55,2,15,18,4,0.18,20,19,2,12,10,2
28,13,32,52,2,0.26,18,16,2,12,9,2
32,7,32,42,2,0.24,15,12,3,13,9,3
32,26,32,72,1,0.31,16,13,4,15,10,5
,,,,,,,,,8,4,3
,,,,,,,,,13,9,4
16,16,46,71,2,0.28,24,20,4,19,12,7
24,9,41,54,2,0.27,21,20,1,13,10,3
36,4,29,35,1,0.22,20,18,1,13,10,4
46,1,17,19,2,0.2,15,14,1,11,8,3
53,1,13,15,2,0.17,14,13,1,10,7,3
39,3,24,28,2,0.18,12,9,2,9,5,3
52,2,16,19,3,0.13,12,12,1,9,7,2
23,6,39,47,1,0.26,25,24,2,15,12,3
38,3,27,31,2,0.18,15,13,2,11,7,3
23,5,34,43,2,0.24,12,10,2,12,8,3
,5,37,44,2,0.22,13,11,2,11,8,3
58,1,20,20,1,0.15,11,10,1,9,7,3
38,3,28,33,2,0.2,15,13,2,13,9,4
25,6,33,43,2,0.25,23,20,3,17,13,4
15,14,50,72,2,0.28,19,15,4,17,12,5
10,16,47,72,3,0.27,45,38,7,34,26,8
19,12,46,64,3,0.22,37,32,5,25,20,5
50,1,21,23,1,0.21,,,,14,10,4
57,1,17,18,2,0.21,,,,10,7,4
29,7,44,54,3,0.23,,,,9,5,4
9,33,58,109,4,0.3,,,,15,12,3
12,23,51,86,2,0.41,,,,29,24,5
,48,46,119,3,0.55,,,,30,24,6
,3,30,34,2,0.38,,,,10,7,3
,2,29,31,1,0.33,,,,13,10,3
,13,51,71,2,0.31,,,,23,18,4
,6,39,49,3,0.22,,,,14,10,4
,7,31,41,2,0.2,,,,12,8,4
,6,37,47,2,0.22,,,,10,8,2
,8,41,53,1,0.21,,,,11,8,3
,33,54,105,2,0.4,,,,15,11,4
,57,69,156,4,0.37,,,,22,16,6
,17,46,72,2,0.25,,,,23,15,7
,15,51,73,2,0.18,,,,14,9,4
,26,45,84,1,0.2,,,,21,15,6
,50,50,126,2,0.3,,,,39,30,9
,66,55,156,3,0.29,,,,41,30,11
2,44,48,116,3,0.24,46,35,11,39,27,12
4,24,46,82,2,0.27,33,27,6,28,20,8
27,7,40,50,1,0.086,13,10,4,12,8,4
2,172,80,344,6,0.43,41,35,5,29,24,5
3,42,65,130,3,0.21,28,23,6,19,13,6
1,89,57,194,4,0.4,32,25,7,26,19,7
2,79,49,170,4,0.36,27,21,6,22,16,6
3,43,45,111,2,0.28,37,31,6,27,21,7
2,82,49,176,4,0.56,53,47,6,40,33,6
10,73,39,150,3,0.48,38,30,8,30,23,7
20,8,26,39,1,0.16,32,27,5,25,20,5
30,11,32,48,1,0.18,21,17,4,16,11,4
33,8,34,46,1,0.21,20,17,3,13,9,3
16,38,36,95,3,0.36,24,19,5,19,14,5
2,44,54,121,3,0.4,29,23,6,22,16,6
7,38,61,119,2,0.38,30,24,7,23,17,7
40,3,31,35,2,0.22,14,10,4,10,6,4
27,7,41,51,2,0.21,15,13,3,8,6,2
23,25,47,86,2,0.27,18,14,4,12,7,4
45,5,35,42,2,0.2,18,15,3,10,7,4
51,3,28,32,2,0.18,14,10,3,8,5,4
37,9,45,59,3,0.25,13,10,3,8,5,3
6,72,70,180,4,0.53,32,29,3,23,19,3
32,10,37,53,2,0.29,19,15,4,13,9,4
21,38,59,116,3,0.37,19,15,3,13,10,3
7,56,65,150,3,0.43,27,22,5,19,15,4
25,7,43,54,3,0.28,11,8,4,9,6,3
46,2,23,26,2,0.22,7,3,4,6,2,3
43,3,33,38,2,0.23,12,10,2,8,5,2
37,3,36,41,1,0.25,14,13,2,9,7,2
54,1,21,23,1,0.22,8,5,3,7,4,3
54,1,17,18,2,0.19,11,7,3,8,5,3
60,1,17,18,2,0.19,9,7,3,6,4,3
48,2,28,31,2,0.23,10,8,2,8,5,2
32,4,32,39,2,0.28,17,15,2,11,9,2
19,9,44,57,2,0.35,16,11,5,13,7,6
42,3,23,28,4,0.25,11,9,2,10,8,2
30,25,39,77,2,0.34,24,22,2,17,15,2
6,69,63,168,3,0.54,34,29,6,28,22,5
3,100,74,227,5,0.72,46,37,8,39,30,9
18,65,53,153,4,0.55,37,30,7,30,23,8
48,1,16,17,1,0.28,29,21,7,21,14,7
42,6,32,40,1,0.27,19,15,3,10,8,3
25,11,49,66,2,0.32,15,11,4,12,8,4
7,24,50,86,1,0.42,30,20,9,26,17,9
18,17,47,73,1,0.36,23,16,7,18,11,7
28,13,42,63,2,0.33,16,12,4,12,9,3
32,11,39,55,1,0.31,19,15,4,10,7,3
38,6,41,50,1,0.3,14,10,4,9,6,3
54,2,20,23,1,0.25,13,9,4,9,5,3
59,1,16,17,1,0.23,11,7,4,7,4,3
56,1,20,23,1,0.24,17,15,3,9,7,2
60,2,22,25,1,0.26,12,8,4,7,4,4
47,4,31,38,1,0.29,9,5,4,7,3,3
54,3,24,28,1,0.24,11,8,2,7,4,2
61,3,22,26,1,0.25,14,13,1,9,7,2
28,17,48,74,1,0.34,19,19,0,13,11,2
