Ozone,NO,NO2,NOX,SO2,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
21,10,44,60,5,15,13,2,10,8,2
34,4,43,49,4,12,11,0,6,6,0
10,24,63,99,3,16,14,2,9,8,1
25,8,42,54,3,16,14,3,10,8,2
45,2,32,35,3,12,9,3,7,5,1
49,2,23,25,4,15,12,3,7,6,2
42,3,33,38,5,7,6,1,3,4,0
22,11,51,69,3,10,10,0,5,6,-1
19,12,56,74,2,14,13,1,8,8,1
22,8,49,60,2,13,11,2,7,6,1
21,12,53,71,3,13,10,3,9,7,2
30,7,36,48,5,17,14,3,12,9,2
42,4,34,40,5,9,6,2,6,4,2
18,33,61,112,7,10,9,1,7,7,0
12,13,61,81,6,11,10,1,7,7,0
24,19,48,77,5,13,12,1,8,7,1
16,15,60,83,4,11,10,1,7,7,0
7,26,73,113,5,14,12,2,9,8,1
10,19,65,94,5,13,11,2,11,9,2
13,28,63,106,4,14,14,0,12,12,0
8,19,63,92,2,9,7,2,7,6,1
6,38,65,123,3,16,15,1,10,10,1
6,42,71,135,2,21,18,3,13,11,2
16,30,66,111,3,16,15,1,9,8,0
9,60,77,169,4,27,25,2,14,13,1
4,98,81,231,5,29,26,3,22,20,3
3,24,59,96,4,28,23,5,21,16,5
2,31,56,103,5,21,15,7,18,12,5
10,35,70,124,5,13,10,3,8,6,2
8,23,68,103,6,12,8,4,8,5,3
14,34,60,113,7,16,15,1,9,9,0
12,40,67,128,5,15,14,1,8,7,1
9,39,65,125,5,15,13,3,12,9,2
16,19,56,86,3,15,13,2,10,8,2
10,41,66,128,3,20,19,2,10,9,1
4,43,77,142,4,21,18,3,14,12,2
2,61,73,167,4,25,20,5,20,16,4
2,52,68,148,4,31,25,7,23,18,6
12,25,66,104,4,18,13,5,12,8,4
13,29,58,103,5,21,19,2,9,9,0
4,36,69,124,4,22,19,2,15,13,2
5,37,73,130,3,28,24,4,16,12,3
15,20,63,94,3,28,24,4,15,13,2
5,46,75,145,5,25,21,4,18,15,3
18,22,67,101,3,18,14,3,9,6,2
14,29,77,122,3,11,13,-2,9,9,1
9,14,62,84,3,13,12,1,13,10,3
25,5,46,54,2,7,7,0,7,6,1
14,22,63,98,3,14,14,0,13,11,2
6,46,69,140,3,33,28,5,32,25,6
5,283,123,557,,59,53,6,52,44,8
4,74,74,188,5,47,39,8,42,34,9
9,19,61,89,4,25,22,3,21,16,5
32,6,45,54,2,18,16,2,10,7,2
36,3,35,39,2,7,6,1,6,4,2
28,11,51,67,3,,,,7,6,1
15,46,76,146,4,15,12,3,13,9,3
28,11,51,68,5,13,9,4,10,6,4
28,9,55,70,5,12,13,-1,7,8,0
26,9,50,63,2,17,16,1,8,8,1
48,2,27,31,3,7,5,1,5,3,2
42,3,36,41,3,8,8,0,5,5,0
48,3,30,34,5,8,6,2,5,2,3
51,2,33,36,8,8,9,0,4,4,0
40,4,38,45,7,8,8,0,4,5,0
21,8,53,65,5,12,11,1,10,9,1
49,2,32,36,6,18,17,1,9,8,1
26,11,60,77,5,12,13,-1,7,7,0
11,18,59,86,3,17,16,1,13,12,1
42,4,37,43,2,13,12,1,7,6,1
38,3,43,48,3,11,9,1,7,5,2
54,2,23,26,2,9,8,1,5,3,2
38,5,39,46,2,12,12,0,6,6,0
54,3,32,36,2,16,15,0,8,7,1
40,4,41,48,2,10,9,1,6,5,1
33,5,41,49,1,8,6,2,6,4,2
53,3,29,33,2,18,17,1,8,8,0
44,3,34,39,0,18,17,1,9,8,0
24,10,48,63,1,17,15,2,9,8,1
29,10,48,62,2,10,9,2,6,5,0
20,13,55,75,2,12,10,2,7,6,1
21,28,64,107,2,11,10,0,9,9,1
9,58,65,154,3,23,19,4,21,16,5
31,9,51,66,1,11,10,1,6,4,2
19,24,67,104,2,13,12,1,9,8,1
25,8,52,64,1,11,10,1,7,5,2
33,8,45,57,2,11,11,1,6,5,2
29,9,54,68,2,10,10,0,6,6,0
14,17,51,78,2,16,15,1,10,8,2
19,10,55,70,2,14,13,1,9,9,0
2,171,111,373,7,38,34,4,27,24,3
7,125,88,279,5,37,31,6,29,23,6
15,19,59,88,1,16,15,1,10,9,1
7,32,76,125,2,18,15,2,9,7,1
8,28,65,108,2,20,17,3,12,10,2
24,11,51,68,1,12,9,3,9,6,3
36,5,47,55,3,13,10,3,7,4,3
34,7,45,55,1,10,9,1,5,5,1
29,11,54,71,2,10,10,1,6,5,1
11,42,67,132,2,15,13,1,12,10,2
2,56,65,151,2,24,19,5,20,16,4
13,44,57,124,1,18,13,5,16,10,5
49,3,33,39,3,13,12,1,6,6,0
39,4,40,46,2,20,19,1,9,9,0
23,17,52,78,2,17,14,3,9,7,2
36,10,46,61,2,11,9,2,6,4,2
46,7,38,49,3,14,14,0,7,7,1
30,16,54,79,2,12,11,1,7,6,2
32,14,50,72,3,9,8,1,6,6,1
57,3,28,32,4,14,12,1,7,5,1
54,3,28,32,3,11,12,0,6,6,-1
22,19,65,94,2,10,9,1,6,6,0
32,7,53,64,1,11,10,1,5,5,1
42,4,39,46,,,,,,,
37,9,49,62,2,,,,,,
32,13,49,70,3,,,,,,
50,4,30,35,2,,,,,,
25,9,49,62,0,,,,,,
22,13,56,76,1,,,,,,
21,11,55,72,2,,,,,,
19,13,54,75,2,16,14,2,12,9,2
33,6,45,54,2,10,8,2,6,4,2
39,5,43,51,2,14,13,0,6,6,1
42,5,40,47,2,16,16,0,8,7,0
54,2,28,31,1,15,14,1,8,6,1
34,8,44,57,2,18,16,2,11,9,2
48,4,43,50,1,15,14,1,8,7,1
30,7,48,59,1,21,20,1,9,8,1
38,9,52,66,2,16,13,2,9,6,2
14,37,75,132,3,14,12,2,10,8,1
15,33,73,123,4,26,21,5,19,15,5
40,4,40,46,3,13,10,3,8,5,3
25,33,70,120,5,,,,,,
,,,,,,,,,,
,,,,,,,,,,
33,8,48,60,1,25,23,2,15,13,2
23,19,61,91,1,20,18,2,14,12,2
35,9,53,66,2,35,27,8,30,22,8
37,6,60,70,2,42,32,10,37,27,10
19,27,69,110,3,28,23,4,20,16,4
29,23,55,91,1,30,26,4,17,13,4
9,49,70,146,4,50,39,11,39,29,10
8,69,87,192,2,76,57,19,65,46,19
16,56,82,167,3,75,55,21,63,43,20
30,17,63,89,1,20,14,6,14,8,6
34,9,52,65,1,14,11,3,10,7,3
18,14,53,74,1,21,17,4,15,12,4
33,7,49,60,2,17,14,3,10,8,3
34,6,45,54,1,22,20,2,11,10,2
52,3,34,39,2,26,22,4,15,11,4
50,5,38,45,1,14,11,2,6,4,2
53,3,32,36,2,10,7,3,5,4,1
32,22,52,86,2,9,9,0,6,6,0
33,16,52,76,1,15,12,3,11,8,3
23,26,67,107,2,23,19,4,16,13,3
13,44,75,142,1,21,16,5,16,11,5
13,32,75,123,2,29,22,7,25,18,8
9,46,79,149,4,54,40,14,48,33,15
16,45,81,150,4,57,41,16,49,34,15
15,45,85,153,8,44,34,10,37,27,11
23,16,74,99,1,27,23,4,20,16,4
10,54,92,175,2,40,32,8,32,25,7
7,50,92,169,6,76,59,17,56,40,16
13,34,61,112,3,69,50,19,53,36,17
29,7,49,60,1,29,18,11,23,15,8
40,4,39,46,0,12,8,4,9,6,3
32,3,27,32,0,7,2,5,5,3,2
30,6,40,50,1,9,4,4,6,4,2
44,10,52,67,1,12,10,2,6,5,0
33,12,59,77,1,20,17,3,11,9,2
31,14,64,86,1,17,14,3,9,8,2
27,21,69,101,2,20,17,3,12,10,2
33,10,57,72,2,22,18,4,15,11,3
47,10,42,57,0,16,13,3,8,7,2
33,22,63,96,2,19,17,1,9,8,1
36,15,51,74,1,20,17,2,7,6,1
46,8,51,64,2,26,23,4,14,11,3
29,24,69,105,2,30,24,6,18,13,4
41,13,46,65,1,17,14,3,8,6,2
45,10,46,61,1,19,16,3,10,7,2
26,18,53,81,2,50,42,8,43,36,7
32,20,61,92,2,35,27,8,30,23,7
45,6,42,51,1,20,14,6,16,12,4
48,7,47,58,2,17,13,4,12,9,3
34,14,59,80,2,14,9,5,11,8,4
15,26,57,96,2,24,15,9,22,14,8
52,4,40,46,2,12,9,4,9,5,3
45,6,39,48,2,13,11,3,10,8,2
28,16,55,80,1,28,20,8,23,16,7
24,18,71,98,2,35,23,11,28,19,9
36,42,62,126,2,31,21,10,26,18,8
23,21,61,94,1,19,13,6,17,13,5
25,25,67,106,2,20,15,5,13,10,3
38,17,55,82,1,14,11,3,9,7,2
70,2,32,35,2,17,14,3,12,9,3
77,2,39,42,3,24,16,7,17,12,5
59,3,34,39,2,12,8,4,8,6,2
53,4,33,39,1,11,9,2,5,4,1
33,7,38,48,2,9,6,3,6,4,2
53,4,34,41,1,14,11,3,7,6,1
51,3,24,28,3,11,7,4,6,3,2
57,2,24,27,3,12,10,2,5,4,1
40,8,45,57,2,10,9,2,5,5,0
18,16,61,86,2,11,10,1,8,8,0
23,24,68,104,1,14,11,3,9,8,1
33,13,64,84,1,21,16,5,15,11,3
31,25,75,114,2,27,21,6,20,15,5
42,11,62,78,2,30,23,7,23,17,5
67,3,49,53,1,26,18,7,21,16,6
56,9,65,80,4,38,27,11,31,22,9
63,3,46,51,2,17,11,6,13,10,4
51,8,49,61,1,15,10,6,11,7,3
43,6,45,54,2,10,6,4,7,5,2
48,6,43,52,1,14,11,3,8,7,1
45,4,42,48,1,9,7,2,8,6,2
56,2,25,28,1,11,9,2,7,6,1
14,23,62,97,1,12,9,3,8,7,2
22,23,60,95,1,12,8,3,10,7,2
13,26,55,95,1,9,6,3,8,6,2
18,23,58,93,1,19,15,4,15,12,3
22,24,52,89,1,19,15,5,15,12,3
34,14,57,78,1,16,12,4,13,10,3
47,8,51,63,2,21,17,5,17,14,3
44,5,36,43,2,12,7,4,9,6,2
32,8,36,47,2,10,6,4,7,4,2
33,5,40,47,3,8,5,3,6,3,2
40,5,39,47,1,11,10,1,8,7,1
43,12,62,81,2,23,21,2,14,11,3
42,9,50,63,2,24,22,1,15,13,3
48,4,38,43,0,13,11,2,9,8,2
42,9,50,64,2,21,18,3,17,13,4
44,4,33,39,0,15,13,2,9,7,2
40,6,41,50,1,18,15,2,10,9,1
35,11,68,85,1,21,19,2,14,12,3
39,14,67,88,2,25,23,2,17,14,3
32,9,40,53,2,16,14,2,12,10,3
32,8,32,44,0,9,7,2,6,5,2
24,16,41,66,1,14,13,1,8,6,2
34,13,40,59,1,17,15,2,9,8,1
19,18,36,64,1,12,10,2,8,6,2
10,22,47,80,2,20,18,2,15,12,3
29,8,42,55,1,16,14,1,10,8,2
45,6,41,50,2,16,14,2,11,9,2
39,6,42,51,2,18,16,2,12,9,3
30,15,61,85,2,19,17,3,14,11,3
26,15,54,78,1,22,19,4,17,13,4
38,11,44,60,1,11,8,2,7,5,2
43,9,50,64,2,17,15,2,10,8,2
41,3,30,35,2,17,14,3,13,10,3
23,8,37,49,1,12,10,2,8,6,2
38,6,37,46,2,10,9,2,8,6,1
34,8,48,61,1,13,12,1,10,8,2
36,11,53,69,1,15,14,1,10,8,2
28,13,54,75,1,16,14,1,12,10,2
60,3,35,39,3,15,13,2,11,8,3
51,3,27,31,2,14,11,2,9,7,2
31,3,26,32,3,8,7,1,7,5,2
33,4,31,37,2,12,10,1,8,7,1
31,5,31,39,1,12,11,2,8,6,1
17,16,54,79,1,14,12,2,11,9,2
28,15,43,66,2,18,16,3,12,9,3
21,17,50,76,2,16,15,1,11,9,2
15,21,49,81,1,18,15,2,14,11,3
44,5,37,44,2,20,17,3,17,13,3
25,6,30,39,3,10,7,2,8,6,2
45,5,26,34,2,11,9,2,8,6,1
35,6,30,40,2,13,12,1,10,8,2
33,9,39,52,2,14,13,1,11,9,2
35,7,35,46,2,14,13,1,11,9,3
60,5,42,49,3,26,22,4,21,16,5
61,3,40,44,3,19,18,1,15,13,2
44,2,35,39,3,20,18,2,18,15,3
29,11,42,58,2,19,17,2,17,14,3
35,9,40,54,1,17,15,2,14,11,3
54,7,38,49,2,22,19,3,17,13,3
50,7,39,50,1,22,20,2,16,13,3
30,10,49,65,1,23,21,2,18,15,3
46,5,42,50,1,20,18,2,17,14,3
45,4,33,40,1,12,10,2,11,8,3
34,8,37,49,2,11,10,1,8,6,2
39,9,36,50,2,11,9,2,10,7,3
43,7,42,52,2,16,14,2,12,10,2
37,5,45,53,2,17,15,2,13,11,3
39,5,40,47,1,16,14,2,13,10,3
42,4,39,45,2,12,10,2,10,8,3
53,2,26,29,2,9,8,1,7,5,1
38,5,40,49,1,12,11,1,8,6,2
40,5,40,47,2,13,11,1,10,8,3
38,4,44,50,1,,,,,,
29,12,59,78,1,,,,,,
27,12,62,82,3,,,,,,
39,3,31,36,1,13,12,1,10,8,2
40,4,29,35,2,8,6,2,7,5,2
36,4,29,35,1,10,9,1,7,5,1
47,3,33,38,1,12,10,2,9,6,2
31,12,47,66,2,11,10,2,8,6,1
21,12,57,76,1,13,11,2,9,8,2
17,20,52,82,1,15,14,1,11,10,1
39,7,41,51,1,10,8,2,8,5,2
44,4,28,35,2,8,6,2,6,4,2
24,11,44,60,2,10,9,1,7,6,1
28,15,55,77,2,9,8,1,6,5,1
,,,,,,,,,,
,,,,,,,,,,
29,14,45,67,2,10,9,1,7,6,2
34,9,47,61,2,11,10,1,7,6,1
40,6,37,46,1,12,10,2,9,7,2
17,9,42,56,2,10,7,2,10,6,4
18,16,45,71,2,15,14,1,11,9,2
23,14,56,77,2,21,19,3,17,13,4
30,4,31,38,2,13,10,2,10,7,3
36,3,29,34,2,18,16,2,11,9,2
37,4,31,37,1,12,11,1,9,7,2
28,10,43,59,1,13,11,1,11,9,2
8,16,44,68,1,14,12,2,11,9,3
22,13,46,65,0,18,15,3,15,12,4
33,13,51,71,1,33,24,8,27,19,8
21,15,57,79,2,36,29,6,30,22,8
22,18,69,97,2,41,33,8,37,28,9
17,12,68,86,4,53,41,11,48,36,12
18,15,56,79,7,34,27,7,31,23,8
24,19,62,91,6,28,24,4,,,
22,17,64,90,3,28,23,4,,,
20,27,57,99,4,23,20,3,,,
11,29,60,104,3,37,35,2,,,
27,14,59,80,1,25,23,2,,,
28,12,53,72,1,23,19,4,,,
32,9,43,56,2,22,19,3,,,
19,16,61,86,2,26,22,4,,,
28,18,58,84,3,51,38,13,45,31,14
35,12,59,77,2,51,40,11,47,34,13
30,15,67,90,3,56,43,13,50,35,15
14,25,73,112,3,46,35,11,41,29,12
16,14,56,78,2,29,21,8,29,20,10
30,11,48,65,4,16,14,3,13,10,3
15,27,70,112,43,35,33,3,32,29,3
16,32,73,122,29,46,42,4,43,38,6
16,21,58,90,6,26,23,3,23,19,4
14,14,54,76,1,15,14,1,11,9,2
15,21,56,89,2,13,11,1,11,8,3
8,25,58,96,2,20,18,3,16,13,3
13,25,64,102,4,31,25,7,28,20,7
12,51,68,145,4,38,31,7,34,26,8
39,3,38,43,1,24,20,4,21,16,5
15,12,57,75,1,16,14,2,12,9,3
7,25,55,93,2,22,19,3,16,12,4
23,7,44,55,1,21,16,5,18,12,6
17,13,52,71,2,15,11,4,13,9,4
17,16,50,75,2,12,9,4,10,7,4
15,17,58,85,4,13,10,4,10,7,4
22,9,50,65,4,11,9,2,10,8,2
19,16,56,82,4,16,14,2,12,9,3
31,6,44,53,4,20,18,1,12,11,2
19,14,53,75,1,17,15,2,13,10,2
19,9,56,69,1,12,10,2,11,8,3
19,28,54,96,2,16,12,3,13,9,4
15,28,54,97,3,8,6,2,9,6,3
6,26,59,99,1,14,11,2,12,9,3
7,27,59,101,2,22,17,5,17,11,5
18,11,53,70,1,18,16,2,11,9,2
22,8,48,61,1,18,16,2,12,10,2
30,3,34,39,1,16,14,2,11,9,2
41,2,24,27,2,13,11,2,9,6,3
31,4,33,39,2,10,7,2,7,4,3
37,11,39,56,4,11,9,2,9,6,2
16,18,67,94,1,20,19,2,13,11,2
28,5,41,49,1,14,12,2,10,7,3
16,9,51,64,2,10,9,2,10,7,3
25,5,46,53,2,11,9,2,9,7,2
41,2,38,41,1,10,9,1,9,6,2
25,7,45,55,2,14,13,2,12,9,3
16,10,48,63,2,21,18,4,16,13,4
11,24,62,99,1,17,13,3,15,11,4
8,19,55,84,1,37,31,6,31,24,6
12,14,61,82,2,32,28,4,24,19,5
35,3,40,44,1,20,17,3,14,11,4
42,2,32,35,3,14,11,3,10,6,4
21,10,59,74,2,10,7,4,8,5,4
8,36,75,130,3,15,12,3,12,9,3
4,49,73,147,2,27,24,3,23,19,4
11,42,70,134,2,30,26,4,25,19,5
30,6,47,57,2,11,9,2,9,6,3
31,4,49,56,1,18,16,2,15,12,3
15,13,62,82,2,21,18,3,18,15,4
21,12,56,74,4,14,11,2,13,9,4
20,18,49,78,2,14,11,3,11,8,3
20,16,56,82,2,12,11,1,10,8,2
12,22,61,94,1,15,13,2,12,8,3
15,32,68,116,2,17,15,2,14,10,3
3,56,78,164,3,23,20,3,20,15,5
3,38,61,119,3,24,19,4,23,17,6
12,26,66,106,2,14,10,4,15,10,5
4,48,62,136,2,23,19,4,21,16,6
1,67,62,164,2,38,31,7,36,27,8
1,90,72,211,2,44,35,10,41,30,11
1,59,59,150,2,40,30,10,37,26,11
2,36,55,109,2,29,23,6,26,19,7
10,26,64,104,1,12,7,5,13,7,6
2,106,93,256,4,26,22,4,20,16,4
1,83,81,207,3,27,21,6,23,16,7
0,100,69,222,3,28,23,6,26,19,6
1,92,61,202,2,25,20,5,22,17,5
1,60,56,149,2,35,31,5,26,21,5
1,86,59,191,4,47,43,4,38,32,6
2,88,60,195,2,34,27,6,30,22,8
7,34,46,98,1,31,26,4,26,21,5
13,37,57,113,2,21,18,3,16,12,4
14,37,62,119,1,21,19,3,13,10,3
10,54,48,131,3,23,19,4,19,14,4
2,54,70,153,3,24,20,4,20,15,5
4,42,75,140,2,24,20,5,19,14,5
25,12,55,74,1,11,9,2,8,5,3
17,23,65,101,2,13,12,1,9,7,2
15,27,65,106,1,17,14,3,11,8,3
31,10,55,69,1,16,14,2,9,6,2
32,12,53,71,2,12,10,2,8,5,3
26,17,64,90,3,10,9,1,8,6,2
4,48,76,151,2,21,19,2,15,13,2
21,10,51,66,1,15,12,2,11,7,3
16,26,73,113,1,14,12,2,11,8,2
3,52,87,166,2,22,18,4,18,13,5
18,15,59,82,2,10,8,2,8,6,2
33,5,39,47,2,6,4,2,6,4,3
28,16,57,83,2,11,9,1,7,6,1
25,10,60,75,1,13,11,1,7,6,1
40,3,36,40,1,7,5,2,6,4,2
38,3,32,37,2,10,8,2,7,5,2
45,3,31,36,2,8,6,2,7,4,2
32,14,50,72,3,8,7,1,5,4,1
23,13,61,81,2,13,12,0,9,8,1
16,12,55,73,2,13,8,4,10,5,5
21,30,49,95,8,10,9,1,10,8,1
14,33,59,109,3,19,19,0,13,12,1
3,57,77,165,2,26,22,4,22,18,5
2,70,80,186,2,33,27,6,30,23,7
14,19,60,89,1,28,23,5,22,17,5
34,2,29,32,1,25,20,5,19,14,5
29,12,56,74,1,15,13,2,9,7,2
14,23,67,103,2,13,10,3,10,7,3
5,24,62,100,1,25,18,7,25,17,8
12,17,56,83,1,19,13,5,16,10,6
16,21,63,96,2,14,11,3,10,7,3
21,12,52,70,2,17,14,2,9,6,3
27,15,62,85,1,11,9,2,9,7,3
41,5,34,41,2,11,8,3,7,5,3
41,8,40,52,2,10,7,3,6,4,2
43,4,35,41,1,15,13,1,7,6,1
45,4,38,43,2,11,8,2,7,4,3
38,6,45,55,3,9,7,3,5,3,2
41,7,40,50,1,11,9,2,6,4,2
48,5,38,46,4,14,12,2,8,6,1
21,22,69,102,2,17,17,0,9,9,0
18,13,64,83,2,15,13,2,11,9,2
14,34,64,117,2,18,15,3,15,12,3
6,59,78,168,3,23,18,5,18,13,5
7,123,89,278,6,35,28,6,28,22,7
13,48,60,133,4,28,23,5,23,18,5
2,83,72,199,3,44,34,10,37,27,10
6,73,75,188,3,40,30,10,36,25,11
16,38,75,134,2,18,16,3,11,8,2
16,15,61,83,1,22,19,3,13,10,3
18,32,68,118,3,14,11,3,9,7,3
16,31,77,126,2,14,11,3,10,7,3
37,9,48,63,5,12,9,4,6,2,4
29,18,63,91,5,10,7,3,7,4,4
16,44,81,148,5,16,15,2,11,9,2
13,39,71,130,3,12,11,1,9,8,1
23,36,64,120,1,13,12,1,8,7,1
8,59,89,179,2,19,16,2,13,10,3
8,49,79,154,2,21,17,3,16,13,3
10,52,76,156,2,20,17,3,16,12,4
13,41,61,123,2,,,,,,
14,40,57,118,1,,,,,,
7,44,71,138,2,,,,,,
14,34,70,123,2,,,,,,
11,47,72,144,3,,,,,,
16,35,68,122,2,22,18,5,19,13,6
16,26,57,98,2,31,24,8,28,19,9
2,34,68,119,2,43,33,11,38,27,11
19,15,66,89,3,32,23,9,27,18,9
18,36,74,129,4,17,15,2,14,11,3
9,32,66,115,2,33,26,8,29,21,8
9,38,71,129,4,25,20,6,23,16,7
14,39,74,134,3,19,18,1,12,10,2
25,11,58,75,2,21,18,2,13,10,4
30,7,54,66,3,18,15,3,13,8,4
16,39,78,138,3,16,12,3,11,7,4
14,34,83,136,3,14,12,2,11,9,2
34,8,46,58,2,12,9,3,10,6,4
48,6,40,49,4,13,11,2,8,6,2
33,15,62,85,3,15,15,0,9,9,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
42,3,34,38,3,13,10,3,10,6,4
56,3,29,35,5,16,14,1,10,8,2
43,7,42,53,3,12,12,0,7,6,1
37,8,48,61,2,12,11,1,7,6,1
21,36,70,126,3,19,19,0,12,11,1
20,25,77,115,5,21,19,2,13,11,3
45,6,47,56,1,21,18,3,14,11,3
43,4,43,49,2,31,26,5,22,17,6
40,6,41,51,0,21,17,4,16,12,4
26,10,49,65,1,18,14,4,15,10,5
17,37,76,132,1,29,26,2,16,13,3
25,16,55,79,3,42,34,7,31,23,8
18,24,63,99,2,36,26,10,29,19,10
22,29,61,106,3,35,28,7,26,18,8
32,19,49,79,1,29,23,5,22,16,6
23,18,41,68,2,37,31,6,28,21,7
10,33,49,99,2,41,32,9,37,28,9
4,46,57,128,3,72,55,17,69,50,19
19,31,56,103,2,58,43,16,55,39,16
32,25,62,100,2,44,33,10,37,27,10
32,24,69,106,3,45,36,9,37,28,9
28,17,51,78,2,19,15,4,13,9,4
39,10,39,54,1,,,,11,7,4
32,12,53,70,2,25,19,6,20,13,6
22,32,62,111,2,19,13,6,15,10,5
13,43,73,139,3,30,23,7,24,17,7
27,39,65,126,3,15,11,3,10,7,3
32,19,60,90,1,20,17,3,11,9,2
39,4,34,39,2,14,10,4,11,6,4
54,7,37,47,3,11,8,3,8,5,3
47,11,49,66,3,15,11,3,8,5,3
49,24,53,90,3,12,11,2,7,6,1
43,14,53,75,1,16,14,2,9,7,2
34,20,51,82,2,12,10,3,5,7,2
10,24,54,91,3,18,13,5,13,11,5
20,26,50,91,2,19,14,5,15,12,6
38,12,49,68,2,19,13,5,12,11,5
31,17,53,79,3,23,18,5,16,14,5
30,23,68,103,3,23,18,5,,,
8,44,76,143,3,49,37,12,,,
21,27,71,113,2,52,37,15,42,30,15
36,34,74,126,5,57,40,17,44,32,16
59,10,46,62,2,16,11,4,8,8,4
58,5,35,42,1,14,12,2,5,7,2
41,12,48,66,2,,,,8,8,4
51,7,46,57,2,,,,11,10,5
50,14,61,82,4,,,,13,13,4
37,16,51,74,4,,,,9,9,5
51,13,45,64,2,,,,4,7,1
61,9,36,50,1,,,,6,7,3
45,13,48,68,2,,,,6,8,3
44,18,58,86,2,,,,15,14,5
42,18,60,88,2,,,,13,13,4
42,15,52,75,2,,,,12,11,5
42,12,59,78,3,,,,14,12,6
53,5,47,55,2,,,,29,22,11
54,2,29,33,2,,,,8,8,4
34,13,46,66,1,,,,9,9,4
25,19,43,72,1,,,,6,7,3
40,12,42,60,1,,,,5,6,2
42,6,44,52,2,,,,6,6,3
38,16,49,74,1,,,,6,7,3
46,12,44,62,1,,,,7,8,3
39,10,52,67,3,21,18,3,13,11,5
48,4,26,32,4,12,10,3,7,7,4
61,3,29,33,3,12,10,2,6,7,3
58,3,26,30,5,16,14,1,7,8,2
64,3,27,32,3,13,13,0,6,8,2
56,3,31,36,1,13,12,1,6,8,2
36,13,55,75,2,18,15,2,10,11,3
67,3,34,38,1,11,10,0,5,8,1
61,2,28,31,1,16,14,2,10,11,3
51,3,34,38,2,13,11,2,8,9,3
55,4,40,47,2,12,11,1,6,7,2
39,14,56,78,2,19,16,3,9,10,3
30,15,56,79,4,14,12,3,9,9,4
46,10,42,58,2,14,13,1,9,10,3
49,15,45,68,2,14,12,2,8,9,3
58,4,35,41,2,13,11,2,8,8,3
54,5,34,42,4,10,8,2,5,6,3
44,10,45,61,5,9,8,1,4,6,2
30,25,59,96,3,,,,5,8,2
41,10,56,72,1,,,,10,11,3
27,12,46,65,1,,,,10,10,3
30,15,40,63,1,,,,10,9,4
42,7,32,44,2,,,,9,9,4
46,11,41,58,2,,,,9,10,3
36,18,50,78,1,,,,9,10,3
53,8,39,51,2,,,,9,9,5
55,8,37,50,3,,,,6,7,3
40,10,48,63,3,,,,5,6,3
44,6,36,45,2,,,,6,7,3
39,5,37,45,3,,,,5,6,2
53,3,25,29,3,,,,5,6,3
47,3,23,28,4,,,,6,8,2
45,8,40,53,2,,,,6,9,2
34,22,68,101,2,,,,12,12,4
33,11,54,71,4,,,,15,14,5
54,3,31,36,1,,,,,,
47,7,40,51,2,,,,7,9,3
36,12,42,61,1,,,,9,10,3
40,19,46,75,1,,,,7,8,3
53,12,44,63,2,,,,8,9,3
62,12,50,68,4,,,,14,13,5
49,11,67,84,3,,,,30,26,8
47,5,39,46,3,,,,16,13,7
33,12,43,62,2,,,,12,11,5
41,12,45,63,2,,,,6,7,3
45,10,53,68,2,,,,9,10,3
29,7,35,46,1,,,,8,8,4
33,23,52,87,1,,,,10,10,4
30,28,57,99,1,,,,11,12,3
21,13,40,60,1,,,,11,11,4
42,6,27,36,2,,,,7,7,4
27,18,41,69,3,,,,5,6,3
29,22,53,88,1,,,,8,9,3
51,5,36,44,1,,,,9,9,4
45,7,40,51,1,,,,12,11,4
53,4,41,48,2,,,,10,10,4
44,9,34,47,1,,,,9,10,3
40,2,27,30,1,,,,8,8,3
46,6,35,44,1,,,,9,10,3
51,6,54,64,2,,,,12,12,5
79,10,73,88,4,,,,21,20,5
45,8,36,48,2,,,,11,11,4
44,9,46,59,3,,,,8,8,4
54,2,27,30,1,,,,15,14,5
41,3,32,37,2,,,,10,10,4
43,3,26,31,1,,,,7,7,4
41,5,34,42,3,,,,6,7,4
29,23,51,87,3,,,,7,9,3
42,19,49,78,1,,,,8,9,3
60,5,44,51,2,,,,10,10,4
46,10,47,63,2,,,,11,11,4
38,2,19,22,1,,,,6,7,3
26,5,27,34,2,,,,7,7,3
20,8,34,47,1,,,,7,8,3
11,29,43,88,2,,,,8,8,4
41,13,56,75,2,,,,16,14,5
46,5,36,45,2,,,,8,9,3
58,2,25,28,1,,,,6,6,4
52,3,31,35,2,,,,5,6,3
22,7,32,42,2,,,,6,7,4
45,3,24,29,2,,,,7,8,3
39,5,34,41,1,,,,6,7,3
40,6,40,50,1,,,,6,7,3
22,20,57,87,2,,,,9,8,4
34,12,42,60,1,,,,5,7,2
32,4,35,41,3,,,,6,6,4
42,2,23,26,4,,,,,,
47,4,31,37,3,,,,,,
37,8,38,50,2,,,,,,
29,12,43,61,1,,,,,,
44,14,47,68,2,,,,12,12,4
44,5,40,47,1,,,,8,9,3
59,2,36,39,1,,,,10,10,4
46,3,34,38,1,,,,11,11,4
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
27,15,59,82,2,19,20,2,8,9,0
48,6,41,50,2,21,21,3,10,9,1
58,1,26,28,2,14,14,3,7,5,2
30,4,23,30,2,9,9,3,4,4,0
