Ozone,NO,NO2,NOX,SO2,CO,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
59,17,68,91,3,0.42,,,,,,
51,60,88,179,4,0.56,,,,,,
53,24,59,95,2,0.51,21,20,4,17,12,5
63,4,47,52,2,0.28,20,19,2,17,14,3
41,111,90,261,5,0.61,32,30,6,26,19,7
46,30,73,119,4,0.44,28,23,6,26,18,9
42,17,61,80,4,0.36,26,20,6,,,
43,30,58,104,4,0.42,21,17,6,,,
46,16,42,64,3,0.37,21,20,4,16,14,4
43,12,52,68,2,0.44,34,27,8,25,22,7
57,91,97,237,5,0.79,46,41,10,,,
37,130,97,296,6,0.66,48,42,8,,,
45,133,92,296,6,0.74,43,36,8,,,
,33,76,127,5,,46,36,11,37,26,13
14,40,69,121,4,0.39,56,42,13,44,35,15
62,19,62,90,2,0.36,64,49,16,56,41,17
68,58,92,181,3,0.42,31,24,7,26,20,8
38,266,127,535,12,1.4,72,63,13,57,50,15
37,146,93,318,8,1,52,44,13,45,33,14
59,125,106,294,5,1,49,46,4,28,25,7
60,66,81,182,3,0.5,36,32,6,23,23,7
64,7,53,58,2,0.25,28,24,6,16,13,7
54,58,85,174,4,0.51,38,35,7,25,22,6
63,19,79,103,3,0.39,25,22,5,20,15,8
70,19,77,106,3,0.38,22,18,6,17,18,6
,,,,,,21,17,4,12,10,5
,,,,,0.28,24,22,4,12,12,5
52,29,89,132,2,0.5,28,26,4,16,18,5
58,13,61,71,2,0.32,20,18,7,13,9,6
58,77,87,199,4,0.48,30,27,6,14,14,5
73,3,27,31,3,0.27,26,20,6,8,5,5
76,3,28,29,3,0.24,26,22,5,11,9,4
69,6,47,54,2,0.24,15,16,3,7,8,2
72,12,59,77,2,0.3,17,16,3,8,9,4
64,60,90,180,3,0.49,33,32,2,19,18,2
71,86,83,212,5,0.5,38,35,7,18,16,5
72,16,70,95,3,0.32,32,28,6,19,16,4
77,5,49,51,2,0.36,38,32,7,22,18,5
67,4,64,68,1,0.36,28,23,9,18,14,6
54,27,67,107,3,0.38,30,26,7,17,13,6
64,74,90,182,3,0.45,44,42,6,22,22,5
59,29,62,99,5,0.41,67,52,15,70,63,14
61,36,78,114,4,0.41,64,49,17,51,36,15
55,55,72,155,5,0.39,52,42,12,39,30,12
65,8,30,39,1,0.28,43,36,10,26,22,9
53,6,34,41,2,0.34,44,36,10,29,23,8
27,63,59,139,4,0.52,60,50,14,54,44,14
27,68,64,165,4,0.61,90,67,23,81,60,22
63,18,51,64,2,0.43,66,51,22,61,46,19
76,7,39,49,2,0.35,57,41,16,42,31,14
81,65,115,212,5,0.77,65,53,13,52,40,12
66,6,47,56,4,0.33,24,19,10,16,10,8
68,6,52,60,3,0.36,24,19,9,17,11,6
68,19,61,89,2,0.36,32,25,10,20,16,9
57,21,86,117,3,0.54,29,22,12,19,12,8
46,53,103,184,4,0.61,47,39,12,31,25,14
67,13,51,68,3,0.34,31,21,9,20,12,8
70,38,66,124,2,0.38,26,22,6,11,11,4
68,5,33,36,3,0.33,25,20,11,12,8,6
78,2,22,23,2,0.33,25,22,8,8,9,5
69,6,46,52,3,0.33,23,19,9,9,9,6
77,3,21,23,3,0.28,19,16,6,6,6,4
75,6,42,50,1,0.4,33,32,6,15,13,4
71,14,60,75,3,0.23,21,21,6,12,11,4
55,25,63,98,3,0.38,30,22,10,23,17,8
59,6,67,75,3,0.32,33,22,11,25,17,8
75,17,84,103,2,0.39,30,23,10,20,18,6
70,52,78,139,4,0.42,38,33,10,29,24,8
74,40,101,155,4,0.43,46,38,11,34,27,7
53,153,101,332,7,0.56,86,68,20,69,50,20
70,112,85,253,6,0.41,78,59,23,61,42,19
98,105,106,265,8,0.51,94,70,28,74,51,25
89,3,52,54,3,0.22,34,24,12,23,17,9
92,2,40,41,2,0.22,22,19,8,10,9,6
76,38,65,124,2,0.28,25,20,9,15,13,4
96,25,51,87,3,0.3,32,26,8,16,14,6
99,50,92,168,5,0.41,43,37,10,28,22,7
64,39,60,120,4,0.28,36,28,11,20,12,8
77,13,41,57,2,0.24,24,21,9,10,10,4
89,6,31,34,2,0.23,26,22,10,12,10,9
86,3,62,67,2,0.27,30,26,7,15,14,5
98,25,56,92,4,0.31,36,29,14,25,16,9
97,29,65,94,2,0.29,38,32,9,18,14,8
80,22,58,80,2,0.28,30,24,8,16,13,4
82,18,97,116,4,0.35,38,30,7,27,20,7
91,27,77,115,7,0.37,66,48,18,53,36,17
83,5,29,35,3,0.29,17,15,5,12,9,3
69,7,63,73,3,0.39,20,18,5,14,14,3
57,17,29,53,4,0.25,21,19,6,15,14,4
68,13,35,53,2,0.21,18,17,4,7,6,3
74,8,52,54,3,0.27,19,13,6,7,6,2
75,13,47,61,3,0.27,18,16,4,10,9,4
70,12,39,53,3,0.24,24,23,5,10,10,3
61,12,54,64,5,0.35,34,27,9,22,16,8
88,3,56,60,3,0.33,32,24,9,20,13,7
89,4,55,61,4,0.35,18,14,7,11,6,6
87,3,36,37,4,0.32,25,23,9,14,9,10
85,5,27,33,3,0.26,17,17,4,7,7,2
83,9,44,58,3,0.26,18,16,5,8,7,2
76,72,83,194,4,0.47,33,30,4,13,12,3
101,3,69,72,2,0.43,20,19,3,9,10,2
91,2,61,64,2,0.32,26,23,5,12,11,4
77,13,55,71,2,0.31,26,21,6,13,12,4
90,5,43,47,2,0.25,20,18,4,9,9,3
82,33,59,109,3,0.36,28,27,7,12,13,4
64,17,60,87,3,0.33,22,18,6,10,8,4
78,11,32,48,2,0.27,22,20,6,14,11,4
100,2,46,47,2,0.29,25,24,7,12,11,5
88,3,47,48,2,0.27,24,19,6,10,10,3
82,5,34,38,3,0.27,19,14,8,7,5,6
71,5,23,30,3,0.23,13,12,5,5,5,4
75,37,80,136,2,0.41,19,18,3,12,12,1
96,34,73,108,3,0.34,25,23,6,17,14,4
55,21,49,79,3,0.36,28,24,5,12,13,2
65,12,37,54,2,0.33,26,22,7,18,17,5
73,3,26,29,2,0.3,22,20,6,11,9,3
85,2,24,25,1,0.27,22,20,5,11,11,3
84,6,36,38,1,0.27,19,15,5,12,9,4
95,7,41,45,3,0.27,24,19,6,12,10,4
88,2,37,38,3,0.24,16,13,5,7,7,4
74,5,44,46,3,0.28,21,15,6,8,6,4
78,5,52,56,3,0.28,20,16,4,7,6,3
75,6,38,38,4,0.34,16,16,5,8,7,3
87,9,30,42,3,0.25,20,17,5,7,6,4
88,4,26,31,4,0.31,24,24,4,10,11,4
71,8,80,92,3,0.42,24,21,4,12,11,2
88,66,90,179,4,0.44,41,37,7,23,22,5
66,26,77,116,4,0.52,40,32,9,28,18,10
83,3,24,24,2,0.24,17,13,6,6,6,3
93,7,42,46,1,0.31,23,24,7,12,12,4
73,14,40,62,4,0.28,26,20,7,10,10,4
78,7,22,32,3,0.22,17,16,6,8,5,3
90,7,27,38,2,0.24,25,20,5,13,10,5
112,16,40,64,5,0.32,30,26,7,19,14,4
111,16,107,116,6,0.69,90,78,20,79,58,22
78,3,58,61,4,0.55,64,45,20,51,33,18
73,4,25,27,3,0.34,30,24,8,21,17,5
75,13,42,51,2,0.28,22,19,4,10,8,2
102,10,44,59,3,0.35,22,22,6,13,12,4
52,8,28,41,3,0.33,18,15,7,12,10,4
86,6,25,30,2,0.31,23,20,7,13,11,3
82,8,54,65,3,0.3,24,22,5,12,12,2
54,12,39,54,3,0.47,24,19,7,15,14,4
72,2,15,15,3,0.29,28,24,7,11,9,4
56,11,36,47,4,0.34,14,11,7,7,6,4
81,7,48,53,3,0.35,19,17,4,10,10,3
93,17,41,67,5,0.64,22,18,5,10,9,5
98,24,42,74,6,0.37,23,21,7,15,15,3
113,12,57,75,8,0.36,32,29,8,12,12,3
84,4,33,34,6,0.36,23,21,5,13,11,3
66,3,34,34,6,0.35,22,19,8,11,10,3
93,17,30,54,3,0.33,25,23,6,16,15,4
102,20,71,75,4,0.46,46,38,10,24,22,9
162,39,113,173,7,0.56,40,37,9,21,21,4
113,11,36,52,2,0.38,38,29,8,26,21,5
83,15,44,56,3,0.39,32,30,9,14,10,5
89,7,53,64,2,0.52,52,40,12,40,30,11
83,5,33,38,3,0.4,27,26,10,19,18,5
72,6,21,30,2,0.29,19,14,6,9,6,4
74,6,38,45,3,0.33,23,16,8,10,8,4
85,5,29,31,2,0.33,18,16,6,10,8,2
95,6,38,40,2,0.31,21,18,6,12,10,3
110,10,68,70,3,0.4,27,24,8,15,12,4
82,10,98,111,3,0.52,33,30,7,21,20,5
59,3,24,29,2,0.39,18,14,6,8,6,3
44,9,36,49,2,0.43,20,15,6,12,9,4
41,13,41,55,2,0.51,17,16,6,12,10,3
53,21,45,64,2,0.44,,,,,,
86,16,53,77,4,0.43,,,,,,
81,7,51,52,3,0.42,,,,,,
93,4,26,27,2,0.32,20,19,6,9,8,3
90,10,81,96,2,0.42,17,15,3,10,10,4
59,16,57,69,2,0.46,16,14,5,11,11,2
,7,23,34,3,0.37,29,28,3,10,9,2
,7,35,43,2,0.43,17,16,4,8,8,2
78,10,64,66,3,0.39,,,,,,
64,43,72,133,4,0.48,25,23,6,11,11,5
72,5,43,43,3,0.37,20,18,4,10,11,3
68,3,48,50,4,0.4,19,16,6,9,8,5
61,4,24,28,4,0.38,15,13,3,9,7,3
73,3,28,29,3,0.33,13,12,3,8,7,3
70,10,29,38,3,0.33,16,16,4,8,6,4
,,,,,,28,22,11,11,13,3
,,,,,,26,24,7,23,21,5
78,16,51,71,3,0.33,22,20,4,17,13,7
120,3,60,62,3,0.37,26,23,6,13,12,7
79,4,46,47,4,0.38,27,24,5,14,13,3
75,4,24,31,2,0.25,28,24,5,15,12,4
76,31,81,128,5,0.52,26,23,8,18,15,5
70,18,69,96,3,0.42,19,19,4,12,11,4
64,53,67,143,4,0.37,27,24,5,16,12,4
114,10,45,51,2,0.33,27,24,5,15,12,4
98,5,36,40,3,0.33,23,18,4,18,14,4
45,6,34,35,3,0.33,13,11,5,11,9,3
39,33,70,96,4,0.44,24,22,4,13,12,5
63,11,47,65,2,0.3,23,21,6,9,7,4
53,15,45,63,3,0.43,35,29,12,19,15,6
78,12,37,53,3,0.43,62,49,15,45,35,12
68,65,62,162,4,0.59,52,50,7,23,20,5
65,54,73,143,3,0.61,27,24,6,20,18,4
71,29,75,114,3,0.56,30,26,4,22,19,5
57,10,54,69,4,0.36,27,25,4,16,15,3
66,8,33,42,3,0.5,21,17,8,14,11,4
48,13,27,46,1,0.34,18,15,4,9,8,4
62,11,33,36,2,0.35,18,14,6,9,7,8
101,30,81,86,3,0.49,27,23,6,16,14,4
90,4,54,55,4,0.47,32,27,6,23,19,5
42,29,58,103,3,0.42,20,15,6,12,8,6
50,11,34,48,2,0.37,24,19,5,9,7,6
52,6,29,39,2,0.35,19,16,7,8,7,3
56,11,51,59,3,0.38,19,18,4,11,10,4
64,25,38,76,2,0.34,22,16,7,11,8,3
71,28,85,128,2,0.65,30,23,8,23,22,5
57,8,65,71,3,0.57,50,42,9,43,35,9
49,15,44,67,2,0.41,21,19,7,18,17,7
55,77,82,196,4,0.67,27,22,6,19,15,5
57,62,73,150,3,0.49,22,19,8,17,13,4
60,16,54,69,2,0.32,14,10,5,9,7,4
51,51,63,140,3,0.44,21,18,4,12,10,5
47,52,60,138,3,0.49,20,18,5,14,11,4
73,103,68,207,4,0.68,28,24,6,20,17,5
52,30,61,96,3,0.42,20,16,6,15,11,5
51,9,44,53,2,0.32,15,12,4,10,7,4
56,26,57,97,4,0.39,24,21,7,15,14,4
65,55,59,137,5,0.48,36,32,7,23,16,7
86,85,76,196,6,0.56,44,36,9,31,24,9
75,2,61,64,3,0.39,30,21,8,22,15,7
58,52,57,135,3,0.52,25,20,7,15,14,4
65,56,53,140,4,0.6,18,14,6,9,8,5
63,15,69,92,3,0.74,17,14,6,8,8,5
61,28,69,101,4,0.43,22,18,6,10,6,5
73,26,44,83,4,0.39,25,21,8,16,13,5
48,32,69,119,2,0.54,24,22,5,19,17,3
71,143,89,308,6,0.9,40,37,6,32,28,4
81,85,67,198,3,0.77,37,32,10,29,25,9
57,20,67,98,3,0.48,27,19,9,18,12,8
45,64,64,161,6,0.51,17,15,6,14,12,5
40,35,57,99,3,0.38,,,,8,8,3
51,15,52,71,3,0.29,,,,8,7,4
58,167,92,349,7,0.7,,,,22,20,4
64,127,67,256,7,0.86,30,28,7,22,19,4
67,8,46,51,2,0.3,16,13,7,9,7,4
55,69,59,164,3,0.42,28,24,7,14,12,4
51,48,49,123,3,0.39,30,25,10,16,13,5
63,36,53,104,3,0.38,28,24,10,15,12,5
68,25,48,80,2,0.36,26,22,8,16,12,7
50,55,87,142,5,0.46,40,31,11,30,24,10
43,77,104,222,7,0.86,72,60,17,60,48,17
91,36,64,111,4,0.46,42,33,13,36,26,11
53,15,50,67,4,0.43,36,26,11,32,21,11
59,35,61,114,4,0.53,21,16,8,10,8,6
29,17,48,71,3,0.4,21,17,5,13,10,4
52,116,85,263,4,0.86,33,29,5,21,20,4
34,360,122,660,12,1.3,59,54,10,40,42,9
41,15,48,63,2,0.4,28,21,8,19,13,6
57,7,54,59,3,0.4,46,36,10,36,28,10
51,48,84,144,4,0.49,37,33,7,26,23,6
60,16,50,74,2,0.36,25,21,7,16,16,6
56,31,62,107,2,0.38,18,15,6,10,8,4
44,15,54,77,2,0.47,22,18,5,14,12,4
54,9,45,59,2,0.41,43,39,7,28,25,5
56,7,37,45,2,0.36,31,24,8,17,14,5
50,8,46,56,2,0.52,19,16,6,15,10,7
50,17,72,96,1,0.5,23,21,5,13,11,4
44,161,100,344,6,1,44,38,10,31,27,6
,40,63,118,3,0.61,26,21,9,20,15,7
64,44,84,150,3,0.55,27,23,9,14,12,4
42,61,69,155,3,0.54,31,25,8,16,14,7
69,18,58,81,2,0.47,22,18,6,15,12,6
47,39,73,110,2,0.5,25,21,8,16,14,5
38,31,57,101,3,0.5,32,26,8,24,20,7
31,69,72,150,4,0.63,38,30,11,33,24,9
40,25,68,97,2,0.55,26,22,11,19,16,6
48,11,52,69,2,0.44,21,18,7,11,8,4
42,48,74,147,2,0.62,26,23,7,16,16,5
18,164,67,312,6,1.1,80,70,11,71,62,9
3,300,92,525,10,1.5,89,78,15,83,69,14
14,145,84,306,6,0.96,66,54,15,56,42,15
27,95,70,211,4,0.81,48,37,14,35,25,13
43,126,68,248,5,0.8,33,25,10,27,20,9
43,8,44,57,2,0.46,22,20,5,13,12,4
55,6,37,45,2,0.42,18,17,4,13,12,2
56,2,47,51,1,0.48,32,33,4,24,25,4
48,5,55,63,1,0.53,35,33,6,30,26,4
65,8,49,61,1,0.38,24,22,3,10,8,3
60,5,38,46,1,0.42,26,23,4,11,9,3
65,5,43,49,1,0.41,23,19,4,9,8,4
58,40,65,125,1,0.52,23,19,4,16,14,4
71,10,49,65,1,0.37,27,26,4,8,8,2
57,11,52,70,1,0.43,15,13,7,7,5,4
68,2,18,20,2,0.36,21,19,4,9,7,2
70,5,47,51,2,0.4,18,16,5,10,6,4
70,5,44,52,3,0.42,31,27,6,15,11,6
69,8,41,54,2,0.4,31,27,6,15,12,4
65,16,72,97,2,0.48,26,24,4,12,10,4
47,20,62,86,2,0.43,18,14,6,9,8,5
62,5,51,60,2,0.37,16,16,4,10,9,2
43,66,72,161,3,0.57,26,23,7,19,17,5
41,193,84,379,7,0.88,46,35,11,34,27,9
54,28,66,109,3,0.51,22,18,6,11,10,5
45,70,73,181,4,0.72,30,26,5,17,14,3
32,107,75,238,4,0.74,35,31,6,20,18,5
59,11,54,71,3,0.68,23,17,8,20,16,6
67,13,54,73,2,0.4,17,16,5,7,6,5
69,2,19,19,3,0.27,28,24,4,12,11,2
63,3,43,48,2,0.3,16,12,4,6,5,2
71,6,46,56,1,0.34,21,18,6,10,8,5
77,6,45,49,2,0.33,26,24,4,12,12,3
59,5,44,51,3,0.34,30,24,8,17,13,4
64,19,62,92,2,0.34,22,19,7,8,9,3
79,1,17,19,3,0.26,30,22,7,8,6,4
78,1,34,36,3,0.37,22,20,5,8,8,2
57,19,57,86,2,0.45,33,27,6,24,21,4
59,10,50,66,2,0.37,25,21,6,13,11,4
60,62,75,169,2,0.57,28,27,5,12,10,4
70,5,59,65,2,0.38,23,22,8,9,6,4
49,24,75,112,2,0.44,21,18,4,10,9,5
67,26,68,108,2,0.44,22,19,6,10,9,3
62,121,78,263,6,0.83,38,32,7,25,22,6
47,20,58,89,3,0.46,32,25,8,25,20,5
36,75,52,167,4,0.6,43,34,11,29,24,8
65,4,48,52,1,0.38,40,35,7,16,13,4
39,14,47,67,2,0.41,49,45,8,24,21,4
51,8,54,65,1,0.36,28,24,7,11,9,4
51,3,24,28,3,0.35,31,26,8,18,15,5
72,2,39,41,3,0.36,32,28,8,16,14,4
66,7,58,69,2,0.37,25,21,7,10,9,2
66,2,23,23,2,0.36,20,14,7,6,5,4
69,5,45,48,1,0.34,29,24,4,9,10,4
68,2,37,39,2,0.34,79,79,7,10,10,5
65,1,30,31,2,0.36,23,20,7,9,9,2
67,1,15,16,2,0.31,26,24,7,14,14,3
70,3,35,37,2,0.4,106,99,8,40,38,4
44,12,38,55,2,0.41,91,84,9,33,29,5
66,5,43,51,1,0.57,26,23,6,12,14,3
66,2,29,31,3,0.35,22,16,10,9,7,4
77,3,37,38,3,0.34,21,20,10,11,10,3
47,88,76,212,4,0.44,51,47,7,41,41,5
50,9,47,61,2,0.28,18,13,7,8,6,4
68,16,76,96,4,0.42,29,23,8,16,13,5
57,10,65,77,3,0.29,26,22,6,9,7,3
60,80,76,199,5,0.62,27,23,6,18,16,3
4,200,79,386,8,0.89,37,28,12,29,22,10
74,37,70,127,4,0.38,19,16,10,18,8,10
43,48,80,153,2,0.38,25,20,5,12,10,4
72,4,33,40,3,0.21,16,12,7,9,5,4
73,4,52,55,4,0.29,20,18,6,10,10,3
68,20,72,99,4,0.34,21,17,8,16,13,5
53,9,47,60,3,0.26,21,16,5,13,11,2
52,28,65,108,3,0.24,28,23,6,11,9,4
57,7,59,68,3,0.19,18,14,7,6,6,2
52,23,73,105,2,0.27,19,17,4,14,13,2
30,81,78,203,4,0.69,44,38,6,32,29,5
41,15,65,80,3,0.23,23,18,6,14,10,6
42,56,81,167,5,0.34,30,25,7,22,18,5
4,466,148,854,17,1.5,86,77,16,67,60,11
5,451,151,842,18,1.7,92,81,17,72,61,16
42,230,103,455,8,0.92,70,56,14,60,46,13
42,38,63,116,3,0.36,36,32,8,21,16,6
47,53,69,150,2,0.32,34,30,8,18,14,5
42,5,35,40,2,0.21,21,13,10,14,10,6
63,12,43,60,2,0.23,30,23,10,17,15,6
65,4,39,43,3,0.17,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
74,3,29,33,2,0.2,,,,,,
83,4,42,44,2,0.21,,,,,,
63,4,36,40,3,0.24,,,,,,
80,2,28,31,2,0.18,,,,,,
74,5,47,53,2,0.21,26,23,5,,,
54,15,66,87,2,0.55,49,52,3,31,35,2
61,38,78,137,2,0.38,22,22,6,14,12,6
69,19,72,102,2,0.28,19,12,7,10,6,5
79,2,17,19,4,0.17,25,18,7,13,10,5
83,2,21,21,2,0.15,18,16,8,6,6,6
84,3,27,30,3,0.15,33,32,5,10,12,5
73,27,78,119,3,0.32,24,21,7,10,8,5
60,115,98,275,4,0.65,34,31,4,23,21,2
42,278,102,521,10,1.1,52,45,8,34,30,6
46,99,84,237,6,0.41,33,26,7,26,19,7
40,41,75,137,4,0.42,36,27,10,28,19,9
67,5,31,35,3,0.23,30,24,8,21,15,6
60,15,71,94,2,0.35,23,19,5,12,12,2
60,228,94,444,9,0.73,51,42,12,26,22,7
61,14,68,90,4,0.26,30,25,7,16,12,5
52,143,110,328,6,0.77,45,43,8,28,28,5
68,67,79,181,3,0.41,32,26,6,20,18,5
70,4,36,42,2,0.17,18,14,7,8,7,4
74,1,18,20,2,0.16,22,17,6,10,9,3
68,12,74,92,2,0.26,19,18,5,10,9,3
53,75,91,205,5,0.52,26,23,5,18,16,3
30,369,141,706,14,1.2,66,60,12,44,38,11
48,249,126,507,11,1.1,57,50,12,35,31,8
50,145,94,316,6,0.71,40,33,10,32,26,9
59,12,65,80,4,0.29,41,32,12,34,25,12
76,4,35,39,2,0.17,21,16,7,14,9,6
68,21,70,102,2,0.32,27,23,7,16,14,5
72,6,46,54,4,0.22,18,14,7,7,5,4
75,10,55,67,2,0.22,17,15,7,7,6,4
73,9,60,73,2,0.28,19,14,9,10,7,5
72,30,86,132,3,0.48,24,21,7,14,13,5
70,13,69,85,3,0.42,29,23,9,25,18,7
61,12,64,75,3,0.33,22,17,8,16,13,7
65,29,79,124,3,0.38,25,22,7,19,14,5
57,86,89,221,6,0.37,34,29,7,18,16,5
61,26,72,111,4,0.34,30,24,11,19,16,7
36,49,106,167,3,0.72,63,50,17,53,40,16
40,98,90,228,4,0.85,79,62,20,70,55,19
54,60,101,168,5,0.56,94,68,26,84,62,25
69,46,79,149,5,0.51,91,66,26,81,59,25
68,11,53,61,3,0.19,45,32,16,37,24,14
60,15,53,76,2,0.24,37,27,13,28,19,10
66,11,38,47,2,0.17,34,24,11,21,16,8
75,25,79,95,3,0.28,44,33,14,37,27,13
65,48,82,155,4,0.4,48,37,14,39,30,12
81,6,29,35,2,0.14,17,13,6,7,5,3
84,7,41,45,2,0.21,20,17,6,11,10,4
73,63,102,199,4,0.42,37,31,11,24,18,9
61,154,88,324,6,0.53,51,43,13,36,30,11
51,37,75,124,2,0.31,48,36,13,40,30,12
61,18,62,87,2,0.25,50,37,14,41,31,12
83,5,38,40,2,0.18,21,19,8,12,12,6
89,2,26,27,4,0.15,25,18,9,15,12,6
85,2,24,25,3,0.17,19,14,9,8,5,6
82,3,31,35,5,0.19,18,12,12,6,7,6
78,7,41,45,2,0.19,18,15,7,9,6,6
69,23,84,113,2,0.36,23,19,7,14,14,3
71,44,88,156,2,0.37,28,21,8,18,15,5
76,90,85,219,4,0.56,34,28,10,25,21,8
93,8,63,74,2,0.31,48,34,14,41,29,13
73,16,77,99,3,0.42,43,31,13,34,26,12
76,7,49,59,4,0.22,25,18,11,18,14,7
82,15,56,79,2,0.24,26,20,7,15,11,5
79,7,38,43,,0.18,18,15,9,10,7,6
57,22,75,101,,0.29,15,14,5,10,7,3
68,81,75,200,,0.37,25,22,7,14,13,5
79,6,63,64,,0.23,16,12,6,10,8,3
86,7,62,64,,0.2,31,26,7,17,15,3
52,33,78,130,,0.47,49,38,13,34,25,11
84,21,53,81,,0.23,21,16,8,12,8,6
71,161,89,335,,0.55,36,32,8,24,22,5
86,36,77,131,,0.32,37,29,10,25,19,7
70,14,65,77,,0.3,19,14,8,16,10,6
80,6,68,77,,0.33,17,12,9,12,10,6
79,44,93,160,,0.42,24,22,6,16,15,3
72,47,76,147,,0.34,26,26,5,19,16,4
84,12,48,65,,0.23,26,26,6,11,12,3
70,30,56,103,,0.22,39,31,8,14,13,4
79,22,56,88,,0.23,45,39,10,25,18,8
77,16,67,89,,0.24,,,,21,15,5
75,15,82,105,,0.35,21,19,6,14,12,4
85,5,66,70,,0.31,20,16,9,14,11,4
71,14,56,75,,0.26,21,13,8,16,10,6
74,8,51,59,,0.18,16,12,7,9,7,5
82,14,56,69,,0.25,24,19,9,14,10,8
77,37,57,113,,0.3,25,17,11,16,11,6
75,6,49,53,,0.18,18,14,7,8,7,4
82,24,72,102,,0.37,24,22,6,10,10,4
91,40,76,132,,0.35,21,18,9,14,13,5
72,3,31,32,,0.35,21,19,10,11,10,5
85,24,90,103,,0.29,25,23,7,14,12,4
97,43,76,134,,0.43,,,,22,18,4
111,56,86,170,,0.34,,,,21,20,7
95,72,98,197,,0.48,,,,55,40,15
112,58,82,158,,0.47,77,54,26,65,44,23
134,14,84,92,9,0.3,34,26,11,20,16,5
108,40,85,146,8,0.39,44,37,14,33,23,10
63,29,65,101,5,0.37,53,38,17,45,31,14
50,40,60,111,6,0.44,52,38,20,44,27,17
128,10,41,48,9,0.34,56,37,20,45,28,17
93,5,24,31,4,0.2,32,28,9,21,16,5
91,3,40,42,4,0.18,23,21,7,12,13,4
104,9,56,59,4,0.23,28,27,6,18,18,5
93,12,72,80,2,0.23,36,31,9,18,14,5
96,40,59,120,4,0.23,32,26,13,21,18,5
91,5,47,54,3,0.21,18,13,8,10,9,5
75,7,35,46,4,0.21,27,21,8,14,12,5
73,4,26,30,2,0.17,24,20,8,12,8,6
72,2,28,29,2,0.35,21,15,7,13,10,5
80,4,27,29,3,0.22,17,13,8,9,8,5
70,9,39,40,3,0.19,17,16,7,11,7,4
70,10,25,40,2,0.13,17,13,8,8,5,6
79,7,38,42,3,0.25,24,20,8,13,11,3
86,39,65,109,3,0.24,30,25,11,18,14,7
91,11,57,60,2,0.26,45,35,11,32,24,10
107,8,60,63,2,0.28,,,,30,21,11
94,2,18,18,2,0.16,,,,20,13,8
81,2,17,20,3,0.18,,,,18,14,5
70,5,26,33,3,0.19,,,,10,8,4
76,5,24,30,2,0.18,,,,8,5,4
80,3,17,22,1,0.18,,,,8,6,4
77,7,33,40,2,0.23,,,,16,12,4
71,5,48,49,2,0.3,,,,25,21,7
92,4,59,63,1,0.29,,,,24,18,7
64,29,58,93,2,0.18,,,,,,
56,70,123,201,4,0.48,47,39,14,30,26,11
104,26,93,112,3,0.55,34,27,11,27,22,7
49,21,82,99,3,0.24,33,26,11,18,15,7
107,53,68,148,3,0.26,30,25,10,17,14,8
102,7,53,54,2,0.26,38,31,8,27,24,6
76,5,48,53,2,0.25,,,,20,15,8
44,15,64,86,2,0.33,,,,11,8,5
49,9,28,39,2,0.19,,,,9,6,6
62,8,21,32,4,0.29,,,,,,
78,16,73,98,3,0.37,,,,,,
76,6,66,71,2,0.29,17,12,8,,,
56,7,56,65,1,0.28,18,13,7,,,
78,6,43,46,1,0.22,20,16,8,,,
53,15,35,46,3,0.2,,,,,,
54,9,35,38,3,0.2,,,,,,
45,17,44,69,2,0.32,,,,,,
,,,,,,,,,16,15,8
66,16,34,52,5,,,,,10,8,6
63,5,23,25,2,,15,13,4,8,9,4
62,2,36,39,2,,12,10,4,11,8,4
66,9,28,33,2,,16,13,7,12,11,4
74,29,44,89,4,0.3,20,18,7,14,10,6
48,10,23,38,2,0.27,19,18,5,12,7,6
63,8,31,42,2,0.24,13,11,4,8,7,4
60,9,32,44,7,0.23,14,12,4,9,6,3
55,3,29,30,5,0.16,16,14,4,7,6,2
70,5,26,27,3,0.16,17,15,4,9,8,3
59,21,29,62,2,0.21,16,15,5,8,9,3
73,7,31,32,2,0.17,15,13,4,10,8,3
81,12,39,52,3,0.28,19,16,6,10,10,5
75,6,36,45,12,0.19,17,15,6,12,10,4
56,6,35,36,2,0.19,21,19,5,13,10,4
42,5,26,27,2,0.18,19,17,5,11,10,6
65,4,14,17,3,0.18,20,16,5,10,8,4
51,5,29,32,3,0.22,17,16,5,8,6,3
46,11,33,51,3,0.25,30,29,5,25,22,3
48,11,36,41,2,0.15,24,21,5,11,9,3
63,26,73,113,1,0.24,14,12,4,14,12,4
46,31,49,87,3,0.22,,,,12,10,5
42,6,20,23,2,0.2,14,12,5,6,5,3
50,5,25,28,2,0.22,13,10,5,8,7,4
117,28,43,68,2,0.27,24,21,6,12,13,5
99,47,78,142,5,0.38,41,34,9,29,25,5
123,3,57,58,3,0.39,41,38,10,27,27,8
72,12,26,44,2,0.22,20,18,5,20,20,4
54,66,84,181,3,0.49,33,28,7,21,18,5
106,52,74,154,3,0.48,31,29,6,22,19,4
72,10,29,42,3,0.25,19,14,9,11,8,3
62,6,24,29,2,0.17,18,16,6,8,6,4
55,17,31,55,2,0.18,,,,,,
50,9,35,39,2,0.24,,,,,,
62,11,34,50,3,0.21,23,22,6,10,8,3
45,8,32,40,3,0.22,15,14,5,9,7,2
