Ozone,NO,NO2,NOX,SO2,CO,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
81,14,69,86,4,0.23,,,,14,11,4
75,12,44,48,3,0.27,,,,18,15,4
83,9,51,59,2,0.23,,,,12,11,4
89,76,95,209,5,0.54,,,,19,19,3
108,101,91,245,5,0.54,,,,27,27,4
110,3,51,54,2,0.34,,,,30,28,4
110,17,74,82,4,0.36,,,,19,18,3
158,39,80,137,3,0.39,,,,,,
145,24,79,111,4,0.4,,,,,,
98,12,84,87,3,0.3,,,,,,
72,10,37,48,2,0.32,,,,,,
57,13,24,40,2,0.21,,,,12,9,4
105,4,50,52,3,0.37,,,,45,37,9
155,42,74,135,3,0.39,,,,38,29,12
120,33,88,138,2,0.43,,,,30,26,7
83,24,41,78,2,0.26,,,,13,9,4
77,11,33,49,1,0.29,,,,13,10,5
93,17,45,67,4,0.25,,,,11,9,5
107,51,69,146,4,0.45,,,,24,20,6
72,2,18,18,2,0.22,,,,12,9,3
69,7,28,29,1,0.22,,,,12,10,3
48,8,36,48,1,0.3,,,,11,9,5
38,11,37,54,1,0.28,,,,10,8,4
105,21,42,67,3,0.34,,,,14,12,4
67,9,28,40,3,0.24,,,,19,17,6
76,2,18,18,3,0.18,,,,10,8,3
70,2,25,25,2,0.2,,,,12,8,5
60,6,60,63,3,0.22,,,,,,
72,25,84,119,2,0.4,,,,16,13,4
82,26,84,124,2,0.36,,,,17,14,6
102,46,68,138,3,0.3,,,,17,16,5
75,13,37,52,1,0.3,,,,17,13,6
80,17,63,79,2,0.29,,,,17,14,4
76,3,44,45,2,0.34,,,,14,10,5
69,26,47,87,3,0.33,,,,10,8,4
59,47,57,128,3,0.43,,,,14,12,3
60,59,52,140,3,0.42,,,,14,12,5
44,11,24,41,2,0.29,,,,12,11,3
43,11,36,41,2,0.24,,,,14,12,2
56,8,35,38,3,0.24,,,,13,11,3
58,3,38,39,3,0.24,,,,8,7,3
74,27,67,108,2,0.3,,,,11,10,3
96,43,70,122,2,0.32,,,,14,14,4
98,21,52,79,4,0.29,,,,24,24,3
20,58,69,158,3,0.41,,,,20,18,4
145,23,96,101,9,0.51,,,,67,52,18
72,12,57,69,3,0.44,,,,82,60,22
96,8,83,89,2,0.47,,,,46,43,8
83,146,105,330,5,0.45,,,,44,44,9
91,44,85,152,2,0.36,,,,20,16,5
96,11,91,99,2,0.39,,,,21,19,7
73,29,63,99,3,0.31,,,,29,26,7
67,21,43,74,2,0.26,,,,12,9,4
71,6,44,46,2,0.21,,,,10,11,4
65,9,36,47,2,0.15,,,,11,9,3
63,14,58,69,2,0.27,,,,10,9,4
63,123,82,252,5,0.51,43,43,4,22,20,5
106,124,114,271,6,0.57,68,57,11,50,41,9
127,127,93,287,7,0.71,87,73,18,66,52,16
52,47,56,128,4,0.37,37,35,7,22,19,8
74,7,49,50,2,0.26,13,13,3,9,7,4
63,4,53,55,2,0.24,15,15,4,9,8,4
35,109,75,240,6,0.49,29,28,5,19,16,4
55,19,56,68,4,0.26,20,18,5,16,11,6
,20,46,77,3,0.3,16,15,3,13,10,7
,32,52,85,3,0.37,19,16,4,18,12,6
33,76,57,174,4,0.52,21,19,5,19,15,6
71,90,57,188,4,0.67,29,28,2,20,17,5
55,116,51,229,5,0.61,28,28,5,23,19,6
55,10,45,51,3,0.16,18,16,3,8,8,3
35,83,73,199,6,0.55,28,25,4,16,15,5
60,16,57,70,3,0.26,16,14,4,13,10,5
51,56,62,145,4,0.56,22,20,3,17,15,4
50,140,85,300,6,0.79,34,35,2,22,21,3
43,45,56,126,2,0.35,,,,23,22,4
26,72,56,166,4,0.67,31,27,4,22,19,4
21,83,70,167,5,0.47,,,,28,23,8
20,158,92,320,6,0.6,78,60,18,66,48,19
26,82,87,208,6,0.51,95,71,24,79,55,25
42,13,66,74,3,0.26,71,50,22,64,43,21
36,99,65,218,4,0.37,36,31,8,28,20,11
42,52,59,134,3,0.36,46,33,13,35,23,12
51,8,44,49,2,0.27,43,35,9,22,18,5
46,81,61,184,5,0.48,45,42,8,32,24,9
30,94,78,207,5,0.5,60,52,9,46,36,11
33,51,60,138,4,0.6,47,40,8,33,27,8
19,119,57,239,6,0.5,48,41,9,31,24,9
63,4,44,47,2,0.27,19,17,6,14,9,5
39,103,64,223,4,0.71,32,31,5,26,24,5
69,158,84,299,7,0.85,40,38,7,32,28,5
59,30,65,97,2,0.34,30,25,6,22,17,6
48,39,52,112,2,0.34,22,22,6,24,21,5
63,38,51,109,3,0.3,23,20,7,12,10,6
54,8,40,51,2,0.15,20,18,5,10,9,4
62,9,43,56,1,0.2,21,18,4,14,14,4
52,173,91,356,8,0.96,44,42,6,39,34,6
49,25,63,101,3,0.35,23,19,7,20,14,8
34,24,54,85,3,0.29,20,15,6,15,11,5
30,152,65,294,7,0.63,,,,28,24,7
54,193,69,357,9,0.66,,,,30,25,8
61,72,89,200,4,0.6,31,29,4,18,16,4
38,208,91,409,9,0.77,50,49,6,22,22,5
57,14,44,64,3,0.54,29,26,5,16,15,5
66,3,41,43,3,0.26,28,27,6,10,8,4
59,7,54,65,3,0.33,22,20,4,11,7,5
72,8,43,54,3,0.28,26,24,6,14,12,8
77,7,61,71,3,0.31,24,24,7,13,13,5
59,176,78,347,7,1,34,34,5,20,17,6
61,15,49,72,3,0.36,30,28,6,19,12,7
71,2,24,27,2,0.23,23,19,5,10,8,5
76,2,20,20,3,0.2,31,28,6,15,13,6
72,4,55,62,5,0.24,15,13,9,,,
55,38,78,136,2,0.42,27,27,4,16,16,3
56,71,64,169,4,0.4,24,23,4,15,13,4
63,14,52,72,3,0.25,27,23,7,14,10,6
65,28,66,105,4,0.4,35,30,5,27,21,5
74,28,57,97,3,0.36,31,26,8,26,20,6
74,8,62,70,3,0.28,28,22,11,20,12,9
75,58,85,174,5,0.47,32,31,6,25,24,4
55,42,66,130,4,0.41,27,25,6,22,18,5
54,67,68,171,4,0.48,26,21,5,15,12,4
51,47,77,146,2,0.45,33,31,6,26,22,5
18,169,86,332,7,0.64,30,28,4,20,16,6
34,103,80,238,5,0.56,,,,44,38,6
53,222,95,436,9,1.1,58,57,3,47,45,6
41,55,66,150,2,0.54,30,23,6,26,20,5
37,94,78,222,4,0.53,32,32,5,20,18,4
42,174,81,340,6,0.71,44,33,10,31,26,8
59,14,56,76,2,0.21,31,31,5,18,16,4
44,294,102,553,13,1.2,65,63,5,45,41,5
33,371,109,677,15,1.4,76,70,6,51,45,7
22,71,59,167,3,0.6,52,42,10,38,30,9
33,68,55,160,5,0.53,45,35,11,38,27,11
51,71,81,181,4,0.39,26,22,9,19,14,7
36,45,67,136,5,0.31,23,19,7,19,12,8
50,13,56,73,3,0.23,22,21,4,13,11,4
52,22,66,99,3,0.29,21,20,4,15,12,5
39,28,54,96,3,0.26,24,17,7,17,14,5
48,8,45,54,3,0.23,21,19,6,18,11,7
42,34,64,110,4,0.28,30,27,4,14,11,5
29,145,82,304,7,0.61,45,39,8,31,27,7
10,256,97,489,12,1.3,66,57,10,47,38,8
7,74,64,177,5,0.5,49,37,12,30,22,10
46,59,58,145,4,0.41,41,30,11,30,20,11
50,78,67,187,5,0.57,52,45,5,41,36,4
27,72,73,169,4,0.53,40,34,7,31,27,5
31,47,79,144,3,0.39,38,33,8,21,17,7
57,34,70,110,3,0.29,40,36,7,25,20,5
28,117,92,270,6,0.78,43,38,10,31,26,8
57,70,74,180,5,0.54,34,28,8,28,20,8
58,49,84,154,4,0.5,31,27,5,21,19,4
34,16,72,96,3,0.37,28,22,8,20,17,7
49,9,51,55,2,0.3,21,18,6,17,14,6
36,101,83,233,5,0.61,36,30,9,26,22,7
18,200,86,391,10,0.98,70,57,13,62,49,13
4,569,165,1028,25,2.1,110,97,17,85,73,15
7,278,107,533,14,1.2,74,59,16,58,46,12
34,42,71,127,4,0.5,48,36,13,41,30,12
65,36,71,127,3,0.33,31,27,7,15,11,7
66,6,45,52,3,0.32,21,15,7,12,8,6
65,35,80,132,2,0.44,20,17,6,16,11,5
73,86,99,231,4,0.58,34,26,9,25,19,8
66,40,68,125,4,0.43,36,27,11,28,21,9
67,25,80,116,4,0.33,23,21,4,12,11,4
67,37,79,136,2,0.56,27,22,5,12,12,4
69,2,25,28,2,0.28,23,22,8,14,12,4
70,3,51,55,2,0.25,23,21,6,9,9,4
73,2,28,30,5,0.3,20,16,10,9,6,6
81,3,40,44,3,0.33,23,20,9,12,10,6
65,17,75,100,3,0.64,25,24,5,,,
72,42,77,142,3,0.67,30,22,11,,,
78,3,38,42,3,0.39,40,32,8,16,16,7
57,79,95,203,4,0.7,38,35,4,28,25,5
53,68,77,181,3,0.66,35,32,7,25,24,6
70,4,55,62,2,0.36,33,28,6,13,12,6
63,2,56,60,3,0.41,28,24,8,12,10,7
78,1,20,20,2,0.27,26,19,8,10,6,5
78,10,50,62,2,0.35,23,21,4,10,7,4
83,3,33,38,2,0.23,37,32,8,17,13,8
74,6,73,82,2,0.34,26,23,8,11,10,5
64,12,68,86,2,0.36,18,14,6,12,10,5
74,4,30,35,2,0.24,36,30,9,15,14,5
74,6,33,41,2,0.27,30,27,6,13,12,3
61,16,66,85,2,0.36,34,26,8,16,12,7
75,11,70,86,3,0.37,21,17,11,13,11,6
54,122,90,276,5,0.81,28,26,7,15,14,3
59,323,174,669,9,1.5,77,68,8,58,50,7
49,294,113,560,11,1.7,74,63,9,59,51,8
66,29,78,108,2,0.44,24,17,10,10,6,6
54,66,76,174,3,0.52,25,22,8,17,11,6
67,12,64,82,3,0.45,,,,12,8,4
70,19,61,90,2,0.39,25,21,4,11,8,4
76,7,65,74,2,0.47,22,19,4,15,12,3
45,16,58,82,3,0.38,27,21,6,17,14,4
52,31,86,134,2,0.63,32,29,4,26,21,4
7,468,136,851,17,1.6,75,66,11,60,49,8
45,329,110,610,12,1.6,70,60,12,57,46,10
50,79,89,210,4,0.74,40,35,6,24,22,6
61,56,67,147,2,0.45,27,21,6,16,11,6
38,92,81,221,4,0.54,36,30,6,18,14,4
71,18,50,78,3,0.34,30,20,11,20,12,8
71,2,46,48,3,0.27,30,22,9,12,8,9
69,13,64,77,4,0.35,20,18,5,10,9,4
65,11,62,75,4,0.34,26,20,6,12,8,4
57,52,72,152,4,0.43,29,23,8,23,20,6
16,129,81,274,6,0.86,,,,39,34,7
,,,,,,,,,,,
78,5,34,38,4,0.28,,,,,,
67,4,60,66,2,0.35,,,,,,
52,22,61,94,3,0.36,,,,,,
69,10,56,66,2,0.3,,,,,,
73,3,29,33,3,0.25,,,,13,13,6
76,30,73,119,3,0.39,33,26,11,17,16,7
72,9,54,64,3,0.36,20,15,9,13,10,5
75,6,20,29,3,0.22,36,36,8,14,11,6
76,2,39,41,3,0.26,32,30,5,13,11,5
55,53,85,163,3,0.51,,,,15,11,6
65,26,67,101,3,0.29,,,,15,13,6
70,6,46,54,2,0.3,28,27,8,13,11,8
74,15,66,84,3,0.48,25,23,3,9,9,4
77,13,62,75,4,0.31,33,28,8,17,11,12
79,3,34,36,4,0.26,25,25,2,13,11,7
60,17,75,90,2,0.48,44,38,6,21,17,4
54,13,62,82,1,0.34,32,25,6,16,12,4
59,18,75,99,2,0.49,33,28,6,20,15,6
52,43,66,129,2,0.49,27,21,7,20,15,6
67,6,70,75,3,0.38,25,21,8,14,11,8
71,14,53,72,2,0.26,22,19,6,18,10,8
72,11,43,57,2,0.3,25,23,6,15,12,5
77,1,23,24,2,0.29,24,20,5,19,11,7
68,15,55,75,3,0.46,31,26,7,22,16,7
,,,,,,,,,,,
,,,,,,,,,,,
74,6,57,62,2,0.38,,,,,,
45,27,72,103,3,0.31,23,20,9,17,12,7
59,60,91,169,5,0.66,52,46,12,42,35,12
71,10,64,79,4,0.39,33,29,8,27,20,7
65,49,93,161,6,0.52,23,20,6,17,16,5
39,219,105,441,9,1.2,60,56,8,44,38,7
54,206,97,410,7,1.3,62,56,8,45,39,8
75,21,59,88,3,0.39,38,32,8,22,17,6
54,53,90,172,3,0.52,34,28,8,24,19,7
88,8,67,70,3,0.43,70,56,18,61,46,15
97,16,98,122,5,0.5,69,52,20,60,42,19
68,178,102,368,8,0.77,63,57,13,45,38,12
76,11,48,58,2,0.33,52,43,13,35,24,11
35,64,114,186,5,0.6,96,73,27,81,57,25
56,227,98,427,8,1,120,93,29,103,76,26
58,295,99,539,10,0.95,115,84,33,96,66,28
84,8,46,51,2,0.37,61,41,20,41,25,15
84,12,63,64,2,0.38,32,25,9,23,18,8
50,59,55,144,3,0.47,41,32,10,28,22,9
67,8,44,54,2,0.28,31,24,10,24,16,9
63,20,57,88,2,0.35,37,32,9,22,17,6
84,4,29,33,3,0.29,47,38,11,28,20,8
78,23,56,89,4,0.3,25,20,7,12,8,6
85,5,53,56,4,0.31,20,15,8,11,8,6
82,5,37,39,3,0.31,17,16,6,10,8,3
78,116,78,256,5,0.58,33,28,9,24,20,8
79,16,82,101,3,0.4,45,35,11,32,24,9
62,55,90,174,4,0.58,44,33,13,32,22,11
60,42,83,130,4,0.42,57,45,19,47,34,17
57,61,92,150,4,0.51,81,60,23,72,49,21
99,57,104,148,8,0.57,86,62,27,71,48,24
91,82,95,208,8,0.65,75,58,22,66,48,17
71,51,87,165,4,0.52,46,38,9,29,24,8
65,190,96,381,8,0.87,64,53,15,47,39,13
47,73,99,187,8,0.49,118,90,28,85,59,23
63,70,82,166,6,0.52,116,86,34,84,56,30
71,15,53,66,3,0.37,92,72,28,72,52,22
83,11,48,61,2,0.3,28,20,12,18,13,7
56,3,21,23,2,0.28,16,9,10,12,5,8
66,6,30,38,3,0.31,17,10,10,12,8,8
85,99,81,233,5,0.27,29,27,7,17,15,8
70,40,71,121,2,0.42,37,33,16,26,21,8
76,41,63,124,3,0.39,34,28,9,19,16,8
80,32,92,141,7,0.47,40,37,9,26,22,7
76,44,83,145,5,0.55,46,35,12,33,25,9
88,9,39,52,2,0.3,29,26,13,18,14,6
78,15,57,79,2,0.29,26,28,9,16,14,6
72,15,57,68,3,0.29,30,32,10,16,13,7
100,12,74,75,7,0.45,44,34,14,24,20,7
86,68,79,184,7,0.45,55,49,16,34,27,11
89,6,47,50,3,0.29,27,22,10,14,10,7
86,4,33,35,3,0.3,31,22,12,21,14,8
80,27,76,117,3,0.63,93,81,18,80,64,14
95,80,63,172,3,0.58,62,54,22,52,38,15
85,8,55,68,2,0.41,46,36,13,32,24,13
79,20,71,100,2,0.54,32,28,13,26,16,14
76,9,76,88,3,0.34,31,20,12,20,15,9
72,23,57,87,4,0.48,43,30,14,35,19,15
88,3,36,38,2,0.27,39,26,14,27,17,13
75,5,36,40,2,0.29,44,32,12,31,21,9
72,18,76,104,2,0.41,55,38,18,43,28,16
67,18,91,114,2,0.41,62,43,22,55,34,20
98,104,81,222,5,0.59,61,47,19,53,40,17
70,17,73,96,2,0.43,56,42,15,45,31,13
80,8,43,50,2,0.38,51,33,18,43,28,14
89,5,54,58,1,0.28,27,23,7,18,15,7
110,3,33,33,3,0.29,30,24,10,20,13,8
122,5,35,41,3,0.36,34,25,14,26,17,12
86,5,37,41,2,0.31,35,29,13,23,18,7
73,4,26,33,2,0.28,24,17,7,14,9,6
73,9,42,56,2,0.32,22,20,4,13,8,6
78,4,32,33,2,0.19,26,21,5,16,12,6
74,5,20,28,3,0.23,27,25,5,16,12,6
75,2,34,35,4,0.17,18,17,3,12,8,6
75,10,56,58,3,0.24,19,17,4,14,10,4
65,22,80,94,2,0.36,22,20,4,15,11,5
74,55,89,136,6,0.32,29,29,4,23,20,6
83,30,63,104,4,0.36,30,28,5,30,23,7
89,44,79,143,4,0.42,38,34,10,32,25,7
100,44,91,131,4,0.62,44,39,8,37,30,9
129,8,66,77,2,0.44,52,49,10,46,40,9
107,42,76,141,5,0.41,68,57,19,66,46,20
101,4,57,58,4,0.33,49,43,10,44,35,12
85,20,63,94,2,0.29,26,21,8,20,16,8
82,6,49,51,3,0.26,17,12,7,14,8,8
83,8,60,64,3,0.29,23,18,5,13,12,4
90,5,46,49,3,0.27,18,16,4,16,12,5
87,2,53,55,1,0.28,19,17,6,12,9,5
51,20,77,103,1,0.4,22,20,5,16,14,5
68,5,37,44,2,0.27,24,18,7,19,13,6
66,57,60,148,4,0.56,23,20,6,20,14,6
50,50,73,133,4,0.48,31,23,9,25,19,6
65,24,76,107,2,0.43,28,26,6,22,18,6
92,19,72,98,2,0.41,30,26,6,25,20,5
108,3,64,68,5,0.36,29,28,8,27,23,7
77,16,42,67,3,0.28,21,16,8,17,12,6
55,13,35,52,3,0.28,17,13,7,14,10,6
78,7,44,46,5,0.28,15,12,6,12,7,6
80,9,39,53,4,0.22,18,15,7,11,10,5
91,36,66,118,,0.35,31,29,5,22,18,5
97,33,67,117,,0.52,44,42,7,30,29,7
92,6,53,57,,0.34,24,21,6,24,20,5
100,44,86,151,,0.47,40,34,9,30,22,7
78,11,41,53,,0.31,20,19,7,14,12,4
73,30,79,124,2,0.4,24,22,7,19,15,5
106,125,90,266,6,0.56,37,36,4,27,25,5
93,25,86,116,2,0.44,30,27,8,22,19,6
78,4,42,43,2,0.28,28,24,9,22,17,6
72,2,16,18,2,0.2,14,10,6,10,6,4
63,8,23,33,3,0.21,16,14,7,12,8,5
76,8,18,29,3,0.2,26,23,8,13,10,4
45,14,38,42,3,0.25,18,15,8,16,11,5
38,44,49,112,4,0.35,36,35,8,30,26,6
82,18,51,66,5,0.28,20,18,6,13,10,5
87,6,46,49,4,0.28,26,25,6,22,20,7
76,7,57,64,3,0.27,28,22,6,22,16,6
91,20,87,117,7,0.44,30,28,4,28,22,5
86,20,60,75,4,0.36,31,24,8,27,19,8
76,9,51,55,3,0.22,16,14,7,,,
77,21,58,90,4,0.28,22,20,6,,,
67,6,27,35,2,0.29,29,24,7,,,
46,13,38,58,3,0.38,20,15,8,,,
78,4,57,63,4,0.31,17,14,7,,,
77,25,64,96,5,0.35,20,18,6,,,
79,26,57,97,6,0.29,18,17,8,16,11,6
86,50,66,142,5,0.38,23,21,8,20,16,8
102,7,33,43,9,0.24,24,18,11,17,13,8
101,7,29,36,5,0.27,22,18,6,22,17,8
53,4,32,34,4,0.42,16,15,7,16,12,7
68,4,47,49,3,0.32,20,20,8,18,14,10
52,9,51,56,2,0.33,20,18,8,18,14,7
51,84,53,179,5,0.47,26,22,8,21,17,6
76,8,29,40,6,0.31,30,23,9,26,17,9
58,15,48,71,6,0.31,25,22,6,23,18,6
54,22,68,101,6,0.49,33,31,6,30,24,7
116,6,51,54,4,0.37,26,22,6,25,18,7
64,4,25,27,3,0.31,17,13,8,15,9,6
78,6,27,32,2,0.25,20,17,7,16,11,5
75,6,44,44,3,0.33,18,18,8,18,14,4
93,47,52,125,5,0.41,29,27,7,25,20,5
76,25,44,78,3,0.32,24,19,7,20,12,7
125,15,56,79,2,0.46,40,36,11,37,28,11
117,11,69,84,2,0.41,30,29,7,25,20,7
101,5,63,67,2,0.41,30,28,7,27,20,6
76,10,45,50,4,0.32,27,25,7,24,19,6
91,8,26,39,4,0.28,,,,,,
117,5,32,35,3,0.3,,,,,,
103,7,33,36,2,0.29,,,,,,
81,10,75,91,5,0.46,,,,,,
118,6,92,100,4,0.49,,,,,,
80,3,69,73,2,0.35,,,,,,
77,9,31,45,2,0.26,,,,,,
99,9,34,45,4,0.25,,,,,,
94,7,82,92,2,0.38,,,,,,
85,12,40,55,4,0.33,,,,,,
89,7,31,42,3,0.36,,,,,,
75,8,36,45,3,0.33,,,,,,
82,2,25,26,2,0.23,,,,,,
78,22,44,78,3,0.33,,,,,,
80,6,36,46,4,0.34,,,,,,
81,5,52,54,4,0.35,,,,,,
83,21,48,73,2,0.4,,,,,,
72,56,71,157,4,0.51,,,,,,
69,6,30,36,2,0.32,,,,,,
78,4,22,25,,0.35,,,,,,
61,11,54,71,,0.38,,,,,,
74,5,50,52,,0.32,,,,,,
52,9,39,44,,0.29,,,,,,
59,47,85,147,,0.53,,,,,,
55,14,50,58,,0.35,,,,,,
77,18,54,82,,0.35,,,,,,
73,3,37,39,,0.29,,,,,,
58,6,52,58,,0.31,,,,,,
66,12,62,81,,0.29,,,,,,
65,36,65,107,4,0.33,,,,,,
65,56,55,138,5,0.37,,,,,,
71,7,43,47,4,0.34,,,,,,
77,16,62,72,2,0.31,,,,,,
77,23,59,78,3,0.38,,,,,,
53,29,56,100,5,0.95,,,,,,
75,45,50,116,4,0.45,,,,,,
58,40,65,127,3,0.54,,,,,,
73,7,30,39,3,0.4,,,,,,
63,5,29,36,3,0.37,,,,,,
63,3,32,33,3,0.36,,,,,,
68,63,75,170,4,1,,,,,,
17,24,50,82,3,0.55,,,,,,
60,15,61,70,2,0.48,,,,,,
70,28,50,93,3,0.49,,,,,,
56,26,76,84,4,0.54,,,,,,
80,15,87,110,4,0.62,,,,,,
77,26,80,110,5,0.69,,,,,,
83,14,63,85,30,0.61,,,,,,
70,69,99,166,7,0.72,,,,,,
60,75,78,184,5,0.54,,,,,,
51,64,66,164,9,0.5,,,,,,
45,32,49,98,4,0.35,,,,,,
66,22,65,81,2,0.35,,,,,,
76,7,42,45,2,0.3,,,,,,
77,3,37,41,2,0.33,,,,,,
62,15,89,106,3,0.44,,,,,,
73,64,69,152,5,0.5,,,,,,
81,11,61,65,3,0.5,,,,,,
94,25,77,84,5,0.54,,,,,,
47,46,78,140,3,0.57,,,,,,
58,10,45,60,2,0.45,,,,,,
72,3,34,37,15,0.31,,,,,,
66,139,93,306,78,0.88,,,,,,
70,165,89,323,65,0.79,74,69,8,,,
56,26,59,95,16,0.46,49,46,6,,,
49,60,60,142,4,0.45,24,24,3,,,
63,242,104,475,9,1.2,54,52,4,,,
46,124,73,260,5,0.74,45,43,4,,,
81,50,88,162,5,0.73,55,44,14,,,
45,187,84,360,8,1,64,57,9,,,
75,11,49,63,2,0.43,36,32,10,,,
57,22,51,78,2,0.43,22,18,6,18,13,5
37,85,59,176,5,0.44,38,34,6,26,20,7
69,46,43,114,3,0.38,32,25,9,26,18,9
57,65,51,151,4,0.43,36,26,10,33,21,11
59,46,68,103,4,0.4,27,22,7,25,18,8
55,20,54,80,4,0.41,22,20,6,16,11,6
64,17,51,69,5,0.33,19,15,6,18,12,7
70,63,59,156,5,0.45,23,21,4,18,13,6
69,7,33,44,6,0.26,30,29,4,20,16,5
53,95,72,217,5,0.54,30,29,4,20,15,6
68,56,60,134,3,0.37,25,21,5,20,16,6
66,80,55,175,3,0.52,24,24,6,21,18,7
,,,,,,,,,13,8,6
,,,,,,,,,24,19,6
31,55,69,152,3,0.4,41,36,7,26,18,10
52,55,59,142,3,0.43,36,36,3,19,15,7
55,21,59,91,1,0.41,29,27,5,17,13,6
56,3,28,31,2,0.24,23,20,5,16,11,6
64,2,26,27,2,0.19,23,21,3,15,12,6
52,11,48,64,2,0.26,17,15,5,12,9,5
67,5,28,32,5,0.2,23,21,6,13,12,7
49,22,69,84,2,0.55,46,44,6,35,30,5
56,8,56,69,2,0.25,20,18,6,15,11,4
45,19,52,80,3,0.42,23,20,4,18,14,6
,19,54,79,2,0.29,21,20,4,19,17,5
66,2,33,34,2,0.19,15,13,4,12,10,4
61,10,53,68,2,0.34,28,23,6,24,16,7
51,22,50,81,3,0.34,35,32,6,24,21,7
41,26,75,112,3,0.39,33,29,8,27,20,10
36,56,78,134,4,0.44,58,51,11,44,34,12
49,43,65,118,4,0.32,47,40,8,34,26,8
70,7,38,49,2,0.25,,,,23,19,6
69,2,34,35,3,0.26,,,,16,13,6
63,24,74,111,4,0.39,,,,17,13,5
32,106,81,231,8,0.51,,,,25,19,6
44,87,72,199,5,0.8,,,,68,63,7
,295,89,542,11,1.3,,,,59,52,9
,7,65,76,3,0.52,,,,22,20,7
,5,57,61,2,0.53,,,,27,22,6
,34,82,115,3,0.48,,,,36,32,7
,26,71,111,7,0.39,,,,20,16,6
,16,51,69,3,0.28,,,,17,13,5
,26,72,112,3,0.39,,,,18,14,5
,35,65,119,2,0.29,,,,16,11,6
,167,100,356,7,0.98,,,,32,25,9
,144,84,293,7,0.65,,,,33,28,10
,60,64,156,4,0.44,,,,35,28,12
,35,76,126,3,0.3,,,,22,19,13
,96,71,218,4,0.38,,,,34,27,9
,142,63,280,6,0.57,,,,51,39,13
,172,66,329,6,0.53,,,,58,44,14
5,71,53,159,4,0.36,56,45,13,47,34,15
9,66,53,151,4,0.39,40,32,12,34,26,12
50,28,69,111,2,0.35,34,27,8,30,21,9
3,374,114,688,14,1.1,67,60,9,50,44,11
10,133,81,276,5,0.66,39,31,8,31,22,9
2,152,63,296,5,0.59,42,35,9,37,29,10
7,159,76,320,7,0.49,42,37,8,29,22,8
9,75,54,169,4,0.4,45,38,8,35,27,9
4,191,64,356,7,1.2,86,76,10,70,57,14
33,243,63,429,9,1.4,86,76,11,66,57,12
35,19,36,64,2,0.22,42,38,8,31,25,8
54,64,46,143,3,0.37,42,36,7,34,30,7
53,23,53,89,2,0.29,31,26,5,19,15,6
52,86,49,179,5,0.55,33,27,8,26,20,8
8,98,78,200,5,0.51,44,35,9,34,27,8
25,104,89,224,4,0.63,43,38,11,33,28,12
60,14,68,84,3,0.39,30,24,6,26,22,6
52,24,67,102,3,0.28,20,18,7,12,10,7
61,108,74,239,4,0.5,31,27,9,19,15,8
86,18,67,93,3,0.3,27,26,8,15,11,6
69,8,58,69,3,0.25,22,18,7,15,9,8
80,35,82,135,4,0.44,24,24,6,18,13,7
33,222,110,447,9,1.1,69,63,6,53,50,8
60,61,64,158,4,0.65,46,40,7,32,27,10
60,140,91,295,6,0.75,40,34,6,29,25,8
35,152,84,313,7,0.72,38,32,8,28,26,10
64,28,74,116,4,0.41,20,16,7,16,10,8
62,5,44,51,3,0.27,12,7,7,14,7,7
66,8,72,85,2,0.35,26,23,5,19,17,7
64,24,71,107,1,0.42,26,23,4,21,16,8
66,9,59,73,2,0.41,25,24,5,15,16,6
65,2,29,33,2,0.23,20,16,7,19,14,9
74,4,28,32,3,0.23,16,12,5,11,8,7
74,7,69,80,2,0.31,20,18,5,14,12,4
59,18,65,94,4,0.43,29,24,5,21,18,6
52,27,60,97,4,0.45,23,18,11,19,14,10
62,10,51,66,7,0.34,19,16,6,16,14,6
51,91,82,211,3,0.69,44,41,8,38,31,7
32,176,91,361,7,1,55,47,8,44,38,10
9,165,91,327,7,1,64,53,12,54,47,14
49,239,88,454,9,1.2,59,51,11,56,43,13
65,1,24,25,2,0.3,49,42,10,42,33,11
66,41,79,142,3,0.51,35,35,8,22,19,7
58,40,78,139,3,0.52,27,24,8,27,26,8
21,60,65,143,2,0.52,39,30,12,34,24,13
53,82,68,195,4,0.57,31,21,10,29,18,13
60,60,79,170,2,0.6,27,24,7,21,18,8
67,53,72,153,2,0.49,24,20,7,17,16,9
67,24,81,117,2,0.41,26,20,7,16,10,6
78,7,41,49,2,0.31,26,24,9,16,10,8
70,3,38,40,2,0.26,22,19,8,12,12,7
70,4,33,35,2,0.29,26,25,6,14,13,5
83,4,44,50,2,0.35,17,12,7,11,7,6
72,23,75,109,2,0.41,20,15,7,12,10,9
72,8,49,59,2,0.32,24,19,5,12,9,6
86,9,57,70,2,0.33,30,29,3,16,14,6
70,60,79,170,2,0.59,27,26,2,24,20,4
50,32,81,120,3,0.53,29,26,5,27,21,6
44,83,79,207,4,0.67,38,32,8,35,27,8
35,154,99,335,7,1.2,80,74,8,67,60,10
57,380,124,706,15,1.3,73,63,11,53,42,14
56,77,70,183,4,0.61,42,35,8,41,31,10
21,155,76,313,6,0.77,61,50,15,50,37,14
39,290,101,540,12,1.2,75,63,15,65,49,17
64,76,88,205,3,0.74,44,40,10,31,27,8
42,51,70,144,2,0.56,35,31,6,23,17,8
57,13,65,82,2,0.36,24,22,5,14,12,6
,,,,,0.61,,,,,,
67,4,49,53,3,0.35,,,,,,
